Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
2,0:11,3,14,SFO 40,7,7,Timeout #2 by San Francisco 49ers,0.100,0.070
2,0:11,4,2,WAS 48,7,7,Colin Kaepernick pass complete deep right to Michael Crabtree for 25 yards (tackle by Bashaud Breeland),0.070,4.040
2,0:05,1,10,WAS 23,7,10,Phil Dawson 41 yard field goal good,4.040,3.000
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,7,10,"Kai Forbath kicks off 67 yards, returned by Carlos Hyde for 27 yards (tackle by Brandon Meriweather)",0.000,0.610
3,14:54,1,10,SFO 25,7,10,Frank Gore left tackle for 3 yards (tackle by Barry Cofield),0.610,0.470
3,14:15,2,7,SFO 28,7,10,Colin Kaepernick pass incomplete deep right intended for Steve Johnson (defended by Bashaud Breeland),0.470,-0.230
3,14:05,3,7,SFO 28,7,10,Colin Kaepernick pass incomplete deep left intended for Vernon Davis,-0.230,-1.500
3,13:59,4,7,SFO 28,7,10,"Andy Lee punts 57 yards, returned by Andre Roberts for 7 yards (tackle by Dan Skuta)",-1.500,-0.410
3,13:47,1,10,WAS 22,7,10,Alfred Morris right tackle for 30 yards (tackle by Eric Reid),0.410,2.390
3,13:07,1,10,SFO 48,7,10,Robert Griffin pass incomplete short right intended for Darrel Young (defended by Ahmad Brooks),2.390,1.850
3,13:03,2,10,SFO 48,7,10,Alfred Morris up the middle for 4 yards (tackle by Ahmad Brooks),1.850,1.690
3,12:19,3,6,SFO 44,7,10,Robert Griffin sacked by Aldon Smith for -7 yards,1.690,-0.130
3,11:46,4,13,WAS 49,7,10,"Tress Way punts 31 yards. Penalty on Corey Lemonier: Illegal Use of Hands, 10 yards",-0.130,0.380
3,11:37,1,10,SFO 10,7,10,"Colin Kaepernick pass complete short right to Vernon Davis for 16 yards (tackle by Bashaud Breeland). Penalty on Alex Boone: Ineligible Downfield Pass, 5 yards (no play)",-0.380,-0.570
3,11:05,1,15,SFO 5,7,10,Frank Gore left tackle for no gain (tackle by Trent Murphy),-0.570,-1.150
3,10:35,2,15,SFO 5,7,10,Colin Kaepernick pass complete short right to Bruce Miller for 8 yards (tackle by Greg Ducre),-1.150,-1.070
3,9:48,3,7,SFO 13,7,10,Colin Kaepernick pass complete short right to Anquan Boldin for 14 yards (tackle by Trent Robinson),-1.070,0.740
3,9:13,1,10,SFO 27,7,10,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin is intercepted by Greg Ducre at WAS-26 and returned for 7 yards,0.740,-1.140
3,9:01,1,10,WAS 33,7,10,Alfred Morris up the middle for -1 yards (tackle by Chris Borland),1.140,0.460
3,8:23,2,11,WAS 32,7,10,Robert Griffin pass complete short right to Pierre Garcon for 5 yards (tackle by Perrish Cox),0.460,0.430
3,7:40,3,6,WAS 37,7,10,Robert Griffin pass incomplete short right intended for Andre Roberts,0.430,-0.910
3,7:36,4,6,WAS 37,7,10,"Tress Way punts 55 yards, returned by Perrish Cox for no gain",-0.910,0.380
3,7:25,1,10,SFO 8,7,10,Frank Gore up the middle for 3 yards (tackle by Perry Riley and Keenan Robinson),-0.380,-0.560
3,6:43,2,7,SFO 11,7,10,Colin Kaepernick pass complete short right to Anquan Boldin for 7 yards (tackle by Perry Riley and Ryan Kerrigan),-0.560,0.040
3,6:09,1,10,SFO 18,7,10,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,0.040,-0.490
3,6:06,2,10,SFO 18,7,10,Colin Kaepernick pass complete short left to Michael Crabtree for 9 yards (tackle by Bashaud Breeland and Perry Riley),-0.490,-0.020
3,5:38,3,1,SFO 27,7,10,Colin Kaepernick up the middle for no gain (tackle by Barry Cofield),-0.020,-1.570
3,4:57,4,1,SFO 27,7,10,"Andy Lee punts 51 yards, fair catch by DeSean Jackson",-1.570,-0.410
3,4:49,1,10,WAS 22,7,10,Alfred Morris for 11 yards,0.410,1.140
3,4:20,1,10,WAS 33,7,10,Robert Griffin pass complete short middle to DeSean Jackson for 32 yards (tackle by Dontae Johnson),1.140,3.250
3,3:38,1,10,SFO 35,7,10,Alfred Morris up the middle for 4 yards (tackle by Tank Carradine and Tony Jerod-Eddie),3.250,3.240
3,3:02,2,6,SFO 31,7,10,"Robert Griffin sacked by Aaron Lynch for -11 yards. Penalty on Aaron Lynch: Roughing the Passer, 15 yards (no play)",3.240,4.510
3,2:27,1,10,SFO 16,7,10,Alfred Morris right tackle for 4 yards (tackle by Antoine Bethea),4.510,4.570
3,1:55,2,6,SFO 12,7,10,Alfred Morris left tackle for 1 yard (tackle by Ahmad Brooks),4.570,3.940
3,1:14,3,5,SFO 11,7,10,Robert Griffin pass complete short left to Roy Helu for 2 yards (tackle by Eric Reid),3.940,2.930
3,0:35,4,3,SFO 9,10,10,Kai Forbath 27 yard field goal good,2.930,3.000
3,0:35,,,WAS 35,10,10,"Kai Forbath kicks off 63 yards, returned by Carlos Hyde for 25 yards (tackle by Brandon Meriweather)",0.000,-0.740
3,0:25,1,10,SFO 27,10,10,Colin Kaepernick pass incomplete short left intended for Vernon Davis,0.740,0.200
3,0:20,2,10,SFO 27,10,10,Colin Kaepernick pass complete short middle to Michael Crabtree for 5 yards (tackle by Keenan Robinson),0.200,0.170
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,SFO 32,10,10,Colin Kaepernick pass complete short right to Vernon Davis for 4 yards (tackle by Keenan Robinson),0.170,-0.980
4,14:25,4,1,SFO 36,10,10,"Andy Lee punts 44 yards, fair catch by DeSean Jackson",-0.980,-0.280
4,14:18,1,10,WAS 20,10,10,Alfred Morris right tackle for 6 yards (tackle by Michael Wilhoite),0.280,0.540
4,13:43,2,4,WAS 26,10,10,Alfred Morris up the middle for 5 yards (tackle by Chris Borland),0.540,1.000
4,13:07,1,10,WAS 31,10,10,Robert Griffin pass complete short right to Pierre Garcon for 5 yards (tackle by Perrish Cox),1.000,1.140
4,12:34,2,5,WAS 36,10,10,"Alfred Morris up the middle for 3 yards (tackle by Ray McDonald and Chris Borland). Penalty on Tom Compton: Illegal Formation, 5 yards (no play)",1.140,0.460
4,12:05,2,10,WAS 31,10,10,Alfred Morris up the middle for 5 yards (tackle by Aaron Lynch),0.460,0.430
4,11:22,3,5,WAS 36,10,10,"Robert Griffin pass complete short right to Andre Roberts for 5 yards (tackle by Eric Reid). Penalty on Kory Lichtensteiger: Offensive Holding, 10 yards (no play)",0.430,-0.890
4,10:40,3,15,WAS 26,10,10,Robert Griffin pass complete short left to Roy Helu for 7 yards (tackle by Antoine Bethea),-0.890,-1.180
4,10:18,4,8,WAS 33,10,10,"Tress Way punts 38 yards, fair catch by Perrish Cox",-1.180,-0.870
4,10:12,1,10,SFO 29,10,10,"Frank Gore left end for 6 yards (tackle by Trent Murphy). Frank Gore fumbles (forced by Trent Murphy), recovered by Phillip Thomas at SFO-38 and returned for 2 yards (tackle by Anquan Boldin)",0.870,-3.180
4,10:03,1,10,SFO 36,10,10,Alfred Morris right end for -1 yards (tackle by Justin Smith),3.180,2.500
4,9:21,2,11,SFO 37,10,10,Robert Griffin pass complete short right to Logan Paulsen for 1 yard (tackle by Tank Carradine and Chris Borland),2.500,1.950
4,8:32,3,10,SFO 36,10,10,Robert Griffin right end for 8 yards (tackle by Antoine Bethea),1.950,1.700
4,7:48,4,2,SFO 28,13,10,Kai Forbath 46 yard field goal good,1.700,3.000
4,7:48,,,WAS 35,13,10,"Kai Forbath kicks off 69 yards, returned by Carlos Hyde for 29 yards (tackle by Everette Brown)",0.000,-0.610
4,7:36,1,10,SFO 25,13,10,Colin Kaepernick sacked by Jason Hatcher for -6 yards,0.610,-0.810
4,6:51,2,16,SFO 19,13,10,Colin Kaepernick pass complete short left to Anquan Boldin for 10 yards (tackle by Greg Ducre),-0.810,-0.810
4,6:17,2,16,SFO 19,13,10,Timeout #1 by San Francisco 49ers,-0.810,-0.100
4,6:17,3,6,SFO 29,13,10,Colin Kaepernick pass complete short right to Vernon Davis for 5 yards (tackle by Phillip Thomas and Keenan Robinson),-0.100,-1.110
,,,,,,,"WAS challenged the first down ruling, and the original play was overturned.",,
4,5:28,4,1,SFO 34,13,10,Frank Gore up the middle for 3 yards (tackle by Keenan Robinson),-1.110,1.400
4,4:43,1,10,SFO 37,13,10,"Colin Kaepernick pass complete deep right to Anquan Boldin for 29 yards (tackle by Bashaud Breeland). Penalty on Ryan Clark: Unnecessary Roughness, 15 yards",1.400,4.310
4,4:34,1,10,WAS 19,13,10,Carlos Hyde up the middle for 5 yards (tackle by Trent Robinson),4.310,4.530
4,3:47,2,5,WAS 14,13,10,Colin Kaepernick pass complete short left to Anquan Boldin for 10 yards (tackle by Perry Riley),4.530,6.280
4,3:03,1,4,WAS 4,13,16,"Carlos Hyde up the middle for 4 yards, touchdown",6.280,7.000
4,3:03,,,WAS 2,13,17,Phil Dawson kicks extra point good,0.000,0.000
4,3:03,,,SFO 35,13,17,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
4,2:59,1,10,WAS 20,13,17,Robert Griffin pass incomplete deep middle intended for DeSean Jackson (defended by Chris Culliver),0.280,-0.270
4,2:53,2,10,WAS 20,13,17,Robert Griffin sacked by Aaron Lynch for -3 yards,-0.270,-1.510
4,2:13,3,13,WAS 17,13,17,Robert Griffin pass incomplete short middle intended for Andre Roberts,-1.510,-2.320
4,2:09,4,13,WAS 17,13,17,"Tress Way punts 50 yards, returned by Perrish Cox for no gain. Penalty on L.J. McCray: Illegal Block Above the Waist, 10 yards",-2.320,-0.410
4,1:57,1,10,SFO 22,13,17,Carlos Hyde left guard for 7 yards (tackle by Brandon Meriweather),0.410,0.410
4,1:52,1,10,SFO 22,13,17,Timeout #1 by Washington Redskins,0.410,0.810
4,1:52,2,3,SFO 29,13,17,Carlos Hyde right guard for no gain (tackle by Jarvis Jenkins),0.810,0.810
4,1:46,2,3,SFO 29,13,17,Timeout #2 by Washington Redskins,0.810,0.100
4,1:46,3,3,SFO 29,13,17,Carlos Hyde left tackle for -2 yards (tackle by Jason Hatcher and Trent Murphy),0.100,0.100
4,1:41,3,3,SFO 29,13,17,Timeout #3 by Washington Redskins,0.100,-1.570
4,1:40,4,5,SFO 27,13,17,"Andy Lee punts 56 yards, returned by DeSean Jackson for 11 yards (tackle by Raymond Ventrone). Penalty on Logan Paulsen: Offensive Holding (Declined), Penalty on Akeem Davis: Illegal Block Above the Waist, 7 yards",-1.570,0.380
4,1:29,1,10,WAS 8,13,17,"Penalty on Morgan Moses: False Start, 4 yards (no play)",-0.380,-0.530
4,1:29,1,14,WAS 4,13,17,Robert Griffin pass incomplete short right intended for Niles Paul,-0.530,-1.070
4,1:25,2,14,WAS 4,13,17,Robert Griffin left tackle for 6 yards (tackle by Ahmad Brooks),-1.070,-1.190
4,0:59,3,8,WAS 10,13,17,"Robert Griffin sacked by Justin Smith for -7 yards. Robert Griffin fumbles (forced by Justin Smith), recovered by Ahmad Brooks at WAS-7 (tackle by Morgan Moses)",-1.190,-5.600
4,0:52,1,7,WAS 7,13,17,Colin Kaepernick kneels for -1 yards,5.600,4.570
4,0:26,2,8,WAS 8,13,17,Colin Kaepernick kneels for -1 yards,4.570,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
