Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Adoree' Jackson,TEN,0,9,5,55.6%,58,11.6,6.4,1,112.3,11.6,36,22,0,0,0,0.0,0,4,1,20.0%
Malcolm Butler,TEN,1,6,3,50.0%,94,31.3,15.7,1,95.8,16.8,60,34,0,0,0,0.0,0,5,0,0.0%
Jayon Brown,TEN,0,3,2,66.7%,27,13.5,9.0,0,95.1,5.3,16,11,0,0,0,0.0,0,4,1,20.0%
Logan Ryan,TEN,0,3,2,66.7%,15,7.5,5.0,0,78.5,2.7,8,7,1,0,0,0.0,0,7,0,0.0%
Kamalei Correa,TEN,0,1,1,100.0%,6,6.0,6.0,0,91.7,2.0,2,4,2,0,0,1.0,1,3,2,40.0%
Wesley Woodyard,TEN,0,1,1,100.0%,4,4.0,4.0,0,83.3,-1.0,-1,5,2,0,0,0.0,0,12,2,14.3%
Kevin Byard,TEN,0,3,1,33.3%,18,18.0,6.0,0,54.9,18.7,16,2,1,0,0,0.0,0,3,0,0.0%
LeShaun Sims,TEN,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,0,0,0,0.0,0,1,0,0.0%
DaQuan Jones,TEN,0,1,1,100.0%,4,4.0,4.0,0,83.3,4.0,4,0,0,0,0,0.0,0,2,0,0.0%
Jurrell Casey,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,0,0.0%
Kenny Vaccaro,TEN,1,2,0,0.0%,13,,6.5,0,14.6,24.5,12,1,0,0,0,0.0,0,5,0,0.0%
Brian Orakpo,TEN,0,1,0,0.0%,,,0.0,,39.6,4.0,,,2,0,0,0.0,0,2,0,0.0%
Bennie Logan,TEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
William Compton,TEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kiko Alonso,MIA,1,9,4,44.4%,29,7.3,3.2,0,13.0,1.3,-6,35,2,0,0,0.0,0,6,0,0.0%
Reshad Jones,MIA,2,5,3,60.0%,41,13.7,8.2,0,46.7,11.6,29,12,0,0,0,0.0,0,7,1,12.5%
Raekwon McMillan,MIA,0,5,3,60.0%,31,10.3,6.2,0,77.9,3.2,16,15,0,0,0,0.0,0,6,0,0.0%
T.J. McDonald,MIA,0,5,3,60.0%,59,19.7,11.8,0,101.2,13.4,44,15,1,0,0,0.0,0,8,1,11.1%
Xavien Howard,MIA,0,4,2,50.0%,34,17.0,8.5,0,79.2,15.5,20,14,1,0,0,0.0,0,4,1,20.0%
Minkah Fitzpatrick,MIA,0,3,2,66.7%,2,1.0,0.7,0,70.1,4.0,0,2,0,0,0,0.0,0,6,0,0.0%
Bobby McCain,MIA,0,7,1,14.3%,10,10.0,1.4,0,39.6,8.1,0,10,0,0,0,0.0,0,2,1,33.3%
Jerome Baker,MIA,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,2,0,0,0.0,0,6,0,0.0%
Cameron Wake,MIA,0,0,0,,,,,,,,,,0,2,0,0.0,2,4,0,0.0%
Robert Quinn,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
Charles Harris,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Akeem Spence,MIA,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,0.0,1,4,0,0.0%
Vincent Taylor,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
