Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,SEA 20,0,0,Russell Wilson pass complete short right to Sidney Rice for 9 yards (tackle by Charles Tillman),0.280,0.950
1,14:14,2,1,SEA 29,0,0,Russell Wilson sacked by Julius Peppers for -7 yards,0.950,-0.690
1,13:37,3,8,SEA 22,0,0,Russell Wilson pass complete short right to Golden Tate for 10 yards (tackle by Tim Jennings),-0.690,1.070
1,12:59,1,10,SEA 32,0,0,Marshawn Lynch left end for 13 yards (tackle by Chris Conte),1.070,1.930
1,12:13,1,10,SEA 45,0,0,"Marshawn Lynch left tackle for 4 yards (tackle by Brian Urlacher). Marshawn Lynch fumbles (forced by Brian Urlacher), recovered by Kelvin Hayden at SEA-49 (tackle by Marshawn Lynch)",1.930,-2.320
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,11:59,1,10,SEA 49,0,0,Matt Forte left end for no gain (tackle by Red Bryant),2.320,1.780
1,11:20,2,10,SEA 49,0,0,Jay Cutler pass incomplete deep right intended for Kellen Davis (defended by Richard Sherman),1.780,1.090
1,11:14,3,10,SEA 49,0,0,"Jay Cutler pass complete short right to Brandon Marshall for 8 yards (tackle by Kam Chancellor). Penalty on Earl Thomas: Defensive Holding, 5 yards (no play)",1.090,2.650
1,10:44,1,10,SEA 44,0,0,Matt Forte right end for no gain (tackle by Kam Chancellor),2.650,2.110
1,10:06,2,10,SEA 44,0,0,Matt Forte right tackle for -2 yards (tackle by Malcolm Smith),2.110,1.160
1,9:21,3,12,SEA 46,0,0,"Jay Cutler pass complete deep left to Brandon Marshall for 29 yards (tackle by Brandon Browner). Brandon Marshall fumbles (forced by Brandon Browner), recovered by Brandon Marshall at SEA-17. Penalty on K.J. Wright: Defensive Delay of Game, 5 yards",1.160,4.780
1,8:40,1,10,SEA 12,0,6,"Jay Cutler pass complete short left to Earl Bennett for 12 yards, touchdown",4.780,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
1,8:40,,,SEA 2,0,7,Robbie Gould kicks extra point good,0.000,0.000
1,8:33,,,CHI 35,0,7,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,8:33,1,10,SEA 20,0,7,Russell Wilson pass incomplete deep middle intended for Braylon Edwards (defended by Charles Tillman),0.280,-0.270
1,8:25,2,10,SEA 20,0,7,Marshawn Lynch left end for 20 yards (tackle by Charles Tillman),-0.270,1.600
1,7:57,1,10,SEA 40,0,7,Robert Turbin left guard for 6 yards (tackle by Charles Tillman),1.600,1.860
1,7:17,2,4,SEA 46,0,7,Russell Wilson pass complete short right to Zach Miller for no gain,1.860,1.160
1,6:33,3,4,SEA 46,0,7,Russell Wilson pass incomplete short left intended for Golden Tate (defended by Tim Jennings),1.160,-0.320
1,6:28,4,4,SEA 46,0,7,"Jon Ryan punts 43 yards, muffed catch by Eric Weems, recovered by Eric Weems and returned for no gain",-0.320,0.350
1,6:18,1,10,CHI 12,0,7,Jay Cutler pass complete short middle to Brandon Marshall for 14 yards (tackle by Bobby Wagner),-0.350,0.670
1,5:42,1,10,CHI 26,0,7,Matt Forte right guard for no gain (tackle by Brandon Mebane),0.670,0.130
1,5:01,2,10,CHI 26,0,7,Jay Cutler pass incomplete short middle intended for Brandon Marshall,0.130,-0.560
1,4:56,3,10,CHI 26,0,7,Jay Cutler pass complete short right to Matt Forte for 11 yards (tackle by Bobby Wagner and K.J. Wright),-0.560,1.400
1,4:11,1,10,CHI 37,0,7,Matt Forte right guard for 7 yards (tackle by Bobby Wagner),1.400,1.800
1,3:33,2,3,CHI 44,0,7,Jay Cutler pass complete short left to Evan Rodriguez for 8 yards (tackle by K.J. Wright),1.800,2.390
1,2:53,1,10,SEA 48,0,7,Michael Bush right end for 1 yard (tackle by Richard Sherman),2.390,1.980
1,2:09,2,9,SEA 47,0,7,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Brandon Browner),1.980,2.340
1,2:09,3,1,SEA 39,0,7,"Penalty on Matt Spaeth: False Start, 5 yards (no play)",2.340,1.690
1,0:58,3,6,SEA 44,0,7,Jay Cutler right end for 8 yards (tackle by Kam Chancellor),1.690,3.180
1,0:10,1,10,SEA 36,0,7,Jay Cutler pass complete short middle to Brandon Marshall for 12 yards (tackle by Brandon Browner),3.180,3.970
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 24,0,7,Matt Forte right guard for 5 yards (tackle by Bobby Wagner),3.970,4.120
2,14:23,2,5,SEA 19,0,7,Matt Forte right end for 3 yards (tackle by Brandon Mebane),4.120,3.950
