Player,Pos
Jalen Hurts,QB
Miles Sanders,RB
Quez Watkins,WR
DeVonta Smith,WR
Jalen Reagor,WR
Dallas Goedert,TE
Landon Dickerson,OL
Andre Dillard,T
Lane Johnson,T
Isaac Seumalo,G
Jason Kelce,C
Derek Barnett,DE
Milton Williams,DT
Javon Hargrave,DT
Fletcher Cox,DT
Patrick Johnson,LB
Alex Singleton,LB
T.J. Edwards,LB
Steven Nelson,CB
Darius Slay,CB
Anthony Harris,S
K'Von Wallace,S
