#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,MIN 25,2,0:44,75,Touchdown
2,1,11:56,MIN 25,3,1:31,8,Punt
3,1,5:49,MIN 25,9,5:25,75,Touchdown
4,2,14:14,MIN 16,9,5:18,84,Touchdown
5,2,3:15,MIN 25,3,1:29,9,Punt
6,2,1:33,MIN 25,8,1:12,41,Field Goal
7,3,9:11,MIN 18,4,2:51,22,Punt
8,3,3:29,MIN 31,10,4:17,35,Field Goal
9,4,10:23,MIN 2,3,1:32,7,Punt
10,4,4:25,MIN 25,3,1:40,4,Punt
11,4,2:09,MIN 23,9,2:09,58,Missed FG
