Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
1,8:31,3,1,WAS 46,0,7,Kirk Cousins pass incomplete deep middle intended for Jordan Reed,1.360,-0.320
1,8:25,4,1,WAS 46,0,7,Tress Way punts 25 yards,-0.320,-0.870
1,8:16,1,10,BAL 29,0,7,Joe Flacco pass complete short middle to Steve Smith for 15 yards (tackle by Quinton Dunbar),0.870,1.860
1,7:31,1,10,BAL 44,0,7,"Terrance West right guard for 2 yards (tackle by Matthew Ioannidis). Penalty on Mike Wallace: Offensive Holding, 10 yards (no play)",1.860,1.200
1,7:10,1,20,BAL 34,0,7,Joe Flacco pass complete short middle to Javorius Allen for no gain,1.200,-0.030
1,6:27,2,20,BAL 34,0,7,Kenneth Dixon right guard for -1 yards (tackle by Trent Murphy),-0.030,-0.820
1,5:47,3,21,BAL 33,0,7,Joe Flacco pass complete short middle to Steve Smith for 7 yards (tackle by Kendall Fuller),-0.820,-0.720
1,5:11,4,14,BAL 40,6,7,"Sam Koch punts 45 yards, returned by Jamison Crowder for 85 yards, touchdown",-0.720,-7.000
1,4:52,,,BAL 40,6,7,Dustin Hopkins kicks extra point no good,0.000,-1.000
1,4:52,,,WAS 35,6,7,"Dustin Hopkins kicks off 68 yards, returned by Devin Hester for 19 yards (tackle by Houston Bates)",0.000,0.140
1,4:47,1,10,BAL 16,6,7,Terrance West middle for 12 yards (tackle by Duke Ihenacho),-0.140,0.810
1,4:09,1,10,BAL 28,6,7,Joe Flacco pass complete short middle to Dennis Pitta for 8 yards (tackle by William Compton),0.810,1.340
1,3:32,2,2,BAL 36,6,7,Terrance West right tackle for no gain (tackle by Matthew Ioannidis),1.340,0.630
1,2:52,3,2,BAL 36,6,7,Joe Flacco pass complete short left to Steve Smith for 7 yards (tackle by Greg Toler). Penalty on Greg Toler: Defensive Pass Interference (Declined),0.630,1.800
1,2:28,1,10,BAL 43,6,7,Joe Flacco pass incomplete short right intended for Crockett Gillmore,1.800,1.250
1,2:23,2,10,BAL 43,6,7,Joe Flacco pass incomplete short right intended for Dennis Pitta,1.250,0.560
1,2:19,3,10,BAL 43,6,7,"Joe Flacco pass incomplete deep middle intended for Dennis Pitta. Penalty on William Compton: Defensive Pass Interference, 26 yards (no play)",0.560,3.510
1,2:14,1,10,WAS 31,6,7,Javorius Allen left tackle for 6 yards (tackle by Duke Ihenacho),3.510,3.780
1,1:42,2,4,WAS 25,6,7,Terrance West middle for 9 yards (tackle by Duke Ihenacho),3.780,4.510
1,1:06,1,10,WAS 16,6,7,Kenneth Dixon right guard for -1 yards (tackle by William Compton),4.510,3.770
1,0:32,2,11,WAS 17,6,7,Joe Flacco pass incomplete deep left intended for Terrance West,3.770,3.020
1,0:21,3,11,WAS 17,6,7,Joe Flacco pass complete short middle to Breshad Perriman for 9 yards (tackle by Josh Norman),3.020,2.990
Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,WAS 8,6,7,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",2.990,2.570
2,15:00,4,7,WAS 13,6,10,Justin Tucker 31 yard field goal good,2.570,3.000
2,15:00,,,BAL 35,6,10,"Justin Tucker kicks off 58 yards, returned by Will Blackmon for 45 yards (tackle by Kendrick Lewis)",0.000,-2.390
2,14:46,1,10,BAL 48,6,10,Kirk Cousins pass incomplete short right intended for DeSean Jackson,2.390,1.850
2,14:42,2,10,BAL 48,6,10,Chris Thompson right end for 9 yards (tackle by Lardarius Webb),1.850,1.850
2,14:42,2,10,BAL 48,6,10,Timeout #1 by Washington Redskins,1.850,2.340
2,13:59,3,1,BAL 39,6,10,Kirk Cousins pass incomplete deep right intended for Vernon Davis,2.340,0.660
2,13:54,4,1,BAL 39,6,10,Matt Jones right guard for 3 yards (tackle by C.J. Mosley),0.660,3.180
2,13:20,1,10,BAL 36,6,10,"Kirk Cousins pass complete short right to Jordan Reed for 6 yards (tackle by Lardarius Webb). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",3.180,3.910
2,13:01,1,5,BAL 31,6,10,Matt Jones left guard for 2 yards (tackle by Michael Pierce),3.910,3.580
2,12:25,2,3,BAL 29,6,10,Matt Jones right end for -1 yards (tackle by Timmy Jernigan),3.580,2.740
2,11:43,3,4,BAL 30,6,10,Kirk Cousins sacked by Terrell Suggs for -10 yards,2.740,0.590
2,11:03,4,14,BAL 40,6,10,"Tress Way punts 40 yards, touchback",0.590,-0.280
2,10:54,1,10,BAL 20,6,10,Joe Flacco pass complete short middle to Mike Wallace for 13 yards (tackle by Greg Toler),0.280,1.140
2,10:22,1,10,BAL 33,6,10,Terrance West right guard for 3 yards (tackle by Evander Hood and Matthew Ioannidis),1.140,1.000
2,9:46,2,7,BAL 36,6,10,Joe Flacco pass complete short right to Dennis Pitta for 14 yards (tackle by Mason Foster),1.000,2.260
2,9:19,1,10,BAL 50,6,10,Joe Flacco pass incomplete deep right intended for Breshad Perriman,2.260,1.710
2,9:12,2,10,BAL 50,6,10,Joe Flacco sacked by Evander Hood for -8 yards,1.710,-0.030
2,8:31,3,18,BAL 42,6,10,Joe Flacco pass complete short middle to Dennis Pitta for 12 yards (tackle by Kendall Fuller),-0.030,0.200
2,7:56,4,6,WAS 46,6,10,Sam Koch punts 40 yards,0.200,0.380
2,7:48,1,10,WAS 6,6,10,Kirk Cousins pass complete short right to Jordan Reed for 1 yard (tackle by Zach Orr),-0.380,-0.710
2,7:07,2,9,WAS 7,6,10,Kirk Cousins pass complete short left to Pierre Garcon for 10 yards (tackle by Jimmy Smith),-0.710,-0.060
2,6:38,1,10,WAS 17,6,10,"Matt Jones middle for -2 yards (tackle by Zach Orr). Matt Jones fumbles (forced by Zach Orr), recovered by Zach Orr at WAS-15 (tackle by Matt Jones)",-0.060,-4.580
2,6:31,1,10,WAS 15,6,10,Joe Flacco pass complete short middle to Mike Wallace for 3 yards (tackle by Mason Foster),4.580,4.450
2,5:54,2,7,WAS 12,6,10,Joe Flacco pass complete short left to Terrance West for -2 yards (tackle by Preston Smith),4.450,4.450
2,5:11,2,7,WAS 12,6,10,Timeout #1 by Baltimore Ravens,4.450,3.240
2,5:11,3,9,WAS 14,6,10,Terrance West right guard for -3 yards (tackle by Duke Ihenacho),3.240,2.310
2,4:34,4,12,WAS 17,6,10,Justin Tucker pass incomplete short middle intended for Crockett Gillmore (defended by Duke Ihenacho),2.310,0.060
2,4:28,1,10,WAS 17,6,10,Kirk Cousins pass complete short middle to Vernon Davis for 6 yards (tackle by Terrell Suggs),-0.060,0.350
2,4:07,2,4,WAS 23,6,10,Kirk Cousins pass complete short right to Vernon Davis for 3 yards (tackle by Lardarius Webb),0.350,-0.120
2,3:40,3,1,WAS 26,6,10,Kirk Cousins pass complete short right to Jordan Reed for 16 yards (tackle by Albert McClellan),-0.120,1.730
2,3:15,1,10,WAS 42,6,10,"Kirk Cousins pass incomplete short left intended for Matt Jones (defended by Albert McClellan). Penalty on Lawrence Guy: Roughing the Passer, 15 yards (no play)",1.730,2.720
2,3:08,1,10,BAL 43,6,10,"Penalty on Timmy Jernigan: Neutral Zone Infraction, 5 yards (no play)",2.720,3.450
2,3:08,1,5,BAL 38,6,10,Kirk Cousins pass incomplete,3.450,2.850
2,3:02,2,5,BAL 38,6,10,Kirk Cousins pass complete short middle to Jordan Reed for 9 yards (tackle by C.J. Mosley),2.850,3.640
2,2:26,1,10,BAL 29,6,10,Matt Jones left end for 3 yards (tackle by Jerraud Powers),3.640,3.510
2,2:00,2,7,BAL 26,6,10,Kirk Cousins pass complete short left to Jordan Reed for 6 yards (tackle by Lardarius Webb),3.510,3.600
2,1:32,3,1,BAL 20,6,10,Kirk Cousins pass incomplete short left intended for Pierre Garcon,3.600,2.270
2,1:28,4,1,BAL 20,6,10,Matt Jones middle for no gain (tackle by Michael Pierce),2.270,-0.280
2,1:21,1,10,BAL 20,6,10,Joe Flacco pass complete short middle to Dennis Pitta for 9 yards (tackle by William Compton),0.280,0.950
2,1:02,2,1,BAL 29,6,10,Joe Flacco pass incomplete short middle intended for Kyle Juszczyk,0.950,0.230
2,0:58,3,1,BAL 29,6,10,Joe Flacco pass incomplete deep right intended for Kamar Aiken,0.230,-1.440
2,0:53,4,1,BAL 29,6,10,"Sam Koch punts 42 yards, out of bounds",-1.440,-0.870
2,0:44,1,10,WAS 29,6,10,Kirk Cousins pass complete short right to Jordan Reed for 6 yards,0.870,1.140
2,0:40,2,4,WAS 35,6,10,Kirk Cousins pass complete short middle to Chris Thompson for 7 yards (tackle by C.J. Mosley),1.140,1.140
2,0:34,2,4,WAS 35,6,10,Timeout #2 by Washington Redskins,1.140,1.730
2,0:34,1,10,WAS 42,6,10,Kirk Cousins pass complete short middle to Chris Thompson for 8 yards (tackle by Jerraud Powers),1.730,2.270
2,0:20,2,2,WAS 50,6,10,Kirk Cousins spiked the ball,2.270,1.550
2,0:19,3,2,WAS 50,6,10,Kirk Cousins pass complete short middle to Chris Thompson for 8 yards (tackle by Tavon Young),1.550,2.790
2,0:12,1,10,BAL 42,6,10,Kirk Cousins pass complete short right to Jordan Reed for 4 yards (tackle by Lardarius Webb),2.790,2.790
2,0:06,1,10,BAL 42,6,10,Timeout #3 by Washington Redskins,2.790,2.780
2,0:06,2,6,BAL 38,6,10,Dustin Hopkins 56 yard field goal no good,2.780,2.780
2,0:01,2,6,BAL 38,6,10,Timeout #2 by Baltimore Ravens,2.780,-1.990
2,0:01,1,10,BAL 46,6,10,Joe Flacco sacked by Ryan Kerrigan for -6 yards,1.990,0.640
Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,6,10,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,WAS 25,6,10,Chris Thompson right tackle for 3 yards (tackle by C.J. Mosley and Eric Weddle),0.610,0.470
3,14:22,2,7,WAS 28,6,10,"Kirk Cousins pass incomplete deep left intended for Pierre Garcon. Penalty on Jimmy Smith: Illegal Contact, 5 yards (no play)",0.470,1.140
3,14:16,1,10,WAS 33,6,10,"Robert Kelley middle for no gain (tackle by Brandon Williams). Penalty on WAS: Illegal Shift, 5 yards (no play)",1.140,0.810
3,13:57,1,15,WAS 28,6,10,Kirk Cousins pass complete short middle to Jordan Reed for 6 yards (tackle by C.J. Mosley),0.810,0.730
3,13:25,2,9,WAS 34,6,10,Kirk Cousins pass incomplete deep right intended for Pierre Garcon,0.730,0.040
3,13:19,3,9,WAS 34,6,10,Kirk Cousins pass complete short right to Jordan Reed for 5 yards (tackle by Tavon Young),0.040,-0.780
3,12:45,4,4,WAS 39,6,10,"Tress Way punts 61 yards, touchback",-0.780,-0.280
3,12:37,1,10,BAL 20,6,10,Terrance West left guard for 5 yards (tackle by William Compton and Duke Ihenacho),0.280,0.410
3,12:07,2,5,BAL 25,6,10,"Terrance West left guard for 4 yards (tackle by Mason Foster). Penalty on BAL: Illegal Formation, 5 yards (no play)",0.410,-0.270
3,11:31,2,10,BAL 20,6,10,Terrance West left tackle for 2 yards (tackle by William Compton),-0.270,-0.690
3,10:51,3,8,BAL 22,6,10,Joe Flacco sacked by Terence Garvin and Trent Murphy for -8 yards,-0.690,-2.470
3,10:09,4,16,BAL 14,6,10,"Sam Koch punts 36 yards, out of bounds",-2.470,-2.260
3,10:01,1,10,WAS 50,6,10,Kirk Cousins pass complete short middle to Jamison Crowder for 23 yards (tackle by Eric Weddle and C.J. Mosley),2.260,3.780
3,9:13,1,10,BAL 27,6,10,Kirk Cousins pass complete short middle to Vernon Davis for 6 yards (tackle by Albert McClellan),3.780,4.040
3,8:35,2,4,BAL 21,12,10,"Kirk Cousins pass complete deep left to Pierre Garcon for 21 yards, touchdown",4.040,7.000
3,8:35,,,BAL 21,13,10,Dustin Hopkins kicks extra point good,0.000,0.000
3,8:35,,,WAS 35,13,10,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,8:28,1,10,BAL 25,13,10,Joe Flacco pass complete short left to Terrance West for -4 yards (tackle by Mason Foster),0.610,-0.480
3,7:51,2,14,BAL 21,13,10,Joe Flacco pass incomplete short middle intended for Mike Wallace,-0.480,-1.150
3,7:47,3,14,BAL 21,13,10,Joe Flacco pass complete short middle to Mike Wallace for 10 yards (tackle by Quinton Dunbar),-1.150,-1.310
3,7:09,4,4,BAL 31,13,10,Sam Koch punts 68 yards,-1.310,0.380
3,6:58,1,10,WAS 1,13,10,Matt Jones left guard for 2 yards (tackle by Brent Urban),-0.380,-0.630
3,6:20,2,8,WAS 3,13,10,Kirk Cousins pass incomplete short middle intended for Jordan Reed is intercepted by C.J. Mosley at WAS-13 and returned for 12 yards. C.J. Mosley fumbles (forced by Ty Nsekhe),-0.630,-0.630
3,6:09,2,8,WAS 3,13,10,Timeout #1 by Baltimore Ravens,-0.630,0.280
3,6:09,1,10,WAS 20,13,10,Matt Jones right guard for 12 yards (tackle by Lardarius Webb and Eric Weddle),0.280,1.070
3,5:36,1,10,WAS 32,13,10,Robert Kelley left guard for 16 yards (tackle by Eric Weddle and Albert McClellan),1.070,2.130
3,4:54,1,10,WAS 48,13,10,Kirk Cousins pass complete short left to Pierre Garcon for 10 yards,2.130,2.790
3,4:23,1,10,BAL 42,13,10,Kirk Cousins pass complete short middle to Matt Jones for 13 yards (tackle by Lardarius Webb),2.790,3.640
3,3:41,1,10,BAL 29,13,10,Matt Jones right guard for 3 yards (tackle by Eric Weddle),3.640,3.510
3,3:01,2,7,BAL 26,13,10,Robert Kelley left guard for 3 yards (tackle by Timmy Jernigan),3.510,3.200
3,2:18,3,4,BAL 23,13,10,Kirk Cousins pass complete short middle to Pierre Garcon for 9 yards (tackle by Jerraud Powers),3.200,4.650
3,1:39,1,10,BAL 14,13,10,Matt Jones right guard for 1 yard (tackle by Timmy Jernigan and Brandon Williams),4.650,4.160
3,0:53,2,9,BAL 13,13,10,Kirk Cousins pass complete short right to Jamison Crowder for 5 yards,4.160,4.280
3,0:24,3,4,BAL 8,13,10,Kirk Cousins pass incomplete short left intended for DeSean Jackson,4.280,2.980
3,0:18,4,4,BAL 8,16,10,Dustin Hopkins 27 yard field goal good,2.980,3.000
3,0:18,,,WAS 35,16,10,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,0:14,1,10,BAL 25,16,10,Terrance West left guard for 27 yards (tackle by Quinton Dunbar),0.610,2.390
Quarter,Time,Down,ToGo,Location,WAS,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 48,16,10,Javorius Allen left guard for 3 yards (tackle by Greg Toler),2.390,2.250
4,14:27,2,7,WAS 45,16,10,Terrance West right tackle for 1 yard (tackle by Trent Murphy),2.250,1.690
4,13:50,3,6,WAS 44,16,10,Joe Flacco pass incomplete short middle intended for Kamar Aiken (defended by Chris Baker),1.690,0.330
4,13:43,4,6,WAS 44,16,10,"Sam Koch punts 44 yards, touchback",0.330,-0.280
4,13:35,1,10,WAS 20,16,10,"Penalty on Michael Pierce: Encroachment, 5 yards (no play)",0.280,1.010
4,13:35,1,5,WAS 25,16,10,Matt Jones right guard for no gain (tackle by Michael Pierce and Terrell Suggs),1.010,0.410
4,12:58,2,5,WAS 25,16,10,Kirk Cousins pass complete deep left to DeSean Jackson for 27 yards (tackle by Lardarius Webb),0.410,2.390
4,12:23,1,10,BAL 48,16,10,Kirk Cousins pass complete short middle to Rashad Ross for 8 yards (tackle by Albert McClellan),2.390,2.930
4,11:44,2,2,BAL 40,16,10,Matt Jones left guard for 1 yard (tackle by Anthony Levine),2.930,2.340
4,11:00,3,1,BAL 39,16,10,Kirk Cousins pass incomplete short right intended for Jordan Reed,2.340,0.660
4,10:55,4,1,BAL 39,16,10,"Tress Way punts 34 yards, out of bounds",0.660,0.380
4,10:45,1,10,BAL 5,16,10,Joe Flacco pass complete short left to Dennis Pitta for no gain,-0.380,-0.780
4,10:07,2,10,BAL 5,16,10,Joe Flacco pass incomplete short left intended for Crockett Gillmore,-0.780,-1.420
4,10:00,3,10,BAL 5,16,10,Joe Flacco pass complete short left to Dennis Pitta for 6 yards (tackle by William Compton),-1.420,-2.490
4,9:23,4,4,BAL 11,16,10,"Sam Koch punts 52 yards, fair catch by Jamison Crowder",-2.490,-1.400
4,9:18,1,10,WAS 37,16,10,Robert Kelley right guard for -1 yards (tackle by Zach Orr),1.400,0.720
4,8:40,2,11,WAS 36,16,10,Kirk Cousins pass complete short middle to Chris Thompson for 10 yards (tackle by Brent Urban and Zach Orr),0.720,1.360
4,7:56,3,1,WAS 46,16,10,"Kirk Cousins pass incomplete short left intended for DeSean Jackson. Kirk Cousins fumbles, recovered by Kirk Cousins at WAS-32",1.360,-0.320
4,7:46,4,1,WAS 46,16,10,Tress Way punts 46 yards,-0.320,0.380
4,7:34,1,10,BAL 8,16,10,Joe Flacco pass complete short right to Crockett Gillmore for 15 yards (tackle by Duke Ihenacho),-0.380,0.480
4,6:59,1,10,BAL 23,16,10,Joe Flacco pass complete short right to Crockett Gillmore for -3 yards (tackle by William Compton),0.480,-0.470
4,6:24,2,13,BAL 20,16,10,Joe Flacco pass complete short middle to Crockett Gillmore for 9 yards (tackle by William Compton),-0.470,0.040
4,5:48,3,4,BAL 29,16,10,Joe Flacco pass incomplete short left intended for Mike Wallace,0.040,-1.440
4,5:44,4,4,BAL 29,16,10,"Sam Koch punts 54 yards, returned by Jamison Crowder for 4 yards (tackle by Kamar Aiken). Penalty on Robert Kelley: Illegal Block Above the Waist, 10 yards",-1.440,0.370
4,5:34,1,10,WAS 11,16,10,Kirk Cousins pass complete short right to DeSean Jackson for 6 yards (tackle by Tavon Young),-0.370,-0.160
4,4:55,2,4,WAS 17,16,10,Matt Jones right guard for 4 yards (tackle by Albert McClellan),-0.160,0.340
4,4:11,1,10,WAS 21,16,10,Kirk Cousins pass complete short left to DeSean Jackson for 2 yards (tackle by Jimmy Smith),0.340,0.070
4,3:33,2,8,WAS 23,16,10,Kirk Cousins pass complete short right to Jamison Crowder for 7 yards (tackle by Jerraud Powers),0.070,0.070
4,2:50,2,8,WAS 23,16,10,Timeout #1 by Washington Redskins,0.070,0.300
4,2:50,3,1,WAS 30,16,10,"Penalty on Jamison Crowder: False Start, 5 yards (no play)",0.300,-0.360
4,2:50,3,6,WAS 25,16,10,Kirk Cousins pass incomplete deep right intended for DeSean Jackson,-0.360,-1.700
4,2:45,4,6,WAS 25,16,10,"Tress Way punts 47 yards, returned by Devin Hester for 16 yards (tackle by Deshazor Everett). Penalty on Anthony Levine: Illegal Block Above the Waist, 10 yards",-1.700,0.060
4,2:33,1,10,BAL 17,16,10,Joe Flacco pass incomplete short middle intended for Kyle Juszczyk,-0.060,-0.580
4,2:27,2,10,BAL 17,16,10,Joe Flacco pass complete short middle to Kyle Juszczyk for 8 yards (tackle by Terence Garvin),-0.580,-0.240
4,2:07,3,2,BAL 25,16,10,Joe Flacco pass incomplete short left intended for Mike Wallace,-0.240,-1.700
4,2:02,4,2,BAL 25,16,10,Joe Flacco left end for 6 yards (tackle by Greg Toler),-1.700,1.000
4,1:55,1,10,BAL 31,16,10,Joe Flacco pass complete short middle to Kyle Juszczyk for 6 yards (tackle by Mason Foster),1.000,1.270
4,1:37,2,4,BAL 37,16,10,Joe Flacco pass complete short left to Kyle Juszczyk for 6 yards (tackle by Will Blackmon),1.270,1.800
4,1:15,1,10,BAL 43,16,10,Joe Flacco pass complete short middle to Dennis Pitta for 10 yards (tackle by Mason Foster),1.800,1.800
4,1:12,1,10,BAL 43,16,10,Timeout #2 by Baltimore Ravens,1.800,2.460
4,1:12,1,10,WAS 47,16,10,Joe Flacco pass incomplete deep right intended for Breshad Perriman,2.460,1.910
4,1:08,2,10,WAS 47,16,10,Joe Flacco pass complete short middle to Mike Wallace for 13 yards (tackle by Duke Ihenacho),1.910,3.310
4,0:48,1,10,WAS 34,16,10,Joe Flacco pass complete short right to Mike Wallace for 11 yards,3.310,4.040
4,0:39,1,10,WAS 23,16,10,Joe Flacco pass incomplete deep right intended for Breshad Perriman,4.040,3.500
4,0:33,2,10,WAS 23,16,10,Joe Flacco pass complete short left to Breshad Perriman for 2 yards,3.500,3.070
4,0:27,3,8,WAS 21,16,10,Joe Flacco pass incomplete deep right intended for Kamar Aiken (defended by Kendall Fuller),3.070,3.070
4,0:20,3,8,WAS 21,16,10,Timeout #3 by Baltimore Ravens,3.070,2.060
4,0:20,4,8,WAS 21,16,10,Joe Flacco pass incomplete short middle intended for Mike Wallace,2.060,-0.340
4,0:14,1,10,WAS 21,16,10,Kirk Cousins kneels for -1 yards,0.340,-0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
