Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
3,2:26,2,11,ATL 45,17,13,Josh Freeman pass complete short right to Vincent Jackson for 15 yards (tackle by John Abraham),1.980,3.580
3,1:42,1,10,ATL 30,17,13,Doug Martin left guard for 7 yards (tackle by Stephen Nicholas and William Moore),3.580,3.980
3,1:01,2,3,ATL 23,17,13,Josh Freeman pass complete short left to Vincent Jackson for 12 yards (tackle by Sean Weatherspoon),3.980,4.840
3,0:30,1,10,ATL 11,17,13,Josh Freeman pass incomplete short right intended for Mike Williams,4.840,4.140
3,0:25,2,10,ATL 11,17,13,Doug Martin left guard for 10 yards (tackle by William Moore),4.140,6.970
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,ATL 1,17,19,"Doug Martin left guard for 1 yard, touchdown",6.970,7.000
4,15:00,,,ATL 2,17,20,Connor Barth kicks extra point good,0.000,0.000
4,14:56,,,TAM 35,17,20,"Michael Koenen kicks off 71 yards, touchback",0.000,0.280
4,14:56,1,10,ATL 20,17,20,Michael Turner left end for -2 yards (tackle by E.J. Biggers),0.280,-0.630
4,14:16,2,12,ATL 18,17,20,Matt Ryan pass complete short left to Michael Turner for 5 yards (tackle by E.J. Biggers),-0.630,-0.560
4,13:34,3,7,ATL 23,17,20,Matt Ryan pass complete short middle to Tony Gonzalez for 12 yards (tackle by Lavonte David),-0.560,1.270
4,12:57,1,10,ATL 35,17,20,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by E.J. Biggers and Ronde Barber),1.270,1.940
4,12:15,2,1,ATL 44,17,20,Michael Turner right guard for no gain (tackle by Lavonte David),1.940,1.220
4,11:32,3,1,ATL 44,17,20,"Matt Ryan sacked by E.J. Biggers for -8 yards. Matt Ryan fumbles (forced by E.J. Biggers), recovered by Gerald McCoy at ATL-36 (tackle by Sam Baker)",1.220,-3.180
4,11:23,1,10,ATL 36,17,20,Josh Freeman pass incomplete deep middle intended for Chris Owusu,3.180,2.640
4,11:20,2,10,ATL 36,17,20,Josh Freeman pass complete short middle to Mike Williams for 6 yards (tackle by William Moore),2.640,2.740
4,10:38,3,4,ATL 30,17,20,Josh Freeman pass incomplete short right intended for Tiquan Underwood,2.740,1.460
4,10:33,4,4,ATL 30,17,23,Connor Barth 48 yard field goal good,1.460,3.000
4,10:28,,,TAM 35,17,23,"Michael Koenen kicks off 72 yards, returned by Jacquizz Rodgers for 43 yards (tackle by LeQuan Lewis)",0.000,1.330
4,10:21,1,10,ATL 36,17,23,Matt Ryan pass complete short right to Jacquizz Rodgers for 32 yards (tackle by Ronde Barber),1.330,3.450
4,9:56,1,10,TAM 32,17,23,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Leonard Johnson),3.450,3.850
4,9:38,2,3,TAM 25,17,23,Matt Ryan pass complete short left to Julio Jones for 15 yards (tackle by Mark Barron),3.850,4.910
4,8:52,1,10,TAM 10,17,23,Matt Ryan pass complete short right to Harry Douglas for 5 yards (tackle by E.J. Biggers),4.910,5.150
4,8:13,2,5,TAM 5,17,23,Matt Ryan pass incomplete short left intended for Julio Jones,5.150,4.260
4,8:06,3,5,TAM 5,17,23,"Matt Ryan pass incomplete short right intended for Harry Douglas. Penalty on Ahmad Black: Defensive Holding, 2 yards (no play)",4.260,6.510
4,8:01,1,3,TAM 3,23,23,"Michael Turner left end for 3 yards, touchdown",6.510,7.000
4,8:01,,,TAM 2,24,23,Matt Bryant kicks extra point good,0.000,0.000
4,7:55,,,ATL 35,24,23,"Matt Bosher kicks off 74 yards, touchback",0.000,0.280
4,7:55,1,10,TAM 20,24,23,Doug Martin left guard for 2 yards (tackle by Corey Peters),0.280,0.000
4,7:15,2,8,TAM 22,24,23,Josh Freeman pass complete short right to Mike Williams for 14 yards (tackle by Sean Weatherspoon),0.000,1.330
4,6:35,1,10,TAM 36,24,23,Doug Martin right guard for 1 yard (tackle by Stephen Nicholas),1.330,0.930
4,5:55,2,9,TAM 37,24,23,Josh Freeman pass incomplete deep middle intended for Tiquan Underwood (defended by Robert McClain),0.930,0.230
4,5:49,3,9,TAM 37,24,23,Josh Freeman pass complete short middle to Dallas Clark for 22 yards (tackle by Stephen Nicholas),0.230,2.850
4,5:08,1,10,ATL 41,24,23,Josh Freeman pass complete short right to Tiquan Underwood for 4 yards (tackle by William Moore),2.850,2.850
4,4:30,2,6,ATL 37,24,23,Doug Martin left end for -1 yards (tackle by Akeem Dent),2.850,2.020
4,3:44,3,7,ATL 38,24,23,Josh Freeman pass incomplete short right intended for Tiquan Underwood (defended by Asante Samuel),2.020,0.720
4,3:37,4,7,ATL 38,24,23,Connor Barth 56 yard field goal no good,0.720,-1.990
4,3:32,1,10,ATL 46,24,23,Jacquizz Rodgers left guard for 12 yards (tackle by Mark Barron),1.990,2.790
4,2:47,1,10,TAM 42,24,23,Michael Turner right tackle for 4 yards (tackle by Mason Foster and Leonard Johnson),2.790,2.780
4,2:00,2,6,TAM 38,24,23,Jacquizz Rodgers left end for 1 yard (tackle by Adam Hayward and Mason Foster),2.780,0.000
4,1:55,,,,24,23,Timeout #1 by Tampa Bay Buccaneers,0.000,2.210
4,1:55,3,5,TAM 37,24,23,Matt Ryan pass complete short left to Roddy White for 8 yards (tackle by LeQuan Lewis),2.210,0.000
4,1:47,,,,24,23,Timeout #2 by Tampa Bay Buccaneers,0.000,3.640
4,1:47,1,10,TAM 29,24,23,Michael Turner up the middle for -1 yards (tackle by Ronde Barber),3.640,0.000
4,1:42,,,,24,23,Timeout #3 by Tampa Bay Buccaneers,0.000,2.970
4,1:42,2,11,TAM 30,24,23,Michael Turner right tackle for -7 yards (tackle by Mason Foster),2.970,1.360
4,0:59,3,18,TAM 37,24,23,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by Leonard Johnson),1.360,1.410
4,0:13,4,11,TAM 30,24,23,Matt Bryant 48 yard field goal no good,1.410,-1.470
4,0:08,1,10,TAM 38,24,23,Josh Freeman pass complete short right to Dallas Clark for 9 yards,1.470,2.140
4,0:03,2,1,TAM 47,24,23,Josh Freeman pass incomplete,2.140,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
