Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Cameron Dantzler,MIN,0,9,7,77.8%,65,9.3,7.2,0,96.8,10.2,33,32,0,0,0,0.0,0,4,0,0.0%
Harrison Smith,MIN,0,4,4,100.0%,51,12.8,12.8,0,118.7,9.8,39,12,0,0,0,0.0,0,13,0,0.0%
Jordan Hicks,MIN,1,5,4,80.0%,61,15.3,12.2,0,77.9,5.4,23,38,0,0,0,0.0,0,3,1,25.0%
Patrick Peterson,MIN,0,3,3,100.0%,28,9.3,9.3,0,105.6,6.0,18,10,0,0,0,0.0,0,3,0,0.0%
Eric Kendricks,MIN,0,3,2,66.7%,30,15.0,10.0,0,99.3,11.0,19,11,1,0,1,0.0,1,8,4,33.3%
Chandon Sullivan,MIN,0,2,2,100.0%,12,6.0,6.0,0,91.7,-2.0,-4,16,1,0,0,0.0,0,4,0,0.0%
Akayleb Evans,MIN,0,2,2,100.0%,14,7.0,7.0,0,95.8,4.5,9,5,0,0,0,0.0,0,2,0,0.0%
D.J. Wonnum,MIN,0,1,1,100.0%,19,19.0,19.0,0,118.7,5.0,5,14,0,0,0,1.0,1,3,0,0.0%
Camryn Bynum,MIN,0,2,1,50.0%,53,53.0,26.5,1,135.4,34.0,50,3,0,0,0,0.0,0,8,1,11.1%
Za'Darius Smith,MIN,0,0,0,,,,,,,,,,0,1,1,1.0,3,3,1,25.0%
Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,0,0,0.5,1,7,0,0.0%
Harrison Phillips,MIN,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,0,0.0%
Danielle Hunter,MIN,0,0,0,,,,,,,,,,2,0,0,0.0,0,5,1,16.7%
James Lynch,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Josh Metellus,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
T.J. Edwards,PHI,0,9,7,77.8%,43,6.1,4.8,0,86.6,1.8,18,25,5,1,1,0.0,2,10,2,16.7%
Avonte Maddox,PHI,1,5,4,80.0%,42,10.5,8.4,0,62.1,6.0,23,19,1,0,0,0.0,0,8,0,0.0%
C.J. Gardner-Johnson,PHI,0,4,3,75.0%,36,12.0,9.0,0,102.1,16.3,31,5,2,0,0,0.0,0,5,1,16.7%
James Bradberry,PHI,0,3,2,66.7%,17,8.5,5.7,0,81.2,3.3,7,10,0,0,0,0.0,0,1,2,66.7%
Kyzir White,PHI,0,5,2,40.0%,7,3.5,1.4,0,47.9,-1.2,-6,13,5,0,0,0.0,0,5,0,0.0%
Darius Slay,PHI,2,9,2,22.2%,19,9.5,2.1,0,0.0,10.2,14,5,0,0,0,0.0,0,1,0,0.0%
Haason Reddick,PHI,0,3,2,66.7%,25,12.5,8.3,0,92.4,1.3,8,17,4,0,0,0.0,0,2,1,33.3%
Marcus Epps,PHI,0,3,2,66.7%,29,14.5,9.7,0,97.9,8.3,21,8,0,0,0,0.0,0,6,0,0.0%
Josh Sweat,PHI,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-2.0,-2,1,1,2,2,1.0,5,3,1,25.0%
Patrick Johnson,PHI,0,1,1,100.0%,2,2.0,2.0,1,118.7,1.0,1,1,2,0,0,0.0,0,0,0,
Brandon Graham,PHI,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,0,0,0,0.0,0,2,0,0.0%
Fletcher Cox,PHI,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
Milton Williams,PHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Javon Hargrave,PHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Zech McPhearson,PHI,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,1,0,0.0%
