Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PHI 47,0,13,"Jalen Hurts pass complete deep left to Quez Watkins for 53 yards, touchdown",1.650,7.000
2,14:52,,,MIN 15,0,14,Jake Elliott kicks extra point good,0.000,0.000
2,14:52,,,PHI 35,0,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,14:52,1,10,MIN 25,0,14,Kirk Cousins pass complete short left to Dalvin Cook for 2 yards (tackle by T.J. Edwards),0.610,0.470
2,14:13,2,7,MIN 28,0,14,Kirk Cousins scrambles right end for 7 yards (tackle by Haason Reddick),0.470,0.560
2,13:30,3,1,MIN 34,0,14,Jalen Reagor right end for 17 yards (tackle by C.J. Gardner-Johnson),0.560,2.320
2,12:53,1,10,PHI 49,0,14,Kirk Cousins pass complete short middle to Justin Jefferson for 11 yards (tackle by Avonte Maddox),2.320,3.050
2,12:29,1,10,PHI 38,0,14,Kirk Cousins pass complete short left to Dalvin Cook for -1 yards (tackle by T.J. Edwards),3.050,2.370
2,11:51,2,11,PHI 39,0,14,Alexander Mattison left end for 5 yards (tackle by Kyzir White),2.370,2.340
2,11:07,3,6,PHI 34,0,14,Kirk Cousins pass complete short right to K.J. Osborn for 15 yards (tackle by Avonte Maddox),2.340,4.310
2,10:24,1,10,PHI 19,0,14,Kirk Cousins pass complete short right to Johnny Mundt for 17 yards (tackle by Haason Reddick),4.310,6.740
2,9:43,1,2,PHI 2,6,14,"Kirk Cousins pass complete short right to Irv Smith for 2 yards, touchdown",6.740,7.000
2,9:39,,,PHI 15,7,14,Greg Joseph kicks extra point good,0.000,0.000
2,9:39,,,MIN 35,7,14,"Greg Joseph kicks off 58 yards, returned by Quez Watkins for 9 yards (tackle by Josh Metellus)",0.000,-0.140
2,9:34,1,10,PHI 16,7,14,Jalen Hurts left end for no gain (tackle by Cameron Dantzler),-0.140,-0.660
2,8:53,2,10,PHI 16,7,14,Jalen Hurts pass complete short left to Miles Sanders for -2 yards (tackle by Cameron Dantzler),-0.660,-1.610
2,8:07,3,12,PHI 14,7,14,Jalen Hurts scrambles left end for 8 yards (tackle by Jordan Hicks),-1.610,-1.900
2,8:07,4,4,PHI 22,7,14,"Penalty on Cameron Dantzler: Illegal Contact, 5 yards (accepted)",-1.900,0.740
2,7:44,1,10,PHI 27,7,14,Miles Sanders left tackle for -2 yards (tackle by Patrick Jones),0.740,-0.210
2,7:08,2,13,PHI 24,7,14,Jalen Hurts pass incomplete short left intended for Dallas Goedert (defended by Cameron Dantzler),-0.210,-0.890
2,7:01,3,13,PHI 24,7,14,Jalen Hurts pass complete short left to Zach Pascal for 6 yards (tackle by Chandon Sullivan and Eric Kendricks),-0.890,-1.310
2,6:28,4,6,PHI 31,7,14,"Arryn Siposs punts 43 yards, fair catch by Jalen Reagor at MIN-26",-1.310,-0.670
2,6:20,1,10,MIN 26,7,14,Kirk Cousins pass complete short left to Justin Jefferson for 7 yards (tackle by Darius Slay),0.670,1.070
2,5:59,2,3,MIN 33,7,14,Dalvin Cook right guard for 1 yard (tackle by Javon Hargrave and Avonte Maddox),1.070,0.500
2,5:15,3,2,MIN 34,7,14,Kirk Cousins pass incomplete short middle intended for Irv Smith (defended by T.J. Edwards),0.500,-1.110
2,5:12,4,2,MIN 34,7,14,"Ryan Wright punts 56 yards, returned by Britain Covey for 5 yards (tackle by D.J. Wonnum)",-1.110,0.220
2,5:00,1,10,PHI 15,7,14,Jalen Hurts pass complete short middle to DeVonta Smith for 19 yards (tackle by Camryn Bynum),-0.220,1.200
2,4:27,1,10,PHI 34,7,14,Jalen Hurts pass complete deep middle to DeVonta Smith for 16 yards (tackle by Harrison Smith and Camryn Bynum),1.200,2.260
2,3:58,1,10,PHI 50,7,14,Jalen Hurts pass incomplete deep left intended for A.J. Brown,2.260,1.710
2,3:53,2,10,PHI 50,7,14,Boston Scott up the middle for 16 yards (tackle by Harrison Smith),1.710,3.310
2,3:27,1,10,MIN 34,7,14,Boston Scott up the middle for -1 yards (tackle by Ross Blacklock),3.310,2.640
2,2:53,2,11,MIN 35,7,14,Miles Sanders up the middle for 9 yards (tackle by Eric Kendricks and Camryn Bynum),2.640,3.140
2,2:09,3,2,MIN 26,7,20,"Jalen Hurts right end for 26 yards, touchdown",3.140,7.000
2,1:58,,,MIN 15,7,21,Jake Elliott kicks extra point good,0.000,0.000
2,1:58,,,PHI 35,7,21,"Jake Elliott kicks off 63 yards, returned by Kene Nwangwu for 20 yards (tackle by Boston Scott)",0.000,0.410
2,1:53,1,10,MIN 22,7,21,"Kirk Cousins sacked by. Penalty on Josh Sweat: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.410,1.400
2,1:44,1,10,MIN 37,7,21,Kirk Cousins pass incomplete short left intended for Dalvin Cook,1.400,0.860
2,1:41,2,10,MIN 37,7,21,Kirk Cousins pass incomplete deep left intended for Irv Smith,0.860,0.170
2,1:35,3,10,MIN 37,7,21,Kirk Cousins pass incomplete short right,0.170,-0.910
2,1:31,4,10,MIN 37,7,21,Ryan Wright punts 58 yards out of bounds,-0.910,0.380
2,1:21,1,10,PHI 5,7,21,Jalen Hurts left end for 9 yards (tackle by Chandon Sullivan),-0.380,-0.100
2,0:43,2,1,PHI 14,7,21,Kenneth Gainwell right tackle for 3 yards (tackle by Danielle Hunter and Dalvin Tomlinson),-0.100,-0.140
2,0:38,,,,,,Timeout #1 by Philadelphia Eagles,,
2,0:38,1,10,PHI 16,7,21,Jalen Hurts pass incomplete deep middle intended for A.J. Brown,-0.140,-0.660
2,0:33,2,10,PHI 16,7,21,Kenneth Gainwell for 4 yards (tackle by Eric Kendricks and Dalvin Tomlinson),-0.660,-0.750
2,0:28,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:28,3,6,PHI 21,7,21,Jalen Hurts pass complete short left to DeVonta Smith for 16 yards (tackle by Harrison Smith),-0.750,1.400
2,0:22,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:22,1,10,PHI 37,7,21,Jalen Hurts pass complete short left to Dallas Goedert for 19 yards (tackle by Jordan Hicks),1.400,2.650
2,0:15,1,10,MIN 44,7,21,Jalen Hurts pass complete deep middle to Dallas Goedert for 24 yards (tackle by Harrison Smith),2.650,4.240
2,0:03,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:03,1,10,MIN 20,7,24,Jake Elliott 38 yard field goal good,4.240,3.000
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,7,24,"Jake Elliott kicks off 66 yards, returned by Kene Nwangwu for 22 yards (tackle by Kyron Johnson)",0.000,0.340
3,14:53,1,10,MIN 21,7,24,Dalvin Cook left guard for 5 yards (tackle by T.J. Edwards and Fletcher Cox),0.340,0.610
3,14:22,2,4,MIN 27,7,24,Kirk Cousins pass complete to Justin Jefferson for 8 yards (tackle by Marcus Epps),0.610,1.200
3,13:55,1,10,MIN 34,7,24,Kirk Cousins pass complete short right to K.J. Osborn for 10 yards (tackle by T.J. Edwards and Marcus Epps),1.200,1.860
3,13:29,1,10,MIN 44,7,24,"Penalty on Ed Ingram: False Start, 5 yards (accepted) (no play)",1.860,1.530
3,13:08,1,15,MIN 39,7,24,Kirk Cousins pass complete short middle to Johnny Mundt for 11 yards (tackle by T.J. Edwards),1.530,2.130
3,12:29,2,4,MIN 50,7,24,Dalvin Cook up the middle for 6 yards (tackle by Avonte Maddox and Marcus Epps),2.130,2.650
3,11:53,1,10,PHI 44,7,24,Kirk Cousins pass complete short left to Dalvin Cook for 14 yards (tackle by C.J. Gardner-Johnson),2.650,3.580
3,11:21,1,10,PHI 30,7,24,Kirk Cousins pass complete short middle to Justin Jefferson for 11 yards (tackle by Marcus Epps and Avonte Maddox),3.580,4.310
3,10:44,1,10,PHI 19,7,24,Kirk Cousins pass complete short right to Alexander Mattison for no gain (tackle by Brandon Graham and Marlon Tuipulotu),4.310,3.750
3,10:01,2,10,PHI 19,7,24,"Kirk Cousins pass deep middle intended for Justin Jefferson is intercepted by Darius Slay in end zone and returned for 19 yards (tackle by Garrett Bradbury). Penalty on Ezra Cleveland: Offensive Holding, 10 yards (declined)",3.750,-0.150
3,9:51,1,10,PHI 19,7,24,Jalen Hurts pass complete short left to Dallas Goedert for 8 yards (tackle by Harrison Smith),0.150,0.750
3,9:24,2,2,PHI 27,7,24,Jalen Hurts pass incomplete short right intended for A.J. Brown,0.750,-0.030
3,9:16,3,2,PHI 27,7,24,Miles Sanders left guard for 4 yards (tackle by Danielle Hunter),-0.030,0.940
3,8:38,1,10,PHI 30,7,24,Miles Sanders up the middle for 6 yards (tackle by Harrison Phillips),0.940,1.340
3,8:01,2,3,PHI 37,7,24,Miles Sanders left guard for 10 yards (tackle by Harrison Smith),1.340,2.060
3,7:29,1,10,PHI 47,7,24,Jalen Hurts pass complete short left to DeVonta Smith for 4 yards (tackle by Cameron Dantzler),2.060,2.060
3,6:51,2,6,MIN 49,7,24,Jalen Hurts pass complete short middle to A.J. Brown for 23 yards (tackle by Camryn Bynum),2.060,3.840
3,6:06,1,10,MIN 26,7,24,"Penalty on Jordan Mailata: False Start, 5 yards (accepted) (no play)",3.840,3.510
3,5:41,1,15,MIN 31,7,24,Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Akayleb Evans),3.510,4.270
3,5:08,2,3,MIN 19,7,24,Jalen Hurts sacked by Za'Darius Smith for -2 yards,4.270,3.270
3,4:27,3,5,MIN 21,7,24,"Penalty on Lane Johnson: False Start, 5 yards (accepted) (no play)",3.270,2.610
3,4:08,3,10,MIN 26,7,24,Jalen Hurts scrambles right end for 4 yards (tackle by Jordan Hicks),2.610,2.020
3,3:26,4,6,MIN 22,7,24,Jake Elliott 40 yard field goal no good blocked by Patrick Peterson (tackle by Arryn Siposs),2.020,-3.580
3,3:17,1,10,PHI 30,7,24,Dalvin Cook right end for 3 yards (tackle by Kyzir White and Fletcher Cox),3.580,3.440
3,2:32,2,7,PHI 27,7,24,Kirk Cousins pass incomplete short left intended for Dalvin Cook (defended by Haason Reddick),3.440,2.740
3,2:28,3,7,PHI 27,7,24,Kirk Cousins pass short left intended for Adam Thielen is intercepted by Avonte Maddox at PHI-13 and returned for 2 yards (tackle by Irv Smith),2.740,0.220
3,2:19,1,10,PHI 15,7,24,Jalen Hurts pass complete short left to Miles Sanders for 6 yards (tackle by Eric Kendricks),-0.220,0.210
3,1:46,2,4,PHI 21,7,24,Miles Sanders up the middle for 3 yards (tackle by Danielle Hunter),0.210,-0.270
3,1:21,3,1,PHI 24,7,24,Jalen Hurts up the middle for 2 yards (tackle by Harrison Smith),-0.270,0.670
3,0:40,1,10,PHI 26,7,24,Jalen Hurts pass complete short left to Boston Scott for 2 yards (tackle by Akayleb Evans),0.670,0.400
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,PHI 28,7,24,Jalen Hurts pass complete short left to DeVonta Smith for 12 yards (tackle by Camryn Bynum),0.400,1.600
4,14:30,1,10,PHI 40,7,24,"Jalen Hurts pass complete to Quez Watkins for no gain. Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted) (no play)",1.600,0.940
4,14:04,1,20,PHI 30,7,24,Jalen Hurts pass complete short right to A.J. Brown for 4 yards (tackle by Chandon Sullivan),0.940,0.240
4,13:22,2,16,PHI 34,7,24,Miles Sanders right end for 2 yards (tackle by Patrick Peterson),0.240,-0.160
4,12:41,3,14,PHI 36,7,24,Jalen Hurts pass complete short left to Kenneth Gainwell for 11 yards (tackle by Harrison Smith and Camryn Bynum),-0.160,-0.260
4,12:01,4,3,PHI 47,7,24,"Arryn Siposs punts 47 yards, returned by Jalen Reagor for 4 yards (tackle by Zach Pascal and K'Von Wallace)",-0.260,0.380
4,11:49,1,10,MIN 10,7,24,"Kirk Cousins pass incomplete. Penalty on Garrett Bradbury: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.380,-0.570
4,11:42,1,15,MIN 5,7,24,Kirk Cousins pass incomplete short left intended for Johnny Mundt,-0.570,-1.150
4,11:38,2,15,MIN 5,7,24,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by James Bradberry),-1.150,-1.300
4,11:05,3,9,MIN 11,7,24,Kirk Cousins pass complete short left to Adam Thielen for 12 yards,-1.300,0.480
4,10:41,1,10,MIN 23,7,24,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Darius Slay),0.480,-0.070
4,10:36,2,10,MIN 23,7,24,Kirk Cousins pass complete short right to Irv Smith for 15 yards (tackle by Marcus Epps),-0.070,1.470
4,10:05,1,10,MIN 38,7,24,Kirk Cousins pass incomplete short right intended for Alexander Mattison (defended by Kyzir White),1.470,0.920
4,10:02,2,10,MIN 38,7,24,Kirk Cousins pass incomplete short right intended for Alexander Mattison,0.920,0.230
4,9:57,3,10,MIN 38,7,24,Kirk Cousins pass complete short left to Irv Smith for 11 yards (tackle by Kyzir White and Marcus Epps),0.230,2.190
4,9:26,1,10,MIN 49,7,24,Kirk Cousins pass incomplete short right intended for Justin Jefferson,2.190,1.650
4,9:22,2,10,MIN 49,7,24,Kirk Cousins pass incomplete short right intended for Jalen Reagor,1.650,0.960
4,9:19,3,10,MIN 49,7,24,"Kirk Cousins sacked by Fletcher Cox for -12 yards. Kirk Cousins fumbles (forced by Fletcher Cox), recovered by Ed Ingram at MIN-37",0.960,-0.910
4,8:28,4,22,MIN 37,7,24,"Ryan Wright punts 46 yards, returned by Britain Covey for 8 yards (tackle by Troy Dye)",-0.910,-0.610
4,8:18,1,10,PHI 25,7,24,Jalen Hurts right end for -1 yards (tackle by Patrick Peterson),0.610,-0.070
4,7:36,2,11,PHI 24,7,24,Jalen Hurts pass short right intended for Kenneth Gainwell is intercepted by Jordan Hicks at PHI-28 and returned for 19 yards (tackle by Jordan Mailata),-0.070,-5.140
4,7:25,1,9,PHI 9,7,24,Kirk Cousins pass incomplete short middle intended for Adam Thielen,5.140,4.380
4,7:22,2,9,PHI 9,7,24,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Darius Slay),4.380,3.360
4,7:16,3,9,PHI 9,7,24,Kirk Cousins pass intended for Justin Jefferson is intercepted by Darius Slay in end zone and returned for no gain,3.360,-0.280
4,7:11,1,10,PHI 20,7,24,Miles Sanders right guard for 8 yards (tackle by Chandon Sullivan),0.280,0.810
4,6:28,2,2,PHI 28,7,24,Miles Sanders up the middle for 3 yards (tackle by Jonathan Bullard and Dalvin Tomlinson),0.810,1.000
4,5:45,1,10,PHI 31,7,24,Miles Sanders right guard for 3 yards (tackle by Za'Darius Smith and Danielle Hunter),1.000,0.870
4,5:03,2,7,PHI 34,7,24,Miles Sanders up the middle for 10 yards (tackle by Josh Metellus),0.870,1.860
4,4:18,1,10,PHI 44,7,24,Miles Sanders left tackle for 2 yards (tackle by Eric Kendricks),1.860,1.590
4,4:14,,,,,,Timeout #1 by Minnesota Vikings,,
4,4:14,2,8,PHI 46,7,24,Boston Scott left guard for 1 yard (tackle by Dalvin Tomlinson and Harrison Phillips),1.590,1.030
4,4:09,,,,,,Timeout #2 by Minnesota Vikings,,
4,4:09,3,7,PHI 47,7,24,"Jalen Hurts scrambles right end for 2 yards (tackle by Eric Kendricks). Penalty on Jason Kelce: Offensive Holding, 10 yards (declined)",1.030,-0.130
4,4:01,4,5,PHI 49,7,24,Arryn Siposs punts 40 yards downed by Zach Pascal,-0.130,0.370
4,3:51,1,10,MIN 11,7,24,Kirk Cousins pass complete short right to Jalen Reagor for 7 yards (tackle by T.J. Edwards),-0.370,0.000
4,3:28,2,3,MIN 18,7,24,Kirk Cousins pass complete short right to Dalvin Cook for 4 yards (tackle by T.J. Edwards),0.000,0.410
4,3:10,1,10,MIN 22,7,24,Kirk Cousins pass complete deep right to Adam Thielen for 19 yards,0.410,1.660
4,3:05,1,10,MIN 41,7,24,Kirk Cousins pass complete short left to Irv Smith for 6 yards (tackle by Avonte Maddox and C.J. Gardner-Johnson),1.660,1.930
4,2:37,2,4,MIN 47,7,24,Kirk Cousins pass complete short right to Justin Jefferson for 5 yards (tackle by Avonte Maddox and T.J. Edwards),1.930,2.390
4,2:12,1,10,PHI 48,7,24,Kirk Cousins scrambles right guard for 13 yards (tackle by Kyzir White),2.390,3.250
4,2:00,1,10,PHI 35,7,24,Alexander Mattison up the middle for 3 yards (tackle by C.J. Gardner-Johnson),3.250,3.110
4,1:42,2,7,PHI 32,7,24,Kirk Cousins pass complete short middle to Alexander Mattison for 7 yards (tackle by T.J. Edwards),3.110,4.110
4,1:22,1,10,PHI 22,7,24,Kirk Cousins pass complete short middle to Adam Thielen for 15 yards (tackle by C.J. Gardner-Johnson),4.110,4.910
4,0:57,1,10,PHI 10,7,24,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Zech McPhearson),4.910,4.190
4,0:53,2,10,PHI 10,7,24,Kirk Cousins pass complete short left to Alexander Mattison for -1 yards (tackle by Josh Sweat and Kyzir White),4.190,3.120
4,0:23,3,11,PHI 11,7,24,Kirk Cousins sacked by Josh Sweat for -7 yards,3.120,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
