Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3,5:06,,,OAK 2,7,24,Nick Novak kicks extra point good,0.000,0.000
3,4:59,,,SDG 35,7,24,"Nick Novak kicks off 67 yards, returned by Coye Francies for 25 yards (tackle by Melvin Ingram)",0.000,0.480
3,4:53,1,10,OAK 23,7,24,Terrelle Pryor pass incomplete deep right intended for Denarius Moore,0.480,-0.070
3,4:47,2,10,OAK 23,7,24,Darren McFadden for 6 yards (tackle by Bront Bird),-0.070,0.040
3,4:10,3,4,OAK 29,7,24,Terrelle Pryor pass incomplete deep right intended for Darrius Heyward-Bey,0.040,-1.440
3,3:59,4,4,OAK 29,7,24,"Shane Lechler punts 50 yards, returned by Micheal Spurlock for no gain. Penalty on Damik Scafe: Running Into the Kicker, 5 yards (no play)",-1.440,1.200
3,3:49,1,10,OAK 34,7,24,Darren McFadden left end for no gain (tackle by Demorrio Williams),1.200,0.660
3,3:09,2,10,OAK 34,7,24,Darren McFadden up the middle for 6 yards (tackle by Antonio Garay and Bront Bird),0.660,0.760
3,2:30,3,4,OAK 40,7,24,Terrelle Pryor pass incomplete short right intended for Denarius Moore,0.760,-0.720
3,2:14,4,4,OAK 40,7,24,"Shane Lechler punts 52 yards, fair catch by Micheal Spurlock",-0.720,0.380
3,2:08,1,10,SDG 8,7,24,Jackie Battle up the middle for 3 yards (tackle by Matt Shaughnessy),-0.380,-0.560
3,1:24,2,7,SDG 11,7,24,Jackie Battle up the middle for 8 yards (tackle by Matt Giordano),-0.560,0.150
3,0:38,1,10,SDG 19,7,24,Jackie Battle right tackle for 3 yards (tackle by Lamarr Houston and Michael Huff),0.150,0.070
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SDG 22,7,24,Jackie Battle right guard for 1 yard (tackle by Miles Burris and Lamarr Houston),0.070,-0.550
4,14:14,3,6,SDG 23,7,24,"Philip Rivers pass incomplete deep right intended for Eddie Royal. Penalty on Lamarr Houston: Neutral Zone Infraction, 5 yards (no play)",-0.550,0.100
4,14:07,3,1,SDG 28,7,24,Jackie Battle up the middle for no gain (tackle by Tommy Kelly and Brandian Ross),0.100,-1.500
4,13:11,4,1,SDG 28,7,24,"Mike Scifres punts 48 yards, fair catch by Matt Giordano",-1.500,-0.540
4,13:02,1,10,OAK 24,7,24,"Terrelle Pryor pass incomplete short right intended for Darrius Heyward-Bey. Penalty on Cooper Carlisle: Offensive Holding, 10 yards (no play)",0.540,-0.500
4,12:57,1,20,OAK 14,7,24,Darren McFadden right tackle for 8 yards (tackle by Eric Weddle and Andrew Gachkar),-0.500,-0.270
4,12:15,2,12,OAK 22,7,24,Terrelle Pryor left end for 5 yards (tackle by Corey Liuget),-0.270,-0.300
4,11:32,3,7,OAK 27,7,24,Terrelle Pryor pass complete short right to Rod Streater for 14 yards (tackle by Marcus Gilchrist),-0.300,1.660
4,10:54,1,10,OAK 41,7,24,Terrelle Pryor pass complete short right to Rod Streater for 15 yards (tackle by Eric Weddle),1.660,2.650
4,10:27,1,10,SDG 44,7,24,Terrelle Pryor right end for 9 yards (tackle by Demorrio Williams),2.650,3.330
4,9:39,2,1,SDG 35,7,24,Darren McFadden left tackle for -1 yards (tackle by Eric Weddle and Shaun Phillips),3.330,2.480
4,9:00,3,2,SDG 36,7,24,"Terrelle Pryor left end for no gain (tackle by Andrew Gachkar). Penalty on Brandon Myers: Illegal Formation, 5 yards (no play)",2.480,1.820
4,8:35,3,7,SDG 41,7,24,Terrelle Pryor pass complete deep right to Rod Streater for 38 yards (tackle by Quentin Jammer),1.820,6.510
4,7:49,1,3,SDG 3,13,24,"Terrelle Pryor left end for 3 yards, touchdown",6.510,7.000
4,7:49,,,SDG 2,14,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,7:43,,,OAK 35,14,24,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,7:43,1,10,SDG 20,14,24,Philip Rivers pass complete short right to Eddie Royal for 11 yards (tackle by Michael Huff),0.280,1.000
4,7:02,1,10,SDG 31,14,24,Jackie Battle left tackle for 3 yards (tackle by Lamarr Houston and Desmond Bryant),1.000,0.870
4,6:22,2,7,SDG 34,14,24,Jackie Battle right end for -2 yards (tackle by Lamarr Houston and Miles Burris),0.870,-0.100
4,5:36,3,9,SDG 32,14,24,"Penalty on Kevin Haslam: False Start, 5 yards (no play)",-0.100,-0.760
4,5:14,3,14,SDG 27,14,24,Ronnie Brown up the middle for 3 yards (tackle by Michael Mitchell and Joselio Hanson),-0.760,0.000
4,4:28,,,,14,24,Timeout #1 by San Diego Chargers,0.000,-1.370
4,4:28,4,11,SDG 30,14,24,"Mike Scifres punts 47 yards, muffed catch by Denarius Moore, recovered by Denarius Moore and returned for no gain",-1.370,-0.480
4,4:18,1,10,OAK 23,14,24,Terrelle Pryor pass complete short left to Brandon Myers for 5 yards (tackle by Eric Weddle),0.480,0.610
4,3:45,2,5,OAK 28,14,24,"Terrelle Pryor left end for no gain. Terrelle Pryor fumbles, ball out of bounds at OAK-28. Penalty on Terrelle Pryor: Illegal Bat, 10 yards (no play)",0.610,-0.840
4,3:35,2,15,OAK 18,14,24,Terrelle Pryor pass incomplete short right intended for Denarius Moore,-0.840,-1.560
4,3:30,3,15,OAK 18,14,24,Terrelle Pryor pass incomplete short left intended for Darren McFadden,-1.560,-2.240
4,3:16,4,15,OAK 18,14,24,"Shane Lechler punts 48 yards, fair catch by Micheal Spurlock",-2.240,-1.200
4,3:16,1,10,SDG 34,14,24,Curtis Brinkley right end for 6 yards (tackle by Miles Burris and Omar Gaither),1.200,0.000
4,3:09,,,,14,24,Timeout #1 by Oakland Raiders,0.000,1.470
4,3:09,2,4,SDG 40,14,24,Jackie Battle right tackle for 1 yard (tackle by Lamarr Houston),1.470,0.000
4,3:03,,,,14,24,Timeout #2 by Oakland Raiders,0.000,0.890
4,3:03,3,3,SDG 41,14,24,Curtis Brinkley right end for -3 yards (tackle by Miles Burris),0.890,0.000
4,2:55,,,,14,24,Timeout #3 by Oakland Raiders,0.000,-0.850
4,2:55,4,6,SDG 38,14,24,"Mike Scifres punts, blocked by Coye Francies, recovered by Kaelin Burnett",-0.850,-4.840
4,2:45,1,10,SDG 11,14,24,Terrelle Pryor pass complete short left to Brandon Myers for 9 yards (tackle by Andrew Gachkar),4.840,5.850
4,2:14,2,1,SDG 2,14,24,Darren McFadden up the middle for 1 yard (tackle by Marcus Gilchrist and Antonio Garay),5.850,6.970
4,2:00,1,1,SDG 1,14,24,"Penalty on David Ausberry: False Start, 4 yards (no play)",6.970,6.060
4,2:00,1,5,SDG 5,20,24,"Terrelle Pryor pass complete short right to Denarius Moore for 5 yards, touchdown",6.060,7.000
4,2:00,,,SDG 2,21,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,1:52,,,OAK 35,21,24,Sebastian Janikowski kicks onside 12 yards,0.000,2.460
4,1:51,1,10,OAK 47,21,24,Philip Rivers kneels for -1 yards,2.460,1.780
4,1:04,2,11,OAK 48,21,24,Philip Rivers kneels for -1 yards,1.780,0.960
4,0:26,3,12,OAK 49,21,24,Philip Rivers kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
