Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Commanders to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,WAS 25,0,0,Curtis Samuel left end for 15 yards (tackle by Dorance Armstrong),0.610,1.600
1,14:20,1,10,WAS 40,0,0,Brian Robinson up the middle for no gain (tackle by Micah Parsons),1.600,1.050
1,13:40,2,10,WAS 40,0,0,Brian Robinson left guard for 9 yards (tackle by DeMarcus Lawrence),1.050,1.550
1,13:00,3,1,WAS 49,0,0,Sam Howell pass incomplete deep right intended for Terry McLaurin (defended by Stephon Gilmore),1.550,-0.130
1,12:53,4,1,WAS 49,0,0,Sam Howell pass complete short right to Brian Robinson for 11 yards (tackle by Stephon Gilmore),-0.130,2.920
1,12:18,1,10,DAL 40,0,0,Sam Howell pass complete short right to Terry McLaurin for 5 yards (tackle by Stephon Gilmore),2.920,3.050
1,11:47,2,5,DAL 35,0,0,Sam Howell pass complete short right to Antonio Gibson for 3 yards (tackle by Stephon Gilmore),3.050,2.740
1,11:04,3,2,DAL 32,0,0,Brian Robinson right end for 1 yard (tackle by Markquese Bell and Micah Parsons),2.740,1.410
1,10:21,4,1,DAL 31,0,0,Sam Howell pass complete short left to Brian Robinson for -2 yards (tackle by Jayron Kearse and Donovan Wilson),1.410,-1.140
1,10:13,1,10,DAL 33,0,0,Dak Prescott pass complete short left to Brandin Cooks for 15 yards (tackle by Emmanuel Forbes),1.140,2.130
1,9:44,1,10,DAL 48,0,0,Tony Pollard left tackle for 6 yards (tackle by David Mayo),2.130,2.390
1,9:14,2,4,WAS 46,0,0,Dak Prescott pass complete short right to CeeDee Lamb for 15 yards (tackle by Terrell Burgess),2.390,3.510
1,8:42,1,10,WAS 31,0,0,Dak Prescott pass complete short middle to CeeDee Lamb for 9 yards (tackle by Benjamin St-Juste),3.510,4.180
1,8:12,2,1,WAS 22,0,0,Tony Pollard right tackle for 4 yards (tackle by Terrell Burgess),4.180,4.370
1,7:35,1,10,WAS 18,0,0,Brandin Cooks left end for 3 yards (tackle by Emmanuel Forbes and Khaleke Hudson),4.370,4.250
1,7:01,2,7,WAS 15,0,0,Dak Prescott pass complete short left to Tony Pollard for 12 yards (tackle by Khaleke Hudson),4.250,6.510
1,6:30,1,3,WAS 3,6,0,"Dak Prescott pass complete short middle to Jalen Tolbert for 3 yards, touchdown",6.510,7.000
1,6:26,,,WAS 15,7,0,Brandon Aubrey kicks extra point good,0.000,0.000
1,6:26,,,DAL 35,7,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,6:26,1,10,WAS 25,7,0,"Brian Robinson right guard for 5 yards. Brian Robinson fumbles (forced by Jourdan Lewis), recovered by Jourdan Lewis at WAS-31 (tackle by Jourdan Lewis)",0.610,-3.510
1,6:19,1,10,WAS 31,7,0,KaVontae Turpin left end for 5 yards (tackle by Sean Chandler),3.510,3.640
1,5:48,2,5,WAS 26,7,0,Tony Pollard left end for 3 yards (tackle by Abdullah Anderson),3.640,3.340
1,5:18,3,2,WAS 23,7,0,Dak Prescott pass incomplete deep left intended for Brandin Cooks,3.340,2.050
1,5:13,4,2,WAS 23,7,0,Dak Prescott pass complete short middle to Jake Ferguson for 8 yards (tackle by Terrell Burgess and Sean Chandler),2.050,4.580
1,4:49,1,10,WAS 15,7,0,Tony Pollard left tackle for no gain (tackle by Jalen Harris),4.580,3.950
1,4:18,2,10,WAS 15,7,0,Dak Prescott pass incomplete short left intended for Michael Gallup,3.950,3.100
1,4:13,3,10,WAS 15,7,0,Dak Prescott pass complete short right to CeeDee Lamb for 1 yard (tackle by Quan Martin),3.100,2.510
1,3:33,4,9,WAS 14,7,0,Brandon Aubrey 32 yard field goal no good blocked by Joshua Pryor (tackle by Chauncey Golston),2.510,-4.240
1,3:21,1,10,DAL 20,7,0,Brian Robinson up the middle for no gain (tackle by DeMarcus Lawrence and Johnathan Hankins),4.240,3.690
1,2:48,2,10,DAL 20,7,0,Sam Howell pass incomplete deep middle intended for Jahan Dotson (defended by Damone Clark),3.690,3.010
1,2:41,3,10,DAL 20,7,0,Sam Howell pass complete short middle to Alex Armah for 10 yards (tackle by Donovan Wilson and Dorance Armstrong),3.010,4.910
1,2:00,1,10,DAL 10,7,0,Brian Robinson up the middle for 1 yard (tackle by DeMarcus Lawrence),4.910,4.380
1,1:24,2,9,DAL 9,7,0,Dyami Brown pass complete short left to Sam Howell for 4 yards (tackle by Stephon Gilmore),4.380,4.260
1,0:37,3,5,DAL 5,7,0,Sam Howell scrambles right end for 4 yards (tackle by Micah Parsons),4.260,3.550
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,DAL 1,7,6,"Sam Howell pass complete short left to Brian Robinson for 1 yard, touchdown",3.550,7.000
2,14:57,,,DAL 15,7,7,Joey Slye kicks extra point good,0.000,0.000
2,14:57,,,WAS 35,7,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,14:57,1,10,DAL 25,7,7,Tony Pollard right guard for 5 yards (tackle by K.J. Henry),0.610,0.740
2,14:27,2,5,DAL 30,7,7,Tony Pollard left tackle for 5 yards (tackle by Quan Martin and Abdullah Anderson),0.740,1.270
2,13:54,1,10,DAL 35,7,7,CeeDee Lamb right end for 7 yards (tackle by Quan Martin),1.270,1.670
