Quarter,Time,Tm,Detail,TEN,JAX
1.0,13:32,Titans,Rob Bironas 38 yard field goal,3,0
,0:12,Jaguars,Rashad Jennings 1 yard rush (Josh Scobee kick),3,7
2.0,0:11,Titans,Rob Bironas 40 yard field goal,6,7
3.0,8:40,Jaguars,Cecil Shorts 59 yard pass from Chad Henne (Josh Scobee kick),6,14
,3:26,Titans,Rob Bironas 39 yard field goal,9,14
4.0,10:05,Titans,Rob Bironas 33 yard field goal,12,14
,6:50,Jaguars,Justin Blackmon 7 yard pass from Chad Henne (Josh Scobee kick),12,21
,4:52,Titans,Kenny Britt 6 yard pass from Jake Locker (Rob Bironas kick),19,21
,0:24,Jaguars,Josh Scobee 41 yard field goal,19,24
