Quarter,Time,Tm,Detail,GNB,DET
1.0,12:02,Lions,Don Carey 40 yard defensive fumble return (Nate Freese kick),0,7
,0:39,Packers,Andrew Quarless 10 yard pass from Aaron Rodgers (Mason Crosby kick),7,7
2.0,13:21,Lions,"Safety, Eddie Lacy tackled in endzone by DeAndre Levy.",7,9
,6:16,Lions,Nate Freese 30 yard field goal,7,12
4.0,10:40,Lions,Reggie Bush 26 yard rush (Nate Freese kick),7,19
