Quarter,Time,Tm,Detail,KAN,IND
1.0,7:36,Colts,Pierre Garcon 6 yard pass from Curtis Painter (Adam Vinatieri kick),0,7
2.0,12:23,Colts,Adam Vinatieri 53 yard field goal,0,10
,11:13,Colts,Pierre Garcon 67 yard pass from Curtis Painter (Adam Vinatieri kick),0,17
,5:11,Chiefs,Dwayne Bowe 41 yard pass from Matt Cassel (Ryan Succop kick),7,17
,1:09,Colts,Delone Carter 3 yard rush (Adam Vinatieri kick),7,24
,0:13,Chiefs,Steve Breaston 16 yard pass from Matt Cassel (Ryan Succop kick),14,24
3.0,0:40,Chiefs,Dwayne Bowe 5 yard pass from Matt Cassel (Ryan Succop kick),21,24
4.0,5:15,Chiefs,Steve Breaston 11 yard pass from Matt Cassel (Ryan Succop kick),28,24
