Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
2,15:00,1,10,NYG 39,3,7,Tom Brady pass complete short left to Leonard Fournette for 6 yards (tackle by James Bradberry),,
2,14:31,2,4,NYG 33,3,7,Tom Brady pass incomplete deep left intended for Mike Evans,,
2,14:26,3,4,NYG 33,3,7,Tom Brady scrambles up the middle for 10 yards (tackle by Xavier McKinney),,
2,13:39,1,10,NYG 23,3,7,Tom Brady pass complete short left to Chris Godwin for 6 yards (tackle by Darnay Holmes),,
2,13:01,2,4,NYG 17,3,7,Tom Brady pass incomplete short middle intended for Cameron Brate (defended by Austin Johnson),,
2,12:57,3,4,NYG 17,3,7,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by J.R. Reed),,
2,12:13,1,10,NYG 10,3,7,Tom Brady pass incomplete short left intended for Cameron Brate,,
2,12:06,2,10,NYG 10,3,7,Leonard Fournette left guard for 3 yards (tackle by Leonard Williams and Austin Johnson),,
2,11:27,3,7,NYG 7,3,7,Tom Brady pass incomplete short left intended for Tyler Johnson,,
2,11:20,4,7,NYG 7,3,10,Ryan Succop 25 yard field goal good,,
2,11:16,,,TAM 35,3,10,"Bradley Pinion kicks off 65 yards, touchback.",,
2,11:16,1,10,NYG 25,3,10,Daniel Jones pass complete short right to Evan Engram for 3 yards (tackle by Sean Murphy-Bunting),,
2,10:45,2,7,NYG 28,3,10,Daniel Jones pass complete short right to Saquon Barkley for 5 yards (tackle by Shaquil Barrett),,
2,10:14,3,2,NYG 33,3,10,Daniel Jones pass incomplete short middle,,
2,10:10,4,2,NYG 33,3,10,Riley Dixon punts 52 yards downed by Cam Brown,,
2,10:00,1,10,TAM 15,3,10,Tom Brady pass intended for Mike Evans is intercepted by Adoree' Jackson at TB-15 and returned for 10 yards (tackle by Tyler Johnson),,
2,9:53,1,5,TAM 5,3,10,Daniel Jones up the middle for 3 yards (tackle by Devin White),,
2,9:19,2,2,TAM 2,9,10,"Daniel Jones pass complete to Andrew Thomas for 2 yards, touchdown",,
2,9:14,,,TAM 15,10,10,Graham Gano kicks extra point good,,
2,9:14,,,NYG 35,10,10,"Graham Gano kicks off 51 yards, returned by Ke'Shawn Vaughn for 15 yards (tackle by Cam Brown)",,
2,9:08,1,10,TAM 29,10,10,Ronald Jones up the middle for 3 yards (tackle by Austin Johnson and Quincy Roche),,
2,8:41,2,7,TAM 32,10,10,Tom Brady pass complete to Rob Gronkowski for 4 yards (tackle by Julian Love),,
2,8:02,3,3,TAM 36,10,10,Tom Brady pass complete deep right to Rob Gronkowski for 35 yards (tackle by Xavier McKinney),,
2,7:13,1,10,NYG 29,10,10,Tom Brady pass complete short middle to Mike Evans for 7 yards (tackle by Benardrick McKinney),,
2,6:33,2,3,NYG 22,10,10,Ronald Jones up the middle for 4 yards (tackle by Benardrick McKinney and Quincy Roche),,
2,5:58,1,10,NYG 18,10,10,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Julian Love),,
2,5:54,2,10,NYG 18,10,10,Tom Brady pass complete short right to Cameron Brate for 12 yards (tackle by James Bradberry),,
2,5:12,1,6,NYG 6,10,16,"Ronald Jones for 6 yards, touchdown",,
2,5:06,,,NYG 15,10,17,Ryan Succop kicks extra point good,,
2,5:06,,,TAM 35,10,17,"Bradley Pinion kicks off 65 yards, touchback.",,
2,5:06,1,10,NYG 25,10,17,John Ross for 16 yards (tackle by Lavonte David),,
2,4:33,1,10,NYG 41,10,17,Kadarius Toney pass incomplete deep left intended for Darius Slayton,,
2,4:26,2,10,NYG 41,10,17,Daniel Jones pass complete short left to Kadarius Toney for 5 yards (tackle by Mike Edwards and Rakeem Nunez-Roches),,
2,3:35,,,,,,Timeout #0 by New York Giants,,
2,3:35,3,5,NYG 46,10,17,"Daniel Jones pass complete to Kadarius Toney for no gain TAM challenged the pass completion ruling, and the original play was overturned. Daniel Jones pass incomplete intended for Kadarius Toney (defended by Antoine Winfield)",,
2,3:31,4,5,NYG 46,10,17,"Riley Dixon punts 39 yards, fair catch by Jaelon Darden at TB-15",,
2,3:25,1,10,TAM 15,10,17,Leonard Fournette up the middle for 2 yards (tackle by Azeez Ojulari),,
2,2:49,2,8,TAM 17,10,17,Tom Brady pass complete short right to Mike Evans for 16 yards (tackle by J.R. Reed),,
2,2:21,1,10,TAM 33,10,17,Tom Brady pass complete short left to Rob Gronkowski for 3 yards (tackle by Darnay Holmes),,
2,2:00,2,7,TAM 36,10,17,Tom Brady pass complete short left to Chris Godwin for 13 yards (tackle by Xavier McKinney),,
2,1:38,1,10,TAM 49,10,17,Tom Brady pass complete short middle to Rob Gronkowski for 9 yards (tackle by Julian Love and J.R. Reed),,
2,1:30,2,1,NYG 42,10,17,Leonard Fournette right guard for 7 yards (tackle by Tae Crowder and Xavier McKinney),,
2,1:21,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:21,1,10,NYG 35,10,17,Tom Brady pass incomplete deep middle intended for Cameron Brate (defended by Julian Love),,
2,1:15,2,10,NYG 35,10,17,Tom Brady pass incomplete deep right intended for Breshad Perriman,,
2,1:09,3,10,NYG 35,10,17,"Tom Brady pass complete to Chris Godwin for no gain. Penalty on Tristan Wirfs: Offensive Holding, 10 yards (accepted) (no play)",,
2,1:00,3,20,NYG 45,10,17,Tom Brady pass incomplete deep left intended for Tyler Johnson,,
2,0:56,4,20,NYG 45,10,17,"Penalty on TAM: Delay of Game, 5 yards (accepted) (no play)",,
2,0:56,4,25,NYG 50,10,17,Bradley Pinion punts 41 yards downed by Ke'Shawn Vaughn,,
2,0:43,1,10,NYG 9,10,17,Daniel Jones pass complete short right to Saquon Barkley for no gain (tackle by Devin White and Lavonte David),,
2,0:17,2,10,NYG 9,10,17,Daniel Jones pass complete short right to Saquon Barkley for 11 yards (tackle by Devin White),,
2,0:09,,,,,,Timeout #2 by New York Giants,,
2,0:09,1,10,NYG 20,10,17,"Daniel Jones pass complete deep right to Darius Slayton for 21 yards. Darius Slayton fumbles (forced by Sean Murphy-Bunting), recovered by Antoine Winfield at NYG-45 (tackle by Darius Slayton)",,
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,17,"Bradley Pinion kicks off 65 yards, touchback.",,
3,15:00,1,10,NYG 25,10,17,Daniel Jones pass complete short right to Kadarius Toney for 4 yards (tackle by Sean Murphy-Bunting),,
3,14:30,2,6,NYG 29,10,17,"Daniel Jones pass incomplete intended for Kenny Golladay. Penalty on Jamel Dean: Defensive Pass Interference, 9 yards (accepted) (no play)",,
3,14:23,1,10,NYG 38,10,17,Daniel Jones pass complete deep left to Kyle Rudolph for 28 yards (tackle by Jamel Dean),,
3,13:54,1,10,TAM 34,10,17,Saquon Barkley right tackle for 1 yard (tackle by Jason Pierre-Paul),,
3,13:15,2,9,TAM 33,10,17,Daniel Jones pass incomplete short left intended for Darius Slayton,,
3,13:10,3,9,TAM 33,10,17,Daniel Jones pass complete short left to Kadarius Toney for 8 yards (tackle by Lavonte David and Jordan Whitehead),,
3,12:27,4,1,TAM 25,10,17,Daniel Jones pass incomplete short right intended for Collin Johnson,,
3,12:22,1,10,TAM 26,10,17,Leonard Fournette left end for -1 yards (tackle by Quincy Roche),,
3,11:58,2,11,TAM 25,10,17,Tom Brady pass incomplete short left intended for Mike Evans,,
3,11:54,3,11,TAM 25,10,17,Tom Brady pass complete deep left to Mike Evans for 17 yards (tackle by James Bradberry),,
3,11:11,1,10,TAM 42,10,17,Tom Brady pass complete short middle to Breshad Perriman for 14 yards (tackle by James Bradberry),,
3,10:39,1,10,NYG 44,10,17,"Tom Brady pass complete short left to Leonard Fournette for no gain. Penalty on Mike Evans: Illegal Substitution, 5 yards (accepted) (no play)",,
3,10:15,1,15,NYG 49,10,17,Tom Brady pass complete short left to Rob Gronkowski for 14 yards (tackle by Julian Love),,
3,9:44,2,1,NYG 35,10,17,Tom Brady pass complete deep middle to Chris Godwin for 18 yards (tackle by Xavier McKinney),,
3,9:20,1,10,NYG 17,10,17,Tom Brady pass complete short left to Leonard Fournette for 4 yards (tackle by Reggie Ragland),,
3,8:35,2,6,NYG 13,10,17,"Tom Brady pass incomplete short left intended for Leonard Fournette. Penalty on Julian Love: Defensive Holding, 5 yards (accepted) (no play)",,
3,8:30,1,8,NYG 8,10,17,Leonard Fournette up the middle for 3 yards (tackle by Leonard Williams and Danny Shelton),,
3,7:43,2,5,NYG 5,10,17,Tom Brady pass incomplete short right,,
3,7:35,3,5,NYG 5,10,23,"Tom Brady pass complete short left to Mike Evans for 5 yards, touchdown",,
3,7:31,,,NYG 15,10,24,Ryan Succop kicks extra point good,,
3,7:31,,,TAM 35,10,24,"Bradley Pinion kicks off 65 yards, touchback.",,
3,7:31,1,10,NYG 25,10,24,Daniel Jones pass complete short right to Saquon Barkley for 11 yards (tackle by Sean Murphy-Bunting),,
3,6:59,1,10,NYG 36,10,24,Saquon Barkley left guard for 2 yards (tackle by William Gholston and Devin White),,
3,6:21,2,8,NYG 38,10,24,Daniel Jones pass short left intended for Chris Myarick is intercepted by Steve McLendon at NYG-37 and returned for no gain (tackle by Billy Price),,
3,6:14,1,10,NYG 37,10,24,Tom Brady pass complete short left to Leonard Fournette for 8 yards (tackle by Tae Crowder),,
3,5:31,2,2,NYG 29,10,24,Leonard Fournette left guard for 4 yards (tackle by Benardrick McKinney and Austin Johnson),,
3,4:52,1,10,NYG 25,10,24,Tom Brady pass incomplete short left intended for Rob Gronkowski,,
3,4:48,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,4:48,2,10,NYG 25,10,24,Tom Brady pass incomplete short left intended for Mike Evans,,
3,4:43,3,10,NYG 25,10,24,Tom Brady pass complete short left to Giovani Bernard for 3 yards (tackle by J.R. Reed and Tae Crowder),,
3,3:58,4,7,NYG 22,10,27,Ryan Succop 40 yard field goal good,,
3,3:53,,,TAM 35,10,27,"Bradley Pinion kicks off 65 yards, touchback.",,
3,3:53,1,10,NYG 25,10,27,Saquon Barkley up the middle for 12 yards (tackle by Joe Tryon-Shoyinka),,
3,3:08,1,10,NYG 37,10,27,Devontae Booker up the middle for no gain (tackle by Joe Tryon-Shoyinka),,
3,2:24,2,10,NYG 37,10,27,"Daniel Jones pass incomplete deep right intended for Kadarius Toney. Penalty on Will Hernandez: Offensive Holding, 10 yards (declined)",,
3,2:20,3,10,NYG 37,10,27,Daniel Jones pass complete to Kadarius Toney for 8 yards (tackle by Antoine Winfield),,
3,1:34,4,2,NYG 45,10,27,Daniel Jones pass complete short right to Kadarius Toney for 7 yards (tackle by Devin White),,
3,1:12,1,10,TAM 48,10,27,"Saquon Barkley left tackle for no gain (tackle by Steve McLendon). Penalty on Will Hernandez: Offensive Holding, 10 yards (accepted) (no play)",,
3,0:46,1,20,NYG 42,10,27,Daniel Jones pass complete short left to Saquon Barkley for -1 yards (tackle by Mike Edwards),,
3,0:02,2,21,NYG 41,10,27,"Daniel Jones pass complete short left to Saquon Barkley for 5 yards (tackle by Lavonte David). Penalty on Darius Slayton: Offensive Illegal Block Above the Waist, 10 yards (accepted)",,
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,26,NYG 36,10,27,Daniel Jones pass incomplete intended for Evan Engram (defended by Jason Pierre-Paul),,
4,14:55,3,26,NYG 36,10,27,Daniel Jones pass incomplete short right intended for Kadarius Toney (defended by Jordan Whitehead),,
4,14:45,4,26,NYG 36,10,27,"Riley Dixon punts 51 yards, returned by Jaelon Darden for 9 yards (tackle by Trent Harris)",,
4,14:35,1,10,TAM 22,10,27,Ronald Jones right end for 9 yards (tackle by Darnay Holmes),,
4,14:00,2,1,TAM 31,10,27,Ronald Jones right guard for 2 yards (tackle by Reggie Ragland and Dexter Lawrence),,
4,13:19,1,10,TAM 33,10,27,Ronald Jones left tackle for 2 yards (tackle by Austin Johnson),,
4,12:46,2,8,TAM 35,10,27,Tom Brady pass incomplete short right intended for Mike Evans (defended by Dexter Lawrence),,
4,12:43,3,8,TAM 35,10,27,Tom Brady pass incomplete short left intended for Breshad Perriman,,
4,12:37,4,8,TAM 35,10,27,Bradley Pinion punts 55 yards out of bounds,,
4,12:31,1,10,NYG 10,10,27,Daniel Jones pass complete short left to Darius Slayton for 2 yards (tackle by Jamel Dean),,
4,12:02,2,8,NYG 12,10,27,Devontae Booker up the middle for 9 yards (tackle by Lavonte David and Devin White),,
4,11:26,1,10,NYG 21,10,27,Daniel Jones pass complete short left to Kadarius Toney for 4 yards (tackle by Jamel Dean),,
4,10:43,2,6,NYG 25,10,27,Devontae Booker left tackle for 6 yards (tackle by Jordan Whitehead and Devin White),,
4,10:09,1,10,NYG 31,10,27,Daniel Jones pass short right (defended by Devin White) intended for Darius Slayton is intercepted by Mike Edwards at NYG-39 and returned for no gain (tackle by Darius Slayton),,
4,10:02,1,10,NYG 39,10,27,Tom Brady pass complete deep middle to Mike Evans for 21 yards (tackle by Adoree' Jackson),,
4,9:21,1,10,NYG 18,10,27,Tom Brady pass incomplete short middle intended for Cameron Brate,,
4,9:16,2,10,NYG 18,10,27,Leonard Fournette left guard for 1 yard (tackle by Benardrick McKinney),,
4,8:33,3,9,NYG 17,10,27,Tom Brady pass complete short middle to Breshad Perriman for 5 yards (tackle by Adoree' Jackson),,
4,7:48,4,4,NYG 12,10,30,Ryan Succop 30 yard field goal good,,
4,7:44,,,TAM 35,10,30,"Bradley Pinion kicks off 65 yards, touchback.",,
4,7:44,1,10,NYG 25,10,30,Daniel Jones pass incomplete short right intended for Evan Engram,,
4,7:39,2,10,NYG 25,10,30,Daniel Jones pass complete short left to Darius Slayton for 5 yards (tackle by Lavonte David),,
4,7:01,3,5,NYG 30,10,30,Daniel Jones pass incomplete short left intended for Evan Engram,,
4,6:55,4,5,NYG 30,10,30,Riley Dixon punts 51 yards downed by Quincy Roche,,
4,6:42,1,10,TAM 19,10,30,Ke'Shawn Vaughn up the middle for 3 yards (tackle by Quincy Roche),,
4,6:00,2,7,TAM 22,10,30,Breshad Perriman right end for -3 yards (tackle by Adoree' Jackson),,
4,5:18,3,10,TAM 19,10,30,Blaine Gabbert sacked by Raymond Johnson for -10 yards,,
4,4:35,4,20,TAM 9,10,30,"Bradley Pinion punts 40 yards, fair catch by Pharoh Cooper at TB-49",,
4,4:26,1,10,TAM 49,10,30,Daniel Jones pass complete short middle to Devontae Booker for 5 yards (tackle by Lavonte David),,
4,3:59,2,5,TAM 44,10,30,Daniel Jones pass incomplete short right intended for Kenny Golladay,,
4,3:55,3,5,TAM 44,10,30,Daniel Jones sacked by Anthony Nelson for -11 yards,,
4,3:16,4,16,NYG 45,10,30,Daniel Jones sacked by and Cam Gill for -7 yards and Pat O'Connor for -7 yards,,
4,3:07,1,10,NYG 38,10,30,Ke'Shawn Vaughn up the middle for 2 yards (tackle by Danny Shelton),,
4,2:22,2,8,NYG 36,10,30,Ke'Shawn Vaughn left end for -1 yards (tackle by Danny Shelton),,
4,2:00,3,9,NYG 37,10,30,Blaine Gabbert pass complete short left to Jaelon Darden for 3 yards (tackle by Benardrick McKinney),,
4,1:14,4,6,NYG 34,10,30,Blaine Gabbert pass complete short right to Tyler Johnson for 8 yards,,
4,1:10,1,10,NYG 26,10,30,Blaine Gabbert kneels for -1 yards,,
4,0:34,2,11,NYG 27,10,30,Blaine Gabbert kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
