Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,6,25,0,1,10,1.7,15,2.5,0,
Devontae Booker,NYG,3,15,0,2,9,3.0,6,2.0,0,
Daniel Jones,NYG,3,10,0,0,4,1.3,6,2.0,0,
John Ross,NYG,1,16,0,1,13,13.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,TAM,10,35,0,3,16,1.6,19,1.9,0,
Ronald Jones II,TAM,8,33,1,4,19,2.4,14,1.8,0,
Ke'Shawn Vaughn,TAM,3,4,0,,1,0.3,3,1.0,0,
Blaine Gabbert,TAM,2,-2,0,0,-2,-1.0,0,0.0,0,
Tom Brady,TAM,1,10,0,1,10,10.0,0,0.0,0,
Mike Evans,TAM,1,10,0,1,8,8.0,2,2.0,0,
Chris Godwin,TAM,1,7,0,1,4,4.0,3,3.0,0,
Breshad Perriman,TAM,1,-3,0,0,-3,-3.0,0,0.0,0,
