Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
2,11:30,3,4,ATL 36,0,7,Matt Ryan pass complete short right to Julio Jones for 28 yards (tackle by Emmanuel Moseley),0.500,3.180
2,11:11,1,10,SFO 36,0,7,"Devonta Freeman up the middle for no gain (tackle by Azeez Al-Shaair). Penalty on DeForest Buckner: Illegal Use of Hands, 5 yards (no play)",3.180,3.510
2,10:45,1,10,SFO 31,0,7,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by Emmanuel Moseley),3.510,4.180
2,10:14,2,1,SFO 22,0,7,Devonta Freeman left end for -1 yards (tackle by Fred Warner),4.180,3.340
2,9:33,3,2,SFO 23,0,7,Matt Ryan pass complete short left to Austin Hooper for 5 yards (tackle by Dre Greenlaw),3.340,4.370
2,8:59,1,10,SFO 18,0,7,Matt Ryan pass complete short left to Austin Hooper for 6 yards (tackle by Marcell Harris),4.370,4.810
2,8:16,2,4,SFO 12,0,7,Devonta Freeman up the middle for 1 yard (tackle by Arik Armstead),4.810,4.260
2,7:39,3,3,SFO 11,0,7,Matt Ryan pass complete short right to Julio Jones for 6 yards (tackle by Jimmie Ward),4.260,6.060
2,7:06,1,5,SFO 5,6,7,"Matt Ryan pass complete short right to Julio Jones for 5 yards, touchdown",6.060,7.000
2,7:01,,,SFO 15,7,7,Younghoe Koo kicks extra point good,0.000,0.000
2,7:01,,,ATL 35,7,7,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,7:01,1,10,SFO 25,7,7,Jimmy Garoppolo pass complete short middle to Matt Breida for 5 yards (tackle by Isaiah Oliver),0.610,0.740
2,6:32,2,5,SFO 30,7,7,Jimmy Garoppolo pass incomplete short middle intended for Emmanuel Sanders,0.740,0.040
2,6:27,3,5,SFO 30,7,7,Jimmy Garoppolo pass incomplete short right intended for Kendrick Bourne,0.040,-1.370
2,6:22,4,5,SFO 30,7,7,"Mitch Wishnowsky punts 42 yards, returned by Kenjon Barner for 7 yards (tackle by Raheem Mostert)",-1.370,-1.270
2,6:13,1,10,ATL 35,7,7,Matt Ryan pass complete short middle to Luke Stocker for 9 yards (tackle by Jeremiah Valoaga),1.270,1.940
2,5:38,2,1,ATL 44,7,7,Brian Hill right end for 16 yards (tackle by Dre Greenlaw),1.940,2.920
2,5:01,1,10,SFO 40,7,7,Matt Ryan right end for 4 yards (tackle by Marcell Harris),2.920,2.910
2,4:25,2,6,SFO 36,7,7,Matt Ryan pass complete short right to Julio Jones for 8 yards (tackle by Emmanuel Moseley),2.910,3.710
2,3:51,1,10,SFO 28,7,7,"Matt Ryan pass complete short left to Russell Gage for 2 yards (tackle by Fred Warner and Ahkello Witherspoon). Penalty on Christian Blake: Offensive Holding, 10 yards",3.710,3.180
2,3:25,1,18,SFO 36,7,7,Devonta Freeman up the middle for 11 yards (tackle by Marcell Harris and Fred Warner),3.180,3.570
2,2:51,2,7,SFO 25,7,7,Matt Ryan pass incomplete deep right intended for Julio Jones,3.570,2.870
2,2:44,,,,,,Timeout #2 by San Francisco 49ers,,
2,2:44,3,7,SFO 25,7,7,Matt Ryan pass incomplete short right intended for Julio Jones,2.870,1.800
2,2:41,4,7,SFO 25,10,7,Younghoe Koo 43 yard field goal good,1.800,3.000
2,2:36,,,ATL 35,10,7,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,2:36,1,10,SFO 25,10,7,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",0.610,0.280
2,2:36,1,15,SFO 20,10,7,Jimmy Garoppolo pass incomplete short right,0.280,-0.610
2,2:31,2,15,SFO 20,10,7,Tevin Coleman left guard for 37 yards (tackle by Damontae Kazee),-0.610,2.720
2,2:00,1,10,ATL 43,10,7,Jimmy Garoppolo pass complete deep right to George Kittle for 20 yards (tackle by De'Vondre Campbell),2.720,4.040
2,1:21,1,10,ATL 23,10,7,Jimmy Garoppolo pass complete short middle to George Kittle for 16 yards (tackle by Ricardo Allen),4.040,5.600
2,1:14,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:14,1,7,ATL 7,10,7,Jimmy Garoppolo pass complete short left to George Kittle for 4 yards (tackle by De'Vondre Campbell and Isaiah Oliver),5.600,5.530
2,1:07,,,,,,Timeout #3 by Atlanta Falcons,,
2,1:07,2,3,ATL 3,10,7,Tevin Coleman up the middle for -1 yards (tackle by Jacob Tuioti-Mariner and Vic Beasley),5.530,4.490
2,0:30,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:30,3,4,ATL 4,10,7,Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Blidi Wreh-Wilson),4.490,3.030
2,0:27,4,4,ATL 4,10,10,Robbie Gould 22 yard field goal good,3.030,3.000
2,0:24,,,SFO 35,10,10,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,0:24,1,10,ATL 25,10,10,Matt Ryan kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,10,"Younghoe Koo kicks onside no gain, recovered by Foyesade Oluokun Penalty on ATL: Illegal Formation, 5 yards (no play)",0.000,0.000
3,14:58,,,ATL 30,10,10,"Younghoe Koo kicks off 66 yards, returned by Richie James for 27 yards (tackle by Keith Smith)",0.000,1.000
3,14:51,1,10,SFO 31,10,10,Jimmy Garoppolo pass complete short right to George Kittle for 12 yards (tackle by Deion Jones and Damontae Kazee),1.000,1.800
3,14:14,1,10,SFO 43,10,10,Jimmy Garoppolo up the middle for 3 yards (tackle by Isaiah Oliver),1.800,1.660
3,13:32,2,7,SFO 46,10,10,Tevin Coleman left tackle for 2 yards (tackle by Vic Beasley),1.660,1.220
3,12:53,3,5,SFO 48,10,10,Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Blidi Wreh-Wilson),1.220,-0.190
3,12:49,4,5,SFO 48,10,10,"Mitch Wishnowsky punts 41 yards, returned by Kenjon Barner for 5 yards (tackle by Mark Nzeocha). Penalty on Jamal Carter: Illegal Block Above the Waist, 8 yards",-0.190,0.380
3,12:34,1,10,ATL 8,10,10,Devonta Freeman up the middle for 8 yards (tackle by Dre Greenlaw),-0.380,-0.090
3,11:55,2,2,ATL 16,10,10,Devonta Freeman left end for 3 yards (tackle by Fred Warner),-0.090,0.150
3,11:07,1,10,ATL 19,10,10,"Penalty on ATL: Delay of Game, 5 yards (no play)",0.150,-0.390
3,10:46,1,15,ATL 14,10,10,Matt Ryan sacked by Sheldon Day for -7 yards,-0.390,-1.660
3,10:07,2,22,ATL 7,10,10,Matt Ryan pass complete short middle to Devonta Freeman for 3 yards (tackle by Fred Warner),-1.660,-2.470
3,9:25,3,19,ATL 10,10,10,Matt Ryan pass incomplete short left intended for Kenjon Barner,-2.470,-2.490
3,9:21,4,19,ATL 10,10,10,"Ryan Allen punts 53 yards, fair catch by Richie James at SF-37",-2.490,-1.400
3,9:14,1,10,SFO 37,10,10,"Jimmy Garoppolo sacked by Grady Jarrett for no gain. Penalty on Grady Jarrett: Roughing the Passer, 15 yards (no play)",1.400,2.390
3,8:50,1,10,ATL 48,10,10,Raheem Mostert left guard for 8 yards (tackle by Grady Jarrett and Damontae Kazee),2.390,2.930
3,8:12,2,2,ATL 40,10,10,Raheem Mostert left tackle for 6 yards (tackle by De'Vondre Campbell and Deion Jones),2.930,3.310
3,7:34,1,10,ATL 34,10,10,Raheem Mostert left tackle for -6 yards (tackle by Grady Jarrett),3.310,1.960
3,6:52,2,16,ATL 40,10,10,Jimmy Garoppolo pass complete short right to George Kittle for 10 yards (tackle by De'Vondre Campbell),1.960,2.610
3,6:19,3,6,ATL 30,10,10,"Penalty on Mike McGlinchey: False Start, 5 yards (no play)",2.610,1.950
3,6:04,3,11,ATL 35,10,10,Jimmy Garoppolo pass complete short left to George Kittle for 7 yards (tackle by Isaiah Oliver),1.950,1.650
3,5:20,4,4,ATL 28,10,13,Robbie Gould 46 yard field goal good,1.650,3.000
3,5:14,,,SFO 35,10,13,"Mitch Wishnowsky kicks off 60 yards, returned by Kenjon Barner for 18 yards (tackle by Elijah Lee and Mark Nzeocha)",0.000,0.480
3,5:08,1,10,ATL 23,10,13,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Dre Greenlaw and Nick Bosa),0.480,0.610
3,4:33,2,5,ATL 28,10,13,"Devonta Freeman right end for no gain (tackle by Dre Greenlaw). Penalty on Russell Gage: Illegal Block Above the Waist, 10 yards (no play)",0.610,-0.840
3,4:13,2,15,ATL 18,10,13,Matt Ryan sacked by Nick Bosa for -2 yards,-0.840,-1.960
3,3:31,3,17,ATL 16,10,13,Matt Ryan up the middle for 9 yards (tackle by Dre Greenlaw and Marcell Harris),-1.960,-1.700
3,2:56,4,8,ATL 25,10,13,"Ryan Allen punts 55 yards downed by Brian Hill. Penalty on Qadree Ollison: Illegal Formation, 5 yards (no play)",-1.700,-2.030
3,2:45,4,13,ATL 20,10,13,"Ryan Allen punts 53 yards, fair catch by Richie James at SF-27",-2.030,-0.740
3,2:37,1,10,SFO 27,10,13,Jimmy Garoppolo pass complete short left to George Kittle for 21 yards (tackle by Damontae Kazee),0.740,2.130
3,2:07,1,10,SFO 48,10,13,"Matt Breida right end for -2 yards (tackle by Kemal Ishmael). Matt Breida fumbles, ball out of bounds at SF-46 (forced by Kemal Ishmael)",2.130,1.310
3,1:24,2,12,SFO 46,10,13,Jimmy Garoppolo pass complete short middle to George Kittle for 16 yards (tackle by De'Vondre Campbell),1.310,3.050
3,0:44,1,10,ATL 38,10,13,"Matt Breida left tackle for 4 yards (tackle by De'Vondre Campbell and Grady Jarrett). Matt Breida fumbles (forced by De'Vondre Campbell), recovered by De'Vondre Campbell at ATL-34 (tackle by Joe Staley)",3.050,-1.200
3,0:33,1,10,ATL 34,10,13,Matt Ryan pass incomplete short right intended for Julio Jones,1.200,0.660
3,0:29,2,10,ATL 34,10,13,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Ahkello Witherspoon),0.660,2.130
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 48,10,13,"Devonta Freeman right end for 2 yards (tackle by Emmanuel Moseley). Penalty on Christian Blake: Offensive Holding, 10 yards",2.130,1.600
4,14:39,1,18,ATL 40,10,13,Matt Ryan pass incomplete deep middle intended for Julio Jones,1.600,0.500
4,14:34,2,18,ATL 40,10,13,Devonta Freeman right guard for no gain (tackle by DeForest Buckner),0.500,-0.160
4,13:58,3,18,ATL 40,10,13,Matt Ryan pass incomplete deep left intended for Christian Blake (defended by Fred Warner),-0.160,-0.720
4,13:52,4,18,ATL 40,10,13,Ryan Allen punts 47 yards out of bounds,-0.720,0.320
4,13:44,1,10,SFO 13,10,13,Raheem Mostert left tackle for 4 yards (tackle by Isaiah Oliver and Deion Jones),-0.320,-0.300
4,13:04,2,6,SFO 17,10,13,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel,-0.300,-0.940
4,12:59,3,6,SFO 17,10,13,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 11 yards (tackle by Isaiah Oliver),-0.940,0.810
4,12:26,1,10,SFO 28,10,13,Jimmy Garoppolo pass complete short right to Raheem Mostert for 5 yards (tackle by De'Vondre Campbell),0.810,0.940
4,11:48,2,5,SFO 33,10,13,Raheem Mostert right tackle for 2 yards (tackle by Grady Jarrett),0.940,0.500
4,11:09,3,3,SFO 35,10,13,Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Blidi Wreh-Wilson). Penalty on Tevin Coleman: Offensive Holding (Declined),0.500,-1.040
4,11:00,4,3,SFO 35,10,13,"Mitch Wishnowsky punts 55 yards, returned by Kenjon Barner for 5 yards (tackle by Ross Dwelley). Kenjon Barner fumbles (forced by Ross Dwelley), recovered by Kyle Juszczyk at ATL-15 and returned for 14 yards (tackle by Blidi Wreh-Wilson)",-1.040,6.970
4,10:44,,,,,,Timeout #1 by Atlanta Falcons,,
4,10:44,1,1,ATL 1,10,13,Kyle Juszczyk up the middle for -1 yards (tackle by Grady Jarrett and Vic Beasley),6.970,5.720
4,10:12,2,2,ATL 2,10,19,"Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 2 yards, touchdown",5.720,7.000
4,10:07,,,ATL 15,10,19,Robbie Gould kicks extra point no good wide left,0.000,-1.000
4,10:07,,,SFO 35,10,19,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,10:07,1,10,ATL 25,10,19,Matt Ryan pass complete short middle to Austin Hooper for 9 yards (tackle by Azeez Al-Shaair),0.610,1.280
4,9:36,2,1,ATL 34,10,19,Matt Ryan pass complete short right to Russell Gage for -3 yards (tackle by Emmanuel Moseley),1.280,0.170
4,8:55,3,4,ATL 31,10,19,Matt Ryan pass complete short middle to Julio Jones for 4 yards (tackle by Marcell Harris),0.170,1.270
4,8:18,1,10,ATL 35,10,19,"Penalty on DeForest Buckner: Neutral Zone Infraction, 5 yards (no play)",1.270,2.000
4,8:07,1,5,ATL 40,10,19,Matt Ryan pass complete short left to Julio Jones for no gain (tackle by D.J. Reed),2.000,1.400
4,7:29,2,5,ATL 40,10,19,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Emmanuel Moseley),1.400,0.700
4,7:24,3,5,ATL 40,10,19,Matt Ryan pass complete short middle to Julio Jones for 15 yards (tackle by Ahkello Witherspoon),0.700,2.590
4,6:46,1,10,SFO 45,10,19,Devonta Freeman up the middle for 3 yards (tackle by Sheldon Day),2.590,2.450
4,6:11,2,7,SFO 42,10,19,Matt Ryan pass complete short left to Russell Gage for 9 yards (tackle by Kentavius Street),2.450,3.380
4,5:28,1,10,SFO 33,10,19,"Matt Ryan pass incomplete short left intended for Julio Jones. Penalty on Jimmie Ward: Defensive Pass Interference, 32 yards (no play)",3.380,6.970
4,5:20,1,1,SFO 1,16,19,"Qadree Ollison up the middle for 1 yard, touchdown",6.970,7.000
4,5:15,,,SFO 15,17,19,Younghoe Koo kicks extra point good,0.000,0.000
4,5:15,,,ATL 35,17,19,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
4,5:15,1,10,SFO 25,17,19,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 4 yards (tackle by Deion Jones),0.610,0.600
4,4:29,2,6,SFO 29,17,19,Raheem Mostert up the middle for 8 yards (tackle by Deion Jones and Foyesade Oluokun),0.600,1.400
4,3:44,1,10,SFO 37,17,19,Jimmy Garoppolo pass incomplete short right intended for Emmanuel Sanders,1.400,0.860
4,3:37,2,10,SFO 37,17,19,Jimmy Garoppolo pass complete short left to Deebo Samuel for 29 yards (tackle by Ricardo Allen and De'Vondre Campbell),0.860,3.310
4,2:48,1,10,ATL 34,17,19,Raheem Mostert up the middle for 2 yards (tackle by Tyeler Davison and Jacob Tuioti-Mariner),3.310,3.040
4,2:09,2,8,ATL 32,17,19,Jimmy Garoppolo pass complete short left to Emmanuel Sanders for 4 yards (tackle by Foyesade Oluokun),3.040,2.870
4,1:59,3,4,ATL 28,17,19,"Jimmy Garoppolo pass complete short right to George Kittle for 3 yards. George Kittle fumbles, recovered by George Kittle at ATL-25",2.870,1.950
4,1:52,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:52,4,1,ATL 25,17,22,Robbie Gould 43 yard field goal good,1.950,3.000
4,1:48,,,SFO 35,17,22,"Mitch Wishnowsky kicks off 64 yards, returned by Kenjon Barner for 29 yards (tackle by Tarvarius Moore)",0.000,0.940
4,1:42,1,10,ATL 30,17,22,Matt Ryan pass incomplete short middle intended for Russell Gage (defended by Arik Armstead),0.940,0.390
4,1:39,2,10,ATL 30,17,22,Matt Ryan pass complete short left to Devonta Freeman for 13 yards (tackle by Ahkello Witherspoon),0.390,1.800
4,1:18,1,10,ATL 43,17,22,Matt Ryan pass complete short left to Russell Gage for 8 yards (tackle by D.J. Reed),1.800,2.330
4,1:11,2,2,SFO 49,17,22,Matt Ryan pass complete short middle to Julio Jones for 25 yards (tackle by Jimmie Ward),2.330,3.970
4,0:47,1,10,SFO 24,17,22,Matt Ryan up the middle for 9 yards (tackle by Emmanuel Moseley),3.970,4.850
4,0:34,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:34,2,1,SFO 15,17,22,Matt Ryan pass incomplete short middle intended for Austin Hooper (defended by Marcell Harris),4.850,4.170
4,0:29,3,1,SFO 15,17,22,Matt Ryan pass complete short right to Julio Jones for 10 yards (tackle by Dre Greenlaw),4.170,6.060
4,0:12,1,5,SFO 5,17,22,Matt Ryan pass incomplete short middle intended for Devonta Freeman,6.060,5.150
4,0:08,,,,,,Timeout #1 by San Francisco 49ers,,
4,0:08,2,5,SFO 5,17,22,Matt Ryan pass incomplete short middle intended for Austin Hooper (defended by Marcell Harris),5.150,4.260
4,0:05,3,5,SFO 5,23,22,"Matt Ryan pass complete short middle to Julio Jones for 5 yards, touchdown",4.260,7.000
4,0:02,,,SFO 2,23,22,"Two Point Attempt: Matt Ryan rushes, conversion fails.",1.000,-1.000
4,0:02,,,ATL 35,29,22,"Younghoe Koo kicks off 34 yards, returned by Deebo Samuel for -16 yards, lateral to Richie James for 7 yards, lateral to Raheem Mostert for -19 yards. Raheem Mostert fumbles, recovered by Olamide Zaccheaus at SF-0, touchdown",0.000,-7.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
