Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2,8:03,1,10,KAN 36,6,0,Darren McFadden up the middle for 4 yards (tackle by Tamba Hali),3.180,3.180
2,7:29,2,6,KAN 32,6,0,"Darren McFadden left tackle for -1 yards. Darren McFadden fumbles, recovered by Bernard Pollard at KAN-33 (tackle by Darren McFadden)",3.180,-1.140
2,7:20,1,10,KAN 33,6,0,Larry Johnson right tackle for 4 yards (tackle by Ricky Brown and Thomas Howard),1.140,1.130
2,6:43,2,6,KAN 37,6,0,Larry Johnson up the middle for no gain (tackle by Gerard Warren and Thomas Howard),1.130,0.430
2,6:01,3,6,KAN 37,6,0,Tyler Thigpen pass incomplete short right intended for Jeff Webb (defended by Michael Huff),0.430,-0.910
2,5:56,4,6,KAN 37,6,0,"Dustin Colquitt punts 49 yards, returned by Johnnie Lee Higgins for 4 yards (tackle by DaJuan Morgan). Penalty on Chris Johnson: Offensive Holding, 9 yards",-0.910,0.380
2,5:46,1,10,OAK 9,6,0,Justin Fargas for 4 yards (tackle by Donnie Edwards),-0.380,-0.480
2,5:22,2,6,OAK 13,6,0,JaMarcus Russell pass incomplete short left intended for Ashley Lelie,-0.480,-0.950
2,5:18,3,6,OAK 13,6,0,JaMarcus Russell pass incomplete deep right intended for Justin Fargas,-0.950,-2.490
2,5:14,4,6,OAK 13,6,0,"Shane Lechler punts 67 yards, returned by B.J. Sams for 13 yards (tackle by Tony Stewart)",-2.490,-1.140
2,5:02,1,10,KAN 33,6,0,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe (defended by Nnamdi Asomugha),1.140,0.590
2,4:55,2,10,KAN 33,6,0,Tyler Thigpen pass complete short middle to Tony Gonzalez for 12 yards (tackle by DeAngelo Hall),0.590,1.930
2,4:12,1,10,KAN 45,6,0,Tyler Thigpen for 6 yards (tackle by Kirk Morrison),1.930,2.190
2,3:41,2,4,OAK 49,6,0,"Larry Johnson up the middle for 4 yards (tackle by Thomas Howard). Larry Johnson fumbles (forced by Thomas Howard), recovered by Mike Cox at OAK-45 and returned for 1 yards",2.190,2.650
2,2:56,1,10,OAK 44,6,0,Larry Johnson up the middle for -1 yards (tackle by Ricky Brown and Gerard Warren),2.650,1.980
2,2:13,2,11,OAK 45,6,0,Jamaal Charles up the middle for 2 yards (tackle by Gerard Warren and Gibril Wilson),1.980,1.550
2,2:00,3,9,OAK 43,6,0,"Tyler Thigpen sacked by Derrick Burgess for -10 yards. Tyler Thigpen fumbles (forced by Derrick Burgess), recovered by Damion McIntosh at KAN-47",1.550,-0.260
2,1:13,,,,6,0,Timeout #1 by Kansas City Chiefs,0.000,-0.260
2,1:13,4,19,KAN 47,6,0,"Dustin Colquitt punts 44 yards, returned by Johnnie Lee Higgins for 2 yards (tackle by Demorrio Williams)",-0.260,0.370
2,1:02,1,10,OAK 11,6,0,Darren McFadden right end for 2 yards (tackle by Donnie Edwards),-0.370,-0.630
2,0:53,,,,6,0,Timeout #2 by Kansas City Chiefs,0.000,-0.630
2,0:53,2,8,OAK 13,6,0,Darren McFadden up the middle for 2 yards (tackle by Jarrad Page),-0.630,-0.950
2,0:48,,,,6,0,Timeout #3 by Kansas City Chiefs,0.000,-0.950
2,0:48,3,6,OAK 15,6,0,Darren McFadden left tackle for 5 yards (tackle by Pat Thomas),-0.950,-2.030
2,0:01,,,,6,0,Timeout #1 by Oakland Raiders,0.000,-2.030
2,0:01,4,1,OAK 20,6,0,Darren McFadden up the middle for 2 yards (tackle by Tank Tyler),-2.030,0.410
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,6,0,"Nick Novak kicks off 60 yards, returned by Johnnie Lee Higgins for 33 yards (tackle by Erik Walden)",0.000,-1.800
3,14:53,1,10,OAK 43,6,0,JaMarcus Russell pass incomplete short left intended for Ronald Curry,1.800,1.250
3,14:47,2,10,OAK 43,6,0,JaMarcus Russell pass incomplete short right intended for Ronald Curry,1.250,0.560
3,14:43,3,10,OAK 43,6,0,JaMarcus Russell pass incomplete short right intended for Ashley Lelie,0.560,-0.520
3,14:39,4,10,OAK 43,6,0,"Shane Lechler punts 34 yards, returned by B.J. Sams for 16 yards (tackle by Luke Lawton)",-0.520,-1.530
3,14:30,1,10,KAN 39,6,0,Larry Johnson up the middle for 1 yard (tackle by Gibril Wilson and Derrick Burgess),1.530,1.120
3,13:51,2,9,KAN 40,6,0,Tyler Thigpen pass incomplete short right intended for Dwayne Bowe,1.120,0.430
3,13:46,3,9,KAN 40,6,0,Tyler Thigpen pass complete short right to Dwayne Bowe for 14 yards,0.430,2.520
3,13:22,1,10,OAK 46,6,0,Larry Johnson up the middle for 2 yards (tackle by Kirk Morrison and Tommy Kelly),2.520,2.250
3,12:39,2,8,OAK 44,6,0,Tyler Thigpen pass incomplete deep left intended for Devard Darling,2.250,1.550
3,12:33,3,8,OAK 44,6,0,Tyler Thigpen pass incomplete short right intended for Tony Gonzalez (defended by Thomas Howard),1.550,0.330
3,12:33,4,8,OAK 44,6,0,Dustin Colquitt punts 39 yards,0.330,0.380
3,12:14,1,10,OAK 5,6,0,Darren McFadden left end for 21 yards (tackle by Jarrad Page and Tamba Hali),-0.380,0.670
3,11:37,1,10,OAK 26,6,0,Darren McFadden left tackle for 1 yard (tackle by Glenn Dorsey),0.670,0.270
3,10:54,2,9,OAK 27,6,0,Darren McFadden up the middle for -2 yards (tackle by Donnie Edwards),0.270,-0.690
3,10:09,3,11,OAK 25,6,0,"Darren McFadden up the middle for 50 yards (tackle by Bernard Pollard). Darren McFadden fumbles (forced by Bernard Pollard), ball out of bounds at KAN-25",-0.690,3.910
3,9:48,1,10,KAN 25,6,0,Michael Bush left tackle for 2 yards (tackle by Tank Tyler),3.910,3.630
3,9:12,2,8,KAN 23,6,0,Michael Bush left tackle for 4 yards (tackle by Brandon Flowers),3.630,3.490
3,8:29,3,4,KAN 19,12,0,"Darren McFadden left end for 19 yards, touchdown",3.490,7.000
3,,,,KAN 2,13,0,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,13,0,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,8:22,1,10,KAN 20,13,0,"Jamaal Charles left end for 2 yards (tackle by Kalimba Edwards). Penalty on Kalimba Edwards: Unnecessary Roughness, 15 yards",0.280,1.400
3,7:50,1,10,KAN 37,13,0,Marques Hagans sacked by Kirk Morrison for -1 yards,1.400,0.720
3,7:21,2,11,KAN 36,13,0,Marques Hagans pass complete short right to Dwayne Bowe for 5 yards (tackle by DeAngelo Hall),0.720,0.700
3,6:38,3,6,KAN 41,13,0,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",0.700,0.040
3,6:13,3,11,KAN 36,13,0,Kolby Smith left tackle for 3 yards (tackle by Kirk Morrison),0.040,-0.780
3,6:13,4,8,KAN 39,13,0,"Dustin Colquitt punts 51 yards, returned by Johnnie Lee Higgins for 9 yards (tackle by Erik Walden)",-0.780,-0.150
3,5:24,1,10,OAK 19,13,0,Darren McFadden left tackle for 1 yard (tackle by Derrick O. Johnson),0.150,-0.200
3,4:51,2,9,OAK 20,13,0,Darren McFadden left end for 24 yards (tackle by Brandon Carr and Jarrad Page),-0.200,1.860
3,4:06,1,10,OAK 44,13,0,JaMarcus Russell pass complete short right to Justin Griffith for 8 yards (tackle by Alfonso Boone),1.860,2.400
3,3:27,2,2,KAN 48,13,0,Michael Bush left guard for 4 yards (tackle by Demorrio Williams),2.400,2.650
3,2:49,1,10,KAN 44,13,0,JaMarcus Russell pass complete short right to Justin Griffith for 3 yards (tackle by Pat Thomas),2.650,2.520
3,2:06,2,7,KAN 41,13,0,Michael Bush right tackle for 3 yards (tackle by Tommy Jackson),2.520,2.210
3,1:31,3,4,KAN 38,13,0,Michael Bush right tackle for no gain (tackle by Tank Tyler),2.210,0.720
3,1:31,4,4,KAN 38,13,0,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",0.720,0.400
3,0:31,4,9,KAN 43,13,0,"Shane Lechler punts 36 yards, returned by B.J. Sams for 8 yards (tackle by Isaiah Ekejiuba)",0.400,0.220
3,0:20,1,10,KAN 15,13,0,Tyler Thigpen sacked by Gerard Warren for -10 yards,-0.220,-1.510
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,20,KAN 5,13,0,Tyler Thigpen pass incomplete short left intended for Jeff Webb,-1.510,-2.590
4,14:56,3,20,KAN 5,13,0,Tyler Thigpen pass complete short middle to Kolby Smith for 8 yards (tackle by Gibril Wilson),-2.590,-2.490
4,14:56,4,12,KAN 13,13,0,"Dustin Colquitt punts 73 yards, returned by Johnnie Lee Higgins for 1 yard (tackle by Dimitri Patterson)",-2.490,0.220
4,14:03,1,10,OAK 15,13,0,Darren McFadden right tackle for 1 yard (tackle by Demorrio Williams),-0.220,-0.580
4,13:26,2,9,OAK 16,13,0,Michael Bush right tackle for 3 yards (tackle by Glenn Dorsey and Tank Tyler),-0.580,-0.880
4,12:45,3,6,OAK 19,13,0,"JaMarcus Russell pass incomplete deep right intended for Ronald Curry. Penalty on Brandon Carr: Defensive Pass Interference, 11 yards (no play)",-0.880,0.940
4,12:41,1,10,OAK 30,13,0,Michael Bush left tackle for 3 yards (tackle by Tamba Hali),0.940,0.800
4,12:01,2,7,OAK 33,13,0,JaMarcus Russell pass complete short middle to Zach Miller for 14 yards (tackle by Bernard Pollard),0.800,2.060
4,11:19,1,10,OAK 47,13,0,Michael Bush right tackle for no gain (tackle by Alfonso Boone and Tommy Jackson),2.060,1.520
4,10:38,2,10,OAK 47,13,0,Darren McFadden right tackle for 2 yards (tackle by Tank Tyler),1.520,1.090
4,9:53,3,8,OAK 49,13,0,Darren McFadden right tackle for 22 yards (tackle by Brandon Carr),1.090,3.640
4,9:06,1,10,KAN 29,13,0,Michael Bush up the middle for 3 yards (tackle by Demorrio Williams),3.640,3.510
4,8:28,2,7,KAN 26,13,0,Darren McFadden left end for 5 yards (tackle by Jon McGraw),3.510,3.470
4,7:45,3,2,KAN 21,13,0,Darren McFadden right tackle for -1 yards (tackle by Tamba Hali and Alfonso Boone),3.470,2.090
4,7:45,4,3,KAN 22,16,0,Sebastian Janikowski 40 yard field goal good,2.090,3.000
4,,,,OAK 30,16,0,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,6:53,1,10,KAN 20,16,0,Tyler Thigpen pass complete deep right to Dwayne Bowe for 30 yards (tackle by DeAngelo Hall),0.280,2.260
4,6:18,1,10,,16,0,Tyler Thigpen pass complete short right to Kolby Smith for 6 yards (tackle by Thomas Howard),2.260,2.520
4,5:52,2,4,OAK 44,16,0,Tyler Thigpen pass complete short right to Dwayne Bowe for 15 yards (tackle by Michael Huff),2.520,3.640
4,5:26,1,10,OAK 29,16,0,Tyler Thigpen pass complete short right to Kolby Smith for no gain,3.640,3.100
4,5:03,2,10,OAK 29,16,0,Tyler Thigpen pass incomplete short right intended for Kolby Smith,3.100,2.410
4,4:59,3,10,OAK 29,16,0,"Tyler Thigpen pass complete short left to Tony Gonzalez for 7 yards (tackle by Michael Huff). Penalty on Kirk Morrison: Defensive Offside, 5 yards (no play)",2.410,3.070
4,4:54,3,5,OAK 24,16,0,Tyler Thigpen pass complete short middle to Devard Darling for 10 yards (tackle by Michael Huff),3.070,4.650
4,4:27,1,10,OAK 14,16,0,"Tyler Thigpen pass incomplete short left intended for Jeff Webb. Penalty on Nnamdi Asomugha: Defensive Pass Interference, 7 yards (no play)",4.650,5.600
4,4:24,1,7,OAK 7,16,0,Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez (defended by Thomas Howard),5.600,4.760
4,4:18,2,7,OAK 7,16,0,Tyler Thigpen pass complete short right to Tony Gonzalez for 5 yards (tackle by Michael Huff),4.760,4.950
4,4:08,,,,16,0,Timeout #1 by Kansas City Chiefs,0.000,4.950
4,4:08,3,2,OAK 2,16,6,"Tyler Thigpen pass complete short left to Tony Gonzalez for 2 yards, touchdown",4.950,7.000
4,4:04,,,,16,6,Timeout #1 by Oakland Raiders,0.000,0.000
4,,,,,16,8,"Two Point Attempt: Tyler Thigpen pass complete to Mike Cox, conversion succeeds",1.000,1.000
4,,,,KAN 30,16,8,"Nick Novak kicks off 60 yards, returned by Johnnie Lee Higgins for 42 yards (tackle by Devard Darling)",0.000,-2.390
4,3:57,1,10,KAN 48,16,8,"Michael Bush right tackle for 10 yards (tackle by Jarrad Page). Michael Bush fumbles (forced by Jarrad Page), recovered by Bernard Pollard at KAN-36 (tackle by Michael Bush)",2.390,-1.330
,,,,,,,"OAK challenged the fumble ruling, and the play was upheld.",,
4,3:48,1,10,KAN 36,16,8,Tyler Thigpen pass incomplete short left intended for Tony Gonzalez (defended by Nnamdi Asomugha),1.330,0.790
4,3:45,2,10,KAN 36,16,8,Tyler Thigpen pass complete short middle to Dwayne Bowe for 19 yards (tackle by DeAngelo Hall). Penalty on Kalimba Edwards: Defensive Offside (Declined),0.790,2.590
4,3:38,1,10,OAK 45,16,8,Tyler Thigpen pass incomplete short right intended for Tony Gonzalez,2.590,2.040
4,3:34,2,10,OAK 45,16,8,Tyler Thigpen sacked by Kalimba Edwards for -9 yards,2.040,0.170
4,3:11,3,19,KAN 46,16,8,Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez is intercepted by Kirk Morrison at OAK-42,0.170,-1.730
4,3:05,1,10,OAK 42,16,8,Michael Bush left tackle for 7 yards (tackle by Bernard Pollard),1.730,2.130
4,2:21,2,3,OAK 49,16,8,Michael Bush right tackle for 4 yards (tackle by Alfonso Boone and Tank Tyler),2.130,2.460
4,2:00,1,10,KAN 47,16,8,Michael Bush left end for 10 yards (tackle by Bernard Pollard),2.460,3.120
4,1:52,,,,16,8,Timeout #2 by Kansas City Chiefs,0.000,3.120
4,1:52,1,10,KAN 37,16,8,Michael Bush right end for 2 yards (tackle by Glenn Dorsey),3.120,2.840
4,1:48,,,,16,8,Timeout #3 by Kansas City Chiefs,0.000,2.840
4,1:48,2,8,KAN 35,16,8,Michael Bush right end for 3 yards (tackle by Demorrio Williams and Jarrad Page),2.840,2.540
4,0:59,,,,16,8,Timeout #3 by Oakland Raiders,0.000,2.540
4,0:59,3,5,KAN 32,22,8,"Michael Bush left end for 32 yards, touchdown",2.540,7.000
4,,,,KAN 2,23,8,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,23,8,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,0:51,1,10,KAN 20,23,8,"Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez. Penalty on Gerard Warren: Defensive Offside, 5 yards (no play)",0.280,1.010
4,0:47,1,5,KAN 25,23,8,Tyler Thigpen pass complete short middle to Tony Gonzalez for 8 yards (tackle by Kirk Morrison),1.010,1.140
4,0:33,1,10,KAN 33,23,8,Tyler Thigpen spiked the ball,1.140,0.590
4,0:33,2,10,KAN 33,23,8,Tyler Thigpen pass complete short middle to Jamaal Charles for 15 yards (tackle by Michael Huff),0.590,2.130
4,0:12,1,10,KAN 48,23,8,Tyler Thigpen spiked the ball,2.130,1.580
4,0:11,2,10,KAN 48,23,8,Tyler Thigpen pass incomplete deep left intended for Tony Gonzalez (defended by Stanford Routt),1.580,0.890
4,0:05,3,10,KAN 48,23,8,Tyler Thigpen pass incomplete deep middle intended for Tony Gonzalez,0.890,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
