Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
1,8:58,1,10,CLE 31,0,0,Brian Hoyer pass complete short left to Josh Gordon for 11 yards (tackle by Nigel Bradham and Jerry Hughes),1.000,1.730
1,8:19,1,10,CLE 42,0,0,Brian Hoyer pass complete short right to Isaiah Crowell for 15 yards (tackle by Nigel Bradham),1.730,2.720
1,8:05,1,10,BUF 43,0,0,Isaiah Crowell up the middle for 9 yards (tackle by Brandon Spikes and Aaron Williams),2.720,3.390
1,7:28,2,1,BUF 34,0,0,Terrance West right tackle for 7 yards (tackle by Corey Graham),3.390,3.780
1,7:14,1,10,BUF 27,0,0,Terrance West left tackle for 4 yards (tackle by Stephon Gilmore and Preston Brown),3.780,3.770
1,6:52,2,6,BUF 23,0,0,Terrance West left guard for 1 yard (tackle by Preston Brown),3.770,3.200
1,6:12,3,5,BUF 22,0,0,Brian Hoyer pass complete short middle to Josh Gordon for 13 yards (tackle by Corey Graham and Aaron Williams),3.200,5.140
1,5:44,1,9,BUF 9,0,0,Terrance West up the middle for 2 yards (tackle by Manny Lawson),5.140,4.760
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
1,5:28,2,7,BUF 7,0,0,Isaiah Crowell up the middle for 3 yards (tackle by Nigel Bradham and Marcell Dareus),4.760,4.490
1,5:00,3,4,BUF 4,0,0,Brian Hoyer pass incomplete short middle intended for Miles Austin,4.490,3.030
1,4:55,4,4,BUF 4,3,0,Billy Cundiff 22 yard field goal good,3.030,3.000
1,4:55,,,CLE 35,3,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
1,4:51,1,10,BUF 20,3,0,Fred Jackson right guard for 3 yards (tackle by Craig Robertson and Ishmaa'ily Kitchen),0.280,0.140
1,4:21,2,7,BUF 23,3,0,"Kyle Orton pass incomplete short right intended for MarQueis Gray. Penalty on Joe Haden: Illegal Contact, 5 yards (no play)",0.140,0.810
1,4:13,1,10,BUF 28,3,0,Kyle Orton pass incomplete deep left intended for Chris Hogan,0.810,0.260
1,4:09,2,10,BUF 28,3,0,Kyle Orton pass incomplete short right intended for Sammy Watkins (defended by Joe Haden),0.260,-0.430
1,4:04,3,10,BUF 28,3,0,Kyle Orton pass complete short middle to Fred Jackson for 1 yard (tackle by Donte Whitner and Billy Winn),-0.430,-1.440
1,3:28,4,9,BUF 29,3,0,"Colton Schmidt punts 54 yards, returned by Travis Benjamin for no gain",-1.440,0.060
1,3:16,1,10,CLE 17,3,0,Isaiah Crowell left end for 1 yard (tackle by Da'Norris Searcy),-0.060,-0.420
1,2:43,2,9,CLE 18,3,0,Brian Hoyer pass complete short middle to Josh Gordon for 2 yards (tackle by Brandon Spikes),-0.420,-0.870
1,1:59,3,7,CLE 20,3,0,Brian Hoyer pass incomplete short right intended for Miles Austin (defended by Corey Graham),-0.870,-2.030
1,1:56,4,7,CLE 20,3,0,"Spencer Lanning punts 52 yards, returned by Marcus Thigpen for 10 yards (tackle by Christian Kirksey)",-2.030,-1.470
1,1:44,1,10,BUF 38,3,0,Kyle Orton pass complete short left to Fred Jackson for 6 yards (tackle by Craig Robertson and Paul Kruger),1.470,1.730
1,1:01,2,4,BUF 44,3,0,Kyle Orton pass complete short left to MarQueis Gray for 30 yards (tackle by Jim Leonhard),1.730,3.840
1,0:26,1,10,CLE 26,3,0,Anthony Dixon up the middle for 2 yards (tackle by Craig Robertson and Ishmaa'ily Kitchen),3.840,3.570
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,CLE 24,3,0,Kyle Orton pass complete short right to Robert Woods for 13 yards (tackle by Buster Skrine and Donte Whitner),3.570,4.840
2,14:22,1,10,CLE 11,3,0,Fred Jackson up the middle for 3 yards (tackle by Christian Kirksey and Donte Whitner),4.840,4.700
2,13:48,2,7,CLE 8,3,0,Kyle Orton pass complete short right to Scott Chandler for 1 yard (tackle by Barkevious Mingo),4.700,3.980
2,13:05,3,6,CLE 7,3,0,Kyle Orton pass incomplete deep middle intended for Sammy Watkins is intercepted by Jim Leonhard at CLE--9,3.980,-0.280
2,12:59,1,10,CLE 20,3,0,"Brian Hoyer pass complete short middle to Andrew Hawkins for 14 yards (tackle by Corey Graham). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,12:30,1,20,CLE 10,3,0,Brian Hoyer pass incomplete short right intended for Josh Gordon,-0.760,-1.510
2,12:27,2,20,CLE 10,3,0,"Brian Hoyer pass incomplete short right intended for Travis Benjamin. Penalty on Corey Graham: Defensive Holding, 5 yards (no play)",-1.510,-0.220
2,12:23,1,10,CLE 15,3,0,"Penalty on Jim Dray: False Start, 5 yards (no play)",-0.220,-0.570
2,12:23,1,15,CLE 10,3,0,Isaiah Crowell right guard for no gain (tackle by Kyle Williams and Jerry Hughes),-0.570,-1.150
2,11:38,2,15,CLE 10,3,0,Brian Hoyer pass complete short right to Andrew Hawkins for 9 yards (tackle by Corey Graham),-1.150,-0.880
2,11:33,3,6,CLE 19,3,0,Brian Hoyer pass complete short left to Josh Gordon for 9 yards (tackle by Aaron Williams),-0.880,0.810
2,10:56,1,10,CLE 28,3,0,Isaiah Crowell right tackle for 3 yards (tackle by Corey Graham and Duke Williams),0.810,0.670
2,10:20,2,7,CLE 31,3,0,Brian Hoyer pass complete deep left to Miles Austin for 30 yards,0.670,2.980
2,10:00,1,10,BUF 39,3,0,Isaiah Crowell right tackle for no gain (tackle by Brandon Spikes),2.980,2.440
2,9:37,2,10,BUF 39,3,0,Brian Hoyer pass incomplete short middle intended for Isaiah Crowell (defended by Corbin Bryant),2.440,2.440
2,9:33,2,10,BUF 39,3,0,Timeout #1 by Cleveland Browns,2.440,1.750
2,9:33,3,10,BUF 39,3,0,Brian Hoyer pass complete short right to Jim Dray for 16 yards (tackle by Aaron Williams and Preston Brown),1.750,4.040
2,8:50,1,10,BUF 23,3,0,Isaiah Crowell right guard for -1 yards (tackle by Preston Brown and Brandon Spikes),4.040,3.360
2,8:17,2,11,BUF 24,3,0,Brian Hoyer pass complete short middle to Jim Dray for 5 yards (tackle by Nigel Bradham and Preston Brown),3.360,3.340
2,7:32,3,6,BUF 19,3,0,Brian Hoyer pass incomplete short middle intended for Josh Gordon (defended by Preston Brown),3.340,2.210
2,7:28,4,6,BUF 19,3,0,Billy Cundiff 37 yard field goal no good,2.210,-0.740
2,7:24,1,10,BUF 27,3,0,Fred Jackson up the middle for 4 yards (tackle by Ishmaa'ily Kitchen and Sione Fua),0.740,0.740
2,6:53,2,6,BUF 31,3,0,Kyle Orton pass complete short right to Sammy Watkins for 5 yards (tackle by Buster Skrine),0.740,0.700
2,6:22,3,1,BUF 36,3,0,Fred Jackson up the middle for no gain (tackle by Craig Robertson and Ishmaa'ily Kitchen),0.700,-0.980
2,5:35,4,1,BUF 36,3,0,"Penalty on Colton Schmidt: Delay of Game, 5 yards (no play)",-0.980,-1.310
2,5:25,4,6,BUF 31,3,0,"Colton Schmidt punts 48 yards, returned by Jim Leonhard for 12 yards (tackle by Marcus Easley)",-1.310,-1.140
2,5:13,1,10,CLE 33,3,0,Isaiah Crowell left end for 6 yards (tackle by Preston Brown),1.140,1.400
2,4:39,2,4,CLE 39,3,0,Isaiah Crowell right tackle for no gain (tackle by Preston Brown),1.400,0.700
2,4:02,3,4,CLE 39,3,0,Brian Hoyer sacked by Nigel Bradham for -6 yards. Penalty on Joe Thomas: Offensive Holding (Declined),0.700,-1.180
2,3:43,4,10,CLE 33,3,0,"Spencer Lanning punts 42 yards, fair catch by Marcus Thigpen",-1.180,-0.610
2,3:34,1,10,BUF 25,3,0,"Kyle Orton pass incomplete short right intended for Robert Woods. Penalty on Buster Skrine: Defensive Pass Interference, 11 yards (no play)",0.610,1.330
2,3:30,1,10,BUF 36,3,0,Bryce Brown up the middle for 4 yards (tackle by Jabaal Sheard and Christian Kirksey),1.330,1.330
2,2:49,2,6,BUF 40,3,0,Kyle Orton pass incomplete deep left intended for Sammy Watkins,1.330,1.330
2,2:44,2,6,BUF 40,3,0,Timeout #1 by Buffalo Bills,1.330,0.630
2,2:44,3,6,BUF 40,3,0,Kyle Orton sacked by Desmond Bryant for -9 yards,0.630,-1.310
2,2:00,4,15,BUF 31,3,0,"Colton Schmidt punts 52 yards, returned by Travis Benjamin for 7 yards (tackle by Colton Schmidt)",-1.310,-0.540
2,1:46,1,10,CLE 24,3,0,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,0.540,0.000
2,1:40,2,10,CLE 24,3,0,Brian Hoyer pass complete short left to Josh Gordon for 11 yards (tackle by Da'Norris Searcy and Nigel Bradham),0.000,1.270
2,1:14,1,10,CLE 35,3,0,Brian Hoyer pass incomplete short left intended for Travis Benjamin (defended by Nigel Bradham),1.270,0.720
2,1:09,2,10,CLE 35,3,0,"Brian Hoyer pass incomplete deep middle intended for Josh Gordon is intercepted by Da'Norris Searcy at BUF-46 and returned for 18 yards. Penalty on Corbin Bryant: Illegal Block Above the Waist, 10 yards",0.720,-2.520
2,1:02,1,10,CLE 46,3,0,Kyle Orton pass complete short middle to Scott Chandler for 3 yards (tackle by Craig Robertson),2.520,2.380
2,0:35,2,7,CLE 43,3,0,Kyle Orton pass incomplete short left intended for Fred Jackson (defended by Jim Leonhard),2.380,1.680
2,0:31,3,7,CLE 43,3,0,Kyle Orton pass complete short left to Chris Hogan for 5 yards (tackle by K'Waun Williams),1.680,1.680
2,0:17,3,7,CLE 43,3,0,Timeout #2 by Buffalo Bills,1.680,0.720
2,0:17,4,2,CLE 38,3,0,Kyle Orton pass complete short left to Sammy Watkins for 3 yards (tackle by Jim Leonhard),0.720,3.250
2,0:02,1,10,CLE 35,3,0,Kyle Orton spiked the ball,3.250,2.700
2,0:01,2,10,CLE 35,3,0,"Dan Carpenter 53 yard field goal no good, blocked by Joe Haden",2.700,1.730
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BUF 20,3,0,Fred Jackson up the middle for 5 yards (tackle by Paul Kruger),0.280,0.410
3,14:29,2,5,BUF 25,3,0,Kyle Orton pass incomplete short right intended for Robert Woods,0.410,-0.300
3,14:26,3,5,BUF 25,3,0,Kyle Orton pass incomplete short right intended for Sammy Watkins is intercepted by Joe Haden at BUF-30,-0.300,-3.580
3,14:19,1,10,BUF 30,3,0,Isaiah Crowell right guard for no gain (tackle by Nigel Bradham and Aaron Williams),3.580,3.030
3,13:47,2,10,BUF 30,3,0,Brian Hoyer pass complete short right to Ray Agnew for no gain,3.030,2.340
3,13:05,3,10,BUF 30,3,0,Brian Hoyer sacked by Kyle Williams for -8 yards,2.340,0.720
3,12:21,4,18,BUF 38,3,0,"Spencer Lanning punts 23 yards, muffed catch by Fred Jackson, recovered by Fred Jackson and returned for no gain",0.720,0.140
3,12:13,1,10,BUF 16,3,0,Kyle Orton pass complete short right to Fred Jackson for 20 yards (tackle by K'Waun Williams),-0.140,1.330
3,11:37,1,10,BUF 36,3,0,Fred Jackson right tackle for 4 yards (tackle by Paul Kruger and Craig Robertson),1.330,1.330
3,10:59,2,6,BUF 40,3,0,"Kyle Orton pass incomplete short middle intended for Chris Hogan. Penalty on Robert Nelson: Defensive Holding (Declined), Penalty on K'Waun Williams: Defensive Pass Interference, 5 yards (no play)",1.330,1.930
3,10:53,1,10,BUF 45,3,0,Kyle Orton pass complete short left to Robert Woods for 11 yards,1.930,2.650
3,10:26,1,10,CLE 44,3,0,Bryce Brown up the middle for 3 yards (tackle by Billy Winn),2.650,2.520
3,9:58,2,7,CLE 41,3,0,Kyle Orton pass complete short right to Sammy Watkins for 3 yards (tackle by Buster Skrine and Craig Robertson),2.520,2.520
3,9:12,2,7,CLE 41,3,0,Timeout #1 by Buffalo Bills,2.520,2.210
3,9:12,3,4,CLE 38,3,0,Fred Jackson up the middle for 1 yard (tackle by Jabaal Sheard and Billy Winn),2.210,0.790
3,8:36,4,3,CLE 37,3,0,Kyle Orton pass complete deep left to Robert Woods for 34 yards (tackle by Buster Skrine). Penalty on Buster Skrine: Defensive Pass Interference (Declined),0.790,6.510
3,8:08,1,3,CLE 3,3,6,"Kyle Orton pass complete short right to Chris Hogan for 3 yards, touchdown",6.510,7.000
3,8:08,,,CLE 2,3,7,Dan Carpenter kicks extra point good,0.000,0.000
3,8:08,,,BUF 35,3,7,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,8:04,1,10,CLE 20,3,13,"Terrance West left end for -2 yards (tackle by Jerry Hughes). Terrance West fumbles (forced by Jerry Hughes), recovered by Jerry Hughes at CLE-18 and returned for 18 yards, touchdown. Penalty on Joe Thomas: Offensive Holding (Declined)",0.280,-7.000
3,7:54,,,CLE 2,3,14,Dan Carpenter kicks extra point good,0.000,0.000
3,7:54,,,BUF 35,3,14,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,7:54,1,10,CLE 20,3,14,Brian Hoyer pass incomplete deep left intended for Josh Gordon (defended by Da'Norris Searcy),0.280,-0.270
3,7:48,2,10,CLE 20,3,14,Isaiah Crowell up the middle for -3 yards (tackle by Mario Williams),-0.270,-1.510
3,7:06,3,13,CLE 17,3,14,Brian Hoyer pass complete short right to Miles Austin for 7 yards (tackle by Nickell Robey),-1.510,-1.770
3,6:30,4,6,CLE 24,3,14,"Spencer Lanning punts 47 yards, returned by Marcus Thigpen for 9 yards (tackle by Christian Kirksey)",-1.770,-1.470
3,6:18,1,10,BUF 38,3,14,Fred Jackson up the middle for 6 yards (tackle by Desmond Bryant and Christian Kirksey),1.470,1.730
3,5:46,2,4,BUF 44,3,14,Anthony Dixon left tackle for 7 yards (tackle by Joe Haden),1.730,2.320
3,5:13,1,10,CLE 49,3,14,Anthony Dixon up the middle for 5 yards (tackle by Paul Kruger and Craig Robertson),2.320,2.460
3,4:31,2,5,CLE 44,3,14,Anthony Dixon up the middle for 2 yards (tackle by Desmond Bryant and Ahtyba Rubin),2.460,2.020
3,3:52,3,3,CLE 42,3,14,Kyle Orton pass incomplete deep right intended for Marquise Goodwin (defended by Buster Skrine),2.020,0.460
3,3:46,4,3,CLE 42,3,14,"Colton Schmidt punts 26 yards, fair catch by Jim Leonhard",0.460,0.140
3,3:37,1,10,CLE 16,3,14,"Penalty on Josh Gordon: False Start, 5 yards (no play)",-0.140,-0.540
3,3:37,1,15,CLE 11,3,14,Isaiah Crowell left end for -1 yards (tackle by Preston Brown),-0.540,-1.220
3,2:52,2,16,CLE 10,3,14,Brian Hoyer pass complete short right to Andrew Hawkins for 15 yards (tackle by Da'Norris Searcy and Stefan Charles). Penalty on Jerry Hughes: Defensive Offside (Declined),-1.220,-0.200
3,2:32,3,1,CLE 25,3,14,"Brian Hoyer pass complete short middle to Miles Austin for 10 yards (tackle by Da'Norris Searcy and Aaron Williams). Penalty on Jim Dray: Offensive Pass Interference, 10 yards (no play)",-0.200,-1.470
3,2:02,3,11,CLE 15,3,14,Brian Hoyer pass incomplete deep left intended for Josh Gordon,-1.470,-2.440
3,1:57,4,11,CLE 15,3,14,"Spencer Lanning punts 42 yards, returned by Marcus Thigpen for 9 yards",-2.440,-2.390
3,1:42,1,10,CLE 48,3,14,Kyle Orton pass complete short right to Scott Chandler for -2 yards (tackle by Donte Whitner),2.390,1.580
3,1:08,2,12,,3,14,Fred Jackson right guard for 7 yards (tackle by Jim Leonhard),1.580,1.820
3,0:28,3,5,CLE 43,3,14,"Penalty on Billy Winn: Encroachment, 5 yards (no play)",1.820,3.050
3,0:16,1,10,CLE 38,3,14,"Penalty on BUF: Offensive 12 On-field, 5 yards (no play)",3.050,2.720
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,CLE 43,3,14,Fred Jackson up the middle for 8 yards (tackle by Donte Whitner and Ishmaa'ily Kitchen),2.720,2.910
4,14:26,2,7,CLE 35,3,14,Bryce Brown right end for 4 yards (tackle by Buster Skrine),2.910,2.740
4,13:50,3,3,CLE 31,3,14,Kyle Orton pass incomplete deep left intended for Robert Woods,2.740,1.380
4,13:46,4,3,CLE 31,3,17,Dan Carpenter 49 yard field goal good,1.380,3.000
4,13:46,,,BUF 35,3,17,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,13:41,1,10,CLE 20,3,17,"Penalty on Joe Thomas: False Start, 5 yards (no play)",0.280,-0.310
4,13:41,1,15,CLE 15,3,17,Brian Hoyer pass complete short right to Miles Austin for 9 yards (tackle by Nigel Bradham and Brandon Spikes),-0.310,0.270
4,13:09,2,6,CLE 24,3,17,Brian Hoyer pass incomplete deep left intended for Taylor Gabriel is intercepted by Da'Norris Searcy at CLE-41 and returned for 20 yards,0.270,-4.170
4,12:59,1,10,CLE 21,3,17,Fred Jackson up the middle for 5 yards (tackle by Desmond Bryant and Craig Robertson),4.170,4.370
4,12:13,2,5,CLE 16,3,17,Kyle Orton pass incomplete short left intended for Robert Woods,4.370,3.630
4,12:09,3,5,CLE 16,3,17,Kyle Orton pass incomplete short right intended for Sammy Watkins,3.630,2.430
4,12:05,4,5,CLE 16,3,20,Dan Carpenter 34 yard field goal good,2.430,3.000
4,12:05,,,BUF 35,3,20,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,12:01,1,10,CLE 20,3,20,Johnny Manziel right end for 3 yards (tackle by Corey Graham),0.280,0.140
4,11:32,2,7,CLE 23,3,20,Johnny Manziel pass complete short left to Miles Austin for 12 yards (tackle by Da'Norris Searcy and Preston Brown),0.140,1.270
4,11:14,1,10,CLE 35,3,20,Isaiah Crowell right tackle for 11 yards (tackle by Corey Graham),1.270,1.990
4,10:47,1,10,CLE 46,3,20,Johnny Manziel pass complete deep middle to Josh Gordon for 18 yards (tackle by Aaron Williams),1.990,3.180
4,10:18,1,10,BUF 36,3,20,Johnny Manziel pass incomplete short left intended for Travis Benjamin,3.180,2.640
4,10:14,2,10,BUF 36,3,20,Johnny Manziel pass complete deep middle to Jim Dray for 24 yards (tackle by Aaron Williams),2.640,4.780
4,9:37,1,10,BUF 12,3,20,Terrance West left guard for 2 yards (tackle by Stefan Charles),4.780,4.450
4,8:54,2,8,BUF 10,9,20,"Johnny Manziel up the middle for 10 yards, touchdown",4.450,7.000
4,8:54,,,BUF 2,10,20,Billy Cundiff kicks extra point good,0.000,0.000
4,8:54,,,CLE 35,10,20,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,8:47,1,10,BUF 20,10,20,Fred Jackson up the middle for 6 yards (tackle by Christian Kirksey),0.280,0.540
4,8:05,2,4,BUF 26,10,20,Fred Jackson left guard for 3 yards (tackle by Christian Kirksey and Ahtyba Rubin),0.540,0.230
4,7:29,3,1,BUF 29,10,20,Kyle Orton pass complete short left to MarQueis Gray for 41 yards (tackle by Jim Leonhard),0.230,3.580
4,6:51,1,10,CLE 30,10,20,Anthony Dixon right tackle for 8 yards (tackle by Jim Leonhard),3.580,4.110
4,6:06,2,2,CLE 22,10,20,Anthony Dixon up the middle for 1 yard (tackle by Ahtyba Rubin and Ishmaa'ily Kitchen),4.110,3.530
4,5:21,3,1,CLE 21,10,20,Fred Jackson up the middle for 1 yard (tackle by Desmond Bryant and Jabaal Sheard),3.530,4.240
4,4:36,1,10,CLE 20,10,20,Fred Jackson right guard for 2 yards (tackle by Donte Whitner),4.240,3.960
4,3:46,2,8,CLE 18,10,20,Fred Jackson right guard for -1 yards (tackle by Jabaal Sheard and Craig Robertson),3.960,3.960
4,3:41,2,8,CLE 18,10,20,Timeout #1 by Cleveland Browns,3.960,3.100
4,3:41,3,9,CLE 19,10,20,Fred Jackson left guard for 3 yards (tackle by Desmond Bryant and Craig Robertson),3.100,3.100
4,3:36,3,9,CLE 19,10,20,Timeout #2 by Cleveland Browns,3.100,2.400
4,3:36,4,6,CLE 16,10,23,Dan Carpenter 34 yard field goal good,2.400,3.000
4,3:36,,,BUF 35,10,23,"Jordan Gay kicks off 70 yards, returned by Taylor Gabriel for 19 yards (tackle by Larry Dean)",0.000,0.280
4,3:26,1,10,CLE 14,10,23,Johnny Manziel pass complete short left to Terrance West for 4 yards (tackle by Nigel Bradham),-0.280,-0.210
4,3:00,2,6,CLE 18,10,23,Johnny Manziel pass incomplete short middle intended for Jim Dray,-0.210,-0.920
4,2:58,3,6,CLE 18,10,23,"Johnny Manziel pass incomplete (defended by Kyle Williams). Johnny Manziel fumbles, recovered by Johnny Manziel at CLE-8. Johnny Manziel fumbles (forced by Kyle Williams), recovered by Nickell Robey at CLE--8, touchdown",-0.920,-2.240
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,2:54,4,6,CLE 18,10,23,Johnny Manziel pass complete short right to Miles Austin for 5 yards (tackle by Corey Graham),-2.240,-4.040
,,,,,,,"CLE challenged the first down ruling, and the play was upheld.",,
4,2:43,1,10,CLE 23,10,23,Fred Jackson right guard for -1 yards (tackle by Christian Kirksey and Billy Winn),4.040,3.360
4,2:00,2,11,CLE 24,10,23,Fred Jackson up the middle for 4 yards (tackle by Ishmaa'ily Kitchen and Billy Winn),3.360,3.200
4,1:15,3,7,CLE 20,10,23,Fred Jackson up the middle for 3 yards (tackle by Paul Kruger),3.200,3.200
4,0:31,3,7,CLE 20,10,23,Timeout #2 by Buffalo Bills,3.200,2.390
4,0:31,4,4,CLE 17,10,26,Dan Carpenter 35 yard field goal good,2.390,3.000
4,0:31,,,BUF 35,10,26,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,0:27,1,10,CLE 20,10,26,Terrance West up the middle for 18 yards (tackle by Preston Brown),0.280,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
