Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 41,7,10,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Brian Williams),2.850,3.520
2,14:34,2,1,MIN 32,7,10,Isaac Bruce right end for 14 yards (tackle by Brian Russell),3.520,4.370
2,13:58,1,10,MIN 18,7,10,Marc Bulger pass complete to Marshall Faulk for 5 yards (tackle by Nick Rogers),4.370,4.610
2,13:14,2,5,MIN 13,7,10,Marshall Faulk left tackle for no gain (tackle by Eric Kelly),4.610,3.820
2,12:31,3,5,MIN 13,7,10,"Marc Bulger pass incomplete intended for Torry Holt (defended by Ken Irvin). Penalty on Ken Irvin: Defensive Holding, 5 yards (no play)",3.820,5.370
2,12:26,1,8,MIN 8,7,10,Marshall Faulk left end for 4 yards (tackle by Greg Biekert),5.370,5.340
2,11:56,2,4,MIN 4,7,16,"Marc Bulger pass complete to Isaac Bruce for 4 yards, touchdown. Penalty on Brian Williams: Illegal Contact (Declined)",5.340,7.000
2,,,,MIN 2,7,17,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,17,"Jeff Wilkins kicks off 73 yards, returned by Onterrio Smith for 19 yards (tackle by Mike Furrey)",0.000,-0.140
2,11:44,1,10,MIN 16,7,17,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",-0.140,-0.540
2,11:44,1,15,MIN 11,7,17,Michael Bennett up the middle for 3 yards (tackle by Tommy Polley),-0.540,-0.890
2,11:06,2,12,MIN 14,7,17,Daunte Culpepper sacked by Leonard Little for -6 yards,-0.890,-2.360
2,10:33,3,18,MIN 8,7,17,Daunte Culpepper pass complete to Randy Moss for 23 yards (tackle by Jason Sehorn),-2.360,1.000
2,10:05,1,10,MIN 31,7,17,Daunte Culpepper up the middle for 5 yards (tackle by Pisa Tinoisamoa),1.000,1.140
2,9:26,2,5,MIN 36,7,17,Moe Williams up the middle for 2 yards (tackle by Robert W. Thomas),1.140,0.700
2,8:48,3,3,MIN 38,7,17,Daunte Culpepper up the middle for 42 yards (tackle by Travis Fisher),0.700,4.240
2,8:18,1,10,STL 20,7,17,Michael Bennett left tackle for 2 yards (tackle by Tommy Polley),4.240,3.960
2,7:40,2,8,STL 18,7,17,"Penalty on Hunter Goodwin: False Start, 5 yards (no play)",3.960,3.290
2,7:16,2,13,STL 23,7,17,Daunte Culpepper pass complete to Randy Moss for 20 yards (tackle by Jerametrius Butler),3.290,6.510
2,6:46,1,3,STL 3,7,17,Moe Williams up the middle for no gain (tackle by Grant Wistrom),6.510,5.530
2,6:11,2,3,STL 3,7,17,Daunte Culpepper pass incomplete intended for Randy Moss,5.530,4.720
2,6:05,3,3,STL 3,7,17,Daunte Culpepper sacked by Adam Archuleta for -7 yards,4.720,2.760
2,5:49,4,10,STL 10,10,17,Aaron Elling 28 yard field goal good,2.760,3.000
2,,,,MIN 30,10,17,"Aaron Elling kicks off 66 yards, returned by Arlen Harris for 23 yards (tackle by Nick Rogers)",0.000,0.740
2,5:37,1,10,STL 27,10,17,Marshall Faulk right end for -1 yards (tackle by Fred Robbins),0.740,0.060
2,4:57,2,11,STL 26,10,17,Marc Bulger pass complete to Mike Furrey for 12 yards (tackle by Denard Walker),0.060,1.470
2,4:29,1,10,STL 38,10,17,Marc Bulger pass incomplete intended for Torry Holt is intercepted by Brian Russell at MIN-15 and returned for 44 yards (tackle by Orlando Pace),1.470,-2.850
2,4:10,1,10,STL 41,10,17,Daunte Culpepper pass complete to Jim Kleinsasser for 6 yards (tackle by Travis Fisher),2.850,3.120
2,3:30,2,4,STL 35,10,17,Daunte Culpepper pass complete to Randy Moss for 12 yards (tackle by Jerametrius Butler),3.120,4.040
2,2:52,1,10,STL 23,10,17,Daunte Culpepper up the middle for 18 yards (tackle by Leonard Little),4.040,6.060
2,2:12,1,5,STL 5,10,17,Moe Williams up the middle for -2 yards (tackle by Adam Archuleta),6.060,4.760
2,2:00,2,7,STL 7,10,17,Daunte Culpepper pass complete to Jim Kleinsasser for 6 yards (tackle by Adam Archuleta),4.760,5.170
2,1:22,,,,10,17,Timeout #2 by St. Louis Rams,0.000,5.170
2,1:22,3,1,STL 1,10,17,Moe Williams left tackle for no gain (tackle by Robert W. Thomas),5.170,3.550
2,0:55,4,1,STL 1,16,17,"Moe Williams left guard for 1 yard, touchdown",3.550,7.000
2,,,,STL 2,17,17,Aaron Elling kicks extra point good,0.000,0.000
2,,,,MIN 30,17,17,"Aaron Elling kicks off 63 yards, returned by Arlen Harris for 12 yards (tackle by Mike Nattiel)",0.000,0.150
2,0:47,1,10,STL 19,17,17,Marc Bulger pass complete to Marshall Faulk for 30 yards (tackle by Brian Russell),0.150,2.190
2,0:18,1,10,STL 49,17,17,Marc Bulger pass complete to Torry Holt for 18 yards (tackle by Denard Walker),2.190,3.380
2,0:11,,,,17,17,Timeout #3 by St. Louis Rams,0.000,3.380
2,0:11,1,10,MIN 33,17,17,Marc Bulger pass incomplete intended for Torry Holt,3.380,2.840
2,0:04,2,10,MIN 33,17,20,Jeff Wilkins 51 yard field goal good,2.840,3.000
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,17,20,"Aaron Elling kicks off 69 yards, returned by Arlen Harris for 22 yards (tackle by E.J. Henderson)",0.000,0.480
3,14:53,1,10,STL 23,17,20,Marshall Faulk right tackle for 11 yards (tackle by Corey Chavous),0.480,1.200
3,14:14,1,10,STL 34,17,20,Marshall Faulk up the middle for 3 yards (tackle by Brian Russell),1.200,1.060
3,13:35,2,7,STL 37,17,20,Marc Bulger pass incomplete intended for Brandon Manumaleuna,1.060,0.370
3,13:28,3,7,STL 37,17,20,"Penalty on Marc Bulger: Delay of Game, 5 yards (no play)",0.370,-0.300
3,13:28,3,12,STL 32,17,20,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by Denard Walker),-0.300,1.930
3,12:46,1,10,STL 45,17,20,Marshall Faulk up the middle for 1 yard (tackle by Lance Johnstone and Nick Rogers),1.930,1.520
3,12:11,2,9,STL 46,17,20,Lamar Gordon left end for 4 yards (tackle by Kevin Williams),1.520,1.360
3,11:31,3,5,STL 50,17,20,Marc Bulger up the middle for 1 yard (tackle by Lance Johnstone),1.360,0.000
3,10:50,4,4,MIN 49,17,20,"Sean Landeta punts 25 yards, fair catch by Keenan Howry",0.000,-0.540
3,10:42,1,10,MIN 24,17,20,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",0.540,0.130
3,10:42,1,15,MIN 19,17,20,Michael Bennett right tackle for 13 yards (tackle by Jerametrius Butler and Adam Archuleta),0.130,1.080
3,9:59,2,2,MIN 32,17,20,Kelly Campbell left end for 14 yards (tackle by Travis Fisher),1.080,1.990
3,9:21,1,10,MIN 46,17,20,Daunte Culpepper pass complete to Randy Moss for 23 yards (tackle by Tommy Polley),1.990,3.510
3,8:47,1,10,STL 31,17,20,Daunte Culpepper sacked by Adam Archuleta for -6 yards,3.510,2.160
3,8:15,2,16,STL 37,17,20,Daunte Culpepper pass incomplete intended for Moe Williams,2.160,1.490
3,8:08,3,16,STL 37,17,20,Daunte Culpepper pass complete to Michael Bennett for 12 yards (tackle by Tommy Polley),1.490,1.880
3,7:29,4,4,STL 25,17,20,Gus Frerotte pass incomplete intended for Charles Stackhouse,1.880,-0.610
3,7:23,1,10,STL 25,17,20,Marshall Faulk left guard for no gain (tackle by Ken Irvin),0.610,0.060
3,6:46,2,10,STL 25,17,20,Marc Bulger pass complete to Isaac Bruce for 20 yards (tackle by Denard Walker),0.060,1.930
3,6:05,1,10,STL 45,17,20,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Brian Russell),1.930,2.600
3,5:26,2,1,MIN 46,17,20,Isaac Bruce pass complete to Dane Looker for 41 yards (tackle by Brian Russell),2.600,6.060
3,4:54,,,,17,20,Timeout #1 by St. Louis Rams,0.000,6.060
3,4:54,1,5,MIN 5,17,26,"Marshall Faulk left tackle for 5 yards, touchdown",6.060,7.000
3,,,,MIN 2,17,27,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,17,27,"Jeff Wilkins kicks off 72 yards, returned by Onterrio Smith for 24 yards (tackle by Mike Furrey). Penalty on Nick Davis: Offensive Holding, 10 yards",0.000,-0.380
3,4:44,1,10,MIN 10,17,27,Michael Bennett up the middle for 19 yards (tackle by Adam Archuleta),-0.380,0.870
3,4:13,1,10,MIN 29,17,27,Daunte Culpepper sacked by Leonard Little for -7 yards,0.870,-0.620
3,3:39,2,17,MIN 22,17,27,Daunte Culpepper pass complete to Michael Bennett for 7 yards (tackle by Ryan Pickett),-0.620,-0.360
3,2:59,3,10,MIN 29,17,27,Daunte Culpepper pass incomplete is intercepted by Tyoka Jackson at MIN-23 and returned for 11 yards (tackle by Matt Birk),-0.360,-4.780
3,2:47,1,10,MIN 12,17,33,"Marc Bulger up the middle for 12 yards, touchdown",4.780,7.000
3,,,,MIN 2,17,34,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,17,34,"Jeff Wilkins kicks off 67 yards, returned by Onterrio Smith for 30 yards (tackle by Kevin Garrett)",0.000,1.140
3,2:31,1,10,MIN 33,17,34,Daunte Culpepper pass complete to Jim Kleinsasser for 5 yards (tackle by Adam Archuleta),1.140,1.270
3,1:58,2,5,MIN 38,17,34,Michael Bennett left tackle for 1 yard (tackle by Adam Archuleta),1.270,0.700
3,1:21,3,4,MIN 39,17,34,Daunte Culpepper pass complete to Moe Williams for 6 yards (tackle by Pisa Tinoisamoa),0.700,1.930
3,0:42,1,10,MIN 45,17,34,Daunte Culpepper pass incomplete intended for Randy Moss,1.930,1.380
3,0:38,2,10,MIN 45,17,34,Daunte Culpepper pass complete to Jim Kleinsasser for 9 yards (tackle by Jason Sehorn),1.380,1.880
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,STL 46,17,34,Moe Williams up the middle for 1 yard (tackle by Bryce Fisher),1.880,2.590
4,14:22,1,10,STL 45,17,34,Daunte Culpepper for 5 yards (tackle by Tommy Polley),2.590,2.720
4,13:55,2,5,STL 40,17,34,Michael Bennett up the middle for 28 yards (tackle by Aeneas Williams),2.720,4.780
4,13:25,1,10,STL 12,17,34,Daunte Culpepper pass incomplete intended for Randy Moss,4.780,4.100
4,13:17,2,10,STL 12,17,34,Randy Moss for 5 yards (tackle by Tommy Polley),4.100,4.160
4,12:45,3,5,STL 7,17,34,Daunte Culpepper pass complete to Randy Moss for 2 yards (tackle by Jason Sehorn),4.160,3.020
4,12:20,4,3,STL 5,17,40,"Daunte Culpepper sacked by Leonard Little for -5 yards. Daunte Culpepper fumbles (forced by Leonard Little), recovered by Aeneas Williams at STL-10 and returned for 90 yards, touchdown",3.020,-7.000
4,,,,MIN 2,17,41,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,41,"Jeff Wilkins kicks off 72 yards, returned by Onterrio Smith for 27 yards (tackle by Bryce Fisher). Penalty on Willie Offord: Offensive Holding, 10 yards",0.000,-0.280
4,12:00,1,10,MIN 14,17,41,Daunte Culpepper pass complete to Randy Moss for 13 yards (tackle by Travis Fisher),-0.280,0.740
4,11:33,1,10,MIN 27,17,41,Daunte Culpepper pass complete to Kelly Campbell for 4 yards (tackle by Jerametrius Butler),0.740,0.740
4,11:03,2,6,MIN 31,17,41,Daunte Culpepper pass complete to Moe Williams for 1 yard (tackle by Aeneas Williams),0.740,0.170
4,10:26,3,5,MIN 32,17,41,Daunte Culpepper sacked by Pisa Tinoisamoa for -12 yards,0.170,-2.030
4,10:03,4,17,MIN 20,17,41,"Eddie Johnson punts 50 yards, fair catch by Mike Furrey. Penalty on Mike Nattiel: Ineligible Downfield Kick, 5 yards (no play)",-2.030,-2.440
4,9:54,4,22,MIN 15,17,41,"Eddie Johnson punts 35 yards, fair catch by Mike Furrey",-2.440,-2.260
4,9:47,1,10,STL 50,17,41,Marshall Faulk up the middle for no gain (tackle by Greg Biekert),2.260,1.710
4,9:09,2,10,STL 50,17,41,Marshall Faulk left end for 16 yards (tackle by Corey Chavous),1.710,3.310
4,8:18,1,10,MIN 34,17,41,Marshall Faulk right guard for 29 yards (tackle by Corey Chavous),3.310,6.060
4,7:37,1,5,MIN 5,17,41,Lamar Gordon right tackle for -2 yards (tackle by Nick Rogers and Brian Russell),6.060,4.760
4,6:54,2,7,MIN 7,17,47,"Marshall Faulk right tackle for 7 yards, touchdown",4.760,7.000
4,,,,MIN 2,17,48,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,48,"Jeff Wilkins kicks off 70 yards, returned by Onterrio Smith for 22 yards (tackle by Spencer Nead)",0.000,0.410
4,6:43,1,10,MIN 22,17,48,Daunte Culpepper pass complete to Moe Williams for 11 yards (tackle by Aeneas Williams),0.410,1.140
4,6:03,1,10,MIN 33,17,48,Daunte Culpepper pass complete to Moe Williams for 3 yards (tackle by Tommy Polley),1.140,1.000
4,5:33,2,7,MIN 36,17,48,Daunte Culpepper pass incomplete intended for Randy Moss,1.000,0.300
4,5:28,3,7,MIN 36,17,48,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",0.300,-0.360
4,5:28,3,12,MIN 31,17,48,Daunte Culpepper pass complete to Randy Moss for 22 yards (tackle by Adam Archuleta),-0.360,2.460
4,4:59,1,10,STL 47,17,48,Daunte Culpepper pass incomplete intended for Jim Kleinsasser,2.460,1.910
4,4:54,2,10,STL 47,17,48,Daunte Culpepper pass complete to Moe Williams for 6 yards (tackle by Jerametrius Butler),1.910,2.010
4,4:18,3,4,STL 41,17,48,Daunte Culpepper pass complete to Jim Kleinsasser for 6 yards (tackle by Adam Archuleta),2.010,3.250
4,4:13,1,10,STL 35,17,48,Daunte Culpepper pass incomplete intended for Nate Burleson,3.250,2.700
4,4:08,2,10,STL 35,17,48,Daunte Culpepper pass complete to Randy Moss for 16 yards (tackle by Travis Fisher),2.700,4.310
4,4:01,,,,17,48,Timeout #2 by St. Louis Rams,0.000,4.310
4,4:01,1,10,STL 19,17,48,Daunte Culpepper pass incomplete intended for Nate Burleson,4.310,3.750
4,3:56,2,10,STL 19,17,48,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",3.750,3.090
4,3:56,2,15,STL 24,17,48,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Jason Sehorn),3.090,2.410
4,3:47,3,15,STL 24,17,48,Daunte Culpepper pass complete to Moe Williams for 3 yards (tackle by Tommy Polley),2.410,2.060
4,3:13,4,12,STL 21,17,48,"Daunte Culpepper sacked by Leonard Little for -7 yards. Daunte Culpepper fumbles (forced by Leonard Little), ball out of bounds at STL-31",2.060,-1.000
4,3:03,1,10,STL 31,17,48,Lamar Gordon right guard for 3 yards (tackle by Willie Offord),1.000,0.870
4,2:24,2,7,STL 34,17,48,Lamar Gordon left end for -3 yards (tackle by Ken Irvin),0.870,-0.230
4,2:16,,,,17,48,Timeout #1 by Minnesota Vikings,0.000,-0.230
4,2:16,3,10,STL 31,17,48,Lamar Gordon up the middle for 4 yards (tackle by Brian Russell),-0.230,-1.040
4,2:00,4,6,STL 35,17,48,"Sean Landeta punts 47 yards, fair catch by Keenan Howry",-1.040,-0.040
4,1:53,1,10,MIN 18,17,48,Daunte Culpepper pass complete to Moe Williams for 5 yards (tackle by Damione Lewis),0.040,0.280
4,1:20,2,5,MIN 23,17,48,Daunte Culpepper pass complete to Jim Kleinsasser for 12 yards (tackle by Jerametrius Butler),0.280,1.270
4,0:51,1,10,MIN 35,17,48,Daunte Culpepper pass complete to Jim Kleinsasser for 11 yards (tackle by Robert W. Thomas),1.270,1.990
4,0:43,,,,17,48,Timeout #2 by Minnesota Vikings,0.000,1.990
4,0:43,1,10,MIN 46,17,48,"Penalty on Tyoka Jackson: Defensive Offside, 5 yards (no play)",1.990,2.720
4,0:43,1,5,STL 49,17,48,Daunte Culpepper pass complete to Jim Kleinsasser for 8 yards (tackle by Aeneas Williams),2.720,2.850
4,0:31,1,10,STL 41,17,48,Daunte Culpepper sacked by Tyoka Jackson for -4 yards,2.850,1.770
4,0:06,2,14,STL 45,17,48,Daunte Culpepper spiked the ball,1.770,1.090
4,0:04,3,14,STL 45,17,48,"Daunte Culpepper pass complete to Randy Moss for 14 yards (tackle by Damione Lewis). Randy Moss fumbles (forced by Damione Lewis), recovered by Tyoka Jackson at STL-31 (tackle by Mike Rosenthal)",1.090,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
