#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,MIN 30,5,3:07,11,Punt
2,1,10:00,NYG 34,10,4:35,31,Field Goal
3,1,3:38,MIN 35,4,1:53,15,Punt
4,2,14:50,MIN 41,6,2:54,22,Punt
5,2,8:11,MIN 31,3,2:11,-1,Punt
6,2,3:32,MIN 45,3,1:49,-14,Punt
7,2,0:03,,0,0:03,0,End of Half
8,3,11:35,NYG 36,2,0:10,0,Interception
9,3,9:50,MIN 10,3,1:36,-1,Punt
10,3,5:18,MIN 8,3,1:32,3,Punt
11,3,2:46,MIN 43,6,2:39,21,Punt
12,4,12:47,MIN 30,3,1:49,-4,Punt
13,4,7:49,MIN 13,3,1:12,-12,Punt
14,4,1:48,MIN 11,11,1:48,58,End of Game
