Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2,14:44,2,10,MIN 41,0,3,Tarvaris Jackson pass complete short left to Greg Camarillo for 3 yards,1.120,0.830
2,14:11,3,7,MIN 44,0,3,Tarvaris Jackson pass complete short right to Bernard Berrian for 11 yards,0.830,2.590
2,13:47,1,10,NYG 45,0,3,Toby Gerhart left tackle for 3 yards (tackle by Rocky Bernard),2.590,2.450
2,13:09,2,7,NYG 42,0,3,Tarvaris Jackson sacked by Rocky Bernard for -1 yards,2.450,1.620
2,12:34,3,8,NYG 43,0,3,Tarvaris Jackson left end for 6 yards (tackle by Michael Boley),1.620,0.790
2,12:03,4,2,NYG 37,0,3,"Chris Kluwe punts 26 yards, fair catch by Will Blackmon",0.790,0.370
2,11:56,1,10,NYG 11,0,3,Brandon Jacobs right tackle for 2 yards (tackle by Letroy Guion),-0.370,-0.630
2,11:15,2,8,NYG 13,0,3,Brandon Jacobs left end for 73 yards (tackle by Madieu Williams),-0.630,4.650
2,10:23,1,10,MIN 14,0,3,Ahmad Bradshaw right tackle for 11 yards (tackle by Madieu Williams and Ben Leber),4.650,6.510
2,9:41,1,3,MIN 3,0,3,Ahmad Bradshaw right tackle for 1 yard (tackle by Kevin Williams),6.510,5.720
2,8:56,2,2,MIN 2,0,3,Ahmad Bradshaw left tackle for 1 yard (tackle by Pat Williams),5.720,5.170
,,,,,,,"NYG challenged the runner broke the plane ruling, and the play was upheld.",,
2,8:14,3,1,MIN 1,6,3,"Brandon Jacobs right tackle for 1 yard, touchdown. Penalty on Ben Leber: Defensive Offside (Declined)",5.170,7.000
2,,,,MIN 2,7,3,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,7,3,"Lawrence Tynes kicks off 72 yards, returned by Lorenzo Booker for 33 yards (tackle by Dave Tollefson)",0.000,1.000
2,8:05,1,10,MIN 31,7,3,Tarvaris Jackson pass complete short left to Bernard Berrian for 5 yards (tackle by Terrell Thomas),1.000,1.140
2,7:45,2,5,MIN 36,7,3,Adrian Peterson left tackle for 3 yards (tackle by Jonathan Goff),1.140,0.830
2,7:16,3,2,MIN 39,7,3,"Penalty on Bryant McKinnie: False Start, 5 yards (no play)",0.830,0.170
2,6:48,3,7,MIN 34,7,3,Tarvaris Jackson sacked by Barry Cofield for -9 yards,0.170,-1.700
2,6:18,4,16,MIN 25,7,3,"Penalty on Travis Beckum: Neutral Zone Infraction, 5 yards (no play)",-1.700,-1.370
2,6:12,4,11,MIN 30,7,3,"Chris Kluwe punts 59 yards, returned by Will Blackmon for 7 yards (tackle by Kenny Onatolu)",-1.370,-0.040
2,6:00,1,10,NYG 18,7,3,Ahmad Bradshaw right tackle for -1 yards (tackle by Jared Allen and Madieu Williams),0.040,-0.650
2,5:22,2,11,NYG 17,7,3,"Penalty on Chris Snee: False Start, 5 yards (no play)",-0.650,-1.220
2,4:59,2,16,NYG 12,7,3,Eli Manning pass complete short left to Ahmad Bradshaw for 2 yards (tackle by E.J. Henderson),-1.220,-1.820
2,4:16,3,14,NYG 14,7,3,Eli Manning pass complete short left to Ahmad Bradshaw for 3 yards (tackle by Asher Allen),-1.820,-2.320
2,3:43,4,11,NYG 17,7,3,"Matt Dodge punts 44 yards, returned by Greg Camarillo for 6 yards (tackle by Derek Hagan)",-2.320,-1.930
2,3:32,1,10,MIN 45,7,3,Adrian Peterson left end for 5 yards (tackle by Antrel Rolle),1.930,2.060
2,3:09,2,5,,7,3,"Adrian Peterson left end for 2 yards (tackle by Jason Pierre-Paul and Chris Canty). Penalty on Jim Kleinsasser: Offensive Holding, 10 yards, Penalty on Ryan Cook: Offensive Holding (Declined) (no play)",2.060,0.710
2,2:33,,,,7,3,Timeout #1 by Minnesota Vikings,0.000,0.710
2,2:33,2,15,MIN 40,7,3,Tarvaris Jackson pass complete short left to Jim Kleinsasser for 6 yards (tackle by Michael Boley),0.710,0.830
2,2:00,3,9,MIN 46,7,3,"Tarvaris Jackson for no gain. Tarvaris Jackson fumbles, recovered by Tarvaris Jackson at MIN-31",0.830,-1.310
2,1:50,,,,7,3,Timeout #2 by New York Giants,0.000,-1.310
2,1:46,4,24,MIN 31,7,3,"Chris Kluwe punts 40 yards, fair catch by Will Blackmon",-1.310,-0.870
2,1:43,1,10,NYG 29,7,3,"Eli Manning pass complete short left to Ahmad Bradshaw for 2 yards (tackle by Antoine Winfield and E.J. Henderson). Penalty on Asher Allen: Personal Foul, 15 yards",0.870,1.990
2,1:33,1,10,NYG 46,7,3,Eli Manning pass complete deep left to Hakeem Nicks for 30 yards (tackle by Asher Allen),1.990,3.970
2,1:08,1,10,MIN 24,7,3,Eli Manning pass complete short middle to Kevin Boss for 4 yards (tackle by Jamarca Sanford),3.970,3.970
2,0:42,2,6,MIN 20,7,3,Eli Manning pass incomplete short right intended for Derek Hagan,3.970,3.270
2,0:36,3,6,MIN 20,7,3,Eli Manning pass complete short middle to Kevin Boss for 7 yards (tackle by Jamarca Sanford),3.270,4.710
2,0:23,1,10,MIN 13,7,3,Eli Manning spiked the ball,4.710,4.050
2,0:21,2,10,MIN 13,7,3,Eli Manning pass complete short left to Derek Hagan for 10 yards (tackle by Asher Allen and Madieu Williams),4.050,6.510
2,0:13,,,,7,3,Timeout #3 by New York Giants,0.000,6.510
2,0:13,1,3,MIN 3,7,3,"Penalty on Kevin Williams: Neutral Zone Infraction, 2 yards (no play)",6.510,6.970
2,0:13,1,1,MIN 1,7,3,Eli Manning pass incomplete short right intended for Derek Hagan (defended by Antoine Winfield),6.970,5.910
2,0:08,2,1,MIN 1,7,3,"Penalty on Kevin Boothe: False Start, 5 yards (no play)",5.910,4.950
2,0:08,2,6,MIN 6,13,3,"Eli Manning pass complete short middle to Kevin Boss for 6 yards, touchdown",4.950,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,MIN 2,14,3,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,14,3,"Lawrence Tynes kicks off 52 yards, returned by Lorenzo Booker for 19 yards (tackle by Chase Blackburn)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,14,3,"Ryan Longwell kicks off 69 yards, returned by Danny Ware for 19 yards (tackle by Jasper Brinkley)",0.000,0.280
3,14:52,1,10,NYG 20,14,3,Eli Manning pass complete short left to Hakeem Nicks for 6 yards (tackle by Asher Allen),0.280,0.540
3,14:14,2,4,NYG 26,14,3,Brandon Jacobs left tackle for 2 yards (tackle by Kevin Williams and E.J. Henderson),0.540,0.100
3,13:31,3,2,NYG 28,14,3,Eli Manning pass complete short left to Ahmad Bradshaw for 4 yards (tackle by Pat Williams),0.100,1.070
3,12:54,1,10,NYG 32,14,3,Eli Manning pass incomplete deep left intended for Hakeem Nicks,1.070,0.530
3,12:48,2,10,NYG 32,14,3,Brandon Jacobs left end for 1 yard (tackle by Asher Allen),0.530,-0.030
3,12:06,3,9,NYG 33,14,3,Eli Manning pass incomplete short middle intended for Ahmad Bradshaw (defended by Ben Leber),-0.030,-1.180
3,12:01,4,9,NYG 33,14,3,Matt Dodge punts 55 yards (tackle by Chase Blackburn),-1.180,-3.180
3,11:35,1,10,NYG 36,14,3,Tarvaris Jackson pass incomplete short left intended for Sidney Rice,3.180,2.640
3,11:31,2,10,NYG 36,14,3,Tarvaris Jackson pass incomplete short left intended for Sidney Rice is intercepted by Keith Bulluck at NYG-32 and returned for 1 yard,2.640,-1.140
3,11:25,1,10,NYG 33,14,3,Eli Manning pass incomplete short right intended for Steve Smith,1.140,0.590
3,11:21,2,10,NYG 33,14,3,Ahmad Bradshaw left end for -2 yards (tackle by Kevin Williams),0.590,-0.360
3,10:37,3,12,NYG 31,14,3,Eli Manning pass complete short right to Hakeem Nicks for 7 yards (tackle by Antoine Winfield and Lito Sheppard),-0.360,-0.850
3,10:02,4,5,NYG 38,14,3,"Matt Dodge punts 59 yards, returned by Greg Camarillo for 7 yards (tackle by Jonathan Goff)",-0.850,0.380
3,9:50,1,10,MIN 10,14,3,Adrian Peterson right end for no gain (tackle by Jonathan Goff and Jason Pierre-Paul),-0.380,-0.780
3,9:13,2,10,MIN 10,14,3,Tarvaris Jackson pass complete short left to Bernard Berrian for -1 yards (tackle by Deon Grant),-0.780,-1.540
3,8:33,3,11,MIN 9,14,3,Tarvaris Jackson pass incomplete short right intended for Greg Camarillo (defended by Aaron Ross),-1.540,-2.490
3,8:26,4,11,MIN 9,14,3,"Chris Kluwe punts 53 yards, returned by Will Blackmon for 5 yards (tackle by Eric Frampton)",-2.490,-1.800
3,8:14,1,10,NYG 43,14,3,Eli Manning pass complete short left to Hakeem Nicks for 15 yards (tackle by Asher Allen and Chad Greenway),1.800,2.790
3,7:33,1,10,MIN 42,14,3,Brandon Jacobs left tackle for -3 yards (tackle by Kevin Williams),2.790,1.840
3,7:11,2,13,MIN 45,14,3,Ahmad Bradshaw middle for 5 yards (tackle by Antoine Winfield),1.840,1.820
3,6:09,3,8,MIN 40,14,3,Eli Manning sacked by Jared Allen for -5 yards,1.820,0.270
3,5:37,4,13,MIN 45,14,3,"Matt Dodge punts 29 yards, fair catch by Greg Camarillo. Penalty on Devin Thomas: Fair Catch Interference (Offsetting), Penalty on Everson Griffen: Unnecessary Roughness (Offsetting) (no play)",0.270,0.270
3,5:25,4,13,MIN 45,14,3,Matt Dodge punts 37 yards,0.270,0.380
3,5:18,1,10,MIN 8,14,3,Adrian Peterson right tackle for 2 yards (tackle by Rocky Bernard and Chris Canty),-0.380,-0.630
3,4:45,2,8,MIN 10,14,3,Adrian Peterson right tackle for 6 yards (tackle by Barry Cofield),-0.630,-0.480
3,4:00,3,2,MIN 16,14,3,Tarvaris Jackson pass incomplete short right intended for Sidney Rice (defended by Antrel Rolle),-0.480,-2.390
3,3:53,4,2,MIN 16,14,3,"Penalty on Erin Henderson: False Start, 5 yards (no play)",-2.390,-2.490
3,3:53,4,7,MIN 11,14,3,"Chris Kluwe punts 48 yards, fair catch by Will Blackmon",-2.490,-1.660
3,3:46,1,10,NYG 41,14,3,Eli Manning pass incomplete deep right intended for Steve Smith,1.660,1.120
3,3:38,2,10,NYG 41,14,3,Eli Manning pass complete short left to Bear Pascoe for 11 yards (tackle by Asher Allen),1.120,2.390
3,2:55,1,10,MIN 48,20,3,"Ahmad Bradshaw left tackle for 48 yards, touchdown",2.390,7.000
3,,,,,20,3,"Penalty on Chris Snee: False Start, 5 yards (no play)",0.000,0.000
3,,,,MIN 2,21,3,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,21,3,"Lawrence Tynes kicks off 66 yards, returned by Lorenzo Booker for 96 yards. Penalty on Jasper Brinkley: Illegal Block Above the , 10 yards",0.000,1.800
3,2:30,1,10,MIN 43,21,3,Adrian Peterson middle for 2 yards (tackle by Rocky Bernard),1.800,1.520
3,1:56,2,8,MIN 45,21,3,Tarvaris Jackson sacked by Dave Tollefson and Jonathan Goff for -7 yards,1.520,-0.100
3,1:16,3,15,MIN 38,21,3,"Tarvaris Jackson pass complete deep left to Sidney Rice for 22 yards (tackle by Kenny Phillips). Penalty on NYG: Unsportsmanlike Conduct, 15 yards",-0.100,3.910
3,0:44,1,10,NYG 25,21,3,Tarvaris Jackson pass incomplete short right intended for Toby Gerhart,3.910,3.360
3,0:39,2,10,NYG 25,21,3,Tarvaris Jackson pass incomplete short right intended for Bernard Berrian (defended by Corey Webster),3.360,2.680
3,0:32,3,10,NYG 25,21,3,"Penalty on Lorenzo Booker: False Start, 5 yards (no play)",2.680,2.010
3,0:32,3,15,NYG 30,21,3,Tarvaris Jackson sacked by Osi Umenyiora and Justin Tuck for -6 yards,2.010,0.880
3,0:18,4,21,NYG 36,21,3,Chris Kluwe punts 34 yards,0.880,0.380
3,0:07,1,10,NYG 2,21,3,Eli Manning pass complete short left to Bear Pascoe for 10 yards (tackle by Ben Leber),-0.380,-0.350
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 12,21,3,Eli Manning pass complete short right to Steve Smith for 12 yards (tackle by Chad Greenway),-0.350,0.540
4,14:23,1,10,NYG 24,21,3,Brandon Jacobs right tackle for 3 yards (tackle by Madieu Williams),0.540,0.400
4,13:46,2,7,NYG 27,21,3,Ahmad Bradshaw right end for -3 yards (tackle by E.J. Henderson),0.400,-0.690
4,13:05,3,10,NYG 24,21,3,Eli Manning pass incomplete short middle intended for Kevin Boss,-0.690,-1.770
4,13:00,4,10,NYG 24,21,3,"Matt Dodge punts 57 yards, returned by Greg Camarillo for 11 yards (tackle by Zak DeOssie)",-1.770,-0.940
4,12:47,1,10,MIN 30,21,3,Joe Webb pass incomplete short right intended for Visanthe Shiancoe (defended by Jason Pierre-Paul),0.940,0.390
4,12:43,2,10,MIN 30,21,3,"Toby Gerhart middle for 4 yards (tackle by Rocky Bernard). Penalty on Naufahu Tahi: Offensive Holding, 10 yards (no play)",0.390,-0.960
4,12:26,2,20,MIN 20,21,3,Toby Gerhart middle for 5 yards (tackle by Dave Tollefson and Aaron Ross),-0.960,-0.960
4,11:45,3,15,MIN 25,21,3,Joe Webb pass complete short left to Toby Gerhart for 1 yard (tackle by Justin Tuck),-0.960,-1.630
4,11:06,4,14,MIN 26,21,3,"Chris Kluwe punts 47 yards, fair catch by Will Blackmon",-1.630,-0.740
4,10:58,1,10,NYG 27,21,3,Ahmad Bradshaw right tackle for 2 yards (tackle by E.J. Henderson),0.740,0.470
4,10:21,2,8,NYG 29,21,3,Ahmad Bradshaw left tackle for 23 yards (tackle by Asher Allen),0.470,2.390
4,9:31,1,10,MIN 48,21,3,Brandon Jacobs right tackle for 3 yards (tackle by Kevin Williams),2.390,2.250
4,8:45,2,7,MIN 45,21,3,Eli Manning pass incomplete deep right intended for Kevin Boss,2.250,1.550
4,8:39,3,7,MIN 45,21,3,Eli Manning pass complete short middle to Ahmad Bradshaw for 1 yard (tackle by Jared Allen),1.550,0.330
4,7:57,4,6,MIN 44,21,3,"Matt Dodge punts 31 yards, fair catch by Greg Camarillo",0.330,0.320
4,7:49,1,10,MIN 13,21,3,Toby Gerhart middle for 3 yards (tackle by Aaron Ross),-0.320,-0.440
4,7:27,2,7,MIN 16,21,3,Tarvaris Jackson pass incomplete short middle intended for Bernard Berrian,-0.440,-1.060
4,7:23,3,7,MIN 16,21,3,"Penalty on Phil Loadholt: False Start, 4 yards (no play)",-1.060,-1.540
4,7:23,3,11,MIN 12,21,3,"Tarvaris Jackson for no gain. Tarvaris Jackson fumbles, recovered by Tarvaris Jackson at MIN-MIN",-1.540,-2.490
4,6:49,4,22,MIN 1,21,3,"Chris Kluwe punts 56 yards, returned by Will Blackmon for 2 yards (tackle by Kenny Onatolu)",-2.490,-1.930
4,6:37,1,10,NYG 45,21,3,Brandon Jacobs right tackle for 8 yards (tackle by E.J. Henderson),1.930,2.460
4,5:59,2,2,MIN 47,21,3,Brandon Jacobs right tackle for 7 yards (tackle by Letroy Guion),2.460,2.920
4,5:17,1,10,MIN 40,21,3,Brandon Jacobs left tackle for 9 yards (tackle by Chad Greenway),2.920,3.590
4,4:36,2,1,MIN 31,21,3,Brandon Jacobs right tackle for 3 yards (tackle by E.J. Henderson),3.590,3.710
4,3:55,1,10,MIN 28,21,3,Eli Manning pass complete short left to Hakeem Nicks for 11 yards (tackle by Madieu Williams and Asher Allen),3.710,4.440
4,3:10,1,10,MIN 17,21,3,Danny Ware left end for -7 yards (tackle by Chad Greenway),4.440,2.950
4,2:24,2,17,MIN 24,21,3,Danny Ware right end for 4 yards (tackle by Lito Sheppard),2.950,2.810
4,2:00,3,13,MIN 20,21,3,Eli Manning pass complete short left to Danny Ware for 12 yards (tackle by Asher Allen),2.810,2.990
4,1:52,,,,21,3,Timeout #1 by New York Giants,0.000,2.990
4,1:52,4,1,MIN 8,21,3,Danny Ware right tackle for -3 yards (tackle by Kevin Williams),2.990,0.370
4,1:48,1,10,MIN 11,21,3,Tarvaris Jackson pass incomplete short right intended for Greg Lewis (defended by Corey Webster),-0.370,-0.780
4,1:42,2,10,MIN 11,21,3,Tarvaris Jackson pass complete short right to Bernard Berrian for 7 yards (tackle by Corey Webster),-0.780,-0.600
4,1:16,3,3,MIN 18,21,3,Tarvaris Jackson pass incomplete short right intended for Bernard Berrian,-0.600,-2.240
4,1:10,4,3,MIN 18,21,3,Tarvaris Jackson pass complete short middle to Greg Lewis for 10 yards (tackle by Aaron Ross),-2.240,0.810
4,0:45,1,10,MIN 28,21,3,Tarvaris Jackson pass complete short right to Greg Lewis for 3 yards (tackle by Aaron Ross),0.810,0.670
4,0:41,,,,21,3,Timeout #1 by Minnesota Vikings,0.000,0.670
4,0:41,2,7,MIN 31,21,3,"Tarvaris Jackson pass incomplete short right intended for Lorenzo Booker. Penalty on Osi Umenyiora: Roughing the Passer, 15 yards (no play)",0.670,1.990
4,0:35,1,10,MIN 46,21,3,Tarvaris Jackson pass incomplete deep right intended for Bernard Berrian,1.990,1.450
4,0:30,2,10,MIN 46,21,3,Tarvaris Jackson pass incomplete short left intended for Visanthe Shiancoe,1.450,0.760
4,0:25,3,10,MIN 46,21,3,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice,0.760,-0.320
4,0:16,,,,21,3,Timeout #2 by Minnesota Vikings,0.000,-0.320
4,0:16,4,10,MIN 46,21,3,Joe Webb for 16 yards (tackle by Will Blackmon),-0.320,3.050
4,0:09,1,10,NYG 38,21,3,Joe Webb pass complete short left to Visanthe Shiancoe for 7 yards,3.050,3.450
4,0:03,2,3,NYG 31,21,3,Joe Webb pass incomplete deep right intended for Sidney Rice (defended by Deon Grant),3.450,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
