Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
L.J. Fort,PIT,0,2,2,100.0%,9,4.5,4.5,0,85.4,-2.5,-5,14,1,0,0,0.0,0,2,2,50.0%
T.J. Watt,PIT,0,1,1,100.0%,11,11.0,11.0,0,112.5,10.0,10,1,4,0,0,2.0,2,6,0,0.0%
Vince Williams,PIT,0,2,1,50.0%,4,4.0,2.0,0,56.2,3.0,3,1,6,0,0,1.0,1,10,0,0.0%
Terrell Edmunds,PIT,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,1,0,1,0.0,1,4,0,0.0%
Morgan Burnett,PIT,0,2,1,50.0%,14,14.0,7.0,0,72.9,20.0,14,0,0,0,0,0.0,0,1,0,0.0%
Mike Hilton,PIT,0,3,1,33.3%,5,5.0,1.7,0,42.4,3.7,5,0,0,0,0,0.0,0,1,0,0.0%
Joe Haden,PIT,0,2,1,50.0%,10,10.0,5.0,0,64.6,10.0,9,1,0,0,0,0.0,0,2,0,0.0%
Bud Dupree,PIT,0,1,1,100.0%,20,20.0,20.0,0,118.7,6.0,6,14,3,0,0,0.0,0,3,0,0.0%
Javon Hargrave,PIT,0,0,0,,,,,,,,,,0,1,0,2.0,3,4,0,0.0%
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,2,0,1.0,3,5,0,0.0%
Sean Davis,PIT,0,1,0,0.0%,,,0.0,,39.6,17.0,,,1,0,0,0.0,0,8,1,11.1%
Jonathan Bostic,PIT,0,1,0,0.0%,,,0.0,,39.6,36.0,,,2,0,0,0.0,0,6,0,0.0%
Daniel McCullers,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Coty Sensabaugh,PIT,0,3,0,0.0%,,,0.0,,39.6,17.7,,,0,0,0,0.0,0,7,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jalen Ramsey,JAX,2,14,8,57.1%,158,19.8,11.3,1,81.0,13.1,89,69,0,0,0,0.0,0,8,0,0.0%
D.J. Hayden,JAX,0,9,7,77.8%,47,6.7,5.2,0,88.4,4.6,23,24,0,0,0,0.0,0,8,0,0.0%
Telvin Smith,JAX,0,7,5,71.4%,39,7.8,5.6,1,124.4,6.0,23,16,0,0,0,0.0,0,6,0,0.0%
A.J. Bouye,JAX,0,9,4,44.4%,58,14.5,6.4,0,66.0,13.2,49,9,0,0,0,0.0,0,6,0,0.0%
Myles Jack,JAX,0,5,3,60.0%,18,6.0,3.6,0,67.1,0.0,-3,21,1,0,0,0.0,0,1,0,0.0%
Barry Church,JAX,1,2,1,50.0%,3,3.0,1.5,0,16.7,17.0,0,3,0,0,0,0.0,0,2,0,0.0%
Yannick Ngakoue,JAX,0,0,0,,,,,,,,,,1,0,2,1.0,3,1,0,0.0%
Malik Jackson,JAX,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,1,100.0%
Calais Campbell,JAX,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Taven Bryan,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Marcell Dareus,JAX,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
