Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
2,7:08,3,9,KAN 10,7,7,Lamar Jackson pass incomplete short middle intended for John Brown,3.300,2.760
2,7:05,4,9,KAN 10,10,7,Justin Tucker 28 yard field goal good,2.760,3.000
2,7:00,,,BAL 35,10,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,7:00,1,10,KAN 25,10,7,"Patrick Mahomes pass complete short left to Tyreek Hill for 18 yards (tackle by Tavon Young). Penalty on Patrick Onwuasor: Roughing the Passer, 15 yards",0.610,2.790
2,6:29,1,10,BAL 42,10,7,Spencer Ware left tackle for 8 yards (tackle by Brandon Williams),2.790,3.320
2,6:07,2,2,BAL 34,10,7,Spencer Ware up the middle for 3 yards (tackle by Brent Urban),3.320,3.510
2,5:30,1,10,BAL 31,10,7,Spencer Ware up the middle for no gain (tackle by Brent Urban),3.510,2.970
2,4:50,2,10,BAL 31,10,7,Patrick Mahomes sacked by Matt Judon for -9 yards,2.970,1.090
2,4:11,3,19,BAL 40,10,7,Patrick Mahomes pass complete deep right to Tyreek Hill for 21 yards (tackle by Marlon Humphrey),1.090,4.310
2,3:27,1,10,BAL 19,10,7,Damien Williams middle for 4 yards (tackle by Brandon Carr),4.310,4.350
2,2:46,2,6,BAL 15,10,7,Patrick Mahomes pass incomplete short right intended for Anthony Sherman,4.350,3.580
2,2:42,3,6,BAL 15,10,13,"Patrick Mahomes pass complete short left to Travis Kelce for 15 yards, touchdown",3.580,7.000
2,2:37,,,BAL 15,10,14,Harrison Butker kicks extra point good,0.000,0.000
2,2:37,,,KAN 35,10,14,"Harrison Butker kicks off 67 yards, returned by Chris Moore for 30 yards (tackle by Harrison Butker and Dorian O'Daniel). Penalty on Patrick Onwuasor: Offensive Holding, 10 yards",0.000,0.040
2,2:29,1,10,BAL 18,10,14,Kenneth Dixon left tackle for 15 yards (tackle by Ron Parker),0.040,1.140
2,2:04,1,10,BAL 33,10,14,Lamar Jackson left end for 2 yards (tackle by Anthony Hitchens),1.140,0.860
2,1:59,2,8,BAL 35,10,14,Gus Edwards up the middle for no gain (tackle by Kendall Fuller and Justin Houston),0.860,0.170
2,1:53,,,,,,Timeout #2 by Kansas City Chiefs,,
2,1:53,3,8,BAL 35,10,14,Lamar Jackson pass incomplete deep left intended for Michael Crabtree,0.170,-1.040
2,1:49,4,8,BAL 35,10,14,"Sam Koch punts 53 yards, returned by Tyreek Hill for 7 yards (tackle by Patrick Onwuasor and Javorius Allen)",-1.040,-0.150
2,1:36,1,10,KAN 19,10,14,Patrick Mahomes pass complete short left to Demarcus Robinson for 9 yards (tackle by Jimmy Smith),0.150,0.880
2,1:30,2,1,KAN 28,10,14,Patrick Mahomes pass complete short left to Demarcus Robinson for 17 yards (tackle by Marlon Humphrey),0.880,1.930
2,1:06,1,10,KAN 45,10,14,Patrick Mahomes pass complete short left to Spencer Ware for 31 yards (tackle by Eric Weddle),1.930,3.970
2,0:56,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:56,1,10,BAL 24,10,14,"Penalty on Terrell Suggs: Neutral Zone Infraction, 5 yards (no play)",3.970,4.750
2,0:56,1,5,BAL 19,10,14,Patrick Mahomes pass complete short left to Damien Williams for 4 yards (tackle by Anthony Levine),4.750,4.850
2,0:52,2,1,BAL 15,10,14,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by C.J. Mosley),4.850,4.780
2,0:33,1,10,BAL 12,10,14,Patrick Mahomes pass incomplete short right,4.780,4.100
2,0:28,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:28,2,10,BAL 12,10,14,Patrick Mahomes pass complete short left to Demarcus Robinson for 6 yards (tackle by Jimmy Smith),4.100,4.380
2,0:10,3,4,BAL 6,10,14,Patrick Mahomes pass incomplete short left,4.380,3.000
2,0:04,4,4,BAL 6,10,17,Harrison Butker 24 yard field goal good,3.000,3.000
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,14:59,1,10,BAL 25,10,17,Lamar Jackson pass complete short middle to Willie Snead for 16 yards (tackle by Orlando Scandrick),0.610,1.660
3,14:29,1,10,BAL 41,10,17,"Lamar Jackson up the middle for no gain (tackle by Daniel Sorensen). Penalty on James Hurst: Offensive Holding, 10 yards (no play)",1.660,1.000
3,14:03,1,20,BAL 31,10,17,Lamar Jackson pass complete short right to Kenneth Dixon for 21 yards (tackle by Ron Parker),1.000,2.390
3,13:19,1,10,KAN 48,10,17,Gus Edwards up the middle for 6 yards (tackle by Reggie Ragland),2.390,2.660
3,12:43,2,4,KAN 42,10,17,Lamar Jackson pass incomplete deep left intended for Chris Moore (defended by Kendall Fuller),2.660,1.950
3,12:33,3,4,KAN 42,10,17,Gus Edwards up the middle for 3 yards (tackle by Allen Bailey),1.950,0.660
3,11:46,4,1,KAN 39,10,17,Gus Edwards up the middle for no gain (tackle by Allen Bailey),0.660,-1.530
3,11:39,1,10,KAN 39,10,17,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson,1.530,0.990
3,11:32,2,10,KAN 39,10,17,Patrick Mahomes pass complete short left to Tyreek Hill for 7 yards (tackle by Jimmy Smith),0.990,1.220
3,10:51,3,3,KAN 46,10,17,"Penalty on Tyreek Hill: False Start, 5 yards (no play)",1.220,0.560
3,10:34,3,8,KAN 41,10,17,"Patrick Mahomes pass deep left intended for Tyreek Hill is intercepted by Chuck Clark at BAL-37 and returned for 5 yards. Penalty on Matt Judon: Unnecessary Roughness, 15 yards",0.560,-0.740
3,10:25,1,10,BAL 27,10,17,Gus Edwards up the middle for 7 yards (tackle by Justin Houston),0.740,1.140
3,9:54,2,3,BAL 34,10,17,Lamar Jackson left guard for 3 yards (tackle by Justin Houston),1.140,1.400
3,9:20,1,10,BAL 37,10,17,Lamar Jackson left end for 2 yards (tackle by Anthony Hitchens),1.400,1.130
3,8:41,2,8,BAL 39,10,17,Kenneth Dixon up the middle for 9 yards (tackle by Reggie Ragland and Anthony Hitchens),1.130,2.130
3,8:02,1,10,BAL 48,10,17,Kenneth Dixon up the middle for 8 yards (tackle by Daniel Sorensen and Kendall Fuller),2.130,2.660
3,8:02,2,2,KAN 44,10,17,"Penalty on Derrick Nnadi: Encroachment, 5 yards (no play)",2.660,2.980
3,7:03,1,10,KAN 39,10,17,Lamar Jackson right end for 6 yards (tackle by Kendall Fuller),2.980,3.250
3,6:26,2,4,KAN 33,10,17,Lamar Jackson pass incomplete deep right intended for John Brown (defended by Steven Nelson),3.250,2.540
3,6:19,3,4,KAN 33,10,17,Lamar Jackson pass complete short left to Willie Snead for 5 yards (tackle by Kendall Fuller),2.540,3.710
3,5:34,1,10,KAN 28,10,17,Lamar Jackson right end for 2 yards (tackle by Kendall Fuller),3.710,3.440
3,5:05,2,8,KAN 26,10,17,Lamar Jackson pass complete short right to Michael Crabtree for 8 yards (tackle by Kendall Fuller),3.440,4.370
3,4:36,1,10,KAN 18,10,17,Gus Edwards up the middle for 4 yards (tackle by Xavier Williams),4.370,4.430
3,4:01,2,6,KAN 14,10,17,Lamar Jackson pass incomplete short right intended for Ty Montgomery (defended by Kendall Fuller),4.430,3.630
3,3:56,3,6,KAN 14,10,17,Lamar Jackson right guard for 4 yards (tackle by Dee Ford),3.630,2.890
3,3:16,4,2,KAN 10,16,17,"Lamar Jackson pass complete short right to Maxx Williams for 10 yards, touchdown",2.890,7.000
3,3:10,,,KAN 15,17,17,Justin Tucker kicks extra point good,0.000,0.000
3,3:10,,,BAL 35,17,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,3:10,1,10,KAN 25,17,17,Spencer Ware up the middle for 13 yards (tackle by Jimmy Smith),0.610,1.470
3,2:40,1,10,KAN 38,17,17,Patrick Mahomes pass complete short left to Demarcus Robinson for 5 yards (tackle by Jimmy Smith),1.470,1.600
3,2:14,2,5,KAN 43,17,17,Spencer Ware up the middle for 12 yards (tackle by Eric Weddle),1.600,2.590
3,1:40,1,10,BAL 45,17,17,Spencer Ware up the middle for 3 yards (tackle by Chuck Clark),2.590,2.450
3,1:08,2,7,BAL 42,17,17,Damien Williams middle for 5 yards (tackle by Za'Darius Smith and Eric Weddle),2.450,2.410
3,0:29,3,2,BAL 37,17,17,Damien Williams middle for 1 yard (tackle by Michael Pierce),2.410,0.890
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,BAL 36,17,17,Anthony Sherman up the middle for 2 yards (tackle by Terrell Suggs),0.890,3.310
4,14:23,1,10,BAL 34,17,17,"Patrick Mahomes pass incomplete short right. Penalty on Patrick Mahomes: Intentional Grounding, 8 yards",3.310,1.690
4,14:06,2,18,BAL 42,17,17,"Patrick Mahomes pass complete short right to Travis Kelce for 17 yards (tackle by Chuck Clark). Penalty on Patrick Onwuasor: Defensive Holding, 5 yards (no play)",1.690,3.120
4,13:38,1,10,BAL 37,17,17,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill (defended by Eric Weddle),3.120,2.570
4,13:31,2,10,BAL 37,17,17,Damien Williams middle for 2 yards (tackle by Za'Darius Smith),2.570,2.150
4,12:51,3,8,BAL 35,17,17,"Patrick Mahomes pass complete short left to Spencer Ware for 10 yards (tackle by Anthony Levine). Penalty on Andrew Wylie: Illegal Block Above the Waist, 10 yards",2.150,2.150
4,12:13,3,8,BAL 35,17,17,Patrick Mahomes left end for -5 yards (tackle by C.J. Mosley),2.150,0.590
4,11:28,4,13,BAL 40,17,17,Dustin Colquitt punts 31 yards downed by Marcus Kemp,0.590,0.380
4,11:21,1,10,BAL 9,17,17,Gus Edwards up the middle for 3 yards (tackle by Derrick Nnadi),-0.380,-0.560
4,10:45,2,7,BAL 12,17,17,Lamar Jackson pass complete short right to Willie Snead for 16 yards (tackle by Ron Parker),-0.560,0.810
4,10:00,1,10,BAL 28,17,17,Lamar Jackson right end for 6 yards (tackle by Chris Jones),0.810,1.070
4,9:18,2,4,BAL 34,17,17,Gus Edwards up the middle for 4 yards (tackle by Anthony Hitchens and Derrick Nnadi),1.070,1.470
4,8:32,1,10,BAL 38,17,17,Lamar Jackson pass incomplete short right intended for Willie Snead,1.470,0.920
4,8:25,2,10,BAL 38,17,17,"Lamar Jackson pass complete short right to Michael Crabtree for 11 yards (tackle by Kendall Fuller). Penalty on Michael Crabtree: Offensive Pass Interference, 10 yards (no play)",0.920,-0.430
4,8:00,2,20,BAL 28,17,17,Lamar Jackson pass complete short right to Ty Montgomery for 1 yard (tackle by Dee Ford),-0.430,-0.960
4,7:27,3,19,BAL 29,17,17,"Penalty on BAL: Illegal Substitution, 5 yards (no play)",-0.960,-1.620
4,7:04,3,24,BAL 24,17,17,Lamar Jackson pass incomplete short left intended for Mark Andrews,-1.620,-1.770
4,6:57,4,24,BAL 24,17,17,Sam Koch punts 54 yards out of bounds,-1.770,-0.410
4,6:50,1,10,KAN 22,17,17,Patrick Mahomes pass incomplete short right,0.410,-0.130
4,6:43,2,10,KAN 22,17,17,Patrick Mahomes pass complete short right to Demarcus Robinson for 5 yards (tackle by Brandon Carr),-0.130,-0.160
4,6:04,3,5,KAN 27,17,17,Patrick Mahomes sacked by Za'Darius Smith and Terrell Suggs for -8 yards,-0.160,-2.140
4,5:24,4,13,KAN 19,17,17,"Dustin Colquitt punts 51 yards, returned by Cyrus Jones for 10 yards (tackle by Charvarius Ward). Penalty on Demetrius Harris: Offensive Holding (Offsetting) (no play)",-2.140,-2.140
4,5:24,4,13,KAN 19,17,17,"Dustin Colquitt punts 50 yards, returned by Cyrus Jones for 55 yards (tackle by Marcus Kemp)",-2.140,-4.650
4,4:58,1,10,KAN 14,17,17,Gus Edwards up the middle for 3 yards (tackle by Allen Bailey and Derrick Nnadi),4.650,4.520
4,4:15,2,7,KAN 11,17,17,Lamar Jackson left end for 2 yards (tackle by Steven Nelson),4.520,4.050
4,4:10,3,5,KAN 9,23,17,"Lamar Jackson pass complete short right to John Brown for 9 yards, touchdown",4.050,7.000
4,4:04,,,KAN 15,24,17,Justin Tucker kicks extra point good,0.000,0.000
4,4:04,,,BAL 35,24,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,4:04,1,10,KAN 25,24,17,Spencer Ware right tackle for 6 yards (tackle by Michael Pierce and Chuck Clark),0.610,0.870
4,3:31,2,4,KAN 31,24,17,Spencer Ware up the middle for 3 yards (tackle by Patrick Onwuasor),0.870,0.560
4,2:56,3,1,KAN 34,24,17,Spencer Ware up the middle for 5 yards (tackle by Michael Pierce),0.560,1.530
4,2:12,1,10,KAN 39,24,17,"Patrick Mahomes pass complete short left to Damien Williams for 14 yards (tackle by Chuck Clark). Penalty on Eric Fisher: Illegal Formation, 5 yards (no play)",1.530,1.200
4,2:02,1,15,KAN 34,24,17,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Eric Weddle),1.200,1.120
4,1:56,2,9,KAN 40,24,17,Patrick Mahomes pass complete short right to Tyreek Hill for 6 yards (tackle by Brandon Carr),1.120,1.220
4,1:52,3,3,KAN 46,24,17,Patrick Mahomes pass complete short left to Spencer Ware for -1 yards (tackle by C.J. Mosley),1.220,-0.390
4,1:29,,,,,,Timeout #1 by Baltimore Ravens,,
4,1:29,4,4,KAN 45,24,17,"Penalty on Demarcus Robinson: False Start, 5 yards (no play)",-0.390,-0.720
4,1:29,4,9,KAN 40,24,17,Patrick Mahomes pass complete deep middle to Tyreek Hill for 48 yards,-0.720,4.780
4,1:17,1,10,BAL 12,24,17,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,4.780,4.100
4,1:10,2,10,BAL 12,24,17,Patrick Mahomes pass complete short left to Chris Conley for 6 yards (tackle by Jimmy Smith),4.100,4.380
4,1:06,3,4,BAL 6,24,17,Spencer Ware left guard for 1 yard (tackle by Michael Pierce),4.380,3.020
4,0:57,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:57,4,3,BAL 5,24,23,"Patrick Mahomes pass complete short right to Damien Williams for 5 yards, touchdown",3.020,7.000
4,0:53,,,BAL 15,24,24,Harrison Butker kicks extra point good,0.000,0.000
4,0:53,,,KAN 35,24,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,0:53,1,10,BAL 25,24,24,Lamar Jackson pass complete short left to Michael Crabtree for 11 yards (tackle by Steven Nelson),0.610,1.330
4,0:47,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:47,1,10,BAL 36,24,24,Lamar Jackson pass incomplete short right intended for John Brown,1.330,0.790
4,0:44,2,10,BAL 36,24,24,"Lamar Jackson sacked by Justin Houston for -13 yards. Lamar Jackson fumbles (forced by Justin Houston), recovered by Justin Houston at BAL-23 (tackle by Lamar Jackson)",0.790,-4.040
4,0:38,1,10,BAL 23,24,24,Damien Williams middle for -1 yards (tackle by Eric Weddle),4.040,3.360
4,0:33,,,,,,Timeout #3 by Baltimore Ravens,,
4,0:33,2,11,BAL 24,24,24,Damien Williams middle for -1 yards (tackle by Brandon Williams),3.360,2.540
4,0:03,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:03,3,12,BAL 25,24,24,Harrison Butker 43 yard field goal no good,2.540,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,10:00,,,BAL 35,24,24,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,KAN 25,24,24,Patrick Mahomes pass complete short right to Demetrius Harris for 15 yards (tackle by Anthony Averett),0.610,1.600
OT,9:23,1,10,KAN 40,24,24,Damien Williams middle for 3 yards (tackle by C.J. Mosley and Brandon Williams),1.600,1.460
OT,8:40,,,,,,Timeout #1 by Kansas City Chiefs,,
OT,8:40,2,7,KAN 43,24,24,Patrick Mahomes pass complete short right to Tyreek Hill for 18 yards (tackle by Anthony Averett),1.460,2.980
OT,7:57,1,10,BAL 39,24,24,Patrick Mahomes pass complete short left to Tyreek Hill for 15 yards (tackle by Jimmy Smith),2.980,3.970
OT,7:25,1,10,BAL 24,24,24,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,3.970,3.430
OT,7:20,2,10,BAL 24,24,24,Patrick Mahomes pass complete short left to Damien Williams for 6 yards (tackle by Jimmy Smith),3.430,3.570
OT,6:47,3,4,BAL 18,24,24,Patrick Mahomes pass complete short left to Tyreek Hill for 6 yards (tackle by Jimmy Smith),3.570,4.780
OT,6:25,1,10,BAL 12,24,24,"Patrick Mahomes sacked by. Patrick Mahomes fumbles, recovered by Eric Fisher at BAL-25 (tackle by Terrell Suggs)",4.780,2.470
OT,5:39,2,23,BAL 25,24,24,Patrick Mahomes pass complete short left to Darrel Williams for 8 yards (tackle by Jimmy Smith and Brent Urban),2.470,2.840
OT,4:56,3,15,BAL 17,24,24,Patrick Mahomes pass incomplete deep left intended for Chris Conley,2.840,2.310
OT,4:46,4,15,BAL 17,24,27,Harrison Butker 35 yard field goal good,2.310,3.000
OT,4:42,,,KAN 35,24,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
OT,4:41,1,10,BAL 25,24,27,Kenneth Dixon up the middle for 3 yards (tackle by Anthony Hitchens),0.610,0.470
OT,4:09,2,7,BAL 28,24,27,Lamar Jackson pass incomplete deep right intended for Chris Moore,0.470,-0.230
OT,4:00,3,7,BAL 28,24,27,Lamar Jackson pass complete short right to Willie Snead for 14 yards (tackle by Kendall Fuller),-0.230,1.730
OT,3:20,1,10,BAL 42,24,27,Lamar Jackson right end for 6 yards (tackle by Dee Ford),1.730,2.000
OT,2:48,2,4,BAL 48,24,27,Kenneth Dixon up the middle for 5 yards (tackle by Anthony Hitchens),2.000,2.460
OT,2:09,1,10,KAN 47,24,27,Kenneth Dixon up the middle for 2 yards (tackle by Derrick Nnadi),2.460,2.180
OT,2:00,2,8,KAN 45,24,27,"Lamar Jackson left end for no gain. Penalty on Ronnie Stanley: Offensive Holding, 10 yards (no play)",2.180,0.830
OT,1:52,2,18,BAL 45,24,27,Lamar Jackson left tackle for -4 yards (tackle by Justin Houston and Dee Ford). Penalty on James Hurst: Offensive Holding (Declined),0.830,-0.360
OT,1:46,,,,,,Timeout #1 by Baltimore Ravens,,
OT,1:46,3,22,BAL 41,24,27,Robert Griffin pass incomplete short right intended for John Brown (defended by Orlando Scandrick),-0.360,-0.650
OT,1:39,,,,,,Timeout #2 by Kansas City Chiefs,,
OT,1:39,4,22,BAL 41,24,27,Robert Griffin pass incomplete deep left intended for Willie Snead (defended by Kendall Fuller),-0.650,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
