Quarter,Time,Tm,Detail,GNB,MIN
2.0,14:53,Vikings,Jerick McKinnon 27 yard pass from Case Keenum (Kai Forbath kick),0,7
,10:40,Packers,Davante Adams 14 yard pass from Brett Hundley (Mason Crosby kick),7,7
,7:22,Vikings,Jerick McKinnon 3 yard rush (Kai Forbath kick),7,14
,1:51,Packers,Mason Crosby 26 yard field goal,10,14
3.0,9:35,Vikings,Kai Forbath 36 yard field goal,10,17
4.0,14:57,Vikings,Kai Forbath 34 yard field goal,10,20
,10:47,Vikings,Kai Forbath 53 yard field goal,10,23
