Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 60 yards, returned by Alex Erickson for 17 yards (tackle by Steven Johnson)",0.000,-0.410
1,14:54,1,10,CIN 22,0,0,Joe Mixon right guard for 11 yards (tackle by C.J. Mosley),0.410,1.140
1,14:21,1,10,CIN 33,0,0,Joe Mixon right guard for 6 yards (tackle by Patrick Onwuasor and Maurice Canady),1.140,1.400
1,13:43,2,4,CIN 39,0,0,Andy Dalton pass complete short right to C.J. Uzomah for 7 yards (tackle by Brandon Carr),1.400,1.990
1,13:15,1,10,CIN 46,0,0,Giovani Bernard left guard for 6 yards (tackle by Brandon Williams and Carl Davis),1.990,2.260
1,12:48,2,4,BAL 48,0,0,Giovani Bernard left guard for 7 yards (tackle by Tony Jefferson),2.260,2.850
1,12:13,1,10,BAL 41,0,0,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Brandon Carr),2.850,3.120
1,11:35,2,4,BAL 35,0,0,Joe Mixon right guard for 17 yards (tackle by Eric Weddle),3.120,4.370
1,11:04,1,10,BAL 18,0,0,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Brandon Carr: Defensive Pass Interference, 17 yards (no play)",4.370,6.970
1,10:59,1,1,BAL 1,6,0,"Andy Dalton pass complete short right to Tyler Kroft for 1 yard, touchdown",6.970,7.000
1,10:55,,,BAL 15,7,0,Randy Bullock kicks extra point good,0.000,0.000
1,10:55,,,CIN 35,7,0,"Randy Bullock kicks off 51 yards, returned by Chris Moore for 10 yards (tackle by Cethan Carter)",0.000,-0.540
1,10:50,1,10,BAL 24,7,0,Alex Collins right guard for 5 yards (tackle by Geno Atkins),0.540,0.670
1,10:13,2,5,BAL 29,7,0,Alex Collins left guard for 16 yards (tackle by Shawn Williams),0.670,1.930
1,9:34,1,10,BAL 45,7,0,Joe Flacco pass incomplete short right intended for Javorius Allen,1.930,1.380
1,9:29,2,10,BAL 45,7,0,Joe Flacco pass incomplete short right intended for Mike Wallace,1.380,0.700
1,9:20,3,10,BAL 45,7,0,Joe Flacco pass complete short middle to Mike Wallace for 6 yards (tackle by Dre Kirkpatrick). Penalty on Nick Boyle: Offensive Pass Interference (Declined),0.700,0.000
1,9:08,4,4,CIN 49,7,0,"Sam Koch punts 34 yards, fair catch by Alex Erickson",0.000,0.220
1,9:00,1,10,CIN 15,7,0,Andy Dalton pass complete short left to Giovani Bernard for 11 yards (tackle by Patrick Onwuasor),-0.220,0.670
1,8:33,1,10,CIN 26,7,0,Andy Dalton pass incomplete short right intended for A.J. Green,0.670,0.130
1,8:28,2,10,CIN 26,7,0,Giovani Bernard left guard for 6 yards (tackle by Patrick Onwuasor),0.130,0.230
1,7:51,3,4,CIN 32,7,0,Andy Dalton pass incomplete short right intended for Tyler Kroft,0.230,-1.240
1,7:47,4,4,CIN 32,7,0,"Kevin Huber punts 39 yards, returned by Michael Campanaro for 6 yards",-1.240,-1.270
1,7:38,1,10,BAL 35,7,0,Alex Collins left guard for -1 yards (tackle by George Iloka),1.270,0.590
1,7:02,2,11,BAL 34,7,0,Danny Woodhead right guard for 3 yards (tackle by Vincent Rey),0.590,0.300
1,6:29,3,8,BAL 37,7,0,Joe Flacco pass incomplete deep left intended for Mike Wallace (defended by Shawn Williams),0.300,-0.910
1,6:22,4,8,BAL 37,7,0,"Sam Koch punts 51 yards, returned by Alex Erickson for 10 yards (tackle by Stanley Jean-Baptiste)",-0.910,-0.410
1,6:11,1,10,CIN 22,7,0,Andy Dalton pass incomplete short right intended for Brandon LaFell,0.410,-0.130
1,6:08,2,10,CIN 22,7,0,Joe Mixon left guard for 7 yards (tackle by Patrick Onwuasor),-0.130,0.100
1,5:30,3,3,CIN 29,7,0,Andy Dalton pass complete short middle to Tyler Boyd for 9 yards (tackle by Maurice Canady),0.100,0.000
1,4:45,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-1.470
1,4:45,1,10,CIN 38,7,0,Joe Mixon left end for 5 yards (tackle by Marlon Humphrey),1.470,1.600
1,4:03,2,5,CIN 43,7,0,Andy Dalton pass incomplete deep left intended for A.J. Green,1.600,0.890
1,3:57,3,5,CIN 43,7,0,Andy Dalton pass complete short right to Giovani Bernard for -6 yards (tackle by C.J. Mosley),0.890,-0.910
1,3:26,4,11,CIN 37,7,0,"Kevin Huber punts 40 yards, returned by Michael Campanaro for 9 yards (tackle by C.J. Uzomah)",-0.910,-1.070
1,3:16,1,10,BAL 32,7,0,Joe Flacco pass complete short middle to Alex Collins for 7 yards (tackle by Vincent Rey),1.070,1.470
1,2:54,2,3,BAL 39,7,0,Joe Flacco pass incomplete short right intended for Alex Collins,1.470,0.760
1,2:51,3,3,BAL 39,7,0,Joe Flacco pass incomplete short middle intended for Mike Wallace,0.760,-0.780
1,2:46,4,3,BAL 39,7,0,"Sam Koch punts 39 yards, returned by Alex Erickson for 4 yards (tackle by Chuck Clark). Penalty on Brandon Bell: Illegal Block Above the Waist, 10 yards",-0.780,0.140
1,2:35,1,10,CIN 16,7,0,Joe Mixon left guard for 5 yards (tackle by C.J. Mosley),-0.140,0.150
1,2:04,2,5,CIN 21,7,0,Giovani Bernard left guard for -1 yards (tackle by Brandon Williams),0.150,-0.820
1,1:22,3,6,CIN 20,7,0,Andy Dalton pass complete short right to Tyler Boyd for 6 yards (tackle by Maurice Canady),-0.820,0.670
1,1:13,1,10,CIN 26,7,0,Andy Dalton pass incomplete deep left intended for A.J. Green (defended by Marlon Humphrey),0.670,0.130
,,,,,,,"BAL challenged the pass completion ruling, and the original play was overturned.",,
1,1:08,2,10,CIN 26,7,0,Joe Mixon left guard for 3 yards (tackle by Matt Judon),0.130,-0.160
1,0:24,3,7,CIN 29,7,0,Andy Dalton pass incomplete short middle intended for Tyler Boyd,-0.160,-1.440
1,0:21,4,7,CIN 29,7,0,"Kevin Huber punts 37 yards, out of bounds",-1.440,-1.200
1,0:12,1,10,BAL 34,7,0,Alex Collins right end for 1 yard (tackle by Ryan Glasgow),1.200,0.790
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,BAL 35,7,0,Joe Flacco pass complete short middle to Danny Woodhead for 4 yards (tackle by Jordan Evans and Vincent Rey),0.790,0.000
2,14:27,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-0.630
2,14:27,3,5,BAL 39,7,0,Joe Flacco pass incomplete deep left intended for Mike Wallace (defended by William Jackson),0.630,-0.780
2,14:17,4,5,BAL 39,7,0,"Sam Koch punts 47 yards, fair catch by Alex Erickson",-0.780,0.280
2,14:12,1,10,CIN 14,7,0,Andy Dalton pass incomplete,-0.280,-0.750
2,14:02,2,10,CIN 14,7,0,Joe Mixon left guard for 5 yards (tackle by Tony Jefferson),-0.750,-0.800
2,13:24,3,5,CIN 19,7,0,Andy Dalton pass incomplete short middle intended for Giovani Bernard. Penalty on Alex Redmond: Offensive Holding (Declined),-0.800,-2.140
2,13:17,4,5,CIN 19,7,0,"Kevin Huber punts 41 yards, returned by Michael Campanaro for 7 yards (tackle by Clayton Fejedelem)",-2.140,-2.060
2,13:08,1,10,BAL 47,7,0,Alex Collins left guard for 1 yard (tackle by Jordan Willis),2.060,1.650
2,12:35,2,9,BAL 48,7,0,Joe Flacco pass incomplete short right intended for Alex Collins,1.650,0.960
2,12:31,3,9,BAL 48,7,0,Joe Flacco pass incomplete deep right intended for Mike Wallace (defended by Dre Kirkpatrick),0.960,-0.190
2,12:24,4,9,BAL 48,7,0,"Sam Koch punts 31 yards, fair catch by Alex Erickson",-0.190,-0.340
2,12:16,1,10,CIN 21,7,0,"Joe Mixon right guard for 8 yards (tackle by C.J. Mosley). Joe Mixon fumbles (forced by C.J. Mosley), recovered by Eric Weddle at CIN-34 (tackle by Tyler Kroft). Penalty on Trey Hopkins: Offensive Holding (Declined)",0.340,-3.310
2,12:10,1,10,CIN 34,7,0,Joe Flacco pass incomplete short middle intended for Alex Collins,3.310,2.770
2,12:04,2,10,CIN 34,7,0,Alex Collins right guard for 6 yards (tackle by Hardy Nickerson),2.770,2.870
2,11:22,3,4,CIN 28,7,0,Joe Flacco pass incomplete short middle intended for Danny Woodhead (defended by Jordan Evans),2.870,1.650
2,11:18,4,4,CIN 28,7,3,Justin Tucker 46 yard field goal good,1.650,3.000
2,11:13,,,BAL 35,7,3,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
2,11:13,1,10,CIN 25,7,3,Andy Dalton pass complete short right to Joe Mixon for 1 yard (tackle by C.J. Mosley),0.610,0.200
2,10:44,2,9,CIN 26,7,3,Joe Mixon right guard for 1 yard (tackle by Terrell Suggs and Brandon Williams),0.200,-0.360
2,10:05,3,8,CIN 27,7,3,Andy Dalton pass complete short right to Giovani Bernard for 3 yards (tackle by Maurice Canady),-0.360,-1.370
2,9:21,4,5,CIN 30,7,3,"Kevin Huber punts 39 yards, fair catch by Michael Campanaro",-1.370,-1.000
2,9:14,1,10,BAL 31,7,3,Joe Flacco pass incomplete short right intended for Chris Moore (defended by Hardy Nickerson),1.000,0.460
2,9:08,2,10,BAL 31,7,3,Alex Collins left tackle for 2 yards (tackle by Jordan Willis),0.460,0.040
2,8:30,3,8,BAL 33,7,3,Joe Flacco pass incomplete short right intended for Michael Campanaro,0.040,-1.180
2,8:22,4,8,BAL 33,7,3,"Sam Koch punts 49 yards, returned by Alex Erickson for 10 yards (tackle by Steven Johnson)",-1.180,-0.810
2,8:12,1,10,CIN 28,7,3,Giovani Bernard right guard for 4 yards (tackle by Michael Pierce and C.J. Mosley),0.810,0.800
2,7:32,2,6,CIN 32,7,3,Andy Dalton pass incomplete short right intended for Giovani Bernard,0.800,0.000
2,7:28,,,,,,Timeout #3 by Cincinnati Bengals,0.000,-0.100
2,7:28,3,6,CIN 32,7,3,Andy Dalton pass complete short middle to Brandon LaFell for 13 yards (tackle by Marlon Humphrey),0.100,1.930
2,7:05,1,10,CIN 45,7,3,Giovani Bernard left tackle for 21 yards (tackle by Tony Jefferson),1.930,3.310
2,6:47,1,10,BAL 34,7,3,Giovani Bernard left guard for 4 yards (tackle by Brandon Williams and Za'Darius Smith),3.310,3.310
2,6:17,2,6,BAL 30,7,3,Andy Dalton pass complete short left to Tyler Kroft for 20 yards (tackle by Maurice Canady),3.310,4.910
2,5:44,1,10,BAL 10,7,3,Joe Mixon right guard for 3 yards (tackle by Terrell Suggs),4.910,4.760
2,5:00,2,7,BAL 7,7,3,Joe Mixon left guard for 2 yards (tackle by Carl Davis),4.760,4.260
2,4:20,3,5,BAL 5,13,3,"Andy Dalton pass complete short middle to Tyler Kroft for 5 yards, touchdown",4.260,7.000
2,4:14,,,BAL 15,14,3,Randy Bullock kicks extra point good,0.000,0.000
2,4:14,,,CIN 35,14,3,"Randy Bullock kicks off 60 yards, returned by Chris Moore for 27 yards (tackle by Clayton Fejedelem)",0.000,-1.070
2,4:08,1,10,BAL 32,14,3,Joe Flacco pass incomplete short middle intended for Alex Collins (defended by Carlos Dunlap),1.070,0.530
2,4:03,2,10,BAL 32,14,3,Joe Flacco pass complete short middle to Ben Watson for 5 yards (tackle by Vincent Rey),0.530,0.500
