Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,NYG 5,7,6,"Tony Romo pass complete short right to Terrell Owens for 5 yards, touchdown",5.150,7.000
,,,,,,,"NYG challenged the pass completion ruling, and the play was upheld.",,
2,,,,NYG 2,7,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,7,7,"Nick Folk kicks off 65 yards, returned by Domenik Hixon for 27 yards (tackle by Justin Rogers)",0.000,1.070
2,14:47,1,10,NYG 32,7,7,Eli Manning pass complete short left to Plaxico Burress for 5 yards (tackle by Anthony Henry),1.070,1.200
2,14:19,2,5,NYG 37,7,7,Brandon Jacobs right tackle for no gain (tackle by Anthony Spencer),1.200,0.500
2,13:32,3,5,NYG 37,7,7,"Eli Manning pass incomplete short middle intended for Amani Toomer. Penalty on Greg Ellis: Defensive Offside, 5 yards (no play)",0.500,1.730
2,13:26,1,10,NYG 42,7,7,Eli Manning up the middle for 2 yards (tackle by Akin Ayodele),1.730,1.460
2,12:43,2,8,NYG 44,7,7,Brandon Jacobs left end for 1 yard (tackle by Anthony Henry),1.460,0.890
2,12:00,3,7,NYG 45,7,7,Eli Manning sacked by Chris L. Canty for -10 yards,0.890,-1.040
2,11:29,4,17,NYG 35,7,7,"Jeff Feagles punts 46 yards. Penalty on Sam Hurd: Offensive Holding, 9 yards",-1.040,0.380
2,11:21,1,10,DAL 10,7,7,Marion Barber right end for 8 yards (tackle by Aaron Ross),-0.380,0.070
2,10:40,2,2,DAL 18,7,7,Marion Barber left tackle for 1 yard (tackle by Reggie Torbor),0.070,-0.370
2,10:10,3,1,DAL 19,7,7,Marion Barber right guard for 2 yards (tackle by Gibril Wilson),-0.370,0.340
2,9:34,1,10,DAL 21,7,7,Tony Romo up the middle for 7 yards (tackle by Antonio Pierce),0.340,0.750
2,8:45,2,3,DAL 28,7,7,Julius Jones up the middle for 2 yards (tackle by Kawika Mitchell),0.750,0.300
2,8:00,,,,7,7,Timeout #1 by Dallas Cowboys,0.000,0.300
2,8:00,3,1,DAL 30,7,7,Marion Barber left tackle for 5 yards (tackle by Kawika Mitchell and Michael Strahan),0.300,1.270
2,7:19,1,10,DAL 35,7,7,Tony Romo pass incomplete short left intended for Marion Barber,1.270,0.720
2,7:13,2,10,DAL 35,7,7,Marion Barber left guard for 3 yards (tackle by Kawika Mitchell),0.720,0.430
2,6:27,3,7,DAL 38,7,7,Tony Romo pass complete short left to Terry Glenn for 11 yards (tackle by Brandon Jacobs),0.430,2.190
2,5:45,1,10,DAL 49,7,7,Tony Romo pass incomplete deep left intended for Terrell Owens,2.190,1.650
2,5:39,2,10,DAL 49,7,7,Marion Barber up the middle for 3 yards (tackle by Michael Strahan),1.650,1.360
2,4:53,3,7,NYG 48,7,7,Tony Romo pass complete short left to Terrell Owens for 11 yards,1.360,3.120
2,4:19,1,10,NYG 37,7,7,Tony Romo pass incomplete short right intended for Terry Glenn (defended by Corey Webster),3.120,2.570
2,4:12,2,10,NYG 37,7,7,Marion Barber left tackle for no gain (tackle by Kawika Mitchell),2.570,1.880
2,3:28,3,10,NYG 37,7,7,Tony Romo pass complete deep middle to Terrell Owens for 20 yards (tackle by Gibril Wilson),1.880,4.440
2,2:44,1,10,NYG 17,7,7,Julius Jones up the middle for 4 yards (tackle by Michael Strahan),4.440,4.500
2,2:00,2,6,NYG 13,7,7,Tony Romo pass complete short left to Jason Witten for 11 yards (tackle by James Butler),4.500,6.740
2,1:53,1,2,NYG 2,7,7,Tony Romo pass incomplete short right intended for Terrell Owens,6.740,5.720
2,1:49,2,2,NYG 2,7,7,Marion Barber right guard for 1 yard (tackle by Michael Strahan),5.720,5.170
2,1:01,,,,7,7,Timeout #2 by Dallas Cowboys,0.000,5.170
2,1:01,3,1,NYG 1,7,13,"Marion Barber up the middle for 1 yard, touchdown",5.170,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,NYG 2,7,14,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,7,14,"Nick Folk kicks off 54 yards, returned by Ahmad Bradshaw for 13 yards (tackle by Bobby Carpenter)",0.000,0.870
2,0:47,1,10,NYG 29,7,14,Eli Manning pass incomplete short right intended for Amani Toomer,0.870,0.330
2,0:42,2,10,NYG 29,7,14,Eli Manning pass complete deep right to Steve Smith for 22 yards (tackle by Jacques Reeves),0.330,2.320
2,0:34,,,,7,14,Timeout #2 by New York Giants,0.000,2.320
2,0:34,1,10,DAL 49,7,14,"Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Jacques Reeves). Penalty on Jacques Reeves: Face Mask (15 Yards), 15 yards",2.320,4.040
2,0:28,1,10,DAL 23,7,14,Eli Manning pass incomplete deep middle intended for Plaxico Burress,4.040,3.500
2,0:21,2,10,DAL 23,7,14,Eli Manning pass incomplete (defended by Chris L. Canty),3.500,2.810
2,0:17,3,10,DAL 23,7,14,Eli Manning pass complete short right to Kevin Boss for 19 yards (tackle by Jacques Reeves),2.810,6.280
2,0:11,1,4,DAL 4,13,14,"Eli Manning pass complete short middle to Amani Toomer for 4 yards, touchdown",6.280,7.000
2,,,,DAL 2,14,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,14,14,"Lawrence Tynes kicks off 63 yards, returned by Miles Austin for 29 yards (tackle by Chase Blackburn)",0.000,1.330
2,0:07,1,10,DAL 36,14,14,Tony Romo kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,14,14,"Lawrence Tynes kicks off 69 yards, returned by Nate Jones for 21 yards (tackle by Zak DeOssie)",0.000,0.410
3,14:55,1,10,DAL 22,14,14,Marion Barber right guard for 2 yards (tackle by Osi Umenyiora),0.410,0.140
3,14:18,2,8,DAL 24,14,14,Tony Romo pass complete short right to Jason Witten for 9 yards,0.140,1.140
3,13:48,1,10,DAL 33,14,14,Marion Barber right tackle for 3 yards (tackle by Aaron Ross),1.140,1.000
3,13:10,2,7,DAL 36,14,14,Tony Romo pass complete short left to Anthony Fasano for 5 yards (tackle by Reggie Torbor),1.000,0.960
3,12:23,3,2,DAL 41,14,14,Marion Barber left end for 10 yards (tackle by Corey Webster and Gibril Wilson),0.960,2.320
3,11:43,1,10,NYG 49,14,14,Marion Barber up the middle for 5 yards (tackle by Corey Webster),2.320,2.460
3,10:57,2,5,NYG 44,14,14,Marion Barber right end for -2 yards (tackle by Reggie Torbor),2.460,1.490
3,10:12,3,7,NYG 46,14,14,Tony Romo pass complete deep right to Terry Glenn for 19 yards (tackle by R.W. McQuarters),1.490,3.780
3,9:32,1,10,NYG 27,14,14,Julius Jones right tackle for 2 yards (tackle by Michael Strahan),3.780,3.500
3,8:47,2,8,NYG 25,14,14,Tony Romo left guard for 11 yards (tackle by James Butler),3.500,4.650
3,7:56,1,10,NYG 14,14,14,Marion Barber right end for 3 yards (tackle by Aaron Ross),4.650,4.520
3,7:06,2,7,NYG 11,14,14,Tony Romo pass incomplete short right intended for Anthony Fasano (defended by Gibril Wilson),4.520,3.620
3,7:06,3,7,NYG 11,14,14,"Penalty on Flozell Adams: False Start, 5 yards (no play)",3.620,3.000
3,7:01,3,12,NYG 16,14,14,Tony Romo pass incomplete short middle intended for Terrell Owens,3.000,2.380
3,6:56,4,12,NYG 16,14,17,Nick Folk 34 yard field goal good,2.380,3.000
3,,,,DAL 30,14,17,"Nick Folk kicks off 65 yards, returned by Domenik Hixon for 45 yards (tackle by Nate Jones)",0.000,2.260
3,6:44,1,10,DAL 50,14,17,Brandon Jacobs left tackle for 8 yards (tackle by Roy Williams),2.260,2.790
3,6:09,2,2,DAL 42,14,17,Brandon Jacobs up the middle for 4 yards (tackle by Bradie James and Marcus R. Spears),2.790,3.050
3,5:21,1,10,DAL 38,14,17,Eli Manning sacked by DeMarcus Ware for -9 yards,3.050,1.290
3,4:39,2,19,DAL 47,14,17,Brandon Jacobs left end for 2 yards (tackle by DeMarcus Ware),1.290,0.890
3,3:58,3,17,DAL 45,14,17,Eli Manning pass complete short left to Brandon Jacobs for 5 yards (tackle by Greg Ellis),0.890,0.590
3,3:16,,,,14,17,Timeout #1 by Dallas Cowboys,0.000,0.590
3,3:16,4,12,DAL 40,14,17,"Jeff Feagles punts 40 yards, touchback",0.590,-0.280
3,3:07,1,10,DAL 20,14,17,Marion Barber left tackle for 3 yards (tackle by Michael Strahan),0.280,0.140
3,2:23,2,7,DAL 23,14,17,"Tony Romo pass complete short left to Jason Witten for 10 yards (tackle by Geoffrey Pope). Penalty on Leonard Davis: Unnecessary Roughness, 11 yards (no play)",0.140,-1.360
3,2:06,2,18,DAL 12,14,17,Tony Romo pass complete short right to Jason Witten for 5 yards (tackle by Geoffrey Pope),-1.360,-1.510
3,1:18,3,13,DAL 17,14,17,Tony Romo pass incomplete short middle intended for Patrick Crayton,-1.510,-2.320
3,1:08,4,13,DAL 17,14,17,"Mat McBriar punts 45 yards, returned by R.W. McQuarters for 25 yards (tackle by Justin Rogers)",-2.320,-3.120
3,0:53,1,10,DAL 37,14,17,Eli Manning pass complete short left to Amani Toomer for 13 yards (tackle by Anthony Henry),3.120,3.970
3,0:10,1,10,DAL 24,14,17,Eli Manning pass incomplete deep left intended for Kevin Boss,3.970,3.430
3,0:05,2,10,DAL 24,14,17,Eli Manning pass complete short right to Steve Smith for 4 yards (tackle by Jacques Reeves),3.430,3.270
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DAL 20,14,17,Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Jacques Reeves),3.270,5.140
4,14:20,1,9,DAL 9,14,17,Ahmad Bradshaw right end for 8 yards (tackle by Ken Hamlin),5.140,5.910
4,13:33,2,1,DAL 1,20,17,"Brandon Jacobs right guard for 1 yard, touchdown",5.910,7.000
4,,,,DAL 2,21,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,21,17,"Lawrence Tynes kicks off 62 yards, returned by Miles Austin for 15 yards (tackle by Zak DeOssie). Penalty on Justin Rogers: Illegal Block Above the Waist, 10 yards",0.000,-0.320
4,13:22,1,10,DAL 13,21,17,Marion Barber left tackle for -1 yards (tackle by R.W. McQuarters),-0.320,-0.850
4,12:41,2,11,DAL 12,21,17,Tony Romo pass incomplete short middle intended for Patrick Crayton,-0.850,-1.540
4,12:36,3,11,DAL 12,21,17,Tony Romo pass complete short right to Jason Witten for 14 yards (tackle by James Butler),-1.540,0.670
4,11:53,1,10,DAL 26,21,17,Tony Romo pass incomplete deep left intended for Terrell Owens,0.670,0.130
4,11:45,2,10,DAL 26,21,17,Tony Romo pass complete short left to Patrick Crayton for 16 yards (tackle by Corey Webster),0.130,1.730
4,11:04,1,10,DAL 42,21,17,Marion Barber left guard for 2 yards (tackle by Antonio Pierce),1.730,1.460
4,10:26,2,8,DAL 44,21,17,Tony Romo sacked by Reggie Torbor for -5 yards,1.460,0.100
4,9:44,3,13,DAL 39,21,17,Tony Romo pass incomplete short left intended for Terry Glenn,0.100,-0.780
4,9:38,4,13,DAL 39,21,17,Mat McBriar punts 58 yards,-0.780,0.380
4,9:27,1,10,NYG 3,21,17,Brandon Jacobs left tackle for 6 yards (tackle by Bradie James),-0.380,-0.340
4,8:49,2,4,NYG 9,21,17,Brandon Jacobs up the middle for 3 yards (tackle by Ken Hamlin and Jay Ratliff),-0.340,-0.370
4,8:01,3,1,NYG 12,21,17,Brandon Jacobs left end for no gain (tackle by Anthony Henry),-0.370,-2.490
4,7:11,4,1,NYG 12,21,17,"Jeff Feagles punts 46 yards, muffed catch by Patrick Crayton, recovered by Patrick Crayton and returned for no gain",-2.490,-1.860
4,7:00,1,10,DAL 44,21,17,Marion Barber up the middle for 4 yards (tackle by Reggie Torbor and Gibril Wilson),1.860,1.860
4,6:23,2,6,DAL 48,21,17,"Tony Romo pass incomplete short left intended for Jason Witten. Penalty on R.W. McQuarters: Defensive Holding, 5 yards (no play)",1.860,2.460
4,6:18,1,10,NYG 47,21,17,Tony Romo sacked by Kawika Mitchell for -14 yards,2.460,0.020
4,6:18,2,24,DAL 39,21,17,Tony Romo pass complete deep middle to Jason Witten for 20 yards (tackle by James Butler),0.020,2.010
4,6:18,3,4,NYG 41,21,17,"Tony Romo pass complete short middle to Jason Witten for 11 yards (tackle by James Butler). Penalty on DAL: Illegal Formation, 5 yards (no play)",2.010,1.350
4,4:23,3,9,NYG 46,21,17,"Tony Romo pass incomplete deep right intended for Terrell Owens (defended by Corey Webster). Penalty on Corey Webster: Illegal Use of Hands, 5 yards (no play)",1.350,2.850
4,4:16,1,10,NYG 41,21,17,"Tony Romo pass incomplete. Penalty on Tony Romo: Intentional Grounding, 10 yards",2.850,0.960
4,4:09,2,20,DAL 49,21,17,Tony Romo pass incomplete short left intended for Patrick Crayton,0.960,0.300
4,4:03,,,,21,17,Timeout #2 by Dallas Cowboys,0.000,0.300
4,4:03,3,20,DAL 49,21,17,Tony Romo pass incomplete deep left intended for Terrell Owens,0.300,-0.130
4,3:54,4,20,DAL 49,21,17,"Mat McBriar punts 39 yards, fair catch by R.W. McQuarters",-0.130,0.350
4,3:46,1,10,NYG 12,21,17,Ahmad Bradshaw up the middle for 4 yards (tackle by Jason Hatcher),-0.350,-0.370
4,2:58,2,6,NYG 16,21,17,Ahmad Bradshaw right guard for 2 yards (tackle by Jason Hatcher and Akin Ayodele),-0.370,-0.720
4,2:14,3,4,NYG 18,21,17,Eli Manning sacked by Tank Johnson for -4 yards,-0.720,-2.470
4,2:00,4,8,NYG 14,21,17,"Jeff Feagles punts 42 yards, returned by Patrick Crayton for 8 yards (tackle by James Butler)",-2.470,-2.390
4,1:50,1,10,NYG 48,21,17,Tony Romo pass complete short left to Marion Barber for 9 yards (tackle by DJ Ware),2.390,3.060
4,1:50,2,1,NYG 39,21,17,Marion Barber up the middle for -1 yards (tackle by Justin Tuck),3.060,2.210
4,1:50,3,2,NYG 40,21,17,Tony Romo pass complete short middle to Jason Witten for 18 yards (tackle by R.W. McQuarters),2.210,4.110
4,0:31,,,,21,17,Timeout #1 by New York Giants,0.000,4.110
4,0:31,1,10,NYG 22,21,17,"Penalty on Marc Colombo: False Start, 5 yards (no play)",4.110,3.780
4,0:31,1,15,NYG 27,21,17,Tony Romo pass complete short left to Jason Witten for 4 yards (tackle by Gibril Wilson),3.780,3.430
4,0:26,,,,21,17,Timeout #3 by Dallas Cowboys,0.000,3.430
4,0:26,2,11,NYG 23,21,17,Tony Romo pass incomplete short right intended for Jason Witten,3.430,2.740
4,0:21,3,11,NYG 23,21,17,Tony Romo pass incomplete deep right intended for Patrick Crayton,2.740,1.930
4,0:16,4,11,NYG 23,21,17,Tony Romo pass incomplete deep middle intended for Terry Glenn is intercepted by R.W. McQuarters,1.930,-0.280
4,0:09,1,10,NYG 20,21,17,Eli Manning kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
