Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
1,8:33,4,8,SEA 3,0,0,"Jon Ryan punts 57 yards, returned by Antonio Brown for no gain. Penalty on Matt McCoy: Face Mask (15 Yards) (Offsetting), Penalty on Larry Foote: Illegal Block Above the Waist (Offsetting)",-2.490,-1.600
1,8:19,1,10,PIT 40,0,0,Ben Roethlisberger pass incomplete short left intended for Heath Miller,1.600,1.050
1,8:12,2,10,PIT 40,0,0,Rashard Mendenhall right tackle for 9 yards (tackle by Marcus Trufant),1.050,1.550
1,7:26,3,1,PIT 49,0,0,Ben Roethlisberger pass complete short right to Mike Wallace for 6 yards (tackle by Marcus Trufant),1.550,2.590
1,6:57,1,10,SEA 45,0,0,Rashard Mendenhall right guard for 9 yards (tackle by Kam Chancellor),2.590,3.260
1,6:28,2,1,SEA 36,0,0,Ben Roethlisberger pass complete short left to Isaac Redman for 6 yards (tackle by Aaron Curry),3.260,3.580
1,5:41,1,10,SEA 30,0,0,Emmanuel Sanders pass complete short right to Hines Ward for 15 yards (tackle by Earl Thomas),3.580,4.580
1,4:55,1,10,SEA 15,0,0,Rashard Mendenhall right tackle for 11 yards (tackle by Marcus Trufant),4.580,6.280
1,4:10,1,4,SEA 4,0,0,Rashard Mendenhall up the middle for 3 yards (tackle by Earl Thomas and Kam Chancellor),6.280,5.910
1,3:32,2,1,SEA 1,0,6,"Rashard Mendenhall right guard for 1 yard, touchdown",5.910,7.000
1,,,,SEA 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,PIT 35,0,7,"Shaun Suisham kicks off 63 yards, returned by Leon Washington for 21 yards (tackle by Jason Worilds)",0.000,0.480
1,3:23,1,10,SEA 23,0,7,Tarvaris Jackson pass complete short right to Anthony McCoy for 4 yards (tackle by William Gay),0.480,0.470
1,2:41,2,6,SEA 27,0,7,Tarvaris Jackson pass complete short right to Leon Washington for 9 yards (tackle by Troy Polamalu),0.470,1.330
1,2:10,1,10,SEA 36,0,7,"Marshawn Lynch left tackle for 1 yard (tackle by James Harrison). Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",1.330,0.670
1,1:57,1,20,SEA 26,0,7,Tarvaris Jackson pass incomplete,0.670,-0.560
1,1:52,2,20,SEA 26,0,7,Tarvaris Jackson pass complete short middle to Anthony McCoy for 5 yards (tackle by James Farrior),-0.560,-0.560
1,1:13,3,15,SEA 31,0,7,Tarvaris Jackson up the middle for 8 yards (tackle by Lawrence Timmons),-0.560,-0.780
1,0:41,4,7,SEA 39,0,7,"Jon Ryan punts 55 yards, returned by Antonio Brown for 41 yards (tackle by K.J. Wright)",-0.780,-2.060
1,0:21,1,10,PIT 47,0,7,Isaac Redman right tackle for 5 yards (tackle by Brandon Browner),2.060,2.190
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,SEA 48,0,7,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Aaron Curry),2.190,1.490
2,14:55,,,,0,7,Timeout #1 by Seattle Seahawks,0.000,1.490
2,14:55,3,5,SEA 48,0,7,Ben Roethlisberger pass complete short left to Mewelde Moore for 9 yards (tackle by Aaron Curry),1.490,2.980
2,14:13,1,10,SEA 39,0,7,Ben Roethlisberger pass complete short left to Mike Wallace for 16 yards (tackle by Earl Thomas),2.980,4.040
2,13:30,1,10,SEA 23,0,7,Ben Roethlisberger up the middle for 3 yards (tackle by Al Woods),4.040,3.900
2,12:48,2,7,SEA 20,0,13,"Isaac Redman right guard for 20 yards, touchdown",3.900,7.000
2,,,,SEA 2,0,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 35,0,14,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
2,12:41,1,10,SEA 20,0,14,Tarvaris Jackson pass complete short left to Eddie Williams for 17 yards (tackle by Troy Polamalu),0.280,1.400
2,12:06,1,10,SEA 37,0,14,Marshawn Lynch up the middle for 3 yards (tackle by Brett Keisel and James Harrison),1.400,1.260
2,11:28,2,7,SEA 40,0,14,Tarvaris Jackson pass complete short right to Ben Obomanu for 7 yards (tackle by Ryan Clark and Evander Hood),1.260,2.060
2,10:54,1,10,SEA 47,0,14,Marshawn Lynch left tackle for 1 yard (tackle by Troy Polamalu),2.060,1.650
2,10:18,2,9,SEA 48,0,14,Tarvaris Jackson pass complete short right to Golden Tate for 5 yards (tackle by William Gay),1.650,1.620
2,10:10,3,4,PIT 47,0,14,"Tarvaris Jackson pass incomplete short middle intended for Doug Baldwin (defended by Brett Keisel). Penalty on Russell Okung: False Start, 5 yards (no play)",1.620,0.960
2,9:52,3,9,SEA 48,0,14,Tarvaris Jackson pass incomplete deep left intended for Ben Obomanu,0.960,-0.190
2,9:45,4,9,SEA 48,0,14,"Jon Ryan punts 45 yards, returned by Antonio Brown for 10 yards (tackle by Atari Bigby)",-0.190,0.060
2,9:35,1,10,PIT 17,0,14,Ben Roethlisberger pass complete short left to Mike Wallace for 12 yards (tackle by Kam Chancellor and Brandon Browner),-0.060,0.870
2,8:56,1,10,PIT 29,0,14,Rashard Mendenhall left guard for 1 yard (tackle by Anthony Hargrove and Matt McCoy),0.870,0.460
2,8:13,2,9,PIT 30,0,14,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 14 yards (tackle by Matt McCoy),0.460,1.860
2,7:32,1,10,PIT 44,0,14,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 8 yards (tackle by Anthony Hargrove and Matt McCoy),1.860,2.400
2,6:50,2,2,SEA 48,0,14,Rashard Mendenhall right guard for 10 yards (tackle by Red Bryant and Kam Chancellor),2.400,3.050
2,6:05,1,10,SEA 38,0,14,Isaac Redman right guard for 2 yards (tackle by Kam Chancellor and David Hawthorne),3.050,2.780
2,5:23,2,8,SEA 36,0,14,Isaac Redman up the middle for 5 yards (tackle by Marcus Trufant and Matt McCoy),2.780,2.740
2,4:38,3,3,SEA 31,0,14,Ben Roethlisberger pass complete short left to Mike Wallace for 9 yards (tackle by Brandon Browner),2.740,4.110
2,3:55,,,,0,14,Timeout #3 by Pittsburgh Steelers,0.000,4.110
2,3:55,1,10,SEA 22,0,14,Ben Roethlisberger pass complete short right to Hines Ward for 2 yards (tackle by Walter Thurmond),4.110,3.830
2,3:15,2,8,SEA 20,0,14,"Ben Roethlisberger pass complete short left to Heath Miller for 16 yards (tackle by Kam Chancellor). Penalty on Raheem Brock: Roughing the Passer, 2 yards",3.830,6.740
2,2:53,1,2,SEA 2,0,14,Rashard Mendenhall right guard for -1 yards (tackle by Marcus Trufant),6.740,5.530
2,2:11,2,3,SEA 3,0,14,Isaac Redman up the middle for 1 yard (tackle by Alan Branch and Brandon Mebane),5.530,4.950
2,2:00,3,2,SEA 2,0,14,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Chris Clemons),4.950,3.250
2,1:56,4,2,SEA 2,0,17,Shaun Suisham 20 yard field goal good,3.250,3.000
2,,,,PIT 35,0,17,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
2,1:52,1,10,SEA 20,0,17,Tarvaris Jackson left guard for -2 yards (tackle by Lawrence Timmons),0.280,-0.630
2,1:43,2,12,SEA 18,0,17,"Penalty on Russell Okung: False Start, 5 yards (no play)",-0.630,-1.280
2,1:29,2,17,SEA 13,0,17,Tarvaris Jackson pass complete short right to Ben Obomanu for 8 yards (tackle by Keenan Lewis),-1.280,-0.820
2,0:40,,,,0,17,Timeout #2 by Seattle Seahawks,0.000,-0.820
2,0:40,3,9,SEA 21,0,17,Justin Forsett right guard for 8 yards (tackle by Larry Foote and Lawrence Timmons),-0.820,-1.440
2,0:01,4,1,SEA 29,0,17,Tarvaris Jackson up the middle for 6 yards (tackle by Larry Foote),-1.440,1.270
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,0,17,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,0,17,Marshawn Lynch left tackle for 7 yards (tackle by LaMarr Woodley and Troy Polamalu),0.280,0.680
3,14:32,2,3,SEA 27,0,17,Leon Washington right guard for -2 yards (tackle by LaMarr Woodley),0.680,-0.300
3,13:48,3,5,SEA 25,0,17,Tarvaris Jackson pass incomplete short left intended for Doug Baldwin,-0.300,-1.700
3,13:43,4,5,SEA 25,0,17,Jon Ryan punts 42 yards,-1.700,-1.140
3,13:33,1,10,PIT 33,0,17,Rashard Mendenhall left guard for no gain (tackle by LeRoy Hill and Aaron Curry),1.140,0.590
3,13:01,2,10,PIT 33,0,17,Ben Roethlisberger pass complete short right to Hines Ward for 1 yard (tackle by Matt McCoy),0.590,0.040
3,12:17,3,9,PIT 34,0,17,Ben Roethlisberger pass incomplete short right intended for Mike Wallace,0.040,-1.110
3,12:11,4,9,PIT 34,0,17,"Daniel Sepulveda punts 66 yards, touchback",-1.110,-0.280
3,12:01,1,10,SEA 20,0,17,Tarvaris Jackson pass complete short left to Golden Tate for 7 yards (tackle by Lawrence Timmons),0.280,0.680
3,11:36,2,3,SEA 27,0,17,Marshawn Lynch right tackle for 1 yard (tackle by Ryan Clark),0.680,0.100
3,11:00,3,2,SEA 28,0,17,Tarvaris Jackson pass complete short right to Justin Forsett for 2 yards (tackle by Ryan Clark and Keenan Lewis),0.100,0.940
3,10:15,1,10,SEA 30,0,17,Tarvaris Jackson sacked by Troy Polamalu for 0 yards,0.940,0.390
3,9:44,2,10,SEA 30,0,17,Tarvaris Jackson pass incomplete short middle intended for Marshawn Lynch,0.390,-0.300
3,9:37,3,10,SEA 30,0,17,Tarvaris Jackson pass incomplete short right intended for Mike Williams,-0.300,-1.370
3,9:30,4,10,SEA 30,0,17,"Jon Ryan punts 46 yards, returned by Antonio Brown for 5 yards (tackle by K.J. Wright)",-1.370,-0.870
3,9:17,1,10,PIT 29,0,17,Rashard Mendenhall right guard for -1 yards (tackle by Clinton McDonald),0.870,0.190
3,8:39,2,11,PIT 28,0,17,Rashard Mendenhall left tackle for 8 yards (tackle by Clinton McDonald and Kam Chancellor),0.190,0.560
3,7:51,3,3,PIT 36,0,17,Ben Roethlisberger pass complete short left to Antonio Brown for 14 yards (tackle by Brandon Browner),0.560,2.260
3,7:07,1,10,PIT 50,0,17,Ben Roethlisberger pass complete short middle to Mike Wallace for 23 yards (tackle by Brandon Browner),2.260,3.780
3,6:26,1,10,SEA 27,0,17,"Ben Roethlisberger pass complete short left to Rashard Mendenhall for 16 yards (tackle by Earl Thomas and Marcus Trufant). Penalty on Doug Legursky: Clipping, 15 yards (no play)",3.780,2.790
3,5:55,1,25,SEA 42,0,17,Ben Roethlisberger pass complete short right to Mike Wallace for 5 yards (tackle by Raheem Brock),2.790,1.880
3,5:11,2,20,SEA 37,0,17,Ben Roethlisberger pass complete deep middle to Antonio Brown for 18 yards (tackle by Marcus Trufant),1.880,3.640
3,4:37,3,2,SEA 19,0,17,Ben Roethlisberger pass complete short left to Hines Ward for 15 yards,3.640,6.280
3,4:15,1,4,SEA 4,0,17,Rashard Mendenhall up the middle for 2 yards (tackle by Matt McCoy and Walter Thurmond),6.280,5.720
3,3:36,2,2,SEA 2,0,23,"Ben Roethlisberger pass complete short left to Mike Wallace for 2 yards, touchdown",5.720,7.000
3,,,,SEA 2,0,24,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 35,0,24,"Shaun Suisham kicks off 70 yards, returned by Leon Washington for 18 yards (tackle by Arnaz Battle)",0.000,-0.320
3,3:25,1,10,SEA 13,0,24,Tarvaris Jackson pass incomplete short right intended for Anthony McCoy (defended by Troy Polamalu),-0.320,-0.770
3,3:21,2,10,SEA 13,0,24,Tarvaris Jackson pass complete short left to Mike Williams for 9 yards (tackle by Ike Taylor),-0.770,-0.350
3,2:57,3,1,SEA 22,0,24,Tarvaris Jackson pass incomplete short right intended for Mike Williams (defended by William Gay),-0.350,-1.900
3,2:51,4,1,SEA 22,0,24,"Jon Ryan punts 37 yards. Penalty on Curtis Brown: Personal Foul, 15 yards",-1.900,-0.670
3,2:42,1,10,PIT 26,0,24,Rashard Mendenhall up the middle for 1 yard (tackle by Alan Branch),0.670,0.270
3,2:00,2,9,PIT 27,0,24,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,0.270,-0.430
3,1:52,3,9,PIT 27,0,24,Ben Roethlisberger pass complete deep left to Mike Wallace for 53 yards (tackle by Earl Thomas),-0.430,4.240
3,1:02,1,10,SEA 20,0,24,"Rashard Mendenhall up the middle for no gain (tackle by Earl Thomas). Penalty on Jonathan Scott: Offensive Holding, 10 yards (no play)",4.240,3.580
3,0:36,1,20,SEA 30,0,24,Ben Roethlisberger sacked by Chris Clemons for -9 yards,3.580,1.130
3,0:03,2,29,SEA 39,0,24,"Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders (defended by Kam Chancellor). Penalty on Emmanuel Sanders: Illegal Formation (Offsetting), Penalty on Chris Clemons: Defensive Offside (Offsetting) (no play)",1.130,1.130
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,29,SEA 39,0,24,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,1.130,0.500
4,14:55,3,29,SEA 39,0,24,Ben Roethlisberger pass complete short middle to Antonio Brown for 16 yards (tackle by Brandon Browner),0.500,1.930
4,14:14,4,13,SEA 23,0,24,Shaun Suisham 41 yard field goal no good,1.930,-1.000
4,14:07,1,10,SEA 31,0,24,Tarvaris Jackson pass complete short right to Kris Durham for 8 yards (tackle by William Gay),1.000,1.540
4,13:44,2,2,SEA 39,0,24,Marshawn Lynch right tackle for -1 yards (tackle by James Harrison),1.540,0.700
4,13:04,3,3,SEA 38,0,24,Tarvaris Jackson pass incomplete short right intended for Zach Miller,0.700,-0.850
4,12:57,4,3,SEA 38,0,24,"Jon Ryan punts 59 yards, returned by Emmanuel Sanders for 8 yards (tackle by Justin Forsett)",-0.850,0.370
4,12:44,1,10,PIT 11,0,24,Rashard Mendenhall left guard for 3 yards (tackle by Raheem Brock),-0.370,-0.530
4,12:06,2,7,PIT 14,0,24,Rashard Mendenhall up the middle for 2 yards (tackle by David Hawthorne and Clinton McDonald),-0.530,-0.840
4,11:22,3,5,PIT 16,0,24,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,-0.840,-2.390
4,11:18,4,5,PIT 16,0,24,"Daniel Sepulveda punts 48 yards, returned by Leon Washington for no gain",-2.390,-1.330
4,11:07,1,10,SEA 36,0,24,Tarvaris Jackson sacked by Larry Foote for -9 yards,1.330,-0.430
4,10:49,2,19,SEA 27,0,24,Tarvaris Jackson pass complete short right to Justin Forsett for 10 yards (tackle by Ryan Clark),-0.430,0.230
4,10:23,3,9,SEA 37,0,24,Tarvaris Jackson pass complete short right to Kris Durham for 12 yards,0.230,2.190
4,10:06,1,10,SEA 49,0,24,Tarvaris Jackson pass complete short middle to Justin Forsett for 8 yards (tackle by Larry Foote),2.190,2.730
4,9:39,2,2,PIT 43,0,24,Tarvaris Jackson pass complete short right to Kris Durham for 10 yards (tackle by Keenan Lewis),2.730,3.380
4,9:02,1,10,PIT 33,0,24,Tarvaris Jackson sacked by Steve McLendon and LaMarr Woodley for -6 yards,3.380,2.030
4,8:58,2,16,PIT 39,0,24,Tarvaris Jackson pass complete short right to Zach Miller for 13 yards (tackle by Lawrence Timmons),2.030,3.070
4,8:33,3,3,PIT 26,0,24,Tarvaris Jackson pass incomplete short left intended for Ben Obomanu,3.070,1.840
4,8:28,4,3,PIT 26,0,24,"Penalty on Tarvaris Jackson: Delay of Game, 5 yards (no play)",1.840,1.320
4,8:28,4,8,PIT 31,0,24,Tarvaris Jackson sacked by James Harrison for -4 yards,1.320,-1.270
4,8:21,1,10,PIT 35,0,24,Isaac Redman right tackle for 2 yards (tackle by Kam Chancellor),1.270,0.990
4,7:44,2,8,PIT 37,0,24,Isaac Redman right guard for 2 yards (tackle by Aaron Curry and Chris Clemons),0.990,0.560
4,6:58,3,6,PIT 39,0,24,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by Marcus Trufant),0.560,-0.780
4,6:53,4,6,PIT 39,0,24,"Daniel Sepulveda punts 61 yards, touchback",-0.780,-0.280
4,6:44,1,10,SEA 20,0,24,Tarvaris Jackson pass complete short right to Ben Obomanu for 9 yards (tackle by James Farrior and Keenan Lewis),0.280,0.950
4,6:33,2,1,SEA 29,0,24,Tarvaris Jackson pass complete short right to Ben Obomanu for 11 yards (tackle by Keenan Lewis and Lawrence Timmons),0.950,1.600
4,5:58,1,10,SEA 40,0,24,Justin Forsett up the middle for 1 yard (tackle by Lawrence Timmons and James Harrison),1.600,1.190
4,5:33,2,9,SEA 41,0,24,Tarvaris Jackson pass complete short right to Doug Baldwin for 4 yards (tackle by Troy Polamalu),1.190,1.030
4,5:06,3,5,SEA 45,0,24,Tarvaris Jackson sacked by James Farrior for -7 yards,1.030,-0.850
4,4:41,4,12,SEA 38,0,24,"Jon Ryan punts 46 yards, returned by Emmanuel Sanders for no gain. Penalty on Cortez Allen: Offensive Holding, 8 yards",-0.850,0.380
4,4:28,1,10,PIT 8,0,24,Isaac Redman up the middle for 1 yard (tackle by Alan Branch and Anthony Hargrove),-0.380,-0.710
4,3:36,2,9,PIT 9,0,24,Antonio Brown left guard for 1 yard (tackle by Brandon Mebane),-0.710,-1.190
4,2:59,3,8,PIT 10,0,24,Ben Roethlisberger pass complete short left to Antonio Brown for 19 yards (tackle by Brandon Browner),-1.190,0.870
4,2:49,1,10,PIT 29,0,24,Isaac Redman right guard for 5 yards (tackle by Red Bryant),0.870,1.000
4,2:10,2,5,PIT 34,0,24,Isaac Redman left guard for 6 yards (tackle by LeRoy Hill and Al Woods),1.000,1.600
4,2:00,1,10,PIT 40,0,24,Ben Roethlisberger kneels for -1 yards,1.600,0.920
4,2:00,2,11,PIT 39,0,24,Ben Roethlisberger kneels for no gain,0.920,0.230
4,2:00,3,11,PIT 39,0,24,Ben Roethlisberger kneels for -1 yards,0.230,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
