Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,14,104,0,4,61,4.4,43,3.1,3,4.7
Deshaun Watson,CLE,8,31,0,2,20,2.5,11,1.4,0,
Jerome Ford,CLE,5,9,0,1,0,0.0,9,1.8,0,
Kareem Hunt,CLE,2,0,0,,-1,-0.5,1,0.5,0,
Jacoby Brissett,CLE,1,2,0,1,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Brian Robinson Jr.,WAS,24,87,0,4,36,1.5,51,2.1,1,24.0
Jonathan Williams,WAS,9,30,0,1,8,0.9,22,2.4,0,
Carson Wentz,WAS,3,7,1,1,3,1.0,4,1.3,0,
Terry McLaurin,WAS,1,12,0,1,10,10.0,2,2.0,0,
