Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Bills,30.0,11.85,10.33,2.19,-9.71,8.85,2.06,4.46,6.99,8.4,-3.79,7.58,0.17,0.61,3.83
Seahawks,-30.0,-8.85,-2.06,-4.46,-6.99,-11.85,-10.33,-2.19,9.71,-8.4,-7.58,3.79,-0.61,-0.17,-3.83
