Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Howard,CHI,21,109,2,5,30,1.4,79,3.8,2,10.5
Benny Cunningham,CHI,6,13,0,,3,0.5,10,1.7,1,6.0
Tarik Cohen,CHI,5,24,1,2,11,2.2,13,2.6,1,5.0
Mitchell Trubisky,CHI,3,16,0,1,4,1.3,12,4.0,1,3.0
Anthony Miller,CHI,2,7,0,,7,3.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,11,39,0,2,23,2.1,16,1.5,0,
Latavius Murray,MIN,2,18,0,1,8,4.0,10,5.0,1,2.0
Kirk Cousins,MIN,1,7,0,0,7,7.0,0,0.0,0,
Adam Thielen,MIN,1,-1,0,0,-2,-2.0,1,1.0,0,
