Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2,0:53,,,MIN 35,13,3,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,0:53,1,10,CHI 25,13,3,Jordan Howard left guard for 2 yards (tackle by Danielle Hunter),0.610,0.330
2,0:11,2,8,CHI 27,13,3,Jordan Howard up the middle for 1 yard (tackle by Linval Joseph),0.330,-0.230
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,13,3,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,13,3,Jordan Howard left guard for 6 yards (tackle by Everson Griffen),0.610,0.870
3,14:17,2,4,CHI 31,13,3,Jordan Howard left end for 2 yards (tackle by Everson Griffen and Eric Wilson),0.870,0.430
3,13:35,3,2,CHI 33,13,3,Jordan Howard up the middle for 4 yards (tackle by Ben Gedeon),0.430,1.400
3,12:51,1,10,CHI 37,13,3,Tarik Cohen left end for 7 yards (tackle by Holton Hill and Linval Joseph),1.400,1.800
3,12:07,2,3,CHI 44,13,3,Tarik Cohen up the middle for 8 yards (tackle by Holton Hill),1.800,2.390
3,11:21,1,10,MIN 48,13,3,Mitchell Trubisky pass complete short left to Tarik Cohen for 3 yards (tackle by Harrison Smith),2.390,2.250
3,10:43,2,7,MIN 45,13,3,Mitchell Trubisky pass incomplete short left intended for Jordan Howard,2.250,1.550
3,10:40,3,7,MIN 45,13,3,"Mitchell Trubisky pass complete short left to Jordan Howard for 5 yards (tackle by Anthony Harris). Penalty on Kevin White: Offensive Holding, 10 yards",1.550,0.890
3,10:11,3,12,CHI 50,13,3,Mitchell Trubisky pass complete short left to Tarik Cohen for 5 yards (tackle by Harrison Smith),0.890,0.270
3,9:33,4,7,MIN 45,13,3,"Pat O'Donnell punts 37 yards, fair catch by Brandon Zylstra at MIN-8",0.270,0.380
3,9:26,1,10,MIN 8,13,3,Dalvin Cook left tackle for 6 yards (tackle by Eddie Goldman),-0.380,-0.320
3,8:49,2,4,MIN 14,13,3,Dalvin Cook right guard for 2 yards (tackle by Danny Trevathan and Eddie Goldman),-0.320,-0.480
3,8:08,3,2,MIN 16,13,3,"Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Prince Amukamara). Penalty on Roquan Smith: Roughing the Passer, 15 yards (no play)",-0.480,1.000
3,8:05,1,10,MIN 31,13,3,Kirk Cousins pass complete short left to Adam Thielen for 18 yards (tackle by Kyle Fuller and Prince Amukamara),1.000,2.190
3,7:20,1,10,MIN 49,13,3,Kirk Cousins sacked by Akiem Hicks for -8 yards,2.190,0.570
3,6:38,2,18,MIN 41,13,3,Dalvin Cook left tackle for 10 yards (tackle by Adrian Amos),0.570,1.220
3,5:54,3,8,CHI 49,13,3,"Kirk Cousins pass incomplete short left intended for Aldrick Robinson. Penalty on Prince Amukamara: Defensive Pass Interference, 11 yards (no play)",1.220,3.050
3,5:50,1,10,CHI 38,13,3,Kirk Cousins pass complete short right to Dalvin Cook for 5 yards (tackle by Sherrick McManis and Leonard Floyd),3.050,3.180
3,5:11,2,5,CHI 33,13,3,Latavius Murray right tackle for 20 yards (tackle by Adrian Amos),3.180,4.710
3,4:30,1,10,CHI 13,13,3,Latavius Murray left tackle for -2 yards (tackle by Danny Trevathan and Leonard Floyd),4.710,3.760
3,3:51,2,12,CHI 15,13,3,Kirk Cousins pass complete short left to Stefon Diggs for 6 yards (tackle by Roquan Smith),3.760,3.880
3,3:10,3,6,CHI 9,13,3,Kirk Cousins pass complete short left to Dalvin Cook for 5 yards (tackle by Prince Amukamara),3.880,3.040
3,2:38,4,1,CHI 4,13,3,Dalvin Cook right guard for 2 yards (tackle by Leonard Floyd and Nick Kwiatkoski),3.040,6.740
3,1:56,1,2,CHI 2,13,9,"Kirk Cousins pass complete short left to Stefon Diggs for 2 yards, touchdown",6.740,7.000
3,1:51,,,CHI 15,13,10,Dan Bailey kicks extra point good,0.000,0.000
3,1:51,,,MIN 35,13,10,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,1:51,1,10,CHI 25,13,10,Mitchell Trubisky pass incomplete deep left intended for Kevin White,0.610,0.060
3,1:46,2,10,CHI 25,13,10,Mitchell Trubisky left end for 5 yards,0.060,0.040
3,0:57,3,5,CHI 30,13,10,Mitchell Trubisky left end for 12 yards (tackle by Harrison Smith),0.040,1.730
3,0:17,1,10,CHI 42,13,10,Jordan Howard left end for 4 yards (tackle by Tom Johnson),1.730,1.730
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CHI 46,13,10,Mitchell Trubisky pass incomplete deep right intended for Josh Bellamy,1.730,1.030
4,14:54,3,6,CHI 46,13,10,Mitchell Trubisky pass complete short right to Javon Wims for 16 yards (tackle by Trae Waynes),1.030,3.050
4,14:14,1,10,MIN 38,13,10,Jordan Howard up the middle for no gain (tackle by Eric Wilson),3.050,2.510
4,13:34,2,10,MIN 38,13,10,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,2.510,1.820
4,13:31,3,10,MIN 38,13,10,"Mitchell Trubisky sacked by Anthony Barr for no gain. Penalty on Jayron Kearse: Defensive Holding, 5 yards (no play)",1.820,3.380
4,13:00,1,10,MIN 33,13,10,Jordan Howard right tackle for 3 yards (tackle by Everson Griffen and Eric Wilson),3.380,3.240
4,12:16,2,7,MIN 30,13,10,Jordan Howard right end for 1 yard (tackle by Everson Griffen and Ben Gedeon),3.240,2.680
4,11:32,3,6,MIN 29,13,10,Mitchell Trubisky pass complete short left to Trey Burton for 9 yards,2.680,4.240
4,10:55,1,10,MIN 20,13,10,Jordan Howard right tackle for no gain (tackle by Eric Wilson and Ben Gedeon),4.240,3.690
4,10:14,2,10,MIN 20,13,10,Mitchell Trubisky pass complete short middle to Trey Burton for 8 yards (tackle by Holton Hill),3.690,4.340
4,9:31,3,2,MIN 12,13,10,"Jordan Howard left tackle for no gain (tackle by Jaleel Johnson and Tom Johnson). Penalty on Mitchell Trubisky: Illegal Motion, 5 yards (no play)",4.340,3.360
4,9:07,,,,,,Timeout #1 by Chicago Bears,,
4,9:07,3,7,MIN 17,13,10,Mitchell Trubisky pass complete short left to Javon Wims for 9 yards (tackle by Holton Hill),3.360,5.370
4,8:34,1,8,MIN 8,13,10,Jordan Howard up the middle for 5 yards (tackle by Anthony Harris),5.370,5.530
4,7:50,2,3,MIN 3,19,10,"Tarik Cohen up the middle for 3 yards, touchdown",5.530,7.000
4,7:46,,,MIN 2,21,10,"Two Point Attempt: Mitchell Trubisky pass complete to Nick Kwiatkoski, conversion succeeds",0.000,1.000
4,7:46,,,CHI 35,21,10,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,7:46,1,10,MIN 25,21,10,Kirk Cousins pass incomplete short left intended for Aldrick Robinson (defended by Prince Amukamara),0.610,0.060
4,7:41,2,10,MIN 25,21,10,Kirk Cousins left end for 7 yards (tackle by Adrian Amos),0.060,0.300
4,7:03,3,3,MIN 32,21,10,Kirk Cousins pass incomplete short right intended for Aldrick Robinson,0.300,-1.240
4,6:59,4,3,MIN 32,21,10,Kirk Cousins pass incomplete short right intended for Stefon Diggs (defended by Adrian Amos),-1.240,-3.450
4,6:54,1,10,MIN 32,21,10,Benny Cunningham up the middle for 3 yards (tackle by Eric Wilson),3.450,3.310
4,6:10,2,7,MIN 29,21,10,Benny Cunningham left guard for 6 yards (tackle by Ben Gedeon and Eric Wilson),3.310,3.400
4,5:27,3,1,MIN 23,21,10,Benny Cunningham right tackle for -1 yards (tackle by Stephen Weatherly and Trae Waynes),3.400,1.990
4,4:29,4,2,MIN 24,24,10,Cody Parkey 42 yard field goal good,1.990,3.000
4,4:25,,,CHI 35,24,10,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,4:25,1,10,MIN 25,24,10,Kirk Cousins pass complete short right to Dalvin Cook for 12 yards (tackle by Joel Iyiegbuniwe),0.610,1.400
4,3:57,1,10,MIN 37,24,10,Kirk Cousins pass incomplete short right,1.400,0.860
4,3:50,2,10,MIN 37,24,10,Kirk Cousins pass incomplete deep left intended for Aldrick Robinson,0.860,0.170
4,3:43,3,10,MIN 37,24,10,Kirk Cousins pass incomplete short middle intended for Laquon Treadwell,0.170,-0.910
4,3:39,4,10,MIN 37,24,10,Kirk Cousins pass incomplete short right intended for Kyle Rudolph (defended by Kevin Toliver),-0.910,-3.120
4,3:34,1,10,MIN 37,24,10,Benny Cunningham up the middle for 4 yards (tackle by Ben Gedeon and Everson Griffen),3.120,3.110
4,3:29,,,,,,Timeout #2 by Minnesota Vikings,,
4,3:29,2,6,MIN 33,24,10,Benny Cunningham up the middle for 2 yards (tackle by Stephen Weatherly and Trae Waynes),3.110,2.680
4,3:24,,,,,,Timeout #3 by Minnesota Vikings,,
4,3:24,3,4,MIN 31,24,10,Benny Cunningham right tackle for -1 yards (tackle by Harrison Smith),2.680,1.260
4,2:38,,,,,,Timeout #3 by Chicago Bears,,
4,2:38,4,5,MIN 32,24,10,Mitchell Trubisky pass incomplete deep right intended for Kevin White,1.260,-1.070
4,2:33,1,10,MIN 32,24,10,Kirk Cousins pass complete short right to Adam Thielen for 11 yards (tackle by Sherrick McManis),1.070,1.800
4,2:06,1,10,MIN 43,24,10,"Kirk Cousins pass complete short middle to Dalvin Cook for 7 yards (tackle by Joel Iyiegbuniwe). Dalvin Cook fumbles (forced by Joel Iyiegbuniwe). Penalty on Kylie Fitts: Defensive Offside, 5 yards (no play)",1.800,2.530
4,1:58,1,5,MIN 48,24,10,Kirk Cousins pass complete short left to Stefon Diggs for 18 yards (tackle by DeAndre Houston-Carson),2.530,3.310
4,1:31,1,10,CHI 34,24,10,"Penalty on Isaiah Irving: Neutral Zone Infraction, 5 yards (no play)",3.310,4.040
4,1:29,1,5,CHI 29,24,10,Kirk Cousins sacked by Bilal Nichols for -10 yards,4.040,2.090
4,1:02,2,15,CHI 39,24,10,Kirk Cousins pass complete short left to Stefon Diggs for 4 yards (tackle by Marcus Williams),2.090,1.950
4,0:42,3,11,CHI 35,24,10,Kirk Cousins pass complete short right to Laquon Treadwell for 7 yards (tackle by Kevin Toliver),1.950,1.650
4,0:24,4,4,CHI 28,24,10,Kirk Cousins pass incomplete deep left intended for Brandon Zylstra,1.650,-0.810
4,0:17,1,10,CHI 28,24,10,Mitchell Trubisky kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
