Quarter,Time,Down,ToGo,Location,TAM,KAN,Detail,EPB,EPA
1,0:40,2,8,KAN 23,0,3,Spencer Ware middle for 6 yards (tackle by Clinton McDonald),0.070,0.170
Quarter,Time,Down,ToGo,Location,TAM,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,KAN 29,0,3,Spencer Ware middle for no gain (tackle by Noah Spence),0.170,-1.440
2,14:25,4,2,KAN 29,0,3,"Dustin Colquitt punts 58 yards, returned by Adam Humphries for 13 yards (tackle by Albert Wilson)",-1.440,-0.670
2,14:13,1,10,TAM 26,0,3,Jameis Winston pass complete deep right to Mike Evans for 23 yards (tackle by Eric Berry),0.670,2.190
2,13:30,1,10,TAM 49,0,3,Jameis Winston pass complete short middle to Cecil Shorts for 19 yards (tackle by Steven Nelson),2.190,3.450
2,12:52,1,10,KAN 32,0,3,Doug Martin middle for -1 yards (tackle by Dee Ford),3.450,2.770
2,12:10,2,11,KAN 33,0,3,Jameis Winston right end for 6 yards (tackle by Ron Parker),2.770,2.870
2,11:28,3,5,KAN 27,0,3,Jameis Winston pass complete short left to Cameron Brate for 8 yards (tackle by Eric Berry),2.870,4.310
2,10:46,1,10,KAN 19,0,3,Jameis Winston pass incomplete short middle intended for Cameron Brate,4.310,3.750
2,10:41,2,10,KAN 19,0,3,Doug Martin middle for 7 yards (tackle by Kenneth Acker),3.750,4.190
2,9:57,3,3,KAN 12,0,3,Jameis Winston pass incomplete short left intended for Mike Evans (defended by Steven Nelson),4.190,2.730
2,9:49,4,3,KAN 12,3,3,Roberto Aguayo 31 yard field goal good,2.730,3.000
2,9:45,,,TAM 35,3,3,"Roberto Aguayo kicks off 68 yards, returned by De'Anthony Thomas for 20 yards (tackle by Adarius Glanton)",0.000,0.060
2,9:40,1,10,KAN 17,3,3,Alex Smith pass complete short right to Spencer Ware for 9 yards (tackle by Kwon Alexander),-0.060,0.750
2,8:56,2,1,KAN 26,3,3,Alex Smith pass incomplete short right intended for Chris Conley,0.750,-0.120
2,8:52,3,1,KAN 26,3,3,Alex Smith pass incomplete short right intended for Tyreek Hill (defended by Alterraun Verner),-0.120,-1.630
2,8:47,4,1,KAN 26,3,3,"Dustin Colquitt punts 40 yards, fair catch by Adam Humphries",-1.630,-1.200
2,8:39,1,10,TAM 34,3,3,Jameis Winston pass complete short right to Doug Martin for 27 yards (tackle by Ron Parker),1.200,2.980
2,7:56,1,10,KAN 39,3,3,Doug Martin left end for no gain (tackle by Frank Zombo),2.980,2.440
2,7:21,2,10,KAN 39,3,3,Jameis Winston pass incomplete short right intended for Adam Humphries (defended by Chris Jones),2.440,1.750
2,7:15,3,10,KAN 39,3,3,Jameis Winston pass complete short middle to Cecil Shorts for 10 yards (tackle by Kenneth Acker),1.750,3.640
,,,,,,,"TAM challenged the short of the line to gain ruling, and the original play was overturned.",,
2,6:33,1,10,KAN 29,3,3,Doug Martin right end for -6 yards (tackle by Eric Berry and Rakeem Nunez-Roches),3.640,0.000
2,5:53,,,,3,3,Timeout #1 by Tampa Bay Buccaneers,0.000,-2.290
2,5:53,2,16,KAN 35,3,3,Jameis Winston pass complete deep right to Mike Evans for 31 yards,2.290,6.280
2,5:17,1,4,KAN 4,3,3,Doug Martin middle for 1 yard (tackle by Chris Jones),6.280,5.530
2,4:36,2,3,KAN 3,3,3,Jameis Winston pass incomplete short middle intended for Adam Humphries (defended by Dontari Poe),5.530,4.720
2,4:31,3,3,KAN 3,3,3,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Ron Parker),4.720,3.040
2,4:22,4,3,KAN 3,6,3,Roberto Aguayo 22 yard field goal good,3.040,3.000
2,4:19,,,TAM 35,6,3,"Roberto Aguayo kicks off 67 yards, returned by Knile Davis for 22 yards (tackle by Keith Tandy)",0.000,-0.280
2,4:11,1,10,KAN 20,6,3,Alex Smith pass complete deep right to Tyreek Hill for 42 yards (tackle by Alterraun Verner),0.280,3.050
2,3:37,1,10,TAM 38,6,3,Alex Smith pass complete short left to Tyreek Hill for 4 yards (tackle by Vernon Hargreaves),3.050,3.050
2,2:59,2,6,TAM 34,6,3,Alex Smith pass complete short right to Albert Wilson for 5 yards (tackle by Chris Conte),3.050,3.010
2,2:59,3,1,TAM 29,6,3,Spencer Ware middle for 15 yards (tackle by Chris Conte),3.010,4.650
2,2:00,1,10,TAM 14,6,3,Spencer Ware middle for 3 yards (tackle by Clinton McDonald),4.650,4.520
2,1:20,2,7,TAM 11,6,9,"Alex Smith middle for 11 yards, touchdown",4.520,7.000
2,1:13,,,TAM 15,6,10,Cairo Santos kicks extra point good,0.000,0.000
2,1:13,,,KAN 35,6,10,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
2,1:13,1,10,TAM 25,6,10,"Jameis Winston pass incomplete deep right intended for Adam Humphries. Penalty on Steven Nelson: Defensive Holding, 5 yards (no play)",0.610,0.940
2,1:09,1,10,TAM 30,6,10,"Penalty on Donovan Smith: False Start, 5 yards (no play)",0.940,0.610
2,1:09,1,15,TAM 25,6,10,"Penalty on Ali Marpet: False Start, 5 yards (no play)",0.610,0.280
2,1:09,1,20,TAM 20,6,10,Mike James middle for 9 yards (tackle by Steven Nelson),0.280,0.000
2,0:58,,,,6,10,Timeout #1 by Kansas City Chiefs,0.000,-0.260
2,0:58,2,11,TAM 29,6,10,Jameis Winston pass complete deep middle to Russell Shepard for 19 yards (tackle by Phillip Gaines),0.260,0.000
2,0:49,,,,6,10,Timeout #2 by Tampa Bay Buccaneers,0.000,-2.130
2,0:49,1,10,TAM 48,6,10,Jameis Winston pass incomplete deep left intended for Adam Humphries,2.130,1.580
2,0:44,2,10,TAM 48,6,10,"Jameis Winston pass incomplete short middle intended for Cecil Shorts. Penalty on Phillip Gaines: Illegal Use of Hands, 5 yards (no play)",1.580,2.460
2,0:38,1,10,KAN 47,6,10,Jameis Winston pass incomplete deep right intended for Mike Evans,2.460,1.910
2,0:30,2,10,KAN 47,6,10,Jameis Winston pass incomplete deep right intended for Mike Evans,1.910,1.220
2,0:25,3,10,KAN 47,6,10,Jameis Winston pass complete deep middle to Adam Humphries for 18 yards (tackle by Steven Nelson),1.220,0.000
2,0:19,,,,6,10,Timeout #3 by Tampa Bay Buccaneers,0.000,-3.640
2,0:19,1,10,KAN 29,6,10,Jameis Winston pass incomplete short right intended for Mike Evans,3.640,3.100
2,0:15,2,10,KAN 29,6,10,Jameis Winston pass complete short left to Adam Humphries for 6 yards (tackle by Phillip Gaines),3.100,3.200
2,0:11,3,4,KAN 23,9,10,Roberto Aguayo 41 yard field goal good,3.200,3.000
2,0:07,,,TAM 35,9,10,"Roberto Aguayo kicks off 64 yards, returned by Tyreek Hill for 27 yards (tackle by Chris Conte). Penalty on Eric Murray: Illegal Block Above the Waist, 10 yards",0.000,0.350
2,0:01,1,10,KAN 12,9,10,Alex Smith kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,TAM,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,9,10,"Cairo Santos kicks off 61 yards, returned by Ryan Smith for 22 yards (tackle by Eric Murray)",0.000,-0.670
3,14:56,1,10,TAM 26,9,10,Jameis Winston middle for -2 yards (tackle by Kendall Reyes),0.670,-0.140
3,14:17,2,12,TAM 24,9,10,Doug Martin middle for 12 yards (tackle by Ramik Wilson),-0.140,1.330
3,13:39,1,10,TAM 36,9,10,Jameis Winston pass complete short middle to Mike Evans for 12 yards (tackle by Ron Parker),1.330,2.130
3,13:03,1,10,TAM 48,9,10,Doug Martin middle for 2 yards (tackle by Ramik Wilson),2.130,1.850
3,12:29,2,8,,9,10,Jameis Winston pass complete short left to Doug Martin for 14 yards,1.850,3.180
3,11:59,1,10,KAN 36,9,10,Jameis Winston pass incomplete deep right intended for Mike Evans (defended by Kenneth Acker),3.180,2.640
3,11:52,2,10,KAN 36,9,10,Jameis Winston pass incomplete deep right intended for Russell Shepard,2.640,1.950
3,11:47,3,10,KAN 36,9,10,"Jameis Winston middle for 12 yards (tackle by Derrick Johnson). Penalty on Steven Nelson: Illegal Contact, 5 yards",1.950,4.310
3,11:31,1,10,KAN 19,9,10,Doug Martin for no gain,4.310,3.750
3,10:52,2,10,KAN 19,9,10,Jameis Winston pass incomplete deep left intended for Cecil Shorts,3.750,3.030
3,10:46,3,10,KAN 19,9,10,Jameis Winston pass complete short right to Doug Martin for 1 yard (tackle by Steven Nelson),3.030,2.250
3,10:04,4,9,KAN 18,12,10,Roberto Aguayo 36 yard field goal good,2.250,3.000
3,10:00,,,TAM 35,12,10,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-1.340
3,10:00,1,5,KAN 30,12,10,Alex Smith pass complete short right to Albert Wilson for 7 yards (tackle by Kwon Alexander),1.340,0.610
3,10:00,1,10,KAN 25,12,10,"Penalty on William Gholston: Neutral Zone Infraction, 5 yards (no play)",0.610,1.400
3,9:14,1,10,KAN 37,12,10,Spencer Ware middle for 3 yards (tackle by Kwon Alexander),1.400,1.260
3,8:50,2,7,KAN 40,12,10,Alex Smith pass incomplete short right intended for Travis Kelce (defended by Alterraun Verner),1.260,0.560
3,8:45,3,7,KAN 40,12,10,Alex Smith pass complete short middle to Travis Kelce for 21 yards (tackle by Chris Conte),0.560,2.980
3,8:04,1,10,TAM 39,12,10,Spencer Ware middle for 3 yards (tackle by Kwon Alexander),2.980,2.850
3,7:26,2,7,TAM 36,12,10,Spencer Ware middle for no gain (tackle by Clinton McDonald),2.850,2.150
3,6:42,3,7,TAM 36,12,10,Alex Smith pass incomplete deep right intended for Chris Conley,2.150,0.880
3,6:34,4,7,TAM 36,12,10,Dustin Colquitt punts 32 yards,0.880,0.380
3,6:28,1,10,TAM 4,12,10,Doug Martin middle for 5 yards (tackle by Ramik Wilson),-0.380,-0.420
3,5:54,2,5,TAM 9,12,10,Doug Martin middle for 5 yards (tackle by Derrick Johnson),-0.420,-0.280
3,5:17,1,10,TAM 14,12,10,Jameis Winston pass complete short left to Mike Evans for 11 yards (tackle by Steven Nelson),-0.280,0.610
3,4:39,1,10,TAM 25,12,10,Peyton Barber middle for 7 yards (tackle by Tamba Hali),0.610,1.010
3,4:02,2,3,TAM 32,12,10,Peyton Barber left end for 5 yards (tackle by Ramik Wilson),1.010,1.400
3,3:23,1,10,TAM 37,12,10,Jameis Winston pass complete short right to Cecil Shorts for 8 yards (tackle by Kenneth Acker),1.400,1.940
3,2:41,2,2,TAM 45,12,10,Peyton Barber right end for 7 yards (tackle by Steven Nelson),1.940,2.390
3,2:01,1,10,KAN 48,12,10,Peyton Barber middle for 3 yards (tackle by Dontari Poe),2.390,2.250
3,1:22,2,7,KAN 45,12,10,Jameis Winston pass complete short right to Mike Evans for 14 yards (tackle by Kenneth Acker),2.250,3.510
3,0:41,1,10,KAN 31,12,10,Jameis Winston pass incomplete short right intended for Cecil Shorts,3.510,2.970
3,0:35,2,10,KAN 31,12,10,"Jameis Winston pass incomplete deep left intended for Brandon Myers. Penalty on Peyton Barber: Offensive Holding, 10 yards (no play)",2.970,1.620
3,0:26,2,20,KAN 41,12,10,Jameis Winston pass incomplete short right intended for Doug Martin,1.620,0.960
3,0:26,3,20,KAN 41,12,10,"Penalty on TAM: Offensive 12 On-field, 5 yards (no play)",0.960,0.300
3,0:22,3,25,KAN 46,12,10,Jameis Winston pass complete short right to Adam Humphries for 10 yards (tackle by Ron Parker),0.300,0.880
Quarter,Time,Down,ToGo,Location,TAM,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,KAN 36,12,10,"Bryan Anger punts 36 yards, touchback. Penalty on Kwon Alexander: Offensive Holding, 10 yards",0.880,-0.940
4,14:51,1,10,KAN 30,12,10,Spencer Ware right end for 7 yards (tackle by Akeem Spence),0.940,1.340
4,14:13,2,3,KAN 37,12,10,Alex Smith pass complete short middle to Tyreek Hill for 9 yards (tackle by Bradley McDougald),1.340,1.990
4,13:29,1,10,KAN 46,12,10,Alex Smith pass complete deep right to Travis Kelce for 44 yards (tackle by Chris Conte),1.990,4.910
4,12:37,1,10,TAM 10,12,10,Spencer Ware middle for 4 yards (tackle by Kwon Alexander),4.910,4.950
4,12:20,2,6,TAM 6,12,10,Alex Smith pass incomplete short middle intended for Chris Conley is intercepted by Chris Conte at TAM--5 and returned for 53 yards,4.950,-2.130
4,12:08,1,10,TAM 48,12,10,Doug Martin middle for 1 yard (tackle by Tamba Hali and Ramik Wilson),2.130,1.720
4,11:25,2,9,TAM 49,12,10,Jameis Winston for 6 yards (tackle by Kenneth Acker),1.720,1.820
4,10:46,3,3,KAN 45,12,10,Jameis Winston pass complete short right to Russell Shepard for 16 yards (tackle by Daniel Sorensen and Phillip Gaines),1.820,3.640
4,10:00,1,10,KAN 29,12,10,"Jameis Winston for no gain. Jameis Winston fumbles, recovered by Doug Martin at KAN-34",3.640,2.160
4,9:19,2,17,KAN 36,12,10,Jameis Winston pass complete short left to Cecil Shorts for 14 yards (tackle by Derrick Johnson),2.160,3.340
4,8:36,3,3,KAN 22,12,10,Jameis Winston pass complete short right to Cecil Shorts for 11 yards (tackle by Steven Nelson),3.340,4.840
4,7:58,1,10,KAN 11,12,10,Doug Martin middle for 9 yards (tackle by Ramik Wilson),4.840,5.850
4,7:11,2,1,KAN 2,12,10,Doug Martin middle for -1 yards (tackle by Derrick Johnson),5.850,4.890
4,6:30,3,2,KAN 3,18,10,"Jameis Winston pass complete short right to Alan Cross for 3 yards, touchdown",4.890,7.000
4,6:26,,,KAN 15,19,10,Roberto Aguayo kicks extra point good,0.000,0.000
4,6:26,,,TAM 35,19,10,"Roberto Aguayo kicks off 63 yards, returned by Knile Davis for 20 yards (tackle by Josh Robinson)",0.000,-0.410
4,6:21,1,10,KAN 22,19,10,Alex Smith pass complete short right to Charcandrick West for 15 yards (tackle by Vernon Hargreaves),0.410,1.400
4,5:58,1,10,KAN 37,19,10,Alex Smith pass complete short right to Travis Kelce for 4 yards (tackle by Kwon Alexander),1.400,1.400
4,5:39,2,6,KAN 41,19,10,Alex Smith pass complete short right to Chris Conley for 7 yards (tackle by Alterraun Verner),1.400,2.130
4,5:15,1,10,KAN 48,19,10,Alex Smith pass complete short right to Charcandrick West for 17 yards (tackle by Chris Conte),2.130,3.250
4,4:49,1,10,TAM 35,19,10,Alex Smith pass complete short middle to Travis Kelce for 7 yards (tackle by Lavonte David and Kwon Alexander),3.250,3.650
4,4:18,2,3,TAM 28,19,10,Spencer Ware left end for 7 yards (tackle by Ryan Russell),3.650,4.170
4,3:48,1,10,TAM 21,19,10,Alex Smith pass complete short right to Chris Conley for 7 yards (tackle by Alterraun Verner),4.170,4.740
4,3:48,2,3,TAM 14,19,10,Alex Smith pass incomplete short left intended for Chris Conley,4.740,4.020
4,3:44,3,3,TAM 14,19,10,Alex Smith pass complete short middle to Charcandrick West for 10 yards (tackle by Lavonte David),4.020,6.280
4,3:13,1,4,TAM 4,19,10,"Alex Smith pass incomplete short middle intended for Travis Kelce. Penalty on Kwon Alexander: Defensive Holding, 2 yards (no play)",6.280,6.740
4,3:09,1,2,TAM 2,19,10,Spencer Ware middle for 1 yard (tackle by Noah Spence and Robert Ayers),6.740,5.910
4,2:50,2,1,TAM 1,19,10,Spencer Ware middle for -2 yards (tackle by Bradley McDougald),5.910,4.720
4,2:29,3,3,TAM 3,19,16,"Alex Smith pass complete short right to Albert Wilson for 3 yards, touchdown",4.720,7.000
4,2:27,,,TAM 15,19,16,"Cairo Santos kicks extra point good. Penalty on Mitch Morse: False Start, 5 yards (no play)",0.000,-1.000
4,2:27,,,TAM 20,19,17,Cairo Santos kicks extra point good,0.000,0.000
4,2:27,,,KAN 35,19,17,"Cairo Santos kicks off 51 yards, returned by Adam Humphries for 9 yards (tackle by De'Anthony Thomas)",0.000,-0.480
4,2:21,1,10,TAM 23,19,17,Doug Martin middle for 2 yards (tackle by Frank Zombo),0.480,0.000
4,2:16,,,,19,17,Timeout #1 by Kansas City Chiefs,0.000,-0.200
4,2:16,2,8,TAM 25,19,17,Doug Martin middle for 5 yards (tackle by Rakeem Nunez-Roches and Derrick Johnson),0.200,0.000
4,2:11,,,,19,17,Timeout #2 by Kansas City Chiefs,0.000,0.000
4,2:11,,,,19,17,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.170
4,2:11,3,3,TAM 30,19,17,Jameis Winston pass complete short right to Mike Evans for 14 yards (tackle by Kenneth Acker),0.170,1.860
4,2:00,1,10,TAM 44,19,17,Doug Martin middle for -1 yards (tackle by Ramik Wilson),1.860,0.000
4,1:55,,,,19,17,Timeout #3 by Kansas City Chiefs,0.000,-1.180
4,1:55,2,11,TAM 43,19,17,Doug Martin middle for 3 yards (tackle by Rakeem Nunez-Roches),1.180,0.000
4,1:08,,,,19,17,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.890
4,1:08,3,8,TAM 46,19,17,Doug Martin middle for 3 yards (tackle by Ramik Wilson),0.890,0.000
4,0:22,,,,19,17,Timeout #3 by Tampa Bay Buccaneers,0.000,0.130
4,0:22,4,5,TAM 49,19,17,"Bryan Anger punts 44 yards, returned by Tyreek Hill for 20 yards (tackle by Keith Tandy)",-0.130,-0.740
4,0:08,1,10,KAN 27,19,17,Alex Smith pass complete short left to Spencer Ware for 7 yards (tackle by Vernon Hargreaves),0.740,1.140
4,0:03,2,3,KAN 34,19,17,"Alex Smith pass complete short middle to Albert Wilson for 4 yards, lateral to Tyreek Hill for -6 yards, lateral to Eric Fisher for -5 yards (tackle by Lavonte David). Eric Fisher fumbles (forced by Lavonte David), recovered by Gerald McCoy at KAN-27",1.140,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
