Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
1,7:55,2,9,TEN 26,0,0,Amos Zereoue left end for 11 yards (tackle by Andre Dyson),3.370,4.580
1,7:13,1,10,TEN 15,0,0,Tommy Maddox pass incomplete intended for Jay Riemersma,4.580,3.950
1,7:06,2,10,TEN 15,0,0,Jerome Bettis left tackle for 1 yard (tackle by Jevon Kearse),3.950,3.240
1,6:31,3,9,TEN 14,0,0,Tommy Maddox pass complete to Amos Zereoue for 6 yards (tackle by Samari Rolle),3.240,2.980
1,5:47,4,3,TEN 8,0,3,Jeff Reed 26 yard field goal good,2.980,3.000
1,,,,PIT 30,0,3,"Jeff Reed kicks off 62 yards, returned by Jake Schifino for 17 yards (tackle by Ike Taylor)",0.000,0.610
1,5:37,1,10,TEN 25,0,3,Eddie George right guard for 4 yards (tackle by Brent Alexander),0.610,0.600
1,4:59,2,6,TEN 29,0,3,Steve McNair pass complete to Eddie George for -3 yards (tackle by Kendrell Bell),0.600,-0.490
1,4:15,3,9,TEN 26,0,3,Steve McNair pass complete to Robert Holcombe for 3 yards (tackle by Dewayne Washington). Penalty on Justin Hartwig: Offensive Pass Interference (Declined),-0.490,-1.440
1,3:54,4,6,TEN 29,0,3,"Craig Hentrich punts 35 yards, returned by Antwaan Randle El for no gain",-1.440,-1.330
1,3:46,1,10,PIT 36,0,3,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Tony Beckham),1.330,1.470
1,3:08,2,5,PIT 41,0,3,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Tony Beckham),1.470,2.130
1,2:29,1,10,PIT 48,0,3,"Amos Zereoue left end for 2 yards (tackle by Keith Bulluck). Penalty on Hines Ward: Offensive Holding, 10 yards (no play)",2.130,1.470
1,2:01,1,20,PIT 38,0,3,Tommy Maddox pass complete to Hines Ward for 4 yards (tackle by Andre Dyson),1.470,0.770
1,2:01,2,16,PIT 42,0,3,Tommy Maddox pass incomplete intended for Plaxico Burress,0.770,0.100
1,1:16,3,16,PIT 42,0,3,Tommy Maddox pass complete to Hines Ward for 24 yards (tackle by Andre Woolfolk),0.100,3.310
1,0:33,1,10,TEN 34,0,3,Amos Zereoue left end for 5 yards (tackle by Carlos Hall),3.310,3.450
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,TEN 29,0,3,Antwaan Randle El for 15 yards (tackle by Rocky Calmus),3.450,4.650
2,14:36,1,10,TEN 14,0,3,Amos Zereoue up the middle for 9 yards (tackle by Tank Williams),4.650,5.670
2,14:00,2,1,TEN 5,0,9,"Amos Zereoue left end for 5 yards, touchdown",5.670,7.000
2,,,,TEN 2,0,10,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,10,"Jeff Reed kicks off 63 yards, returned by Jake Schifino for 15 yards (tackle by Larry Foote)",0.000,0.410
2,13:47,1,10,TEN 22,0,10,Steve McNair left end for 4 yards (tackle by James Farrior),0.410,0.410
2,13:02,2,6,TEN 26,0,10,Eddie George up the middle for 2 yards (tackle by Kendrell Bell),0.410,-0.030
2,12:18,3,4,TEN 28,0,10,Steve McNair pass complete to Justin McCareins for 25 yards (tackle by Chad Scott),-0.030,2.460
2,11:49,1,10,PIT 47,0,10,Steve McNair pass incomplete intended for Derrick Mason (defended by Chad Scott),2.460,1.910
2,11:44,2,10,PIT 47,0,10,Eddie George right guard for -3 yards (tackle by Kendrell Bell),1.910,0.830
2,11:05,3,13,PIT 50,0,10,Steve McNair pass complete to Erron Kinney for 10 yards (tackle by Brent Alexander),0.830,0.590
2,10:24,4,3,PIT 40,0,10,Craig Hentrich punts 35 yards,0.590,0.380
2,10:14,1,10,PIT 5,0,10,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Tank Williams),-0.380,-0.780
2,10:10,2,10,PIT 5,2,10,"Tommy Maddox sacked by Rocky Boiman for -5 yards, safety",-0.780,-2.000
,,,,,,,"TEN challenged the ruling, and the original play was overturned.",,
2,,,,PIT 20,2,10,"Josh Miller kicks off 57 yards, returned by Justin McCareins for 22 yards (tackle by Deshea Townsend)",0.000,1.930
2,9:25,1,10,TEN 45,2,10,Steve McNair pass complete to Drew Bennett for 42 yards (tackle by Chad Scott),1.930,4.710
2,8:41,1,10,PIT 13,2,10,Eddie George right guard for 3 yards,4.710,4.580
2,7:57,,,,2,10,Timeout #1 by Tennessee Titans,0.000,4.580
2,7:57,2,7,PIT 10,8,10,"Steve McNair pass complete to Drew Bennett for 10 yards, touchdown",4.580,7.000
2,,,,PIT 2,9,10,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,9,10,Craig Hentrich kicks off 68 yards,0.000,1.600
2,7:51,1,10,PIT 40,9,10,Amos Zereoue up the middle for no gain (tackle by Keith Bulluck),1.600,1.050
2,7:22,2,10,PIT 40,9,10,Tommy Maddox pass complete to Antwaan Randle El for 6 yards (tackle by Andre Woolfolk),1.050,1.160
2,6:57,3,4,PIT 46,9,10,"Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Samari Rolle). Penalty on Samari Rolle: Defensive Pass Interference, 12 yards (no play)",1.160,2.790
2,6:53,1,10,TEN 42,9,10,Tommy Maddox pass complete to Antwaan Randle El for 3 yards (tackle by Andre Woolfolk),2.790,2.650
2,6:23,2,7,TEN 39,9,10,Amos Zereoue up the middle for 7 yards (tackle by Tank Williams and Kevin Carter),2.650,3.450
2,6:23,1,10,TEN 32,9,10,"Penalty on Carlos Hall: Neutral Zone Infraction, 5 yards (no play)",3.450,4.180
2,5:25,1,5,TEN 27,9,10,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Andre Woolfolk),4.180,4.310
2,4:44,1,10,TEN 19,9,10,Tommy Maddox pass incomplete intended for Jay Riemersma,4.310,3.750
2,4:39,2,10,TEN 19,9,10,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Rocky Boiman: Defensive Holding, 5 yards (no play)",3.750,4.650
2,3:56,1,10,TEN 14,9,10,Jerome Bettis left end for 3 yards (tackle by Keith Bulluck and Rocky Boiman),4.650,4.520
2,3:41,2,7,TEN 11,9,10,Jerome Bettis right end for 2 yards (tackle by Jevon Kearse and Rocky Calmus),4.520,4.050
2,3:13,3,5,TEN 9,9,10,Tommy Maddox pass complete to Hines Ward for 4 yards (tackle by Scott McGarrahan),4.050,3.030
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
2,2:44,4,1,TEN 5,9,13,Jeff Reed 23 yard field goal good,3.030,3.000
2,,,,PIT 30,9,13,"Josh Miller kicks off 55 yards, returned by Justin McCareins for 13 yards (tackle by Clark Haggans)",0.000,0.810
2,2:35,1,10,TEN 28,9,13,"Robert Holcombe left tackle for no gain (tackle by Casey Hampton). Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,2:13,1,20,TEN 18,9,13,Robert Holcombe up the middle for 5 yards (tackle by Aaron Smith),-0.040,-0.410
2,2:00,2,15,TEN 23,9,13,"Penalty on Justin McCareins: False Start, 5 yards (no play)",-0.410,-1.190
2,2:00,2,20,TEN 18,9,13,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Brent Alexander),-1.190,-0.820
2,1:52,,,,9,13,Timeout #2 by Pittsburgh Steelers,0.000,-0.820
2,1:52,3,13,TEN 25,9,13,Steve McNair sacked by Jason Gildon for -3 yards,-0.820,-1.900
2,1:44,,,,9,13,Timeout #3 by Pittsburgh Steelers,0.000,-1.900
2,1:44,4,16,TEN 22,9,13,Craig Hentrich punts 46 yards,-1.900,-1.070
2,1:32,1,10,PIT 32,9,13,Tommy Maddox pass incomplete intended for Chris Doering,1.070,0.530
2,1:26,2,10,PIT 32,9,13,Tommy Maddox pass complete to Chris Doering for 13 yards (tackle by Andre Dyson),0.530,1.930
2,1:03,1,10,PIT 45,9,13,Tommy Maddox pass incomplete intended for Plaxico Burress is intercepted by Samari Rolle at tm_-50 and returned for 49 yards (tackle by Amos Zereoue),1.930,-6.970
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:50,1,1,PIT 1,9,13,Eddie George left tackle for no gain,6.970,5.910
2,0:30,,,,9,13,Timeout #2 by Tennessee Titans,0.000,5.910
2,0:30,2,1,PIT 1,15,13,"Steve McNair pass complete to Erron Kinney for 1 yard, touchdown",5.910,7.000
2,,,,PIT 2,16,13,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,16,13,"Craig Hentrich kicks off 57 yards, returned by Ike Taylor for 17 yards (tackle by Justin McCareins)",0.000,0.940
2,0:20,1,10,PIT 30,16,13,Tommy Maddox kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,16,13,"Jeff Reed kicks off 68 yards, returned by Justin McCareins for 22 yards (tackle by Brent Alexander)",0.000,0.540
3,14:55,1,10,TEN 24,16,13,Eddie George left tackle for 1 yard,0.540,0.130
3,14:18,2,9,TEN 25,16,13,"Eddie George up the middle for 5 yards. Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",0.130,-1.350
3,13:47,2,19,TEN 15,16,13,Robert Holcombe up the middle for 3 yards (tackle by Aaron Smith),-1.350,-1.640
3,12:28,3,16,TEN 18,16,13,Steve McNair pass complete to Derrick Mason for 4 yards (tackle by Deshea Townsend),-1.640,-1.900
3,12:23,4,12,TEN 22,16,13,Craig Hentrich punts 45 yards,-1.900,-1.140
3,12:17,1,10,PIT 33,16,13,Amos Zereoue right end for -3 yards (tackle by Keith Bulluck),1.140,0.190
3,11:39,2,13,PIT 30,16,13,Tommy Maddox pass complete to Jay Riemersma for 20 yards (tackle by Andre Dyson),0.190,2.260
3,11:16,1,10,PIT 50,16,13,Tommy Maddox pass complete to Plaxico Burress for 38 yards (tackle by Samari Rolle),2.260,4.780
,,,,,,,"TEN challenged the ruling, and the play was upheld.",,
3,10:46,1,10,TEN 12,16,13,Amos Zereoue right guard for no gain (tackle by Rocky Calmus and Brad Kassell),4.780,4.100
3,10:07,2,10,TEN 12,16,13,Tommy Maddox pass incomplete intended for Plaxico Burress,4.100,3.120
3,10:02,3,10,TEN 12,16,13,Tommy Maddox pass incomplete intended for Hines Ward,3.120,2.630
3,9:55,4,10,TEN 12,16,13,Jeff Reed 30 yard field goal no good,2.630,-0.280
3,9:51,1,10,TEN 20,16,13,Steve McNair pass complete to Justin McCareins for 11 yards (tackle by Joey Porter),0.280,1.000
3,9:22,1,10,TEN 31,16,13,Steve McNair pass complete to Justin McCareins for 9 yards (tackle by James Farrior),1.000,1.680
3,8:46,2,1,TEN 40,16,13,Eddie George left tackle for 2 yards,1.680,1.730
3,8:05,1,10,TEN 42,16,13,Steve McNair pass complete to Shad Meier for 5 yards (tackle by Chad Scott),1.730,1.860
3,7:19,2,5,TEN 47,16,13,Steve McNair pass complete to Erron Kinney for 1 yard (tackle by Joey Porter),1.860,1.290
3,6:32,,,,16,13,Timeout #2 by Tennessee Titans,0.000,1.290
3,6:32,3,4,TEN 48,16,13,"Steve McNair pass complete to Justin McCareins for 7 yards (tackle by Dewayne Washington). Penalty on Troy Polamalu: Face Mask (15 Yards), 15 yards",1.290,3.580
3,6:02,1,10,PIT 30,16,13,Chris Brown right tackle for -1 yards,3.580,2.900
3,5:24,2,11,PIT 31,16,13,Chris Brown up the middle for 2 yards (tackle by Kendrell Bell),2.900,2.480
3,4:39,3,9,PIT 29,22,13,"Steve McNair pass complete to Justin McCareins for 29 yards, touchdown",2.480,7.000
3,,,,PIT 2,23,13,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,23,13,"Craig Hentrich kicks off 58 yards, returned by Antwaan Randle El for 23 yards (tackle by Tony Beckham)",0.000,1.270
3,4:27,1,10,PIT 35,23,13,Tommy Maddox pass incomplete intended for Hines Ward (defended by Tank Williams),1.270,0.720
3,4:23,2,10,PIT 35,23,13,Amos Zereoue right tackle for 2 yards (tackle by Keith Bulluck),0.720,0.300
3,3:44,3,8,PIT 37,23,13,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Samari Rolle: Defensive Holding, 5 yards (no play)",0.300,1.730
3,3:39,1,10,PIT 42,23,13,Amos Zereoue up the middle for 3 yards (tackle by Keith Bulluck),1.730,1.590
3,2:59,2,7,PIT 45,23,13,Tommy Maddox pass complete to Plaxico Burress for 5 yards (tackle by Samari Rolle),1.590,1.550
3,2:22,3,2,PIT 50,23,13,Tommy Maddox pass complete to Hines Ward for 6 yards (tackle by Lance Schulters),1.550,2.650
3,1:43,1,10,TEN 44,23,13,Tommy Maddox sacked by Kevin Carter for -10 yards,2.650,0.760
3,1:11,,,,23,13,Timeout #1 by Pittsburgh Steelers,0.000,0.760
3,1:11,2,20,PIT 46,23,13,Tommy Maddox pass incomplete intended for Dan Kreider,0.760,0.100
3,1:04,3,20,PIT 46,23,13,Tommy Maddox pass complete to Amos Zereoue for 11 yards (tackle by Lance Schulters),0.100,0.400
3,0:31,4,9,TEN 43,23,13,"Josh Miller punts 33 yards, fair catch by Justin McCareins",0.400,0.380
3,0:24,1,10,TEN 10,23,13,Eddie George up the middle for 3 yards (tackle by Kendrell Bell),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TEN 13,23,13,"Chris Brown up the middle for 10 yards. Penalty on Fred Miller: Offensive Holding, 6 yards (no play)",-0.560,-1.000
4,14:33,2,13,TEN 7,23,13,Chris Brown up the middle for no gain (tackle by Kendrell Bell and Casey Hampton),-1.000,-1.770
4,13:53,3,13,TEN 7,23,13,Robert Holcombe up the middle for 3 yards (tackle by Joey Porter),-1.770,-2.490
4,13:10,4,10,TEN 10,23,13,"Craig Hentrich punts 40 yards, returned by Antwaan Randle El for 9 yards (tackle by Brad Kassell)",-2.490,-2.850
4,12:58,1,10,TEN 41,29,13,"Tommy Maddox pass incomplete intended for Jay Riemersma is intercepted by Rocky Boiman at TEN-40 and returned for 60 yards, touchdown",2.850,-7.000
4,,,,PIT 2,30,13,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,30,13,"Craig Hentrich kicks off 48 yards, returned by Dan Kreider for 14 yards (tackle by Scott McGarrahan)",0.000,1.330
4,12:40,1,10,PIT 36,30,13,Tommy Maddox pass complete to Plaxico Burress for 10 yards (tackle by Samari Rolle),1.330,1.990
4,12:10,1,10,PIT 46,30,13,Tommy Maddox pass complete to Jay Riemersma for 11 yards (tackle by Andre Dyson),1.990,2.720
4,11:38,1,10,TEN 43,30,13,Amos Zereoue right guard for -2 yards (tackle by Kevin Carter),2.720,1.910
4,11:38,2,12,TEN 45,30,13,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Andre Woolfolk),1.910,1.220
4,11:05,3,12,TEN 45,30,13,Tommy Maddox pass complete to Antwaan Randle El for 7 yards (tackle by Andre Dyson),1.220,0.720
4,10:19,4,5,TEN 38,30,13,Tommy Maddox pass complete to Chris Doering for 5 yards (tackle by Andre Dyson),0.720,3.380
4,9:52,1,10,TEN 33,30,13,Tommy Maddox pass complete to Amos Zereoue for 6 yards (tackle by Rocky Boiman),3.380,3.650
4,9:25,2,4,TEN 27,30,13,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Todd Fordham: Offensive Holding, 10 yards (no play)",3.650,2.300
4,9:20,2,14,TEN 37,30,13,Tommy Maddox pass incomplete intended for Hines Ward (defended by Andre Woolfolk),2.300,1.620
4,9:13,3,14,TEN 37,30,13,Tommy Maddox sacked by Jevon Kearse for -10 yards,1.620,0.130
4,8:54,4,24,TEN 47,30,13,Josh Miller punts 40 yards,0.130,0.380
4,8:45,1,10,TEN 7,30,13,Eddie George up the middle for no gain (tackle by Casey Hampton),-0.380,-0.780
4,8:06,2,10,TEN 7,30,13,Eddie George right guard for 6 yards (tackle by James Farrior and Mike Logan),-0.780,-0.720
4,7:22,3,4,TEN 13,30,13,Eddie George up the middle for 3 yards (tackle by Aaron Smith),-0.720,-2.390
4,6:40,4,1,TEN 16,30,13,"Craig Hentrich punts 45 yards. Penalty on Dan Kreider: Offensive Holding, 10 yards",-2.390,-0.870
4,6:32,1,10,PIT 29,30,13,"Tommy Maddox pass complete to Amos Zereoue for 3 yards (tackle by Lance Schulters). Penalty on Carlos Hall: Defensive Offside, 5 yards (no play)",0.870,1.600
4,6:18,1,5,PIT 34,30,13,"Tommy Maddox pass complete to Hines Ward for 9 yards (tackle by Andre Woolfolk). Penalty on Antwaan Randle El: Offensive Pass Interference, 10 yards (no play)",1.600,0.540
4,5:57,1,15,PIT 24,30,13,Tommy Maddox pass complete to Hines Ward for 9 yards (tackle by Andre Woolfolk),0.540,0.870
4,5:29,2,6,PIT 33,30,13,"Tommy Maddox for no gain. Tommy Maddox fumbles, recovered by Kendall Simmons at PIT-27",0.870,-0.630
4,5:00,3,12,PIT 27,30,13,Tommy Maddox pass incomplete intended for Hines Ward,-0.630,-1.570
4,5:00,4,12,PIT 27,30,13,"Josh Miller punts 47 yards, fair catch by Justin McCareins. Penalty on Mike Schneck: Offensive Holding (Declined)",-1.570,-0.740
4,4:52,1,10,TEN 27,30,13,"Penalty on Casey Hampton: Encroachment, 5 yards (no play)",0.740,1.470
4,4:52,1,5,TEN 32,30,13,Chris Brown up the middle for 1 yard (tackle by Joey Porter and Kendrell Bell),1.470,1.010
4,4:15,2,4,TEN 33,30,13,Chris Brown right end for -1 yards (tackle by James Farrior),1.010,0.170
4,3:31,3,5,TEN 32,30,13,Chris Brown up the middle for 2 yards (tackle by Casey Hampton),0.170,-1.110
4,2:48,4,3,TEN 34,30,13,"Craig Hentrich punts 56 yards, returned by Antwaan Randle El for 8 yards (tackle by Robert Holcombe)",-1.110,-0.040
4,2:36,1,10,PIT 18,30,13,Tommy Maddox pass complete to Antwaan Randle El for 11 yards (tackle by Andre Woolfolk),0.040,0.870
4,2:14,1,10,PIT 29,30,13,Tommy Maddox pass complete to Chris Doering for 26 yards (tackle by Scott McGarrahan),0.870,2.590
4,2:08,1,10,TEN 45,30,13,Tommy Maddox pass complete to Jay Riemersma for 13 yards (tackle by Keith Bulluck),2.590,3.450
4,2:00,1,10,TEN 32,30,13,Tommy Maddox pass complete to Lee Mays for 9 yards (tackle by Keith Bulluck),3.450,4.120
4,1:39,2,1,TEN 23,30,13,Tommy Maddox pass complete to Amos Zereoue for 8 yards (tackle by Scott McGarrahan),4.120,4.580
4,1:28,,,,30,13,Timeout #2 by Pittsburgh Steelers,0.000,4.580
4,1:28,1,10,TEN 15,30,13,"Tommy Maddox pass incomplete intended for Antwaan Randle El. Penalty on Scott McGarrahan: Defensive Pass Interference, 14 yards (no play)",4.580,6.970
4,1:22,1,1,TEN 1,30,13,Amos Zereoue up the middle for no gain (tackle by Carlos Hall and Keith Bulluck),6.970,5.910
4,1:08,,,,30,13,Timeout #3 by Pittsburgh Steelers,0.000,5.910
4,1:08,2,1,TEN 1,30,13,Tommy Maddox pass incomplete intended for Dan Kreider (defended by Brad Kassell),5.910,5.170
4,1:03,3,1,TEN 1,30,13,Amos Zereoue up the middle for no gain (tackle by Carlos Hall and Rocky Calmus),5.170,3.550
4,0:32,4,1,TEN 1,30,13,Amos Zereoue right tackle for no gain (tackle by Carlos Hall),3.550,0.380
4,0:27,1,10,TEN 1,30,13,Steve McNair up the middle for 1 yard,-0.380,-0.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
