Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Antonio Brown,WR,55,100%,0,0%,2,8%
Chris Hubbard,G,55,100%,0,0%,1,4%
Ramon Foster,G,55,100%,0,0%,1,4%
Alejandro Villanueva,T,55,100%,0,0%,1,4%
David DeCastro,G,55,100%,0,0%,1,4%
Maurkice Pouncey,C,55,100%,0,0%,0,0%
Le'Veon Bell,RB,53,96%,0,0%,0,0%
Jesse James,TE,52,95%,0,0%,2,8%
Ben Roethlisberger,QB,50,91%,0,0%,0,0%
Eli Rogers,WR,32,58%,0,0%,0,0%
Darrius Heyward-Bey,WR,23,42%,0,0%,5,19%
Sammie Coates,WR,17,31%,0,0%,3,12%
Xavier Grimble,TE,13,24%,0,0%,7,27%
Cobi Hamilton,WR,12,22%,0,0%,4,15%
David Johnson,TE,7,13%,0,0%,8,31%
DeAngelo Williams,RB,7,13%,0,0%,0,0%
Landry Jones,QB,5,9%,0,0%,0,0%
Roosevelt Nix,FB,4,7%,0,0%,7,27%
Robert Golden,FS,0,0%,70,100%,13,50%
Lawrence Timmons,LB,0,0%,70,100%,7,27%
William Gay,CB,0,0%,69,99%,8,31%
Ross Cockrell,CB,0,0%,68,97%,8,31%
Stephon Tuitt,DE,0,0%,65,93%,9,35%
Mike Mitchell,FS,0,0%,62,89%,7,27%
Vince Williams,LB,0,0%,49,70%,10,38%
Artie Burns,CB,0,0%,49,70%,9,35%
Javon Hargrave,NT,0,0%,48,69%,11,42%
Arthur Moats,LB,0,0%,40,57%,0,0%
James Harrison,LB,0,0%,39,56%,3,12%
Jarvis Jones,LB,0,0%,31,44%,5,19%
Anthony Chickillo,LB,0,0%,30,43%,17,65%
Ricardo Mathews,DE,0,0%,30,43%,8,31%
Tyler Matakevich,LB,0,0%,18,26%,19,73%
Leterrius Walton,DE,0,0%,11,16%,1,4%
Jordan Dangerfield,SS,0,0%,9,13%,17,65%
Daniel McCullers,NT,0,0%,8,11%,8,31%
Justin Gilbert,CB,0,0%,3,4%,13,50%
L.J. Fort,LB,0,0%,1,1%,13,50%
Steven Johnson,LB,0,0%,0,0%,17,65%
Sean Davis,FS,0,0%,0,0%,12,46%
Fitzgerald Toussaint,RB,0,0%,0,0%,12,46%
Jordan Berry,P,0,0%,0,0%,6,23%
Greg Warren,LS,0,0%,0,0%,6,23%
Chris Boswell,K,0,0%,0,0%,4,15%
B.J. Finney,C,0,0%,0,0%,1,4%
