Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2,14:54,3,18,SEA 28,3,7,Kurt Warner pass complete to Marcel Shipp for 7 yards (tackle by LeRoy Hill and Rocky Bernard),1.950,2.060
2,14:12,4,11,SEA 21,6,7,Neil Rackers 39 yard field goal good,2.060,3.000
2,,,,ARI 30,6,7,"Neil Rackers kicks off 68 yards, returned by Josh Scobey for 29 yards (tackle by James Jackson)",0.000,1.000
2,14:03,1,10,SEA 31,6,7,Matt Hasselbeck pass complete to Darrell Jackson for 12 yards (tackle by Antrel Rolle),1.000,1.800
2,13:15,1,10,SEA 43,6,7,Matt Hasselbeck pass complete to Joe Jurevicius for 9 yards (tackle by Antrel Rolle),1.800,2.470
2,12:43,2,1,ARI 48,6,7,Shaun Alexander up the middle for 4 yards (tackle by Russell Davis and Karlos Dansby),2.470,2.650
2,12:02,1,10,ARI 44,6,7,Shaun Alexander left tackle for 1 yard (tackle by Orlando Huff),2.650,2.250
2,11:26,2,9,ARI 43,6,7,Matt Hasselbeck pass complete to Darrell Jackson for 1 yard (tackle by David Macklin),2.250,1.690
2,11:00,3,8,ARI 42,6,7,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.690,0.460
2,10:53,4,8,ARI 42,6,7,"Leo Araguz punts 29 yards, fair catch by Reggie Swinton",0.460,0.320
2,10:47,1,10,ARI 13,6,7,"Marcel Shipp left tackle for 1 yard (tackle by Jamie Sharper and D.D. Lewis). Marcel Shipp fumbles (forced by Jamie Sharper), recovered by Marcel Shipp at ARI-14",-0.320,-0.680
2,9:51,2,9,ARI 14,6,7,J.J. Arrington right tackle for no gain (tackle by Bryce Fisher and Marcus Tubbs),-0.680,-1.300
2,9:20,3,9,ARI 14,6,7,Kurt Warner sacked by Bryce Fisher for -9 yards,-1.300,-2.490
2,8:58,4,18,ARI 5,6,7,"Scott Player punts 52 yards, returned by Peter Warrick for 7 yards (tackle by Quentin Harris)",-2.490,-2.260
2,8:48,1,10,SEA 50,6,7,Matt Hasselbeck pass complete to Bobby Engram for 16 yards (tackle by Antrel Rolle),2.260,3.310
2,8:23,1,10,ARI 34,6,7,Matt Hasselbeck pass complete to Darrell Jackson for 12 yards (tackle by Antrel Rolle),3.310,4.110
2,7:41,1,10,ARI 22,6,7,Matt Hasselbeck pass incomplete intended for Bobby Engram,4.110,3.560
2,7:37,2,10,ARI 22,6,7,Shaun Alexander up the middle for 6 yards (tackle by Karlos Dansby and Bertrand Berry),3.560,3.740
2,7:02,3,4,ARI 16,6,7,Maurice Morris left end for 1 yard (tackle by David Macklin and Orlando Huff),3.740,2.540
2,6:47,4,3,ARI 15,6,10,Josh Brown 33 yard field goal good,2.540,3.000
2,,,,SEA 30,6,10,"Josh Brown kicks off 65 yards, returned by Reggie Swinton for 17 yards (tackle by Josh Scobey). Penalty on Lance Mitchell: Offensive Holding, 10 yards",0.000,-0.350
2,6:37,1,10,ARI 12,6,10,Kurt Warner pass incomplete intended for Larry Fitzgerald,-0.350,-0.780
2,6:33,2,10,ARI 12,6,10,Kurt Warner pass complete to Anquan Boldin for 10 yards (tackle by Kelly Herndon and Ken Hamlin),-0.780,0.410
2,5:48,1,10,ARI 22,6,10,J.J. Arrington left guard for no gain (tackle by Lofa Tatupu and Jamie Sharper),0.410,-0.130
2,5:12,2,10,ARI 22,6,10,Kurt Warner pass complete to Anquan Boldin for 45 yards (tackle by Ken Hamlin and Michael Boulware),-0.130,3.380
2,4:23,,,,6,10,Timeout #1 by Arizona Cardinals,0.000,3.380
2,4:23,1,10,SEA 33,6,10,Kurt Warner pass incomplete intended for Larry Fitzgerald,3.380,2.840
2,4:20,2,10,SEA 33,6,10,Larry Fitzgerald left end for 1 yard (tackle by Ken Hamlin),2.840,2.280
2,3:56,3,9,SEA 32,6,10,Kurt Warner pass incomplete intended for Obafemi Ayanbadejo. Penalty on Alex Stepanovich: Offensive Holding (Declined),2.280,1.240
2,3:47,4,9,SEA 32,9,10,Neil Rackers 50 yard field goal good,1.240,3.000
2,,,,ARI 30,9,10,"Neil Rackers kicks off 70 yards, returned by Josh Scobey for 28 yards (tackle by Harold Morrow)",0.000,0.810
2,3:32,1,10,SEA 28,9,10,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.810,0.260
2,3:28,2,10,SEA 28,9,10,Shaun Alexander up the middle for 4 yards (tackle by Bertrand Berry),0.260,0.100
2,2:55,3,6,SEA 32,9,10,"Penalty on Bobby Engram: False Start, 5 yards (no play)",0.100,-0.560
2,2:33,3,11,SEA 27,9,10,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Bertrand Berry),-0.560,-1.570
2,2:27,4,11,SEA 27,9,10,Leo Araguz punts 39 yards,-1.570,-1.200
2,2:17,1,10,ARI 34,9,10,--,1.200,0.870
2,2:17,1,15,ARI 29,9,10,J.J. Arrington up the middle for 5 yards (tackle by D.D. Lewis and Jordan Babineaux),0.870,0.660
2,2:00,2,10,ARI 34,9,10,"Josh McCown pass complete to Anquan Boldin for 6 yards (tackle by Jordan Babineaux). Penalty on Anquan Boldin: Illegal Motion, 5 yards (no play)",0.660,-0.020
2,1:56,2,15,ARI 29,9,10,Josh McCown pass complete to Obafemi Ayanbadejo for 5 yards (tackle by Craig Terrill),-0.020,-0.030
2,1:32,3,10,ARI 34,9,10,"Penalty on Leonard Davis: False Start, 5 yards (no play)",-0.030,-0.690
2,1:29,3,15,ARI 29,9,10,Josh McCown pass incomplete intended for Larry Fitzgerald,-0.690,-1.440
2,1:24,4,15,ARI 29,9,10,"Scott Player punts 49 yards, returned by Peter Warrick for 10 yards (tackle by Quentin Harris)",-1.440,-1.070
2,1:13,1,10,SEA 32,9,10,Matt Hasselbeck pass complete to Darrell Jackson for 11 yards (tackle by Antrel Rolle),1.070,1.800
2,0:50,1,10,SEA 43,9,10,Matt Hasselbeck pass complete to Mack Strong for 8 yards (tackle by Karlos Dansby),1.800,2.330
2,0:45,2,2,ARI 49,9,10,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,2.330,1.620
2,0:41,3,2,ARI 49,9,10,Mack Strong left tackle for no gain (tackle by Orlando Huff and Karlos Dansby),1.620,0.000
2,0:33,,,,9,10,Timeout #2 by Arizona Cardinals,0.000,0.000
2,0:33,4,2,ARI 49,9,10,"Leo Araguz punts 38 yards, returned by Reggie Swinton for 1 yard (tackle by Josh Scobey)",0.000,0.350
2,0:25,1,10,ARI 12,9,10,J.J. Arrington right tackle for 6 yards (tackle by LeRoy Hill),-0.350,-0.070
2,0:20,,,,9,10,Timeout #1 by Seattle Seahawks,0.000,-0.070
2,0:20,2,4,ARI 18,9,10,Josh McCown pass complete to Charles Lee for 13 yards (tackle by D.D. Lewis),-0.070,1.000
2,0:12,,,,9,10,Timeout #3 by Arizona Cardinals,0.000,1.000
2,0:12,1,10,ARI 31,9,10,Josh McCown sacked by LeRoy Hill for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,9,10,"Neil Rackers kicks off 76 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,9,10,Matt Hasselbeck pass complete to Bobby Engram for 12 yards (tackle by Lester Towns),0.280,1.070
3,14:31,1,10,SEA 32,9,10,Matt Hasselbeck pass complete to Darrell Jackson for 16 yards (tackle by Raymond Walls),1.070,2.130
3,13:52,1,10,SEA 48,9,10,Shaun Alexander right guard for 15 yards (tackle by Robert Griffith and Raymond Walls),2.130,3.120
3,13:19,1,10,ARI 37,9,10,Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Antrel Rolle). Penalty on ARI: Defensive 12 On-field (Declined),3.120,3.650
3,12:50,2,2,ARI 29,9,10,Shaun Alexander right tackle for 15 yards (tackle by Robert Griffith and Antrel Rolle),3.650,4.650
3,12:14,1,10,ARI 14,9,10,"Matt Hasselbeck pass complete to Jerramy Stevens for 12 yards (tackle by Adrian Wilson). Penalty on Adrian Wilson: Face Mask (15 Yards), 1 yards",4.650,6.970
3,11:55,1,1,ARI 1,9,16,"Shaun Alexander left tackle for 1 yard, touchdown",6.970,7.000
3,,,,ARI 2,9,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,9,17,"Josh Brown kicks off 62 yards, returned by Reggie Swinton for 13 yards (tackle by Marquand Manuel)",0.000,0.340
3,11:45,1,10,ARI 21,9,17,Josh McCown pass incomplete intended for Anquan Boldin,0.340,-0.200
3,11:39,2,10,ARI 21,9,17,Josh McCown pass incomplete intended for Bryant Johnson (defended by Marcus Trufant),-0.200,-0.890
3,11:35,3,10,ARI 21,9,17,"Josh McCown sacked by Michael Boulware for -16 yards. Josh McCown fumbles (forced by Michael Boulware), recovered by Rocky Bernard at ARI-5 and returned for 4 yards (tackle by Elton Brown)",-0.890,-6.970
3,11:25,1,1,ARI 1,9,23,"Shaun Alexander left tackle for 1 yard, touchdown",6.970,7.000
3,,,,ARI 2,9,24,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,9,24,"Josh Brown kicks off 61 yards, returned by Reggie Swinton for 15 yards (tackle by Jimmy Williams)",0.000,0.540
3,11:16,1,10,ARI 24,9,24,J.J. Arrington up the middle for -2 yards (tackle by Grant Wistrom),0.540,-0.270
3,10:39,2,12,ARI 22,9,24,Josh McCown pass incomplete. Penalty on Alex Stepanovich: Illegal Touch Pass (Declined),-0.270,-0.960
3,10:34,3,12,ARI 22,9,24,Josh McCown pass complete to Larry Fitzgerald for 7 yards (tackle by Kevin Bentley and Jordan Babineaux),-0.960,-1.440
3,10:01,4,5,ARI 29,9,24,"Scott Player punts 42 yards, returned by Jimmy Williams for no gain",-1.440,-0.870
3,9:48,1,10,SEA 29,9,24,Matt Hasselbeck pass incomplete intended for Bobby Engram,0.870,0.330
3,9:45,2,10,SEA 29,9,24,"Matt Hasselbeck pass complete to Darrell Jackson for 9 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Defensive Holding, 5 yards (no play)",0.330,1.200
3,9:22,1,10,SEA 34,9,24,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,1.200,0.660
3,9:16,2,10,SEA 34,9,24,Maurice Morris right guard for -1 yards (tackle by Karlos Dansby and Ross Kolodziej),0.660,-0.160
3,8:34,3,11,SEA 33,9,24,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Adrian Wilson),-0.160,-1.180
3,8:29,4,11,SEA 33,9,24,"Leo Araguz punts 39 yards, returned by Reggie Swinton for 15 yards (tackle by Isaiah Kacyvenski)",-1.180,-1.800
3,8:19,1,10,ARI 43,9,24,Marcel Shipp up the middle for 3 yards (tackle by Marcus Tubbs and Kelly Herndon),1.800,1.660
3,7:39,2,7,ARI 46,9,24,Josh McCown pass incomplete intended for Anquan Boldin,1.660,0.960
3,7:31,,,,9,24,Timeout #1 by Arizona Cardinals,0.000,0.960
3,7:31,3,7,ARI 46,9,24,Josh McCown pass complete to Larry Fitzgerald for 24 yards (tackle by Ken Hamlin),0.960,3.580
3,6:48,1,10,SEA 30,9,24,Josh McCown pass complete to Adam Bergen for 9 yards (tackle by Kelly Herndon),3.580,4.250
3,6:01,2,1,SEA 21,9,24,Marcel Shipp left tackle for no gain (tackle by Chartric Darby),4.250,3.530
3,5:16,3,1,SEA 21,9,24,Josh McCown pass incomplete intended for Adam Bergen (defended by Marcus Tubbs),3.530,2.210
3,5:09,4,1,SEA 21,12,24,Neil Rackers 39 yard field goal good,2.210,3.000
3,,,,ARI 30,12,24,"Neil Rackers kicks off 75 yards, touchback",0.000,0.280
3,5:06,1,10,SEA 20,12,24,"Matt Hasselbeck pass incomplete intended for Shaun Alexander. Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",0.280,1.010
3,5:01,1,5,SEA 25,12,24,Shaun Alexander right guard for -1 yards (tackle by Orlando Huff),1.010,0.270
3,4:24,2,6,SEA 24,12,24,Matt Hasselbeck pass complete to Joe Jurevicius for 7 yards (tackle by Adrian Wilson). Penalty on Antrel Rolle: Illegal Use of Hands (Declined),0.270,1.000
3,3:45,1,10,SEA 31,12,24,Matt Hasselbeck pass complete to Bobby Engram for 6 yards (tackle by Antrel Rolle and Karlos Dansby),1.000,1.270
3,3:08,2,4,SEA 37,12,24,Shaun Alexander up the middle for 1 yard (tackle by Adrian Wilson),1.270,0.700
3,2:33,3,3,SEA 38,12,24,Matt Hasselbeck pass complete to Jerramy Stevens for 10 yards (tackle by Lester Towns and Adrian Wilson),0.700,2.130
3,1:58,1,10,SEA 48,12,24,Shaun Alexander up the middle for 45 yards (tackle by Robert Griffith),2.130,5.600
3,1:12,1,7,ARI 7,12,24,Maurice Morris up the middle for 6 yards (tackle by Robert Griffith and Adrian Wilson),5.600,5.910
3,0:36,2,1,ARI 1,12,24,Shaun Alexander up the middle for no gain (tackle by Calvin Pace),5.910,5.170
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ARI 1,12,30,"Shaun Alexander left tackle for 1 yard, touchdown",5.170,7.000
4,,,,ARI 2,12,31,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,12,31,"Josh Brown kicks off 68 yards, returned by Reggie Swinton for 10 yards (tackle by Josh Scobey)",0.000,-0.350
4,14:47,1,10,ARI 12,12,31,Josh McCown pass complete to Bryant Johnson for 10 yards (tackle by Michael Boulware),-0.350,0.410
4,14:36,1,10,ARI 22,12,31,Josh McCown pass complete to Charles Lee for 11 yards (tackle by D.D. Lewis and Jordan Babineaux),0.410,1.140
4,14:06,1,10,ARI 33,12,31,Anquan Boldin right end for 11 yards (tackle by Jimmy Williams and Michael Boulware),1.140,1.860
4,13:28,1,10,ARI 44,12,31,Josh McCown pass incomplete intended for Bryant Johnson,1.860,1.320
4,13:23,2,10,ARI 44,12,31,Josh McCown pass incomplete intended for Anquan Boldin,1.320,0.630
4,13:19,3,10,ARI 44,12,31,Josh McCown pass incomplete intended for Charles Lee,0.630,-0.460
4,13:14,4,10,ARI 44,12,31,"Scott Player punts 56 yards, touchback",-0.460,-0.280
4,13:04,1,10,SEA 20,12,31,Matt Hasselbeck pass complete to Darrell Jackson for 48 yards (tackle by Antrel Rolle),0.280,3.450
4,12:21,1,10,ARI 32,12,31,Shaun Alexander right guard for 1 yard (tackle by Orlando Huff),3.450,3.040
4,11:46,2,9,ARI 31,12,31,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Robert Griffith),3.040,2.340
4,11:39,,,,12,31,Timeout #2 by Arizona Cardinals,0.000,2.340
4,11:39,3,9,ARI 31,12,31,Mack Strong up the middle for 11 yards (tackle by Orlando Huff),2.340,4.240
4,11:00,1,10,ARI 20,12,31,Shaun Alexander up the middle for 3 yards (tackle by Lester Towns),4.240,4.120
4,10:22,2,7,ARI 17,12,31,Matt Hasselbeck pass complete to Bobby Engram for 12 yards (tackle by Adrian Wilson),4.120,6.060
4,9:41,1,5,ARI 5,12,31,Matt Hasselbeck pass incomplete intended for Shaun Alexander,6.060,5.150
4,9:36,2,5,ARI 5,12,31,Shaun Alexander right tackle for no gain (tackle by Robert Griffith and Adrian Wilson),5.150,4.260
4,8:59,3,5,ARI 5,12,31,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Eric Green),4.260,3.010
4,8:53,4,5,ARI 5,12,34,Josh Brown 23 yard field goal good,3.010,3.000
4,,,,SEA 30,12,34,"Josh Brown kicks off 65 yards, returned by Bryant Johnson for 24 yards (tackle by Jimmy Williams)",0.000,0.870
4,8:43,1,10,ARI 29,12,34,Marcel Shipp left guard for 6 yards (tackle by Marcus Tubbs),0.870,1.140
4,8:13,2,4,ARI 35,12,34,Josh McCown pass incomplete intended for Bryant Johnson,1.140,0.430
4,8:06,3,4,ARI 35,12,34,Josh McCown pass incomplete intended for Anquan Boldin (defended by Andre Dyson),0.430,-1.040
4,8:00,4,4,ARI 35,12,34,"Scott Player punts 44 yards, returned by Peter Warrick for -3 yards (tackle by Lester Towns)",-1.040,-0.040
4,7:48,1,10,SEA 18,12,34,Maurice Morris right end for 6 yards (tackle by Adrian Wilson),0.040,0.410
4,7:11,2,4,SEA 24,12,34,"Maurice Morris left tackle for 5 yards (tackle by Robert Griffith). Penalty on Peter Warrick: Illegal Block Above the , 10 yards",0.410,-0.320
4,6:46,2,9,SEA 19,12,34,Maurice Morris right end for -3 yards (tackle by Orlando Huff),-0.320,-1.500
4,6:02,3,12,SEA 16,12,34,Seneca Wallace pass complete to Peter Warrick for 42 yards (tackle by Raymond Walls),-1.500,2.790
4,5:14,1,10,ARI 42,12,34,"Maurice Morris right guard for -2 yards (tackle by Langston Moore and Adrian Wilson). Penalty on Langston Moore: Face Mask (15 Yards), 15 yards",2.790,3.640
4,4:49,1,10,ARI 29,12,34,Maurice Morris right guard for 2 yards (tackle by Orlando Huff),3.640,3.370
4,4:07,2,8,ARI 27,12,34,Leonard Weaver left end for 7 yards (tackle by Chike Okeafor),3.370,3.600
4,3:59,3,1,ARI 20,12,34,Leonard Weaver up the middle for 1 yard (tackle by Bertrand Berry and Karlos Dansby),3.600,4.310
4,3:15,1,10,ARI 19,12,34,Maurice Morris left tackle for no gain (tackle by Lester Towns and Orlando Huff),4.310,3.750
4,2:31,2,10,ARI 19,12,34,Maurice Morris left end for -4 yards (tackle by Orlando Huff),3.750,2.540
4,2:00,3,14,ARI 23,12,34,Maurice Morris for -6 yards (tackle by Chike Okeafor),2.540,1.500
4,1:32,,,,12,34,Timeout #3 by Arizona Cardinals,0.000,1.500
4,1:32,4,20,ARI 29,12,37,Josh Brown 47 yard field goal good,1.500,3.000
4,,,,SEA 30,12,37,"Josh Brown kicks off 70 yards, returned by Bryant Johnson for 21 yards (tackle by LeRoy Hill)",0.000,0.340
4,1:23,1,10,ARI 21,12,37,Josh McCown right end for 10 yards (tackle by Jimmy Williams),0.340,1.000
4,1:15,1,10,ARI 31,12,37,Josh McCown pass complete to J.J. Arrington for 4 yards (tackle by LeRoy Hill),1.000,1.000
4,0:51,2,6,ARI 35,12,37,Josh McCown pass complete to Charles Lee for 5 yards (tackle by Jimmy Williams and Marcus Trufant),1.000,0.960
4,0:24,3,1,ARI 40,12,37,Josh McCown pass complete to Anquan Boldin for 9 yards (tackle by Jordan Babineaux and LeRoy Hill),0.960,2.190
4,0:05,1,10,ARI 49,12,37,Josh McCown spiked the ball,2.190,1.650
4,0:04,2,10,ARI 49,12,37,Josh McCown pass incomplete intended for Anquan Boldin is intercepted by Jordan Babineaux at SEA-18 and returned for 17 yards,1.650,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
