Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
1,9:12,1,10,NOR 29,3,0,Jon Kitna pass incomplete intended for Peter Warrick,3.640,3.100
1,9:08,2,10,NOR 29,3,0,Corey Dillon right end for -1 yards (tackle by Willie Whitehead),3.100,2.280
1,8:26,3,11,NOR 30,3,6,"Jon Kitna pass complete to Peter Warrick for 30 yards, touchdown. Penalty on Ken Irvin: Illegal Use of Hands (Declined)",2.280,7.000
1,8:26,,,NOR 30,3,7,Neil Rackers kicks extra point good,0.000,0.000
1,8:26,,,CIN 30,3,7,"Neil Rackers kicks off 37 yards, muffed catch by Charles Grant, recovered by Fred McAfee and returned for no gain",0.000,0.870
1,8:13,1,10,NOR 29,3,7,Deuce McAllister right end for -4 yards (tackle by Brian Simmons),0.870,-0.210
1,7:36,2,14,NOR 25,3,7,Aaron Brooks pass complete to Michael Lewis for 8 yards (tackle by Artrell Hawkins),-0.210,0.170
1,7:00,3,6,NOR 33,3,7,Aaron Brooks pass complete to Joe Horn for 10 yards (tackle by Jeff Burris),0.170,1.800
1,6:35,1,10,NOR 43,3,7,Aaron Brooks pass incomplete intended for Boo Williams (defended by JoJuan Armour),1.800,1.250
1,6:29,2,10,NOR 43,9,7,"Aaron Brooks pass complete to Donte' Stallworth for 57 yards, touchdown",1.250,7.000
1,6:29,,,CIN 43,10,7,John Carney kicks extra point good,0.000,0.000
1,6:29,,,NOR 30,10,7,"Toby Gowin kicks off 63 yards, returned by Brandon Bennett for 17 yards (tackle by Keyuo Craver)",0.000,0.540
1,6:12,1,10,CIN 24,10,7,Corey Dillon right guard for 5 yards (tackle by Sedrick Hodge),0.540,0.670
1,5:39,2,5,CIN 29,10,7,Jon Kitna pass complete to Matt Schobel for 2 yards (tackle by Sammy Knight),0.670,0.230
1,5:17,3,3,CIN 31,10,7,Jon Kitna pass incomplete intended for Corey Dillon,0.230,-1.310
1,5:11,4,3,CIN 31,10,7,"Nick Harris punts 38 yards, returned by Michael Lewis for 7 yards (tackle by Marquand Manuel)",-1.310,-1.470
1,4:59,1,10,NOR 38,10,7,Aaron Brooks pass complete to Donte' Stallworth for 20 yards (tackle by Marquand Manuel),1.470,2.790
1,4:25,1,10,CIN 42,10,7,Deuce McAllister right guard for 4 yards (tackle by Bernard Whittington and Canute Curtis),2.790,2.780
1,3:52,2,6,CIN 38,10,7,"Aaron Brooks pass complete to Terrelle Smith for 7 yards (tackle by Jeff Burris). Terrelle Smith fumbles (forced by Jeff Burris), recovered by Takeo Spikes at CIN-31 (tackle by Donte' Stallworth)",2.780,-1.000
1,3:42,1,10,CIN 31,10,7,"Corey Dillon left end for 26 yards (tackle by Sedrick Hodge). Corey Dillon fumbles (forced by Sedrick Hodge), recovered by Jay Bellamy at NOR-38 (tackle by Lorenzo Neal)",1.000,-1.470
1,3:31,1,10,NOR 38,10,7,Deuce McAllister right guard for 4 yards (tackle by Glen Steele),1.470,1.460
1,2:58,2,6,NOR 42,10,7,Deuce McAllister left guard for 3 yards (tackle by Justin Smith),1.460,1.160
1,2:17,3,3,NOR 45,10,7,Aaron Brooks pass complete to Joe Horn for 10 yards (tackle by Takeo Spikes),1.160,2.590
1,1:37,1,10,CIN 45,10,7,Aaron Brooks pass complete to Donte' Stallworth for 4 yards (tackle by Kevin Kaesviharn and Mark Roman),2.590,2.580
1,0:54,2,6,CIN 41,10,7,Deuce McAllister right tackle for 2 yards (tackle by Takeo Spikes),2.580,2.150
1,0:08,3,4,CIN 39,10,7,--,2.150,-2.130
1,0:02,1,10,CIN 48,10,7,Corey Dillon left end for -2 yards (tackle by Charles Grant),2.130,1.310
Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,CIN 46,10,7,Jon Kitna pass incomplete intended for Corey Dillon,1.310,0.630
2,14:55,3,12,CIN 46,10,7,Jon Kitna sacked by Charles Grant for -7 yards,0.630,-0.780
2,14:18,4,19,CIN 39,10,7,"Nick Harris punts 35 yards, returned by Michael Lewis for 12 yards (tackle by Ron Dugans)",-0.780,-1.470
2,14:07,1,10,NOR 38,10,7,Deuce McAllister left guard for no gain (tackle by Canute Curtis),1.470,0.920
2,13:36,2,10,NOR 38,10,7,"Aaron Brooks sacked by Justin Smith for -12 yards. Aaron Brooks fumbles, recovered by Spencer Folau at NOR-29",0.920,-0.960
2,12:45,3,19,NOR 29,10,7,Aaron Brooks pass incomplete intended for Boo Williams,-0.960,-1.440
2,12:41,4,19,NOR 29,10,7,"Toby Gowin punts 50 yards, returned by T.J. Houshmandzadeh for 8 yards (tackle by Fakhir Brown)",-1.440,-0.870
2,12:30,1,10,CIN 29,10,7,Corey Dillon left guard for 9 yards (tackle by Jay Bellamy and Charles Grant),0.870,1.540
2,11:51,2,1,CIN 38,10,7,"Jon Kitna pass incomplete intended for Chad Johnson. Penalty on Nick Luchey: Illegal Shift, 5 yards (no play)",1.540,0.870
2,11:48,2,6,CIN 33,10,7,Corey Dillon right guard for 2 yards (tackle by Grady Jackson and Martin Chase),0.870,0.430
2,11:11,3,4,CIN 35,10,7,Jon Kitna pass incomplete intended for Peter Warrick,0.430,-1.040
2,11:04,4,4,CIN 35,10,7,"Nick Harris punts 39 yards, fair catch by Michael Lewis",-1.040,-0.670
2,10:56,1,10,NOR 26,10,7,Deuce McAllister left end for 3 yards (tackle by Brian Simmons),0.670,0.540
2,10:26,2,7,NOR 29,10,7,Aaron Brooks pass complete to Donte' Stallworth for 6 yards (tackle by Marquand Manuel),0.540,0.630
2,9:47,3,1,NOR 35,10,7,Deuce McAllister right guard for no gain (tackle by Canute Curtis),0.630,-1.040
2,9:19,4,1,NOR 35,10,7,"Toby Gowin punts 41 yards, returned by T.J. Houshmandzadeh for -4 yards (tackle by Roger Knight)",-1.040,-0.280
2,9:08,1,10,CIN 20,10,7,Corey Dillon right tackle for 5 yards (tackle by Darren Howard),0.280,0.410
2,8:32,2,5,CIN 25,10,7,Corey Dillon right tackle for no gain (tackle by Dale Carter and Willie Whitehead),0.410,-0.300
2,7:53,3,5,CIN 25,10,7,Jon Kitna pass incomplete intended for Peter Warrick,-0.300,-1.700
2,7:49,4,5,CIN 25,10,7,"Nick Harris punts 35 yards, out of bounds",-1.700,-1.600
2,7:42,1,10,NOR 40,10,7,Deuce McAllister right tackle for 4 yards (tackle by Takeo Spikes),1.600,1.590
2,7:06,2,6,NOR 44,10,7,Aaron Brooks pass incomplete intended for Boo Williams,1.590,0.890
2,7:02,3,6,NOR 44,10,7,Aaron Brooks pass incomplete intended for Boo Williams (defended by JoJuan Armour),0.890,-0.460
2,6:56,4,6,NOR 44,10,7,"Toby Gowin punts 40 yards, returned by T.J. Houshmandzadeh for 4 yards (tackle by Fred McAfee)",-0.460,-0.280
2,6:46,1,10,CIN 20,10,7,Jon Kitna pass incomplete intended for Matt Schobel (defended by Charlie Clemons),0.280,-0.270
2,6:39,2,10,CIN 20,10,7,"Corey Dillon for 9 yards (tackle by Sammy Knight). Penalty on Levi Jones: Offensive Holding, 10 yards (no play)",-0.270,-1.510
2,6:16,2,20,CIN 10,10,7,Jon Kitna pass complete to Brandon Bennett for 6 yards (tackle by Ken Irvin),-1.510,-1.690
2,5:30,3,14,CIN 16,10,7,"Jon Kitna sacked by Charles Grant for -6 yards. Jon Kitna fumbles (forced by Charles Grant), recovered by Charlie Clemons at CIN-16 (tackle by Matt O'Dwyer)",-1.690,-4.510
2,5:23,1,10,CIN 16,10,7,Deuce McAllister right guard for 1 yard (tackle by Brian Simmons),4.510,4.050
2,4:50,2,9,CIN 15,10,7,Aaron Brooks pass incomplete intended for Deuce McAllister,4.050,3.220
2,4:43,3,9,CIN 15,10,7,Aaron Brooks pass incomplete intended for Michael Lewis,3.220,2.440
2,4:38,4,9,CIN 15,10,7,John Carney 33 yard field goal no good,2.440,-0.480
2,4:33,1,10,CIN 23,10,7,Corey Dillon left guard for 11 yards (tackle by Jay Bellamy),0.480,1.200
2,3:47,1,10,CIN 23,,,Timeout #1 by Cincinnati Bengals,0.480,1.200
2,3:47,1,10,CIN 34,10,7,Jon Kitna pass incomplete intended for Lorenzo Neal,1.200,0.660
2,3:43,2,10,CIN 34,10,7,Jon Kitna pass incomplete intended for Chad Johnson is intercepted by Fred Thomas at CIN-48,0.660,-2.390
2,3:36,1,10,CIN 48,10,7,Aaron Brooks pass complete to Donte' Stallworth for 15 yards (tackle by Artrell Hawkins),2.390,3.380
2,3:17,1,10,CIN 33,10,7,Aaron Brooks pass incomplete intended for Joe Horn (defended by Brian Simmons),3.380,2.840
2,3:11,2,10,CIN 33,10,7,Aaron Brooks pass complete to Joe Horn for 15 yards (tackle by Marquand Manuel),2.840,4.370
2,2:36,1,10,CIN 18,10,7,Aaron Brooks right guard for 1 yard (tackle by Tony Williams),4.370,3.940
2,2:00,2,9,CIN 17,10,7,Aaron Brooks pass incomplete intended for Deuce McAllister,3.940,3.170
2,1:55,3,9,CIN 17,10,7,"Aaron Brooks sacked by Justin Smith for -8 yards. Aaron Brooks fumbles (forced by Justin Smith), recovered by Jerry Fontenot at CIN-25",3.170,1.800
2,1:20,4,17,CIN 25,13,7,John Carney 43 yard field goal good,1.800,3.000
2,1:20,,,NOR 30,13,7,"Toby Gowin kicks off 66 yards, returned by Brandon Bennett for 12 yards (tackle by James Allen)",0.000,-0.140
2,1:08,1,10,CIN 16,13,7,Brandon Bennett middle for no gain (tackle by Willie Whitehead),-0.140,-0.660
2,0:47,2,10,CIN 16,13,7,Jon Kitna pass complete to Danny Farmer for 7 yards (tackle by Fred Thomas),-0.660,-0.450
2,0:38,2,10,CIN 16,,,Timeout #2 by Cincinnati Bengals,-0.660,-0.450
2,0:38,3,3,CIN 23,13,7,Brandon Bennett right guard for 12 yards (tackle by Dale Carter),-0.450,1.270
2,0:23,1,10,CIN 35,13,7,"Jon Kitna pass incomplete. Penalty on Chad Johnson: Illegal Formation, 5 yards (no play)",1.270,0.940
2,0:22,1,15,CIN 30,13,7,Jon Kitna pass complete to Peter Warrick for 8 yards (tackle by Keyuo Craver and Sammy Knight),0.940,1.130
2,0:13,1,15,CIN 30,,,Timeout #3 by Cincinnati Bengals,0.940,1.130
2,0:13,2,7,CIN 38,13,7,"Jon Kitna pass incomplete intended for Chad Johnson is intercepted by Sammy Knight at NOR-26. Penalty on Charlie Clemons: Defensive Offside, 5 yards (no play)",1.130,1.800
2,0:06,2,2,CIN 43,13,7,Brandon Bennett left guard for 29 yards (tackle by Sedrick Hodge),1.800,3.710
Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,13,7,"Toby Gowin kicks off 66 yards, muffed catch by Brandon Bennett, recovered by Brandon Bennett and returned for no gain",0.000,-0.380
3,14:56,1,10,CIN 4,13,7,Jon Kitna pass complete to T.J. Houshmandzadeh for 9 yards (tackle by Sammy Knight and Dale Carter),-0.380,-0.120
3,14:40,2,1,CIN 13,13,7,Corey Dillon left guard for 4 yards (tackle by Norman Hand),-0.120,-0.060
3,14:07,1,10,CIN 17,13,7,Jon Kitna pass complete to Corey Dillon for 16 yards (tackle by Charlie Clemons),-0.060,1.140
3,13:21,1,10,CIN 33,13,7,Brandon Bennett right end for 7 yards (tackle by Darrin Smith),1.140,1.540
3,12:40,2,3,CIN 40,13,7,Brandon Bennett left guard for 7 yards (tackle by Sammy Knight),1.540,2.060
3,12:00,1,10,CIN 47,13,7,Jon Kitna pass complete to Chad Johnson for 8 yards (tackle by Fred Thomas),2.060,2.600
3,11:17,2,2,NOR 45,13,7,"Corey Dillon left tackle for 6 yards (tackle by Fred Thomas). Corey Dillon fumbles (forced by Fred Thomas), recovered by Corey Dillon at NOR-39",2.600,2.980
3,10:44,1,10,NOR 39,13,7,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Dale Carter),2.980,2.440
3,10:36,2,10,NOR 39,13,7,Jon Kitna pass complete to Lorenzo Neal for no gain,2.440,1.750
3,9:54,3,10,NOR 39,13,7,Jon Kitna pass incomplete intended for Brandon Bennett,1.750,0.660
3,9:48,4,10,NOR 39,13,7,"Nick Harris punts 28 yards, returned by Michael Lewis for 10 yards (tackle by Reggie Myles)",0.660,-0.340
3,9:38,1,10,NOR 21,13,7,Deuce McAllister right guard for 5 yards (tackle by Tony Williams),0.340,0.480
3,9:08,2,5,NOR 26,13,7,Aaron Brooks pass complete to Donte' Stallworth for 9 yards (tackle by Artrell Hawkins and Takeo Spikes),0.480,1.270
3,8:25,1,10,NOR 35,13,7,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Jeff Burris),1.270,0.720
3,8:18,2,10,NOR 35,13,7,Aaron Brooks pass complete to Jake Reed for 4 yards (tackle by Jeff Burris),0.720,0.560
3,7:36,3,6,NOR 39,13,7,Aaron Brooks pass incomplete intended for Joe Horn,0.560,-0.780
3,7:30,4,6,NOR 39,13,7,"Toby Gowin punts 45 yards, muffed catch by T.J. Houshmandzadeh, recovered by T.J. Houshmandzadeh and returned for no gain",-0.780,0.140
3,7:21,1,10,CIN 16,13,7,Jon Kitna pass complete to Chad Johnson for 10 yards (tackle by Ken Irvin),-0.140,0.670
3,6:38,1,10,CIN 26,13,7,Corey Dillon right end for 4 yards (tackle by Sedrick Hodge and Willie Whitehead),0.670,0.670
3,6:01,2,6,CIN 30,13,7,Jon Kitna pass incomplete intended for Chad Johnson (defended by Dale Carter),0.670,-0.030
3,5:54,3,6,CIN 30,13,7,"Penalty on Chad Johnson: False Start, 5 yards (no play)",-0.030,-0.690
3,5:54,3,11,CIN 25,13,7,Jon Kitna pass complete to Chad Johnson for 15 yards (tackle by Jay Bellamy),-0.690,1.600
3,5:24,1,10,CIN 40,13,7,Jon Kitna pass incomplete intended for Chad Johnson (defended by Dale Carter),1.600,1.050
3,5:17,2,10,CIN 40,13,7,Corey Dillon right tackle for 16 yards (tackle by Jay Bellamy),1.050,2.650
3,4:33,1,10,NOR 44,13,7,Brandon Bennett left tackle for 1 yard (tackle by Charlie Clemons),2.650,2.250
3,3:56,2,9,NOR 43,13,7,Jon Kitna pass complete to Peter Warrick for 6 yards (tackle by Dale Carter),2.250,2.350
3,3:19,3,3,NOR 37,13,7,Jon Kitna pass complete to Peter Warrick for 9 yards (tackle by Ken Irvin). Penalty on NOR: Illegal Contact (Declined),2.350,3.710
3,2:59,1,10,NOR 28,13,7,Corey Dillon right guard for 5 yards (tackle by Darrin Smith),3.710,3.840
3,2:15,2,5,NOR 23,13,7,Jon Kitna pass incomplete intended for Corey Dillon,3.840,3.140
3,2:07,3,5,NOR 23,13,7,"Penalty on Chad Johnson: False Start, 5 yards (no play)",3.140,2.480
3,2:07,3,10,NOR 28,13,7,Jon Kitna pass incomplete intended for Ron Dugans is intercepted by Fred Thomas at NOR-22 and returned for 43 yards,2.480,-3.250
3,1:49,1,10,CIN 35,13,7,Donte' Stallworth right end for 4 yards (tackle by Canute Curtis),3.250,3.240
3,1:32,2,6,CIN 31,13,7,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Jeff Burris),3.240,2.540
3,1:27,3,6,CIN 31,13,7,Aaron Brooks pass incomplete intended for Joe Horn,2.540,1.340
3,1:23,4,6,CIN 31,13,7,Aaron Brooks pass incomplete intended for Boo Williams (defended by Brian Simmons),1.340,-1.000
3,1:17,1,10,CIN 31,13,7,Jon Kitna pass incomplete intended for Matt Schobel (defended by Fred Thomas),1.000,0.460
3,1:11,2,10,CIN 31,13,7,Corey Dillon right end for 1 yard (tackle by James Allen),0.460,-0.100
3,0:32,3,9,CIN 32,13,7,Jon Kitna pass complete to T.J. Houshmandzadeh for 11 yards (tackle by Ken Irvin),-0.100,1.800
3,0:11,1,10,CIN 43,13,7,Brandon Bennett left guard for 2 yards (tackle by Willie Whitehead),1.800,1.520
Quarter,Time,Down,ToGo,Location,NOR,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CIN 45,13,7,"Jon Kitna pass incomplete intended for Matt Schobel. Penalty on Sedrick Hodge: Defensive Holding, 5 yards (no play)",1.520,2.260
4,14:55,1,10,,13,7,Corey Dillon middle for 5 yards (tackle by Norman Hand),2.260,2.390
4,14:17,2,5,NOR 45,13,7,Corey Dillon right tackle for 15 yards (tackle by Charlie Clemons),2.390,3.580
4,13:37,1,10,NOR 30,13,7,Jon Kitna pass incomplete intended for Chad Johnson,3.580,3.030
4,13:30,1,10,NOR 30,,,Timeout #1 by Cincinnati Bengals,3.580,3.030
4,13:30,2,10,NOR 30,13,7,Jon Kitna pass complete to Chad Johnson for 14 yards (tackle by Fred Thomas),3.030,4.510
4,12:51,1,10,NOR 16,13,7,Jon Kitna pass incomplete intended for Lorenzo Neal,4.510,3.900
4,12:43,2,10,NOR 16,13,7,Nick Luchey for 4 yards (tackle by Jay Bellamy and Norman Hand),3.900,3.730
4,12:00,3,6,NOR 12,13,7,Jon Kitna pass complete to Peter Warrick for 4 yards (tackle by Jay Bellamy),3.730,2.990
4,11:33,3,6,NOR 12,,,Timeout #1 by New Orleans Saints,3.730,2.990
4,11:33,4,2,NOR 8,13,7,Nick Luchey left guard for 7 yards (tackle by Jay Bellamy),2.990,6.970
4,10:48,1,1,NOR 1,13,13,"Nick Luchey right guard for 1 yard, touchdown",6.970,7.000
4,10:48,,,NOR 1,13,13,"Neil Rackers kicks extra point no good, blocked by Grady Jackson",0.000,-1.000
4,10:48,,,CIN 30,13,13,"Neil Rackers kicks off 34 yards, returned by Charles Grant for 10 yards (tackle by Adrian Ross)",0.000,1.990
4,10:38,1,10,NOR 46,13,13,Aaron Brooks pass incomplete intended for Boo Williams,1.990,1.450
4,10:33,2,10,NOR 46,13,13,Aaron Brooks for 5 yards (tackle by Brian Simmons),1.450,1.420
4,10:01,3,5,CIN 49,13,13,Aaron Brooks pass incomplete intended for Joe Horn (defended by Jeff Burris),1.420,0.000
4,9:56,4,5,CIN 49,13,13,Toby Gowin punts 31 yards,0.000,-0.040
4,9:43,1,10,CIN 18,13,13,Nick Luchey right guard for 2 yards (tackle by Sammy Knight),0.040,-0.130
4,9:04,2,8,CIN 20,13,13,Jon Kitna pass complete to Peter Warrick for 6 yards (tackle by Keyuo Craver),-0.130,-0.140
4,8:42,3,2,CIN 26,13,13,Jon Kitna pass incomplete intended for Peter Warrick (defended by Grady Jackson),-0.140,-1.630
4,8:38,4,2,CIN 26,13,13,"Nick Harris punts 45 yards, returned by Michael Lewis for 11 yards (tackle by Lorenzo Neal)",-1.630,-1.600
4,8:24,1,10,NOR 40,13,13,Aaron Brooks for -3 yards (tackle by Justin Smith),1.600,0.650
4,8:05,2,13,NOR 37,13,13,Aaron Brooks pass incomplete intended for Joe Horn,0.650,-0.030
4,7:57,3,13,NOR 37,13,13,Aaron Brooks for no gain (tackle by Artrell Hawkins). Penalty on NOR: Illegal Shift (Declined),-0.030,-0.910
4,7:40,4,13,NOR 37,13,13,"Toby Gowin punts 27 yards, out of bounds",-0.910,-1.330
4,7:33,1,10,CIN 36,13,13,Jon Kitna pass complete to Nick Luchey for 6 yards (tackle by Charlie Clemons),1.330,1.600
4,6:56,2,4,CIN 42,13,13,Nick Luchey right guard for 3 yards (tackle by Sammy Knight),1.600,1.290
4,6:15,3,1,CIN 45,13,13,"Nick Luchey left tackle for 6 yards (tackle by Sammy Knight). Penalty on Chad Johnson: Offensive Holding, 10 yards",1.290,0.760
4,5:52,3,5,CIN 41,13,13,Jon Kitna pass complete to Ron Dugans for 15 yards (tackle by Sammy Knight),0.760,2.650
4,5:13,1,10,NOR 44,13,13,Jon Kitna pass incomplete intended for Nick Luchey,2.650,2.110
4,5:07,2,10,NOR 44,13,13,Jon Kitna pass complete to Peter Warrick for 8 yards (tackle by Dale Carter),2.110,2.480
4,4:25,3,2,NOR 36,13,13,Nick Luchey right tackle for 2 yards (tackle by Grady Jackson),2.480,3.310
4,3:43,1,10,NOR 34,13,13,Nick Luchey left tackle for 9 yards (tackle by Dale Carter),3.310,3.990
4,3:01,2,1,NOR 25,13,13,Nick Luchey left tackle for 10 yards (tackle by Sammy Knight),3.990,4.580
4,2:19,1,10,NOR 15,13,13,Nick Luchey right tackle for 6 yards (tackle by Sedrick Hodge),4.580,5.030
4,2:00,2,4,NOR 9,13,13,Nick Luchey right guard for 6 yards (tackle by Jay Bellamy),5.030,6.510
4,1:50,2,4,NOR 9,,,Timeout #2 by New Orleans Saints,5.030,6.510
4,1:50,1,3,NOR 3,13,19,"Nick Luchey middle for 3 yards, touchdown",6.510,7.000
4,1:50,,,NOR 3,13,20,Neil Rackers kicks extra point good,0.000,0.000
4,1:50,,,CIN 30,13,20,"Neil Rackers kicks off 67 yards, returned by Michael Lewis for 23 yards (tackle by Neil Rackers)",0.000,0.670
4,1:37,1,10,NOR 26,13,20,Aaron Brooks pass incomplete intended for Michael Lewis,0.670,0.130
4,1:31,2,10,NOR 26,13,20,Aaron Brooks pass incomplete intended for Joe Horn (defended by Jeff Burris),0.130,-0.560
4,1:24,3,10,NOR 26,13,20,Aaron Brooks pass incomplete intended for Donte' Stallworth,-0.560,-1.630
4,1:20,4,10,NOR 26,13,20,Aaron Brooks pass incomplete intended for Jake Reed,-1.630,-3.840
4,1:14,1,10,NOR 26,13,20,Jon Kitna kneels for -1 yards,3.840,3.160
4,0:37,2,11,NOR 27,13,20,Jon Kitna kneels for -2 yards,3.160,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
