Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
2,0:48,,,,,,Timeout #1 by New York Giants,,
2,0:48,1,10,LAR 23,14,7,Tyrod Taylor pass incomplete short middle intended for Wan'Dale Robinson (defended by Aaron Donald),4.040,3.500
2,0:44,2,10,LAR 23,14,7,Tyrod Taylor sacked by and Kobie Turner for -8 yards and Michael Hoecht for -8 yards,3.500,1.750
2,0:25,,,,,,Timeout #2 by New York Giants,,
2,0:25,3,18,LAR 31,14,7,Tyrod Taylor up the middle for 4 yards (tackle by Byron Young and Christian Rozeboom),1.750,1.670
2,0:04,,,,,,Timeout #3 by New York Giants,,
2,0:04,4,14,LAR 27,14,7,"Mason Crosby yard field goal no good blocked by Ben Skowronek. Penalty on Ben Skowronek: Leaping, 14 yards (accepted) (no play)",1.670,4.710
2,0:00,1,10,LAR 13,14,10,Mason Crosby 31 yard field goal good,4.710,3.000
Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,14,10,"Lucas Havrisik kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,14,10,Tyrod Taylor sacked by Aaron Donald for -1 yards,0.610,-0.070
3,14:28,2,11,NYG 24,14,10,Tyrod Taylor pass complete short middle to Wan'Dale Robinson for 7 yards (tackle by Ahkello Witherspoon and Ernest Jones),-0.070,0.170
3,13:57,3,4,NYG 31,14,10,Tyrod Taylor pass complete short left to Darren Waller for 18 yards (tackle by Jordan Fuller),0.170,2.190
3,13:22,1,10,NYG 49,14,10,Tyrod Taylor scrambles right end for 2 yards (tackle by Michael Hoecht),2.190,1.920
3,12:55,2,8,LAR 49,14,10,Eric Gray up the middle for 2 yards (tackle by Kobie Turner),1.920,1.490
3,12:20,3,6,LAR 47,14,10,Tyrod Taylor sacked by Kobie Turner for -4 yards,1.490,-0.130
3,11:41,4,10,NYG 49,14,10,"Jamie Gillan punts 39 yards, fair catch by Austin Trammell at LA-12",-0.130,0.350
3,11:36,1,10,LAR 12,14,10,Matthew Stafford pass complete short right to Cooper Kupp for 6 yards (tackle by Cordale Flott),-0.350,-0.070
3,10:56,2,4,LAR 18,14,10,Matthew Stafford pass incomplete short right intended for Tyler Higbee,-0.070,-0.720
3,10:52,3,4,LAR 18,14,10,Matthew Stafford pass complete short right to Puka Nacua for 80 yards (tackle by Dane Belton),-0.720,6.740
3,10:22,1,2,NYG 2,20,10,"Kyren Williams right guard for 2 yards, touchdown",6.740,7.000
3,10:17,,,NYG 15,20,10,Lucas Havrisik kicks extra point no good,0.000,-1.000
3,10:17,,,LAR 35,20,10,"Lucas Havrisik kicks off 65 yards, touchback.",0.000,0.610
3,10:17,1,10,NYG 25,20,10,Tyrod Taylor pass complete short right to Darius Slayton for 8 yards (tackle by Jordan Fuller),0.610,1.140
3,9:45,2,2,NYG 33,20,10,Saquon Barkley left tackle for 6 yards (tackle by Ernest Jones),1.140,1.530
3,9:11,1,10,NYG 39,20,10,Tyrod Taylor scrambles right end for 1 yard (tackle by Nick Hampton and Ernest Jones),1.530,1.120
3,8:34,2,9,NYG 40,20,10,Saquon Barkley up the middle for no gain (tackle by Jonah Williams),1.120,0.430
3,7:59,3,9,NYG 40,20,10,Tyrod Taylor pass incomplete short right intended for Saquon Barkley,0.430,-0.720
3,7:52,4,9,NYG 40,20,10,"Jamie Gillan punts 39 yards, fair catch by Austin Trammell at LA-21",-0.720,-0.340
3,7:46,1,10,LAR 21,20,10,Kyren Williams right end for 2 yards (tackle by Isaiah Simmons and Bobby Okereke),0.340,0.070
3,7:21,2,8,LAR 23,20,10,Matthew Stafford pass incomplete short middle intended for Puka Nacua,0.070,-0.630
3,7:17,3,8,LAR 23,20,10,Matthew Stafford sacked by Jihad Ward for -5 yards,-0.630,-2.240
3,6:41,4,13,LAR 18,20,10,"Ethan Evans punts 72 yards, returned by Gunner Olszewski for -1 yards (tackle by Jason Taylor)",-2.240,0.380
3,6:30,1,10,NYG 9,20,10,Saquon Barkley up the middle for 2 yards (tackle by Aaron Donald and Ernest Jones),-0.380,-0.630
3,6:04,2,8,NYG 11,20,10,Saquon Barkley up the middle for -2 yards (tackle by Desjuan Johnson and Aaron Donald),-0.630,-1.420
3,5:29,3,10,NYG 9,20,10,Tyrod Taylor pass complete short middle to Darren Waller for 11 yards (tackle by Russ Yeast),-1.420,0.280
3,4:50,1,10,NYG 20,20,16,"Tyrod Taylor pass complete deep right to Darius Slayton for 80 yards, touchdown",0.280,7.000
3,4:39,,,LAR 15,20,16,Mason Crosby kicks extra point no good,0.000,-1.000
3,4:39,,,NYG 35,20,16,"Mason Crosby kicks off 60 yards,",0.000,0.610
3,4:39,1,10,LAR 25,20,16,Matthew Stafford pass complete short left to Ronnie Rivers for 4 yards (tackle by Bobby Okereke and Nick McCloud),0.610,0.600
3,3:55,2,6,LAR 29,20,16,Matthew Stafford pass complete short right to Tyler Higbee for 4 yards (tackle by Adoree' Jackson),0.600,0.430
3,3:07,3,2,LAR 33,20,16,Kyren Williams left guard for 4 yards (tackle by A'Shawn Robinson),0.430,1.400
3,2:22,1,10,LAR 37,20,16,Matthew Stafford pass deep middle intended for Demarcus Robinson is intercepted by Dane Belton at NYG-46 and returned for 20 yards (tackle by Tyler Higbee),1.400,-3.310
3,2:12,1,10,LAR 34,20,16,Tyrod Taylor pass complete short right to Saquon Barkley for 4 yards (tackle by Quentin Lake),3.310,3.310
3,1:45,2,6,LAR 30,20,16,Tyrod Taylor pass complete short middle to Wan'Dale Robinson for 5 yards (tackle by Ernest Jones and Michael Hoecht),3.310,3.270
3,1:15,3,1,LAR 25,20,16,Saquon Barkley right guard for no gain (tackle by Ernest Jones),3.270,1.950
3,0:43,4,1,LAR 25,20,16,Saquon Barkley left guard for 2 yards (tackle by Jonah Williams),1.950,4.040
Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAR 23,20,16,Tyrod Taylor pass incomplete deep left intended for Saquon Barkley,4.040,3.500
4,14:56,2,10,LAR 23,20,16,Saquon Barkley left guard for 13 yards (tackle by Jordan Fuller and Ahkello Witherspoon),3.500,4.910
4,14:22,1,10,LAR 10,20,16,Tyrod Taylor pass incomplete short right,4.910,4.190
4,14:15,2,10,LAR 10,20,16,"Tyrod Taylor for no gain. Penalty on Ben Bredeson: Offensive Holding, 10 yards (accepted) (no play)",4.190,3.000
4,13:56,2,20,LAR 20,20,16,Tyrod Taylor pass complete short middle to Daniel Bellinger for 7 yards (tackle by Ernest Jones and Michael Hoecht),3.000,3.000
4,13:32,3,14,LAR 14,20,16,Tyrod Taylor pass incomplete short right intended for Isaiah Hodgins (defended by Derion Kendrick),3.000,2.510
4,13:28,4,14,LAR 14,20,19,Mason Crosby 32 yard field goal good,2.510,3.000
4,13:24,,,NYG 35,20,19,"Mason Crosby kicks off 61 yards,",0.000,0.610
4,13:24,1,10,LAR 25,20,19,Kyren Williams left guard for 5 yards (tackle by Xavier McKinney and Bobby Okereke),0.610,0.740
4,12:46,2,5,LAR 30,20,19,Matthew Stafford pass complete deep left to Demarcus Robinson for 37 yards (tackle by Cordale Flott),0.740,3.380
4,12:10,1,10,NYG 33,20,19,"Matthew Stafford pass incomplete. Penalty on Cordale Flott: Defensive Holding, 5 yards (accepted) (no play)",3.380,3.710
4,12:10,1,10,NYG 28,26,19,"Kyren Williams right tackle for 28 yards, touchdown",3.710,7.000
4,12:03,,,NYG 15,26,19,Lucas Havrisik kicks extra point no good,0.000,-1.000
4,12:03,,,LAR 35,26,19,"Lucas Havrisik kicks off 65 yards, touchback.",0.000,0.610
4,12:03,1,10,NYG 25,26,19,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 11 yards (tackle by Ernest Jones and John Johnson),0.610,1.330
4,11:21,1,10,NYG 36,26,19,"Tyrod Taylor pass complete to Jalin Hyatt for 50 yards. Penalty on Daniel Bellinger: Offensive Holding, 10 yards (accepted) (no play)",1.330,0.670
4,11:07,1,20,NYG 26,26,19,Tyrod Taylor pass complete short left to Darius Slayton for 14 yards (tackle by Jordan Fuller),0.670,1.330
4,10:39,2,6,NYG 40,26,19,Tyrod Taylor pass complete deep right to Isaiah Hodgins for 18 yards (tackle by Ahkello Witherspoon),1.330,2.790
4,10:09,1,10,LAR 42,26,19,Tyrod Taylor sacked by Aaron Donald for -9 yards,2.790,1.030
4,9:32,2,19,NYG 49,26,19,Tyrod Taylor pass incomplete short left intended for Sterling Shepard,1.030,0.370
4,9:25,3,19,NYG 49,26,19,Tyrod Taylor pass complete short right to Daniel Bellinger for 18 yards (tackle by Jordan Fuller),0.370,1.210
4,8:42,4,1,LAR 33,26,19,Tyrod Taylor pass complete short middle to Jalin Hyatt for -1 yards (tackle by Ahkello Witherspoon),1.210,-1.200
4,8:38,1,10,LAR 34,26,19,Kyren Williams left tackle for 4 yards (tackle by Bobby Okereke),1.200,1.200
4,8:00,2,6,LAR 38,26,19,Matthew Stafford pass incomplete short left intended for Cooper Kupp (defended by Adoree' Jackson),1.200,0.500
4,7:54,3,6,LAR 38,26,19,Matthew Stafford pass incomplete short middle intended for Demarcus Robinson,0.500,-0.850
4,7:50,4,6,LAR 38,26,19,"Ethan Evans punts 59 yards, returned by Gunner Olszewski for 14 yards (tackle by Ben Skowronek and Jake Hummel)",-0.850,0.060
4,7:40,1,10,NYG 17,26,19,Tyrod Taylor pass complete short left to Saquon Barkley for 9 yards (tackle by John Johnson and Ahkello Witherspoon),-0.060,0.750
4,7:09,2,1,NYG 26,26,19,Saquon Barkley up the middle for no gain (tackle by Desjuan Johnson and Kobie Turner),0.750,-0.120
4,6:32,3,1,NYG 26,26,19,Tyrod Taylor up the middle for 2 yards (tackle by Aaron Donald),-0.120,0.810
4,5:56,1,10,NYG 28,26,19,"Tyrod Taylor scrambles for no gain. Penalty on John Michael Schmitz: Offensive Holding, 10 yards (accepted) (no play)",0.810,-0.040
4,5:37,1,20,NYG 18,26,19,Tyrod Taylor pass complete short right to Darren Waller for 9 yards (tackle by Jordan Fuller and Ahkello Witherspoon),-0.040,0.130
4,5:08,2,11,NYG 27,26,19,Tyrod Taylor pass incomplete deep left intended for Darren Waller,0.130,-0.560
4,5:01,3,11,NYG 27,26,19,Tyrod Taylor pass incomplete short left intended for Darius Slayton,-0.560,-1.570
4,4:56,4,11,NYG 27,26,19,Jamie Gillan punts 45 yards out of bounds,-1.570,-0.810
4,4:46,1,10,LAR 28,26,19,Puka Nacua left end for 15 yards (tackle by Nick McCloud),0.810,1.800
4,4:00,1,10,LAR 43,26,19,Kyren Williams right guard for -1 yards (tackle by Xavier McKinney and A'Shawn Robinson),1.800,1.120
4,3:56,,,,,,Timeout #1 by New York Giants,,
4,3:56,2,11,LAR 42,26,19,Puka Nacua left end for 4 yards (tackle by Jihad Ward and Cordale Flott),1.120,0.960
4,3:53,,,,,,Timeout #2 by New York Giants,,
4,3:53,3,7,LAR 46,26,19,Matthew Stafford sacked by and Bobby Okereke for -10 yards and Rakeem Nunez-Roches for -10 yards,0.960,-0.980
4,3:49,,,,,,Timeout #3 by New York Giants,,
4,3:49,4,17,LAR 36,26,25,"Ethan Evans punts 58 yards, returned by Gunner Olszewski for 94 yards, touchdown",-0.980,-7.000
4,3:27,,,LAR 15,26,25,"Penalty on Jonah Williams: Encroachment, 1 yard (accepted) (no play)",0.000,1.000
4,3:27,,,LAR 1,26,25,Two Point Attempt: Tyrod Taylor pass incomplete intended for Saquon Barkley,1.000,-1.000
4,3:27,,,NYG 35,26,25,"Mason Crosby kicks off 55 yards,",0.000,0.610
4,3:27,1,10,LAR 25,26,25,Kyren Williams right tackle for 1 yard (tackle by Dexter Lawrence),0.610,0.200
4,2:44,2,9,LAR 26,26,25,Kyren Williams left guard for no gain (tackle by A'Shawn Robinson),0.200,-0.490
4,2:00,3,9,LAR 26,26,25,Matthew Stafford sacked by Isaiah Simmons for -10 yards,-0.490,-2.390
4,1:16,4,19,LAR 16,26,25,"Ethan Evans punts 40 yards, returned by Gunner Olszewski for 1 yard (tackle by Michael Hoecht). Penalty on Darnay Holmes: Offensive Holding, 10 yards (accepted)",-2.390,-1.270
4,1:08,1,10,NYG 35,26,25,Tyrod Taylor pass incomplete short middle intended for Saquon Barkley,1.270,0.720
4,1:04,2,10,NYG 35,26,25,Tyrod Taylor scrambles right tackle for 31 yards (tackle by John Johnson),0.720,3.310
4,0:43,1,10,LAR 34,26,25,Tyrod Taylor spiked the ball,3.310,2.770
4,0:42,2,10,LAR 34,26,25,Saquon Barkley up the middle for -2 yards (tackle by Ernest Jones),2.770,1.820
4,0:37,,,,,,Timeout #1 by Los Angeles Rams,,
4,0:37,3,12,LAR 36,26,25,Tyrod Taylor pass incomplete short right intended for Wan'Dale Robinson,1.820,0.880
4,0:35,4,12,LAR 36,26,25,Mason Crosby 54 yard field goal no good,0.880,-1.860
4,0:30,1,10,LAR 44,26,25,Matthew Stafford kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
