Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Higbee,LAR,7,6,62,0,5,7,1.2,55,9.2,1.7,0,,1,14.3,0,103.6
Demarcus Robinson,LAR,10,6,92,0,3,60,10.0,32,5.3,10.9,0,,0,0.0,1,50.8
Puka Nacua,LAR,8,5,118,0,4,10,2.0,108,21.6,5.6,1,5.0,2,25.0,1,66.7
Cooper Kupp,LAR,6,4,27,1,2,16,4.0,11,2.8,7.2,0,,0,0.0,0,116.0
Kyren Williams,LAR,2,2,14,0,0,-3,-1.5,17,8.5,-1.5,0,,0,0.0,0,95.8
Ronnie Rivers,LAR,1,1,4,0,,-8,-8.0,12,12.0,-8.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Wan'Dale Robinson,NYG,9,6,55,0,3,24,4.0,31,5.2,3.2,0,,1,11.1,0,83.1
Darren Waller,NYG,6,5,51,0,2,22,4.4,29,5.8,6.8,0,,1,16.7,0,102.1
Daniel Bellinger,NYG,4,4,39,0,,19,4.8,20,5.0,4.8,0,,0,0.0,0,107.3
Darius Slayton,NYG,6,4,106,1,1,66,16.5,40,10.0,19.0,0,,0,0.0,1,109.7
Saquon Barkley,NYG,6,3,19,0,0,2,0.7,17,5.7,5.2,0,,2,33.3,0,56.9
Jalin Hyatt,NYG,4,3,25,0,1,20,6.7,5,1.7,12.8,0,,0,0.0,0,90.6
Eric Gray,NYG,1,1,6,0,,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7
Isaiah Hodgins,NYG,2,1,18,0,1,16,16.0,2,2.0,14.5,0,,0,0.0,0,81.2
Sterling Shepard,NYG,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6
