Quarter,Time,Tm,Detail,NYG,PHI
1.0,10:55,Eagles,Cody Parkey 31 yard field goal,0,3
,3:56,Eagles,Zach Ertz 15 yard pass from Nick Foles (Cody Parkey kick),0,10
2.0,9:10,Eagles,James Casey 26 yard pass from Nick Foles (Cody Parkey kick),0,17
,4:25,Eagles,Cody Parkey 45 yard field goal,0,20
3.0,5:26,Eagles,Darren Sproles 15 yard rush (Cody Parkey kick),0,27
