Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Graham Gano kicks off 61 yards, returned by Bernard Reedy for 13 yards (tackle by Kevon Seymour)",0.000,0.060
1,14:53,1,10,TAM 17,0,0,"Penalty on Charles Johnson: Encroachment, 5 yards (no play)",-0.060,0.810
1,14:53,1,5,TAM 22,0,0,Doug Martin right tackle for 1 yard (tackle by Mike Adams and James Bradberry),0.810,0.350
1,14:18,2,4,TAM 23,0,0,Jameis Winston pass incomplete short right intended for DeSean Jackson,0.350,-0.490
1,14:12,3,4,TAM 23,0,0,Jameis Winston pass incomplete short middle intended for DeSean Jackson,-0.490,-1.830
1,14:06,4,4,TAM 23,0,0,"Bryan Anger punts 56 yards, returned by Kaelin Clay for 11 yards (tackle by Keith Tandy)",-1.830,-1.070
1,13:52,1,10,CAR 32,0,0,Cam Newton middle for 1 yard (tackle by Chris Baker),1.070,0.660
1,13:14,2,9,CAR 33,0,0,Christian McCaffrey right end for 4 yards (tackle by Javien Elliott),0.660,0.500
1,12:34,3,5,CAR 37,0,0,Cam Newton pass incomplete deep right intended for Kelvin Benjamin,0.500,-0.910
1,12:28,4,5,CAR 37,0,0,Michael Palardy punts 47 yards,-0.910,0.140
1,12:17,1,10,TAM 16,0,0,Jameis Winston pass complete short left to Cameron Brate for 5 yards (tackle by Kurt Coleman),-0.140,0.150
1,11:46,2,5,TAM 21,0,0,Doug Martin left tackle for 8 yards (tackle by Kurt Coleman),0.150,0.870
1,11:23,1,10,TAM 29,0,0,Jameis Winston pass complete short right to Adam Humphries for 5 yards (tackle by Kevon Seymour),0.870,1.000
1,11:08,2,5,TAM 34,0,0,Doug Martin middle for 1 yard (tackle by Mike Adams and Luke Kuechly),1.000,0.430
1,10:29,3,4,TAM 35,0,0,Jameis Winston pass incomplete short left intended for Mike Evans,0.430,-1.040
1,10:24,4,4,TAM 35,0,0,"Bryan Anger punts 48 yards, returned by Kaelin Clay for 1 yard (tackle by Cameron Lynch)",-1.040,-0.040
1,10:12,1,10,CAR 18,0,0,Jonathan Stewart right guard for 5 yards (tackle by William Gholston),0.040,0.280
1,9:42,2,5,CAR 23,0,0,Cam Newton left end for 4 yards (tackle by Ryan Russell),0.280,-0.020
1,9:04,3,1,CAR 27,0,0,Cam Newton middle for 2 yards (tackle by Gerald McCoy),-0.020,0.870
1,8:31,1,10,CAR 29,0,0,Jonathan Stewart right end for -1 yards,0.870,0.190
1,7:54,2,11,CAR 28,0,0,Cam Newton pass complete short left to Kelvin Benjamin for 5 yards (tackle by Kendell Beckwith),0.190,0.170
1,7:13,3,6,CAR 33,0,0,Cam Newton pass complete short middle to Christian McCaffrey for 14 yards (tackle by Lavonte David),0.170,2.060
1,6:37,1,10,CAR 47,0,0,Christian McCaffrey middle for 1 yard (tackle by Chris Conte),2.060,1.650
1,5:59,2,9,CAR 48,0,0,Cam Newton pass incomplete short left intended for Christian McCaffrey,1.650,0.960
1,5:55,3,9,CAR 48,0,0,Cam Newton pass complete short middle to Russell Shepard for 14 yards (tackle by Ryan Smith),0.960,3.050
1,5:15,1,10,TAM 38,0,0,Cam Newton pass incomplete deep right intended for Devin Funchess,3.050,2.510
1,5:07,2,10,TAM 38,0,0,Cam Newton pass complete short middle to Curtis Samuel for 9 yards (tackle by Chris Conte and Kwon Alexander),2.510,3.010
1,4:24,3,1,TAM 29,0,0,Cam Newton pass complete short right to Ed Dickson for 14 yards (tackle by Chris Conte),3.010,4.580
1,3:40,1,10,TAM 15,0,0,Cam Newton pass incomplete,4.580,3.950
1,3:36,2,10,TAM 15,0,0,Cameron Artis-Payne middle for 11 yards (tackle by Justin Evans and Kwon Alexander),3.950,6.280
1,2:57,1,4,TAM 4,0,0,Cameron Artis-Payne middle for 3 yards (tackle by Chris Baker and Kendell Beckwith),6.280,5.910
1,2:14,2,1,TAM 1,0,0,Cameron Artis-Payne middle for no gain (tackle by Kwon Alexander),5.910,5.170
1,1:37,3,1,TAM 1,6,0,"Jonathan Stewart middle for 1 yard, touchdown",5.170,7.000
1,1:34,,,TAM 15,7,0,Graham Gano kicks extra point good,0.000,0.000
1,1:34,,,CAR 35,7,0,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,1:34,1,10,TAM 25,7,0,"Doug Martin middle for 2 yards (tackle by Kurt Coleman). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",0.610,-0.410
1,1:11,1,20,TAM 15,7,0,Jameis Winston pass complete short right to DeSean Jackson for 19 yards (tackle by Kevon Seymour),-0.410,1.280
1,0:31,2,1,TAM 34,7,0,Jameis Winston pass incomplete short middle intended for DeSean Jackson,1.280,0.560
1,0:26,3,1,TAM 34,7,0,Doug Martin right guard for 2 yards (tackle by Thomas Davis and Kyle Love),0.560,1.330
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 36,7,0,Jameis Winston pass complete short left to Jacquizz Rodgers for -5 yards (tackle by Luke Kuechly),1.330,0.120
2,14:24,2,15,TAM 31,7,0,"Jameis Winston pass complete short left to Adam Humphries for 4 yards (tackle by Thomas Davis). Penalty on Thomas Davis: Unnecessary Roughness, 15 yards",0.120,2.260
2,14:02,1,10,,7,0,"Jameis Winston pass complete deep middle to Mike Evans for 19 yards (tackle by James Bradberry). Penalty on Peyton Barber: Offensive Holding, 10 yards (no play)",2.260,1.600
2,13:30,1,20,TAM 40,7,0,Jameis Winston pass complete short left to Chris Godwin for 8 yards (tackle by Daryl Worley),1.600,1.440
2,12:57,2,12,TAM 48,7,0,Jameis Winston pass complete short left to DeSean Jackson for 4 yards (tackle by Daryl Worley),1.440,1.290
2,12:29,3,8,CAR 48,7,0,Jameis Winston pass complete short right to Adam Humphries for 6 yards (tackle by Thomas Davis),1.290,0.460
2,11:51,4,2,CAR 42,7,0,Bryan Anger punts 40 yards,0.460,0.380
2,11:38,1,10,CAR 2,7,0,Jonathan Stewart right guard for 11 yards,-0.380,-0.320
2,10:52,1,10,CAR 13,7,0,"Cam Newton pass complete short right to Devin Funchess for 14 yards (tackle by Lavonte David). Penalty on Devin Funchess: Offensive Pass Interference, 6 yards (no play)",-0.320,0.000
2,10:19,,,,,,Timeout #1 by Carolina Panthers,0.000,0.610
2,10:18,1,16,CAR 7,7,0,Cam Newton middle for no gain (tackle by Chris Baker),-0.610,-1.220
2,9:41,2,16,CAR 7,7,0,Cam Newton pass incomplete (defended by Chris Baker),-1.220,-2.120
2,9:36,3,16,CAR 7,7,0,Cam Newton pass incomplete deep left intended for Kelvin Benjamin (defended by Ryan Smith),-2.120,-2.490
2,9:30,4,16,CAR 7,7,0,"Michael Palardy punts 55 yards, returned by Bernard Reedy for 17 yards (tackle by Andrew Gachkar). Penalty on Peyton Barber: Illegal Block Above the Waist (Declined), Penalty on Chris Godwin: Illegal Block Above the Waist, 10 yards",-2.490,-0.870
2,9:18,1,10,TAM 29,7,0,Jameis Winston pass complete short right to O.J. Howard for 10 yards (tackle by Luke Kuechly),0.870,1.530
2,8:38,1,10,TAM 39,7,0,Doug Martin middle for 7 yards (tackle by Daryl Worley and Kurt Coleman),1.530,1.930
2,8:03,2,3,TAM 46,7,0,Doug Martin right guard for 5 yards (tackle by Kurt Coleman),1.930,2.320
2,7:28,1,10,CAR 49,7,0,Doug Martin middle for -1 yards (tackle by Wes Horton and Luke Kuechly),2.320,1.650
2,6:56,2,11,,7,0,Jameis Winston pass incomplete short middle intended for Adam Humphries,1.650,0.960
2,6:51,3,11,,7,0,Jameis Winston pass complete deep right to Cameron Brate for 17 yards (tackle by Captain Munnerlyn),0.960,3.380
2,6:19,1,10,CAR 33,7,0,"Jameis Winston pass incomplete deep middle intended for Adam Humphries. Penalty on Donovan Smith: Illegal Use of Hands, 10 yards (no play)",3.380,2.720
2,6:19,1,20,CAR 43,7,0,"Penalty on Demar Dotson: False Start, 5 yards (no play)",2.720,2.390
2,6:14,1,25,CAR 48,7,0,Jameis Winston pass complete short left to Adam Humphries for 11 yards (tackle by Captain Munnerlyn),2.390,2.300
2,5:53,2,14,CAR 37,7,0,Jameis Winston sacked by Julius Peppers for -3 yards. Jameis Winston fumbles (forced by Julius Peppers),2.300,-1.140
2,5:44,1,10,CAR 33,7,0,Curtis Samuel left end for 11 yards (tackle by William Gholston),1.140,1.860
2,5:05,1,10,CAR 44,7,0,Cam Newton pass complete short left to Cameron Artis-Payne for 2 yards (tackle by Lavonte David and Clinton McDonald),1.860,1.590
2,4:24,2,8,CAR 46,7,0,"Cameron Artis-Payne right tackle for 7 yards (tackle by T.J. Ward). Penalty on Trai Turner: Offensive Holding, 10 yards (no play)",1.590,0.240
2,3:55,2,18,CAR 36,7,0,Cam Newton middle for 8 yards (tackle by Clinton McDonald),0.240,0.630
2,3:11,3,10,CAR 44,7,0,Cam Newton pass incomplete deep right intended for Devin Funchess,0.630,-0.460
2,3:03,4,10,CAR 44,7,0,"Michael Palardy punts 48 yards, fair catch by Bernard Reedy",-0.460,0.380
2,2:56,1,10,TAM 8,7,0,Doug Martin right guard for 3 yards (tackle by Mike Adams),-0.380,0.000
2,2:49,,,,,,Timeout #2 by Carolina Panthers,0.000,0.560
2,2:49,2,7,TAM 11,7,0,Jameis Winston pass incomplete short middle intended for Mike Evans,-0.560,-1.070
2,2:45,3,7,TAM 11,7,0,Jameis Winston pass incomplete short right intended for Adam Humphries,-1.070,-2.490
2,2:40,4,7,TAM 11,7,0,"Bryan Anger punts 50 yards, returned by Kaelin Clay for 10 yards (tackle by Devante Bond)",-2.490,-2.190
2,2:28,1,10,CAR 49,7,0,Cam Newton pass complete short right to Ed Dickson for 2 yards (tackle by Chris Conte),2.190,1.920
2,2:00,2,8,TAM 49,7,0,Cam Newton pass complete short middle to Christian McCaffrey for 12 yards (tackle by Chris Conte),1.920,3.120
2,1:34,1,10,TAM 37,7,0,Cam Newton pass complete short right to Christian McCaffrey for 7 yards (tackle by Kwon Alexander),3.120,3.520
2,1:09,2,3,TAM 30,7,0,Cam Newton pass incomplete short right intended for Devin Funchess,3.520,2.810
2,1:03,3,3,TAM 30,7,0,Cam Newton pass complete short left to Christian McCaffrey for 16 yards (tackle by Ryan Smith and Chris Conte),2.810,4.650
2,0:32,1,10,TAM 14,7,0,Cam Newton pass incomplete short left intended for Kelvin Benjamin,4.650,4.000
2,0:26,2,10,TAM 14,7,0,Cam Newton pass complete short right to Ed Dickson for 4 yards (tackle by Chris Conte),4.000,0.000
2,0:23,,,,,,Timeout #3 by Carolina Panthers,0.000,-3.820
2,0:23,3,6,TAM 10,7,0,Cam Newton pass incomplete short middle intended for Kelvin Benjamin (defended by Justin Evans),3.820,2.790
2,0:20,4,6,TAM 10,10,0,Graham Gano 28 yard field goal good,2.790,3.000
2,0:17,,,CAR 35,10,0,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,0:17,1,10,TAM 25,10,0,Jameis Winston pass incomplete deep middle intended for Mike Evans (defended by Kevon Seymour),0.610,0.060
2,0:07,2,10,TAM 25,10,0,Doug Martin middle for 1 yard (tackle by Kevon Seymour and Mario Addison),0.060,-0.490
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
