Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jonathan Martin,T,62,100%,0,0%,2,7%
John Jerry,G,62,100%,0,0%,2,7%
Richie Incognito,G,62,100%,0,0%,2,7%
Ryan Tannehill,QB,62,100%,0,0%,0,0%
Mike Pouncey,C,62,100%,0,0%,0,0%
Jake Long,T,62,100%,0,0%,0,0%
Davone Bess,WR,54,87%,0,0%,2,7%
Anthony Fasano,TE,53,85%,0,0%,1,4%
Reggie Bush,RB,47,76%,0,0%,0,0%
Brian Hartline,WR,37,60%,0,0%,1,4%
Charles Clay,TE,36,58%,0,0%,2,7%
Anthony Armstrong,WR,34,55%,0,0%,0,0%
Legedu Naanee,WR,27,44%,0,0%,5,19%
Daniel Thomas,RB,14,23%,0,0%,4,15%
Jorvorskie Lane,FB,4,6%,0,0%,5,19%
Jeron Mastrud,TE,3,5%,0,0%,8,30%
Marcus Thigpen,RB,1,2%,0,0%,11,41%
Chris Clemons,FS,0,0%,69,100%,11,41%
Kevin Burnett,LB,0,0%,69,100%,8,30%
Reshad Jones,FS,0,0%,69,100%,3,11%
Karlos Dansby,LB,0,0%,69,100%,1,4%
Richard Marshall,CB,0,0%,65,94%,4,15%
Sean Smith,CB,0,0%,65,94%,1,4%
Koa Misi,LB,0,0%,58,84%,3,11%
Jared Odrick,DE,0,0%,57,83%,8,30%
Cameron Wake,DE,0,0%,56,81%,1,4%
Paul Soliai,DT,0,0%,53,77%,6,22%
Randy Starks,DT,0,0%,45,65%,8,30%
Tony McDaniel,DT,0,0%,23,33%,7,26%
Olivier Vernon,DE,0,0%,18,26%,20,74%
Kheeston Randall,DT,0,0%,15,22%,4,15%
Derrick Shelby,DE,0,0%,13,19%,0,0%
Jimmy Wilson,FS,0,0%,8,12%,24,89%
Nolan Carroll,CB,0,0%,5,7%,15,56%
Jason Trusnik,LB,0,0%,2,3%,26,96%
Austin Spitler,LB,0,0%,0,0%,23,85%
Troy Nolan,FS,0,0%,0,0%,17,63%
Marlon Moore,WR,0,0%,0,0%,17,63%
Jonathan Freeny,LB,0,0%,0,0%,12,44%
Nate Garner,G,0,0%,0,0%,8,30%
R.J. Stanford,CB,0,0%,0,0%,7,26%
Dan Carpenter,K,0,0%,0,0%,5,19%
John Denney,LS,0,0%,0,0%,5,19%
Brandon Fields,P,0,0%,0,0%,5,19%
Josh Samuda,G,0,0%,0,0%,2,7%
