Quarter,Time,Down,ToGo,Location,MIA,HOU,Detail,EPB,EPA
1,7:15,4,14,MIA 34,0,0,Shayne Graham 52 yard field goal no good,1.060,-1.730
1,7:10,1,10,MIA 42,0,0,Reggie Bush left guard for 11 yards (tackle by Glover Quin),1.730,2.460
1,6:45,1,10,HOU 47,0,0,Reggie Bush left guard for 5 yards (tackle by Brian Cushing),2.460,2.590
1,6:16,2,5,HOU 42,0,0,Reggie Bush left tackle for 8 yards (tackle by Danieal Manning and Glover Quin),2.590,3.310
1,5:36,1,10,HOU 34,0,0,Ryan Tannehill pass complete short left to Anthony Fasano for 12 yards (tackle by Tim Dobbins),3.310,4.110
1,4:59,1,10,HOU 22,0,0,Daniel Thomas right tackle for 2 yards (tackle by J.J. Watt),4.110,3.830
1,4:29,2,8,HOU 20,0,0,Ryan Tannehill pass complete short middle to Davone Bess for 6 yards (tackle by Glover Quin),3.830,4.150
1,4:29,3,2,HOU 14,0,0,"Reggie Bush up the middle for -7 yards (tackle by Brian Cushing). Reggie Bush fumbles (forced by Brian Cushing), recovered by Jonathan Martin at HOU-21",4.150,2.060
1,3:17,4,9,HOU 21,3,0,Dan Carpenter 39 yard field goal good,2.060,3.000
1,3:12,,,MIA 35,3,0,"Dan Carpenter kicks off 71 yards, returned by Trindon Holliday for 11 yards (tackle by Jimmy Wilson)",0.000,-0.380
1,3:07,1,10,HOU 5,3,0,Arian Foster right guard for 5 yards (tackle by Koa Misi),-0.380,-0.420
1,2:31,2,5,HOU 10,3,0,Arian Foster right end for 4 yards (tackle by Kevin Burnett and Reshad Jones),-0.420,-0.370
1,1:49,3,1,HOU 14,3,0,Arian Foster left tackle for no gain (tackle by Randy Starks and Karlos Dansby),-0.370,-2.470
1,1:13,4,1,HOU 14,3,0,"Donnie Jones punts 48 yards, fair catch by Marcus Thigpen",-2.470,-1.470
1,1:01,1,10,MIA 38,3,0,Ryan Tannehill pass complete short left to Anthony Fasano for 4 yards (tackle by Bradie James),1.470,1.460
1,0:30,2,6,MIA 42,3,0,Daniel Thomas up the middle for 8 yards (tackle by Connor Barwin and Brian Cushing),1.460,2.260
Quarter,Time,Down,ToGo,Location,MIA,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,3,0,"Ryan Tannehill pass incomplete deep middle intended for Brian Hartline. Penalty on Jake Long: Offensive Holding, 10 yards (no play)",2.260,1.600
2,14:53,1,20,MIA 40,3,0,Ryan Tannehill pass incomplete short middle intended for Daniel Thomas,1.600,0.360
2,14:47,2,20,MIA 40,3,0,Ryan Tannehill pass complete short right to Davone Bess for 9 yards (tackle by Brice McCain),0.360,0.890
2,14:07,3,11,MIA 49,3,0,Ryan Tannehill pass incomplete short left intended for Anthony Armstrong,0.890,-0.130
2,14:02,4,11,MIA 49,3,0,"Brandon Fields punts 38 yards, fair catch by Trindon Holliday",-0.130,0.320
2,13:53,1,10,HOU 13,3,0,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Richard Marshall),-0.320,-0.770
2,13:46,2,10,HOU 13,3,0,Matt Schaub pass complete short middle to Ben Tate for 8 yards (tackle by Koa Misi and Kevin Burnett),-0.770,-0.470
2,13:04,3,2,HOU 21,3,0,Matt Schaub pass complete deep left to Owen Daniels for 29 yards (tackle by Reshad Jones),-0.470,0.000
2,12:34,,,,3,0,Timeout #2 by Houston Texans,0.000,2.260
2,12:34,1,10,,3,0,Arian Foster left end for 7 yards (tackle by Koa Misi),2.260,2.660
2,11:54,2,3,MIA 43,3,0,Arian Foster left tackle for 1 yard (tackle by Jared Odrick and Randy Starks),2.660,2.080
2,11:13,3,2,MIA 42,3,0,Matt Schaub pass incomplete deep right intended for Owen Daniels,2.080,0.460
2,11:07,4,2,MIA 42,3,0,Donnie Jones punts 36 yards,0.460,0.380
2,10:58,1,10,MIA 6,3,0,Reggie Bush left guard for 7 yards (tackle by Johnathan Joseph),-0.380,-0.270
2,10:27,2,3,MIA 13,3,0,Reggie Bush left guard for 2 yards (tackle by Danieal Manning and Brooks Reed),-0.270,-0.370
2,9:54,3,1,MIA 15,3,0,Ryan Tannehill pass complete short right to Jorvorskie Lane for 24 yards (tackle by Kareem Jackson),-0.370,1.530
2,9:19,1,10,MIA 39,3,0,Ryan Tannehill pass incomplete short left intended for Brian Hartline (defended by Kareem Jackson),1.530,0.990
2,9:14,2,10,MIA 39,3,0,Reggie Bush left end for -2 yards (tackle by Danieal Manning and Johnathan Joseph),0.990,0.040
2,8:33,3,12,MIA 37,3,0,Ryan Tannehill pass complete short left to Reggie Bush for 13 yards (tackle by Johnathan Joseph),0.040,2.260
2,8:07,1,10,,3,0,Ryan Tannehill sacked by J.J. Watt for -3 yards,2.260,1.310
2,7:35,2,13,MIA 47,3,0,"Ryan Tannehill pass incomplete short middle intended for Legedu Naanee is intercepted by Johnathan Joseph at 50 and returned for 36 yards (tackle by Mike Pouncey). Penalty on Mike Pouncey: Unnecessary Roughness, 7 yards",1.310,-5.600
2,7:23,1,7,MIA 7,3,0,"Penalty on Owen Daniels: False Start, 5 yards (no play)",5.600,4.640
2,7:23,1,12,MIA 12,3,0,Matt Schaub pass incomplete short left intended for James Casey,4.640,3.860
2,7:19,2,12,MIA 12,3,0,Matt Schaub sacked by Randy Starks for -8 yards,3.860,2.340
2,6:51,3,20,MIA 20,3,0,Arian Foster left end for 3 yards (tackle by Olivier Vernon),2.340,2.310
2,6:16,4,17,MIA 17,3,3,Shayne Graham 35 yard field goal good,2.310,3.000
2,6:12,,,HOU 35,3,3,"Shayne Graham kicks off 65 yards, returned by Marcus Thigpen for 17 yards (tackle by Alan Ball)",0.000,-0.060
2,6:06,1,10,MIA 17,3,3,Reggie Bush right guard for 10 yards (tackle by Brian Cushing and Brice McCain),-0.060,0.740
2,5:31,1,10,MIA 27,3,3,Reggie Bush left tackle for 2 yards (tackle by Jared Crick),0.740,0.470
2,5:31,2,8,MIA 29,3,3,"Penalty on Anthony Fasano: False Start, 5 yards (no play)",0.470,-0.210
2,4:44,2,13,MIA 24,3,3,Ryan Tannehill pass complete short left to Daniel Thomas for 32 yards (tackle by Danieal Manning),-0.210,2.650
2,4:14,1,10,HOU 44,3,3,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by J.J. Watt),2.650,2.110
2,4:11,2,10,HOU 44,3,3,Ryan Tannehill pass incomplete short right intended for Charles Clay,2.110,1.420
2,4:06,3,10,HOU 44,3,3,Ryan Tannehill pass incomplete short left intended for Legedu Naanee is intercepted by Brian Cushing at HOU-45 and returned for 1 yard (tackle by Richie Incognito),1.420,-1.990
2,4:00,1,10,HOU 46,3,3,Matt Schaub pass incomplete deep right intended for Andre Johnson,1.990,1.450
2,3:53,2,10,HOU 46,3,3,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Kevin Burnett),1.450,0.760
2,3:47,3,10,HOU 46,3,3,Matt Schaub pass complete deep middle to Andre Johnson for 24 yards (tackle by Nolan Carroll and Chris Clemons),0.760,3.580
2,3:13,1,10,MIA 30,3,3,Arian Foster right guard for 3 yards (tackle by Koa Misi),3.580,3.440
2,2:30,2,7,MIA 27,3,3,Matt Schaub up the middle for 2 yards (tackle by Koa Misi),3.440,0.000
2,2:03,,,,3,3,Timeout #1 by Miami Dolphins,0.000,3.010
2,2:03,3,5,MIA 25,3,3,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Karlos Dansby and Reshad Jones),3.010,4.650
2,1:58,1,10,MIA 14,3,9,"Arian Foster right guard for 14 yards, touchdown",4.650,7.000
2,1:58,,,MIA 2,3,10,Shayne Graham kicks extra point good,0.000,0.000
2,1:53,,,HOU 35,3,10,"Shayne Graham kicks off 68 yards, returned by Marcus Thigpen for 32 yards (tackle by Brice McCain)",0.000,0.870
2,1:44,1,10,MIA 29,3,10,Ryan Tannehill pass incomplete short middle intended for Brian Hartline is intercepted by Kareem Jackson at MIA-30 and returned for 3 yards (tackle by Brian Hartline),0.870,-3.780
2,1:36,1,10,MIA 27,3,10,"Matt Schaub pass incomplete deep right intended for Kevin Walter. Penalty on Richard Marshall: Defensive Pass Interference, 26 yards (no play)",3.780,6.970
2,1:29,1,1,MIA 1,3,10,Arian Foster left tackle for -1 yards (tackle by Karlos Dansby),6.970,5.720
2,0:49,2,2,MIA 2,3,16,"Arian Foster left tackle for 2 yards, touchdown",5.720,7.000
2,0:49,,,MIA 2,3,17,Shayne Graham kicks extra point good,0.000,0.000
2,0:43,,,HOU 35,3,17,"Shayne Graham kicks off 65 yards, returned by Marcus Thigpen for 30 yards (tackle by Jesse Nading)",0.000,0.940
2,0:35,1,10,MIA 30,3,17,"Daniel Thomas up the middle for 1 yard (tackle by Glover Quin). Daniel Thomas fumbles (forced by Glover Quin), recovered by Danieal Manning at MIA-32 and returned for 1 yards (tackle by John Jerry)",0.940,-3.510
2,0:28,1,10,MIA 31,3,17,Matt Schaub pass complete short middle to Ben Tate for 7 yards (tackle by Koa Misi),3.510,3.910
2,0:20,2,3,MIA 24,3,17,Matt Schaub pass complete short middle to Andre Johnson for 10 yards (tackle by Richard Marshall),3.910,0.000
2,0:12,,,,3,17,Timeout #3 by Houston Texans,0.000,4.650
2,0:12,1,10,MIA 14,3,23,"Matt Schaub pass complete short right to Andre Johnson for 14 yards, touchdown",4.650,7.000
2,0:12,,,MIA 2,3,24,Shayne Graham kicks extra point good,0.000,0.000
2,0:07,,,HOU 35,3,24,"Shayne Graham kicks off 44 yards, returned by Jorvorskie Lane for 18 yards (tackle by Brice McCain)",0.000,1.530
2,0:01,1,10,MIA 39,3,24,Ryan Tannehill kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,MIA,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,3,24,"Dan Carpenter kicks off 67 yards, returned by Trindon Holliday for 17 yards (tackle by Matt Moore)",0.000,-0.220
3,14:53,1,10,HOU 15,3,24,Arian Foster right tackle for 4 yards (tackle by Koa Misi and Karlos Dansby),-0.220,-0.110
3,14:13,2,6,HOU 19,3,24,Arian Foster right guard for 4 yards (tackle by Karlos Dansby and Cameron Wake),-0.110,0.000
3,13:35,,,,3,24,Timeout #1 by Houston Texans,0.000,-0.390
3,13:35,3,2,HOU 23,3,24,Matt Schaub pass incomplete short middle intended for Owen Daniels,-0.390,-1.830
3,13:30,4,2,HOU 23,9,24,"Donnie Jones punts 49 yards, returned by Marcus Thigpen for 72 yards, touchdown",-1.830,-7.000
3,,,,HOU 2,10,24,Dan Carpenter kicks extra point good,0.000,0.000
3,13:12,,,MIA 35,10,24,"Dan Carpenter kicks off 70 yards, returned by Trindon Holliday for 19 yards (tackle by Nolan Carroll)",0.000,-0.280
3,13:08,1,10,HOU 14,10,24,Matt Schaub pass complete short left to Andre Johnson for 10 yards (tackle by Richard Marshall),-0.280,0.540
3,12:40,1,10,HOU 24,10,24,Matt Schaub pass complete short left to Andre Johnson for 15 yards (tackle by Richard Marshall),0.540,1.530
3,12:02,1,10,HOU 39,10,24,Ben Tate left end for no gain (tackle by Chris Clemons and Koa Misi),1.530,0.990
3,11:20,2,10,HOU 39,10,24,Matt Schaub pass complete short middle to Kevin Walter for 6 yards (tackle by Richard Marshall),0.990,1.090
3,10:39,3,4,HOU 45,10,24,Matt Schaub pass complete short middle to James Casey for 17 yards (tackle by Koa Misi),1.090,3.050
3,9:57,1,10,MIA 38,10,24,Ben Tate right guard for 2 yards (tackle by Jared Odrick),3.050,2.780
3,9:15,2,8,MIA 36,10,24,Matt Schaub pass complete short right to Kevin Walter for 10 yards (tackle by Sean Smith),2.780,3.840
3,8:38,1,10,MIA 26,10,24,Matt Schaub pass complete short left to Arian Foster for -4 yards (tackle by Koa Misi),3.840,2.760
3,7:53,2,14,MIA 30,10,24,Arian Foster right guard for 12 yards (tackle by Reshad Jones),2.760,3.750
3,7:13,3,2,MIA 18,10,24,Arian Foster left end for -4 yards (tackle by Reshad Jones),3.750,2.020
3,6:35,4,6,MIA 22,10,27,Shayne Graham 40 yard field goal good,2.020,3.000
3,6:30,,,HOU 35,10,27,"Shayne Graham kicks off 66 yards, returned by Marcus Thigpen for 27 yards (tackle by Tim Dobbins)",0.000,0.670
3,6:24,1,10,MIA 26,10,27,Reggie Bush left guard for 3 yards (tackle by Connor Barwin and Bradie James),0.670,0.540
3,5:52,2,7,MIA 29,10,27,Ryan Tannehill sacked by J.J. Watt and Antonio Smith for -8 yards,0.540,-1.220
3,5:17,3,15,MIA 21,10,27,Ryan Tannehill pass complete short middle to Reggie Bush for no gain,-1.220,-1.960
3,4:37,4,15,MIA 21,10,27,"Brandon Fields punts 56 yards, returned by Trindon Holliday for 14 yards (tackle by Jason Trusnik). Penalty on Jesse Nading: Offensive Holding, 10 yards",-1.960,-0.740
3,4:21,1,10,HOU 27,10,27,Arian Foster left guard for no gain (tackle by Randy Starks),0.740,0.200
3,3:43,2,10,HOU 27,10,27,Matt Schaub pass complete short middle to Owen Daniels for 24 yards (tackle by Reshad Jones and Kevin Burnett),0.200,2.320
3,2:58,1,10,MIA 49,10,27,Arian Foster right end for -2 yards (tackle by Paul Soliai),2.320,1.510
3,2:12,2,12,HOU 49,10,27,Matt Schaub pass complete short middle to Ben Tate for 7 yards (tackle by Karlos Dansby),1.510,1.750
3,1:25,3,5,MIA 44,10,27,Matt Schaub pass complete short right to Andre Johnson for 6 yards (tackle by Reshad Jones),1.750,3.050
3,0:44,1,10,MIA 38,10,27,Arian Foster right tackle for 6 yards (tackle by Kheeston Randall),3.050,3.320
Quarter,Time,Down,ToGo,Location,MIA,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,MIA 32,10,27,Arian Foster left guard for no gain (tackle by Randy Starks),3.320,2.610
4,14:18,3,4,MIA 32,10,27,Matt Schaub pass complete deep right to Andre Johnson for 29 yards (tackle by Jimmy Wilson),2.610,6.510
4,13:49,1,3,MIA 3,10,27,Arian Foster left guard for 2 yards (tackle by Koa Misi),6.510,5.910
4,13:09,2,1,MIA 1,10,27,Arian Foster right guard for no gain (tackle by Karlos Dansby),5.910,5.170
4,12:31,3,1,MIA 1,10,27,Matt Schaub pass incomplete short left intended for Owen Daniels,5.170,3.550
4,12:25,4,1,MIA 1,10,30,Shayne Graham 19 yard field goal good,3.550,3.000
4,12:22,,,HOU 35,10,30,"Shayne Graham kicks off 73 yards, touchback",0.000,0.280
4,12:22,1,10,MIA 20,10,30,Ryan Tannehill pass complete short left to Davone Bess for 11 yards (tackle by Brice McCain),0.280,1.000
4,11:52,1,10,MIA 31,10,30,"Reggie Bush left end for -2 yards (tackle by Connor Barwin). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",1.000,0.340
4,11:36,1,20,MIA 21,10,30,Ryan Tannehill pass complete short left to Reggie Bush for 19 yards (tackle by Quintin Demps),0.340,1.680
4,11:01,2,1,MIA 40,10,30,Reggie Bush up the middle for 13 yards (tackle by Brian Cushing and Quintin Demps),1.680,2.460
4,10:27,1,10,HOU 47,10,30,"Ryan Tannehill pass complete short left to Brian Hartline for 7 yards (tackle by Kareem Jackson). Penalty on Kareem Jackson: Face Mask (15 Yards), 15 yards",2.460,3.910
4,10:00,1,10,HOU 25,10,30,Ryan Tannehill pass complete short left to Brian Hartline for 9 yards (tackle by Kareem Jackson),3.910,4.750
4,9:29,2,1,HOU 16,10,30,"Reggie Bush up the middle for -2 yards (tackle by Danieal Manning and Brian Cushing). Penalty on Connor Barwin: Defensive Offside, 5 yards (no play)",4.750,4.840
4,9:13,1,10,HOU 11,10,30,Ryan Tannehill pass incomplete short left intended for Brian Hartline,4.840,4.140
4,9:08,2,10,HOU 11,10,30,Ryan Tannehill pass incomplete short right intended for Brian Hartline,4.140,3.130
4,9:03,3,10,HOU 11,10,30,Ryan Tannehill pass complete short middle to Reggie Bush for 2 yards (tackle by Glover Quin),3.130,2.830
4,8:24,4,8,HOU 9,10,30,Ryan Tannehill pass complete short left to Anthony Fasano for 3 yards (tackle by Johnathan Joseph),2.830,0.380
4,8:16,1,10,HOU 6,10,30,Ben Tate left guard for 2 yards (tackle by Cameron Wake),-0.380,-0.630
4,7:36,2,8,HOU 8,10,30,Ben Tate left tackle for -4 yards (tackle by Paul Soliai),-0.630,-1.650
4,6:51,3,12,HOU 4,10,30,Arian Foster up the middle for 7 yards (tackle by Karlos Dansby),-1.650,0.000
4,6:41,,,,10,30,Timeout #1 by Miami Dolphins,0.000,-2.490
4,6:41,4,5,HOU 11,10,30,"Donnie Jones punts 30 yards, out of bounds",-2.490,-2.850
4,6:32,1,10,HOU 41,10,30,Ryan Tannehill pass complete short right to Davone Bess for 9 yards (tackle by Brice McCain),2.850,3.520
4,6:04,2,1,HOU 32,10,30,"Reggie Bush left guard for -2 yards (tackle by J.J. Watt). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",3.520,2.170
4,5:41,2,11,HOU 42,10,30,Ryan Tannehill pass complete deep right to Brian Hartline for 34 yards (tackle by Kareem Jackson),2.170,5.370
4,5:01,1,8,HOU 8,10,30,Ryan Tannehill pass complete short middle to Anthony Armstrong for 3 yards (tackle by Glover Quin),5.370,5.150
4,4:15,2,5,HOU 5,10,30,Ryan Tannehill pass incomplete short left intended for Anthony Fasano,5.150,4.260
4,4:10,3,5,HOU 5,10,30,Ryan Tannehill pass incomplete short right intended for Davone Bess,4.260,3.010
,,,,,,,"MIA challenged the incomplete pass ruling, and the play was upheld.",,
4,4:05,4,5,HOU 5,10,30,Ryan Tannehill pass incomplete short middle intended for Anthony Fasano (defended by Tim Jamison),3.010,0.380
4,4:00,1,10,HOU 5,10,30,Arian Foster left guard for -1 yards (tackle by Cameron Wake),-0.380,-0.850
4,3:16,2,11,HOU 4,10,30,Arian Foster left tackle for 1 yard (tackle by Karlos Dansby),-0.850,-1.420
4,2:30,3,10,HOU 5,10,30,Arian Foster left guard for 1 yard (tackle by Kheeston Randall),-1.420,0.000
4,2:24,,,,10,30,Timeout #3 by Miami Dolphins,0.000,-2.490
4,2:24,4,9,HOU 6,10,30,"Donnie Jones punts 55 yards, returned by Marcus Thigpen for 4 yards (tackle by James Casey)",-2.490,-1.800
4,2:13,1,10,MIA 43,10,30,Ryan Tannehill pass incomplete short left intended for Davone Bess,1.800,1.250
4,2:08,2,10,MIA 43,10,30,Ryan Tannehill pass complete short left to Reggie Bush for 8 yards (tackle by Bradie James),1.250,1.620
4,2:00,3,2,HOU 49,10,30,Ryan Tannehill pass incomplete deep left intended for Anthony Armstrong,1.620,0.000
4,1:56,4,2,HOU 49,10,30,Ryan Tannehill sacked by Tim Jamison for -12 yards,0.000,-2.980
4,1:44,1,10,MIA 39,10,30,Matt Schaub kneels for -2 yards,2.980,2.170
4,1:00,2,12,MIA 41,10,30,Matt Schaub kneels for -1 yards,2.170,1.360
4,0:31,3,13,MIA 42,10,30,Matt Schaub kneels for -1 yards,1.360,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
