Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
2,14:10,3,9,NOR 22,0,10,Drew Brees pass complete short middle to Alvin Kamara for 4 yards (tackle by Jourdan Lewis),-0.760,-1.630
2,13:39,4,5,NOR 26,0,10,"Thomas Morstead punts 52 yards out of bounds. Penalty on Chris Banjo: Offensive Holding, 10 yards",-1.630,-1.070
2,13:32,1,10,DAL 32,0,10,Ezekiel Elliott left guard for 1 yard (tackle by Cameron Jordan and Tyeler Davison),1.070,0.660
2,13:01,2,9,DAL 33,0,10,"Dak Prescott pass complete short middle to Amari Cooper for 5 yards (tackle by Marshon Lattimore and Demario Davis). Amari Cooper fumbles (forced by Marshon Lattimore), recovered by Marshon Lattimore at DAL-39 (tackle by Amari Cooper)",0.660,-2.980
2,12:53,1,10,DAL 39,0,10,Drew Brees pass complete short left to Michael Thomas for 4 yards (tackle by Jaylon Smith),2.980,2.980
2,12:19,2,6,DAL 35,0,10,Mark Ingram left end for 13 yards (tackle by Jeff Heath),2.980,4.110
2,11:46,1,10,DAL 22,0,10,"Drew Brees pass complete short left to Dan Arnold for 15 yards (tackle by Xavier Woods). Dan Arnold fumbles (forced by Xavier Woods), recovered by Michael Thomas at DAL-7 (tackle by Xavier Woods)",4.110,5.600
2,11:31,1,7,DAL 7,0,10,Drew Brees pass incomplete short left intended for Tre'Quan Smith,5.600,4.760
2,11:27,2,7,DAL 7,0,10,Mark Ingram up the middle for 3 yards (tackle by Leighton Vander Esch and Maliek Collins),4.760,4.490
2,10:48,3,4,DAL 4,0,10,Drew Brees pass complete short left to Alvin Kamara for 3 yards (tackle by Jaylon Smith),4.490,3.550
2,10:04,4,1,DAL 1,0,10,Alvin Kamara left tackle for no gain (tackle by Demarcus Lawrence and Tyrone Crawford),3.550,0.380
2,10:00,1,10,DAL 2,0,10,Ezekiel Elliott up the middle for 4 yards (tackle by Kurt Coleman),-0.380,-0.490
2,9:17,2,6,DAL 6,0,10,Dak Prescott sacked by Cameron Jordan for -1 yards,-0.490,-1.070
2,8:33,3,7,DAL 5,0,10,Dak Prescott pass complete short right to Blake Jarwin for 12 yards (tackle by Alex Anzalone),-1.070,-0.060
2,7:56,1,10,DAL 17,0,10,Ezekiel Elliott up the middle for 4 yards (tackle by Alex Anzalone and David Onyemata),-0.060,0.080
2,7:20,2,6,DAL 21,0,10,Dak Prescott pass complete short left to Amari Cooper for 19 yards (tackle by P.J. Williams),0.080,1.600
2,6:43,1,10,DAL 40,0,10,Ezekiel Elliott right end for -3 yards (tackle by Alex Anzalone and Kurt Coleman),1.600,0.650
2,6:01,2,13,DAL 37,0,10,Dak Prescott up the middle for 15 yards (tackle by Demario Davis),0.650,2.390
2,5:17,1,10,NOR 48,0,10,Dak Prescott pass complete short left to Ezekiel Elliott for 9 yards (tackle by Marshon Lattimore),2.390,3.060
2,4:37,2,1,NOR 39,0,10,Ezekiel Elliott left tackle for 3 yards (tackle by Marshon Lattimore),3.060,3.180
2,3:53,1,10,NOR 36,0,10,Rod Smith right guard for 2 yards (tackle by Sheldon Rankins and Alex Okafor),3.180,2.910
2,3:10,2,8,NOR 34,0,10,Rod Smith right end for 1 yard (tackle by David Onyemata and P.J. Williams),2.910,2.350
2,3:04,,,,,,Timeout #2 by New Orleans Saints,,
2,3:04,3,7,NOR 33,0,10,Dak Prescott pass complete short middle to Amari Cooper for 11 yards (tackle by Marshon Lattimore),2.350,4.110
2,2:39,1,10,NOR 22,0,10,Ezekiel Elliott left tackle for -1 yards (tackle by Vonn Bell and Cameron Jordan),4.110,3.430
2,2:00,2,11,NOR 23,0,10,Dak Prescott pass complete short right to Cole Beasley for 4 yards (tackle by Marshon Lattimore and Sheldon Rankins),3.430,3.260
2,1:39,,,,,,Timeout #3 by New Orleans Saints,,
2,1:39,3,7,NOR 19,0,10,"Dak Prescott sacked by David Onyemata for -9 yards. Dak Prescott fumbles (forced by David Onyemata), recovered by Dak Prescott at NO-28",3.260,1.590
2,0:55,4,16,NOR 28,0,13,Brett Maher 46 yard field goal good,1.590,3.000
2,0:51,,,DAL 35,0,13,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,0:51,1,10,NOR 25,0,13,Drew Brees pass complete short right to Alvin Kamara for 3 yards (tackle by Leighton Vander Esch),0.610,0.470
2,0:45,2,7,NOR 28,0,13,"Drew Brees sacked by Randy Gregory for -8 yards. Drew Brees fumbles (forced by Randy Gregory), recovered by Drew Brees at NO-20",0.470,-1.290
2,0:07,3,15,NOR 20,0,13,Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by Leighton Vander Esch and Tyrone Crawford),-1.290,-1.700
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,0,13,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,0,13,Alvin Kamara right end for 4 yards (tackle by Damien Wilson),0.610,0.600
3,14:20,2,6,NOR 29,0,13,Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by Leighton Vander Esch),0.600,0.560
3,13:46,3,1,NOR 34,0,13,Drew Brees up the middle for 2 yards (tackle by Leighton Vander Esch),0.560,1.330
3,13:13,1,10,NOR 36,0,13,Drew Brees pass complete short middle to Michael Thomas for 11 yards (tackle by Damien Wilson),1.330,2.060
3,12:30,1,10,NOR 47,0,13,Mark Ingram left tackle for 7 yards (tackle by Jaylon Smith),2.060,2.460
3,11:45,2,3,DAL 46,0,13,"Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Chidobe Awuzie). Penalty on Randy Gregory: Face Mask (15 Yards), 15 yards",2.460,4.110
3,11:18,1,10,DAL 22,0,13,Alvin Kamara left end for 2 yards (tackle by Leighton Vander Esch),4.110,3.830
3,10:46,2,8,DAL 20,0,13,Drew Brees pass incomplete short middle intended for Michael Thomas (defended by Byron Jones),3.830,3.140
3,10:42,3,8,DAL 20,0,13,Drew Brees pass complete short left to Alvin Kamara for 5 yards (tackle by Tyrone Crawford),3.140,2.540
3,10:03,4,3,DAL 15,3,13,Wil Lutz 33 yard field goal good,2.540,3.000
3,10:00,,,NOR 35,3,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,10:00,1,10,DAL 25,3,13,Dak Prescott pass complete short left to Dalton Schultz for 7 yards (tackle by Eli Apple and Demario Davis),0.610,1.010
3,9:27,2,3,DAL 32,3,13,Ezekiel Elliott left tackle for 2 yards (tackle by Demario Davis),1.010,0.560
3,8:41,,,,,,Timeout #1 by Dallas Cowboys,,
3,8:41,3,1,DAL 34,3,13,Ezekiel Elliott left guard for 2 yards (tackle by Alex Okafor and Tyeler Davison),0.560,1.330
3,8:02,1,10,DAL 36,3,13,Dak Prescott sacked by A.J. Klein for -9 yards,1.330,-0.430
3,7:14,2,19,DAL 27,3,13,Ezekiel Elliott left end for -1 yards (tackle by Sheldon Rankins),-0.430,-1.220
3,6:34,3,20,DAL 26,3,13,Dak Prescott pass complete short middle to Amari Cooper for 10 yards (tackle by Alex Anzalone),-1.220,-0.980
3,5:56,4,10,DAL 36,3,13,"Chris Jones punts 52 yards, muffed catch by Alvin Kamara",-0.980,0.350
3,5:47,1,10,NOR 12,3,13,Alvin Kamara right end for 5 yards (tackle by Jaylon Smith),-0.350,-0.230
3,5:13,2,5,NOR 17,3,13,"Penalty on Antwaun Woods: Encroachment, 4 yards (no play)",-0.230,0.420
3,4:52,2,1,NOR 21,3,13,Mark Ingram right guard for 2 yards (tackle by Damien Wilson and Antwaun Woods),0.420,0.480
3,4:29,1,10,NOR 23,3,13,"Drew Brees pass incomplete deep right intended for Michael Thomas. Penalty on Byron Jones: Defensive Pass Interference, 17 yards (no play)",0.480,1.600
3,4:21,1,10,NOR 40,3,13,Drew Brees pass incomplete short right intended for Keith Kirkwood (defended by Anthony Brown),1.600,1.050
3,4:16,2,10,NOR 40,3,13,Drew Brees pass complete short right to Mark Ingram for no gain (tackle by Caraun Reid). Penalty on Jermon Bushrod: Offensive Holding (Declined),1.050,0.370
3,3:51,3,10,NOR 40,3,13,"Drew Brees pass incomplete short middle intended for Michael Thomas. Penalty on Byron Jones: Defensive Holding, 5 yards (no play)",0.370,1.930
3,3:45,1,10,NOR 45,3,13,Alvin Kamara up the middle for 5 yards (tackle by Dorance Armstrong and Jaylon Smith),1.930,2.060
3,3:12,2,5,NOR 50,3,13,Alvin Kamara right end for 3 yards (tackle by Jaylon Smith and Leighton Vander Esch),2.060,1.750
3,2:33,3,2,DAL 47,3,13,Mark Ingram left guard for -1 yards (tackle by Daniel Ross and Leighton Vander Esch),1.750,0.070
3,1:58,4,3,DAL 48,3,13,"Thomas Morstead punts 36 yards, fair catch by Cole Beasley at DAL-12. Penalty on Randy Gregory: Roughing the Kicker, 15 yards (no play)",0.070,3.380
3,1:51,1,10,DAL 33,3,13,Mark Ingram up the middle for 3 yards (tackle by Jaylon Smith and Anthony Brown),3.380,3.240
3,1:19,2,7,DAL 30,3,13,Drew Brees pass incomplete short middle intended for Alvin Kamara,3.240,2.540
3,1:15,3,7,DAL 30,9,13,"Drew Brees pass complete deep right to Keith Kirkwood for 30 yards, touchdown",2.540,7.000
3,1:08,,,DAL 15,10,13,Wil Lutz kicks extra point good,0.000,0.000
3,1:08,,,NOR 35,10,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,1:08,1,10,DAL 25,10,13,Dak Prescott pass complete short right to Amari Cooper for 5 yards (tackle by Marshon Lattimore),0.610,0.740
3,0:37,2,5,DAL 30,10,13,"Ezekiel Elliott left tackle for no gain (tackle by Demario Davis). Penalty on Xavier Su'a-Filo: Offensive Holding, 10 yards (no play)",0.740,-0.610
3,0:22,2,15,DAL 20,10,13,Dak Prescott pass complete short middle to Ezekiel Elliott for 2 yards (tackle by Demario Davis and Vonn Bell),-0.610,-1.020
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,DAL 22,10,13,Dak Prescott pass complete short right to Ezekiel Elliott for 10 yards (tackle by Demario Davis and Eli Apple),-1.020,-1.240
4,14:17,4,3,DAL 32,10,13,"Chris Jones punts 50 yards, returned by Alvin Kamara for 16 yards (tackle by Jeff Heath and L.P. Ladouceur)",-1.240,-1.200
4,14:05,1,10,NOR 34,10,13,Drew Brees pass complete short right to Michael Thomas for 11 yards (tackle by Chidobe Awuzie),1.200,1.930
4,13:29,1,10,NOR 45,10,13,Alvin Kamara right guard for 2 yards (tackle by Leighton Vander Esch),1.930,1.650
4,12:53,2,8,NOR 47,10,13,Drew Brees pass complete short right to Alvin Kamara for 3 yards (tackle by Jeff Heath),1.650,1.360
4,12:13,3,5,NOR 50,10,13,"Drew Brees sacked by Demarcus Lawrence for no gain. Drew Brees fumbles (forced by Demarcus Lawrence), recovered by Tyrone Crawford at NO-35. Penalty on Randy Gregory: Defensive Offside, 4 yards (no play)",1.360,1.880
4,12:04,3,1,DAL 46,10,13,Alvin Kamara right guard for 3 yards (tackle by Chidobe Awuzie),1.880,2.720
4,11:25,1,10,DAL 43,10,13,Drew Brees sacked by Anthony Brown for -8 yards,2.720,1.100
4,10:40,2,18,NOR 49,10,13,Drew Brees pass complete short left to Mark Ingram for 1 yard (tackle by Leighton Vander Esch),1.100,0.560
4,9:59,3,17,NOR 50,10,13,Drew Brees pass complete short right to Alvin Kamara for 8 yards (tackle by Jaylon Smith),0.560,0.460
4,9:19,4,9,DAL 42,10,13,"Thomas Morstead punts 42 yards, touchback.",0.460,-0.280
4,9:15,1,10,DAL 20,10,13,Ezekiel Elliott up the middle for 7 yards (tackle by Alex Okafor and Kurt Coleman),0.280,0.680
4,8:42,2,3,DAL 27,10,13,Dak Prescott pass complete short right to Amari Cooper for 7 yards (tackle by Marshon Lattimore),0.680,1.200
4,8:08,1,10,DAL 34,10,13,Ezekiel Elliott up the middle for no gain (tackle by David Onyemata and A.J. Klein),1.200,0.660
4,7:28,2,10,DAL 34,10,13,Dak Prescott pass incomplete deep right intended for Michael Gallup,0.660,-0.030
4,7:22,3,10,DAL 34,10,13,Dak Prescott up the middle for 11 yards (tackle by Marshon Lattimore),-0.030,1.930
4,6:39,1,10,DAL 45,10,13,Dak Prescott pass incomplete deep right intended for Michael Gallup,1.930,1.380
4,6:32,,,,,,Timeout #2 by Dallas Cowboys,,
4,6:32,2,10,DAL 45,10,13,Dak Prescott pass complete short right to Michael Gallup for 5 yards (tackle by Cameron Jordan and Tyeler Davison),1.380,1.360
4,5:54,3,5,DAL 50,10,13,Dak Prescott pass complete short right to Cole Beasley for 5 yards (tackle by P.J. Williams),1.360,2.590
4,5:07,1,10,NOR 45,10,13,Ezekiel Elliott up the middle for 21 yards (tackle by Marcus Williams),2.590,3.970
4,4:22,1,10,NOR 24,10,13,Ezekiel Elliott left guard for 2 yards (tackle by Demario Davis),3.970,3.700
4,3:44,2,8,NOR 22,10,13,Dak Prescott sacked by Taylor Stallworth for no gain,3.700,3.010
4,3:38,,,,,,Timeout #1 by New Orleans Saints,,
4,3:38,3,8,NOR 22,10,13,"Dak Prescott pass incomplete deep right intended for Amari Cooper. Penalty on Vonn Bell: Roughing the Passer, 11 yards (no play)",3.010,4.840
4,3:31,1,10,NOR 11,10,13,Ezekiel Elliott up the middle for 1 yard (tackle by Demario Davis),4.840,4.320
4,3:25,,,,,,Timeout #2 by New Orleans Saints,,
4,3:25,2,9,NOR 10,10,13,Dak Prescott pass complete short left to Michael Gallup for 4 yards (tackle by David Onyemata),4.320,4.210
4,2:42,3,5,NOR 6,10,13,"Dak Prescott sacked by Cameron Jordan for -9 yards. Dak Prescott fumbles (forced by Cameron Jordan), recovered by Cameron Jordan at NO-15. Penalty on La'el Collins: Offensive Holding (Declined)",4.210,0.220
4,2:35,1,10,NOR 15,10,13,Drew Brees pass complete short middle to Michael Thomas for 5 yards (tackle by Jaylon Smith),-0.220,0.080
4,2:16,2,5,NOR 20,10,13,Drew Brees pass short right intended for Alvin Kamara is intercepted by Jourdan Lewis at NO-23 and returned for 7 yards,0.080,-4.510
4,2:08,1,10,NOR 16,10,13,Ezekiel Elliott left guard for 2 yards (tackle by Sheldon Rankins),4.510,4.210
4,2:03,,,,,,Timeout #3 by New Orleans Saints,,
4,2:03,2,8,NOR 14,10,13,"Dak Prescott pass incomplete short right intended for Amari Cooper. Penalty on Marshon Lattimore: Defensive Pass Interference, 13 yards (no play)",4.210,6.970
4,1:58,1,1,NOR 1,10,13,Dak Prescott kneels for -1 yards,6.970,5.720
4,1:20,2,2,NOR 2,10,13,Dak Prescott kneels for -2 yards,5.720,4.490
4,0:42,3,4,NOR 4,10,13,Dak Prescott kneels for -1 yards,4.490,3.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
