Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DAL 25,0,0,Ezekiel Elliott up the middle for 4 yards (tackle by Alex Okafor),0.610,0.600
1,14:27,2,6,DAL 29,0,0,Dak Prescott pass complete short left to Amari Cooper for 5 yards (tackle by Marshon Lattimore),0.600,0.560
1,13:52,3,1,DAL 34,0,0,Ezekiel Elliott left guard for 3 yards (tackle by Eli Apple and Marcus Williams),0.560,1.400
1,13:09,1,10,DAL 37,0,0,Dak Prescott pass incomplete short right intended for Cole Beasley,1.400,0.860
1,13:05,2,10,DAL 37,0,0,Ezekiel Elliott right guard for 2 yards (tackle by Alex Anzalone),0.860,0.430
1,12:25,3,8,DAL 39,0,0,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Eli Apple). Penalty on Eli Apple: Defensive Pass Interference (Declined),0.430,2.390
1,11:57,1,10,NOR 48,0,0,Ezekiel Elliott up the middle for 2 yards (tackle by Vonn Bell and A.J. Klein),2.390,2.120
1,11:25,2,8,NOR 46,0,0,Dak Prescott pass complete deep left to Michael Gallup for 40 yards (tackle by Eli Apple),2.120,5.830
1,10:38,1,6,NOR 6,0,0,Ezekiel Elliott left end for 1 yard (tackle by Vonn Bell and Demario Davis),5.830,5.150
1,10:15,2,5,NOR 5,0,0,Dak Prescott pass incomplete short left intended for Dalton Schultz,5.150,4.260
1,10:09,3,5,NOR 5,0,0,Dak Prescott sacked by David Onyemata for -3 yards,4.260,2.950
1,9:27,4,8,NOR 8,0,3,Brett Maher 26 yard field goal good,2.950,3.000
1,9:24,,,DAL 35,0,3,"Brett Maher kicks off 70 yards, returned by Taysom Hill for no gain (tackle by Noah Brown)",0.000,0.410
1,9:16,1,10,NOR 22,0,3,Drew Brees pass incomplete short right intended for Keith Kirkwood (defended by Anthony Brown),0.410,-0.130
1,9:11,2,10,NOR 22,0,3,Drew Brees pass incomplete short right intended for Michael Thomas (defended by Chidobe Awuzie),-0.130,-0.820
1,9:06,3,10,NOR 22,0,3,Drew Brees pass incomplete short left intended for Alvin Kamara,-0.820,-1.900
1,9:01,4,10,NOR 22,0,3,"Thomas Morstead punts 57 yards, returned by Cole Beasley for 8 yards (tackle by Justin Hardee)",-1.900,-0.870
1,8:49,1,10,DAL 29,0,3,Dak Prescott pass complete short middle to Ezekiel Elliott for 8 yards (tackle by Cameron Jordan and Demario Davis),0.870,1.410
1,8:13,2,2,DAL 37,0,3,"Ezekiel Elliott left tackle for no gain (tackle by Demario Davis). Penalty on Joe Looney: Offensive Holding, 10 yards (no play)",1.410,0.060
1,8:01,2,12,DAL 27,0,3,Ezekiel Elliott left tackle for 6 yards (tackle by A.J. Klein),0.060,0.170
1,7:23,3,6,DAL 33,0,3,Dak Prescott sacked by David Onyemata for -9 yards,0.170,-1.770
1,6:44,4,15,DAL 24,0,3,"Chris Jones punts 51 yards, returned by Alvin Kamara for 1 yard (tackle by Kavon Frazier)",-1.770,-0.670
1,6:34,1,10,NOR 26,0,3,Alvin Kamara left tackle for 4 yards (tackle by Anthony Brown),0.670,0.670
1,6:00,2,6,NOR 30,0,3,Mark Ingram left tackle for no gain (tackle by Tyrone Crawford and Demarcus Lawrence),0.670,-0.030
1,5:22,3,6,NOR 30,0,3,Drew Brees pass incomplete short right intended for Michael Thomas (defended by Byron Jones),-0.030,-1.370
1,5:15,4,6,NOR 30,0,3,"Thomas Morstead punts 55 yards, fair catch by Cole Beasley at DAL-15",-1.370,0.220
1,5:07,1,10,DAL 15,0,3,Ezekiel Elliott up the middle for 7 yards (tackle by Kurt Coleman),-0.220,0.350
1,4:33,2,3,DAL 22,0,3,Dak Prescott pass complete short right to Michael Gallup for 14 yards (tackle by Eli Apple). Penalty on Eli Apple: Defensive Holding (Declined),0.350,1.330
1,4:02,1,10,DAL 36,0,3,Dak Prescott pass complete short middle to Noah Brown for 9 yards (tackle by Demario Davis),1.330,2.010
1,3:19,2,1,DAL 45,0,3,Ezekiel Elliott up the middle for 6 yards (tackle by A.J. Klein and Vonn Bell),2.010,2.320
1,2:33,1,10,NOR 49,0,3,Dak Prescott pass complete short left to Amari Cooper for 14 yards (tackle by Marshon Lattimore),2.320,3.250
1,2:07,1,10,NOR 35,0,3,Dak Prescott pass complete short right to Ezekiel Elliott for 15 yards (tackle by Marcus Williams),3.250,4.240
1,1:37,1,10,NOR 20,0,3,"Dak Prescott pass incomplete short left intended for Cole Beasley. Penalty on Eli Apple: Defensive Holding, 5 yards (no play)",4.240,4.580
1,1:30,1,10,NOR 15,0,3,Rod Smith right end for -1 yards (tackle by Vonn Bell),4.580,3.810
1,1:05,2,11,NOR 16,0,9,"Dak Prescott pass complete short right to Ezekiel Elliott for 16 yards, touchdown",3.810,7.000
1,0:57,,,NOR 15,0,10,Brett Maher kicks extra point good,0.000,0.000
1,0:57,,,DAL 35,0,10,"Brett Maher kicks off 67 yards, returned by Taysom Hill for no gain (tackle by Byron Jones). Penalty on Zach Line: Unnecessary Roughness, 9 yards",0.000,-0.380
1,0:49,1,10,NOR 9,0,10,Alvin Kamara right end for 7 yards (tackle by Chidobe Awuzie),-0.380,-0.160
1,0:12,2,3,NOR 16,0,10,Drew Brees pass complete short middle to Dan Arnold for 5 yards (tackle by Jeff Heath),-0.160,0.340
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 21,0,10,Drew Brees pass incomplete short left intended for Mark Ingram,0.340,-0.200
2,14:55,2,10,NOR 21,0,10,Alvin Kamara up the middle for 1 yard (tackle by Demarcus Lawrence and Antwaun Woods),-0.200,-0.760
