0,1
Game Info,Game Info
Won Toss,Cowboys (deferred)
Roof,retractable roof (closed)
Surface,matrixturf
Duration,2:52
Attendance,90767
Vegas Line,Jacksonville Jaguars -3.0
Over/Under,39.0 (over)
