Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
1,9:00,2,9,NYG 21,0,0,Ahmad Bradshaw left end for -8 yards (tackle by Jon Beason),-0.130,-2.190
1,8:15,3,17,NYG 13,0,0,Eli Manning pass complete short left to Travis Beckum for 3 yards (tackle by Marcus Hudson and Jon Beason),-2.190,-2.390
1,7:36,4,14,NYG 16,0,0,"Matt Dodge punts 41 yards, returned by Captain Munnerlyn for 28 yards (tackle by Michael Boley)",-2.390,-3.640
1,7:21,1,10,NYG 29,0,0,DeAngelo Williams left guard for 2 yards (tackle by Antrel Rolle),3.640,3.370
1,6:49,2,8,NYG 27,0,0,DeAngelo Williams left guard for 2 yards (tackle by Michael Boley and Osi Umenyiora),3.370,2.940
1,6:08,3,6,NYG 25,0,0,Matt Moore pass complete short left to Steve Smith for 14 yards (tackle by Kenny Phillips),2.940,4.840
1,5:37,1,10,NYG 11,0,0,Matt Moore pass complete short left to Steve Smith for 5 yards (tackle by Terrell Thomas),4.840,5.080
1,5:07,2,5,NYG 6,0,0,DeAngelo Williams right guard for 1 yard (tackle by Antrel Rolle and Barry Cofield),5.080,4.440
1,4:29,3,4,NYG 5,0,0,DeAngelo Williams right tackle for 2 yards (tackle by Kenny Phillips),4.440,3.050
1,3:49,4,2,NYG 3,3,0,John Kasay 21 yard field goal good,3.050,3.000
1,,,,CAR 30,3,0,"Todd Carter kicks off 60 yards, returned by Darius Reynaud for 22 yards (tackle by Gary Barnidge)",0.000,1.070
1,3:36,1,10,NYG 32,3,0,Eli Manning pass complete short left to Brandon Jacobs for 9 yards (tackle by Jon Beason),1.070,1.740
1,3:19,2,1,NYG 41,3,0,Brandon Jacobs right guard for 5 yards (tackle by Dan Connor and Charles Godfrey),1.740,1.990
1,2:42,1,10,NYG 46,3,0,Brandon Jacobs left tackle for -1 yards (tackle by Dan Connor and Everette Brown),1.990,1.320
1,2:02,2,11,NYG 45,3,0,Eli Manning sacked by Dan Connor for -5 yards,1.320,-0.030
1,1:25,3,16,NYG 40,3,0,Eli Manning pass complete deep right to Mario Manningham for 31 yards (tackle by Charles Godfrey),-0.030,3.640
1,1:00,1,10,CAR 29,3,0,Brandon Jacobs right tackle for 3 yards (tackle by Greg Hardy and Derek Landri),3.640,3.510
1,0:13,2,7,CAR 26,3,6,"Eli Manning pass complete deep left to Hakeem Nicks for 26 yards, touchdown",3.510,7.000
1,,,,CAR 2,3,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,NYG 30,3,7,"Lawrence Tynes kicks off 69 yards, returned by Mike Goodson for 22 yards (tackle by Bryan Kehl). Penalty on Jason Pierre-Paul: Offside on Free Kick, 5 yards (no play)",0.000,0.000
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,NYG 25,3,7,"Lawrence Tynes kicks off 62 yards, returned by Jordan Pugh for 32 yards (tackle by Bruce Johnson)",0.000,1.930
2,14:55,1,10,CAR 45,3,7,DeAngelo Williams right tackle for 3 yards (tackle by Antrel Rolle),1.930,1.790
2,14:23,2,7,CAR 48,3,7,DeAngelo Williams left guard for 5 yards (tackle by Jonathan Goff and Chris Canty),1.790,1.750
2,13:50,3,2,NYG 47,3,7,Matt Moore for 8 yards (tackle by Barry Cofield),1.750,2.980
2,13:19,1,10,NYG 39,3,7,Jonathan Stewart right tackle for 4 yards (tackle by Corey Webster),2.980,2.980
2,12:42,2,6,NYG 35,3,7,Jonathan Stewart left tackle for 1 yard (tackle by Osi Umenyiora and Keith Bulluck),2.980,2.410
2,11:54,3,5,NYG 34,3,7,Matt Moore pass incomplete short left intended for Dante Rosario (defended by Deon Grant),2.410,1.070
2,11:47,4,5,NYG 34,6,7,John Kasay 52 yard field goal good,1.070,3.000
2,,,,CAR 30,6,7,"John Kasay kicks off 61 yards, returned by Darius Reynaud for 21 yards (tackle by Marcus Hudson)",0.000,0.940
2,11:35,1,10,NYG 30,6,7,Ahmad Bradshaw left end for 6 yards (tackle by James Anderson and Derek Landri),0.940,1.200
2,11:02,2,4,NYG 36,6,7,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Jon Beason),1.200,0.500
2,10:52,3,4,NYG 36,6,7,Eli Manning pass complete short right to Mario Manningham for 21 yards,0.500,2.720
2,10:29,1,10,CAR 43,6,7,Brandon Jacobs right tackle for -5 yards (tackle by Charles Johnson),2.720,1.500
2,9:42,2,15,CAR 48,6,7,Eli Manning pass incomplete short left intended for Steve Smith,1.500,0.830
2,9:33,3,15,CAR 48,6,7,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",0.830,0.170
2,9:32,3,20,NYG 47,6,7,Eli Manning pass incomplete short middle intended for Ahmad Bradshaw is intercepted by James Anderson at CAR-47 and returned for 1 yard,0.170,-2.130
2,9:24,1,10,CAR 48,6,7,Matt Moore pass incomplete short left intended for Jeff King (defended by Terrell Thomas),2.130,1.580
2,9:18,2,10,CAR 48,6,7,Jonathan Stewart left end for 4 yards (tackle by Terrell Thomas),1.580,1.420
2,8:35,3,6,NYG 48,6,7,Matt Moore pass incomplete short middle intended for Brandon LaFell,1.420,0.070
2,8:27,4,6,NYG 48,6,7,"Penalty on Tony Fiammetta: False Start, 5 yards (no play)",0.070,-0.260
2,8:27,4,11,CAR 47,6,7,"Jason Baker punts 43 yards, returned by Darius Reynaud for 10 yards (tackle by Tony Fiammetta)",-0.260,-0.280
2,8:16,1,10,NYG 20,6,7,Ahmad Bradshaw middle for 1 yard (tackle by Jon Beason and Tyler Brayton),0.280,-0.130
2,7:33,2,9,NYG 21,6,7,"Eli Manning pass complete short left to Travis Beckum for 18 yards (tackle by Jon Beason and Sherrod Martin). Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",-0.130,-1.440
2,7:05,2,19,NYG 11,6,7,Eli Manning pass complete short right to Steve Smith for 12 yards (tackle by Charles Godfrey),-1.440,-0.560
2,6:18,3,7,NYG 23,6,7,Eli Manning pass complete short left to Steve Smith for 7 yards (tackle by Captain Munnerlyn and James Anderson),-0.560,0.940
2,5:41,1,10,NYG 30,6,7,Ahmad Bradshaw middle for 2 yards (tackle by Dan Connor and Jon Beason),0.940,0.660
2,4:57,2,8,NYG 32,6,7,Ahmad Bradshaw left guard for -3 yards (tackle by Edward Johnson and Everette Brown),0.660,-0.430
2,4:15,3,11,NYG 29,6,7,Eli Manning pass incomplete deep middle intended for Hakeem Nicks (defended by Captain Munnerlyn),-0.430,-1.440
2,4:04,4,11,NYG 29,6,7,Matt Dodge punts 45 yards (tackle by Bryan Kehl),-1.440,-1.330
2,3:53,1,10,CAR 36,6,7,Matt Moore pass incomplete short right intended for Jeff King,1.330,0.790
2,3:47,2,10,CAR 36,6,7,DeAngelo Williams right tackle for 4 yards (tackle by Jonathan Goff and Antrel Rolle),0.790,0.630
2,3:08,3,6,CAR 40,6,7,"Matt Moore pass complete short right to Mike Goodson for 13 yards (tackle by Kenny Phillips and Corey Webster). Penalty on Osi Umenyiora: Roughing the Passer, 15 yards",0.630,3.450
2,2:45,1,10,NYG 32,6,7,DeAngelo Williams left guard for -2 yards (tackle by Justin Tuck),3.450,2.630
2,2:05,2,12,NYG 34,6,7,DeAngelo Williams middle for 9 yards (tackle by Antrel Rolle and Chris Canty),2.630,3.140
2,1:57,3,3,NYG 25,6,7,Matt Moore pass incomplete deep middle intended for Steve Smith (defended by Terrell Thomas),3.140,1.900
2,1:51,4,3,NYG 25,9,7,John Kasay 43 yard field goal good,1.900,3.000
2,,,,CAR 30,9,7,"John Kasay kicks off 54 yards, muffed catch by Danny Ware, recovered by Danny Ware and returned for no gain",0.000,0.280
2,1:41,1,10,NYG 20,9,7,"Ahmad Bradshaw right tackle for 4 yards (tackle by Sherrod Martin). Penalty on Mario Manningham: Offensive Holding, 10 yards",0.280,-0.410
2,1:28,1,16,NYG 14,9,7,Eli Manning pass complete short right to Steve Smith for 13 yards (tackle by Richard Marshall),-0.410,0.680
2,1:22,,,,9,7,Timeout #1 by New York Giants,0.000,0.680
2,1:22,2,3,NYG 27,9,7,Eli Manning pass incomplete short left intended for Hakeem Nicks,0.680,-0.030
2,1:18,3,3,NYG 27,9,7,"Eli Manning pass incomplete deep left intended for Steve Smith. Penalty on Richard Marshall: Defensive Pass Interfere, 20 yards (no play)",-0.030,2.060
2,1:13,1,10,NYG 47,9,7,Eli Manning pass complete deep left to Hakeem Nicks for 25 yards (tackle by Captain Munnerlyn),2.060,3.710
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,1:07,1,10,CAR 28,9,7,"Eli Manning pass incomplete short left intended for Mario Manningham (defended by Captain Munnerlyn). Penalty on Captain Munnerlyn: Defensive Pass Interfere, 3 yards (no play)",3.710,3.910
2,1:03,1,10,CAR 25,9,7,Eli Manning pass incomplete deep left intended for Steve Smith,3.910,3.360
2,0:58,2,10,CAR 25,9,7,Ahmad Bradshaw left tackle for 6 yards (tackle by Charles Johnson),3.360,3.490
2,0:50,,,,9,7,Timeout #2 by New York Giants,0.000,3.490
2,0:50,3,4,CAR 19,9,13,"Eli Manning pass complete deep left to Hakeem Nicks for 19 yards, touchdown",3.490,7.000
2,,,,CAR 2,9,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,9,14,"Lawrence Tynes kicks off 65 yards, returned by Mike Goodson for 45 yards (tackle by Clint Sintim)",0.000,2.260
2,0:33,1,10,,9,14,Matt Moore pass complete short right to Brandon LaFell for 8 yards (tackle by Corey Webster),2.260,2.790
2,0:29,2,2,NYG 42,9,14,Matt Moore pass incomplete short right intended for Mike Goodson,2.790,2.080
2,0:22,3,2,NYG 42,9,14,Matt Moore pass complete short left to Steve Smith for 10 yards (tackle by Deon Grant),2.080,3.450
2,0:16,,,,9,14,Timeout #1 by Carolina Panthers,0.000,3.450
2,0:16,1,10,NYG 32,9,14,Matt Moore pass complete short middle to Mike Goodson for 13 yards (tackle by Michael Boley),3.450,4.310
2,0:09,1,10,NYG 19,15,14,"Matt Moore pass complete deep middle to Steve Smith for 19 yards, touchdown",4.310,7.000
2,,,,NYG 2,16,14,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,16,14,"John Kasay kicks off 51 yards, returned by Darius Reynaud for 5 yards (tackle by Marcus Hudson)",0.000,0.940
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,16,14,"John Kasay kicks off 62 yards, returned by Darius Reynaud for 19 yards (tackle by Gary Barnidge)",0.000,0.740
3,14:56,1,10,NYG 27,16,14,Brandon Jacobs left end for 22 yards (tackle by Charles Godfrey),0.740,2.190
3,14:34,1,10,NYG 49,16,14,Eli Manning pass complete short right to Steve Smith for 7 yards (tackle by Chris Gamble),2.190,2.590
3,13:41,2,3,CAR 44,16,14,Eli Manning pass complete short right to Brandon Jacobs for 12 yards (tackle by Jon Beason),2.590,3.450
3,13:12,1,10,CAR 32,16,14,Brandon Jacobs left tackle for 4 yards (tackle by James Anderson and Dan Connor),3.450,3.440
3,12:31,2,6,CAR 28,16,14,Eli Manning pass complete short right to Steve Smith for 4 yards (tackle by Chris Gamble),3.440,3.270
3,11:47,3,2,CAR 24,16,14,Ahmad Bradshaw right end for 1 yard (tackle by Jon Beason and Everette Brown),3.270,2.080
3,11:27,4,1,CAR 23,16,14,Eli Manning middle for 1 yard (tackle by Dan Connor),2.080,4.110
,,,,,,,"CAR challenged the first down ruling, and the play was upheld.",,
3,10:42,1,10,CAR 22,16,14,Eli Manning pass complete short right to Ahmad Bradshaw for 1 yard (tackle by Sherrod Martin),4.110,3.700
3,10:01,2,9,CAR 21,16,14,Eli Manning pass incomplete deep left intended for Steve Smith,3.700,3.010
3,9:54,3,9,CAR 21,16,14,Eli Manning pass complete short middle to Travis Beckum for 8 yards (tackle by Sherrod Martin),3.010,2.720
3,9:12,4,1,CAR 13,16,17,Lawrence Tynes 32 yard field goal good,2.720,3.000
3,,,,NYG 30,16,17,"Lawrence Tynes kicks off 64 yards, returned by Mike Goodson for 20 yards (tackle by D.J. Johnson). Penalty on Jamar Williams: Offensive Holding, 10 yards",0.000,-0.370
3,8:56,1,10,CAR 11,16,17,DeAngelo Williams left guard for 2 yards (tackle by Barry Cofield and Chris Canty),-0.370,-0.630
3,8:21,2,8,CAR 13,16,17,Matt Moore pass incomplete short left intended for Brandon LaFell,-0.630,-1.190
3,8:17,3,8,CAR 13,16,17,Matt Moore pass complete short right to Dante Rosario for 10 yards (tackle by Terrell Thomas and Jason Pierre-Paul),-1.190,0.480
3,7:35,1,10,CAR 23,16,17,DeAngelo Williams left guard for no gain (tackle by Justin Tuck),0.480,-0.070
3,6:50,2,10,CAR 23,16,17,DeAngelo Williams right guard for 3 yards (tackle by Osi Umenyiora and Keith Bulluck),-0.070,-0.360
3,6:07,3,7,CAR 26,16,17,Matt Moore pass complete deep middle to Steve Smith for 27 yards (tackle by Michael Boley),-0.360,2.460
3,5:28,1,10,NYG 47,16,17,DeAngelo Williams left tackle for no gain (tackle by Mathias Kiwanuka and Chris Canty),2.460,1.910
3,4:44,2,10,NYG 47,16,17,Matt Moore pass incomplete short left intended for Steve Smith,1.910,1.220
3,4:39,3,10,NYG 47,16,17,Matt Moore pass incomplete short right intended for Mike Goodson (defended by Terrell Thomas),1.220,0.130
3,4:34,4,10,NYG 47,16,17,"Penalty on Tony Fiammetta: False Start, 5 yards (no play)",0.130,-0.190
3,4:34,4,15,CAR 48,16,17,"Jason Baker for no gain. Jason Baker fumbles, recovered by Danny Ware at CAR-38 (tackle by Jason Baker)",-0.190,-3.050
3,4:30,1,10,CAR 38,16,17,Brandon Jacobs left guard for 2 yards (tackle by James Anderson),3.050,2.780
3,3:56,2,8,CAR 36,16,17,"Brandon Jacobs left guard for 5 yards (tackle by Jon Beason). Penalty on Travis Beckum: Illegal Motion, 5 yards (no play)",2.780,2.100
3,3:38,2,13,CAR 41,16,17,Eli Manning pass complete short right to Mario Manningham for 25 yards (tackle by Sherrod Martin),2.100,4.510
3,3:10,1,10,CAR 16,16,17,Eli Manning pass complete short right to Mario Manningham for 8 yards (tackle by Charles Godfrey),4.510,5.350
3,2:37,2,2,CAR 8,16,17,Brandon Jacobs left tackle for 3 yards (tackle by Dan Connor and Jon Beason),5.350,6.060
3,1:49,,,,16,17,Timeout #1 by New York Giants,0.000,6.060
3,1:49,1,5,CAR 5,16,23,"Eli Manning pass complete short left to Hakeem Nicks for 5 yards, touchdown. Penalty on Richard Marshall: Illegal Contact (Declined)",6.060,7.000
3,,,,CAR 2,16,24,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,16,24,"Lawrence Tynes kicks off 64 yards, returned by Mike Goodson for 29 yards (tackle by Bryan Kehl)",0.000,1.270
3,1:35,1,10,CAR 35,16,24,Matt Moore sacked by Barry Cofield and Chris Canty for -10 yards,1.270,-0.630
3,0:57,2,20,CAR 25,16,24,Matt Moore pass incomplete,-0.630,-1.290
3,0:52,3,20,CAR 25,16,24,Matt Moore pass complete short left to Mike Goodson for 5 yards (tackle by Antrel Rolle and Mathias Kiwanuka),-1.290,-1.370
3,0:07,4,15,CAR 30,16,24,"Jason Baker punts 48 yards, returned by Darius Reynaud for 11 yards (tackle by Eric Norwood). Penalty on Marcus Hudson: Face Mask (15 Yards), 15 yards",-1.370,-2.130
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 48,16,24,"Ahmad Bradshaw left end for 1 yard (tackle by Jon Beason and Richard Marshall). Penalty on Madison Hedgecock: Offensive Holding, 10 yards (no play)",2.130,1.470
4,14:45,1,20,NYG 38,16,24,Eli Manning pass complete short middle to Ahmad Bradshaw for 16 yards (tackle by James Anderson),1.470,2.390
4,14:00,2,4,CAR 46,16,24,Ahmad Bradshaw right tackle for 6 yards (tackle by James Anderson and Jon Beason),2.390,2.920
4,13:18,1,10,CAR 40,16,24,Ahmad Bradshaw right guard for 39 yards (tackle by Richard Marshall),2.920,6.970
,,,,,,,"NYG challenged the runner broke the plane ruling, and the play was upheld.",,
4,12:27,1,1,CAR 1,16,24,Brandon Jacobs right tackle for -3 yards (tackle by Chris Gamble and Dan Connor),6.970,5.340
4,11:47,2,4,CAR 4,16,24,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,5.340,4.490
4,11:41,3,4,CAR 4,16,30,"Ahmad Bradshaw right tackle for 4 yards, touchdown",4.490,7.000
4,,,,CAR 2,16,31,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,16,31,"Lawrence Tynes kicks off 67 yards, returned by Mike Goodson for 17 yards (tackle by Jason Pierre-Paul)",0.000,0.280
4,11:30,1,10,CAR 20,16,31,Matt Moore pass incomplete short right intended for Dwayne Jarrett,0.280,-0.270
4,11:23,2,10,CAR 20,16,31,Matt Moore sacked by Mathias Kiwanuka for -7 yards,-0.270,-2.190
4,11:09,3,17,CAR 13,16,31,Matt Moore pass complete deep middle to Dwayne Jarrett for 21 yards (tackle by Kenny Phillips),-2.190,1.200
4,10:38,1,10,CAR 34,16,31,Matt Moore pass incomplete short left intended for Brandon LaFell,1.200,0.660
4,10:31,2,10,CAR 34,16,31,Matt Moore pass incomplete deep left intended for Brandon LaFell,0.660,-0.030
4,10:26,3,10,CAR 34,16,31,Matt Moore pass complete deep right to Dwayne Jarrett for 19 yards (tackle by Corey Webster),-0.030,2.460
4,9:55,1,10,NYG 47,16,31,Matt Moore pass complete short left to Brandon LaFell for 14 yards (tackle by Bruce Johnson),2.460,3.380
4,9:30,1,10,NYG 33,16,31,Matt Moore pass complete short middle to Dante Rosario for 4 yards (tackle by Michael Boley),3.380,3.380
4,9:07,2,6,NYG 29,16,31,Matt Moore pass incomplete deep right intended for Dwayne Jarrett (defended by Corey Webster),3.380,2.680
4,8:58,3,6,NYG 29,16,31,"Matt Moore pass incomplete deep left intended for Brandon LaFell (defended by Bruce Johnson). Penalty on Bruce Johnson: Defensive Pass Interfere, 25 yards (no play)",2.680,6.280
4,8:53,1,4,NYG 4,16,31,Matt Moore pass incomplete short right intended for Steve Smith (defended by Corey Webster),6.280,5.340
4,8:44,2,4,NYG 4,16,31,Matt Moore pass incomplete short right intended for Brandon LaFell,5.340,4.490
4,8:40,3,4,NYG 4,16,31,Matt Moore pass incomplete short right intended for Steve Smith is intercepted by Terrell Thomas,4.490,-0.280
4,8:33,1,10,NYG 20,16,31,Ahmad Bradshaw left tackle for 2 yards (tackle by Greg Hardy and Sherrod Martin),0.280,0.000
4,8:00,2,8,NYG 22,16,31,Ahmad Bradshaw right end for 3 yards (tackle by Jon Beason and James Anderson),0.000,-0.300
4,7:11,3,5,NYG 25,16,31,Eli Manning pass incomplete short right intended for Ramses Barden is intercepted by Charles Godfrey at NYG-35 and returned for 23 yards,-0.300,-4.780
4,6:58,1,10,NYG 12,16,31,Jonathan Stewart right tackle for 1 yard (tackle by Justin Tuck and Corey Webster),4.780,4.270
4,6:27,2,9,NYG 11,16,31,Matt Moore pass incomplete short right intended for Gary Barnidge is intercepted by Kenny Phillips,4.270,-0.280
4,6:15,1,10,NYG 20,16,31,Brandon Jacobs right end for 14 yards (tackle by Dan Connor),0.280,1.200
4,5:44,1,10,NYG 34,16,31,Brandon Jacobs left tackle for no gain (tackle by Charles Godfrey),1.200,0.660
4,5:04,2,10,NYG 34,16,31,Brandon Jacobs left tackle for no gain (tackle by Edward Johnson and Dan Connor),0.660,-0.030
4,4:48,,,,16,31,Timeout #2 by Carolina Panthers,0.000,-0.030
4,4:48,3,10,NYG 34,16,31,Ahmad Bradshaw left guard for no gain (tackle by Dan Connor),-0.030,-1.110
4,4:11,4,10,NYG 34,18,31,"Matt Dodge punts no gain, safety",-1.110,-2.000
4,,,,NYG 20,18,31,"Matt Dodge kicks off 64 yards, returned by Captain Munnerlyn for 23 yards (tackle by Bruce Johnson)",0.000,1.530
4,3:50,1,10,CAR 39,18,31,"Matt Moore sacked by Mathias Kiwanuka for -9 yards. Matt Moore fumbles (forced by Mathias Kiwanuka), recovered by Justin Tuck at CAR-29 (tackle by Mackenzy Bernadeau)",1.530,-3.640
4,3:45,1,10,CAR 29,18,31,Ahmad Bradshaw right end for 12 yards (tackle by James Anderson),3.640,4.440
4,3:36,1,10,CAR 17,18,31,Ahmad Bradshaw left tackle for 1 yard (tackle by Dan Connor and Greg Hardy),4.440,4.000
4,3:02,2,9,CAR 16,18,31,Ahmad Bradshaw middle for 2 yards (tackle by Charles Johnson),4.000,3.500
4,2:51,,,,18,31,Timeout #3 by Carolina Panthers,0.000,3.500
4,2:51,3,7,CAR 14,18,31,"Ahmad Bradshaw right tackle for no gain (tackle by Greg Hardy and Richard Marshall). Ahmad Bradshaw fumbles (forced by Greg Hardy), recovered by Sherrod Martin at CAR-10 (tackle by Kareem McKenzie)",3.500,0.380
4,2:38,1,10,CAR 10,18,31,Matt Moore sacked by Osi Umenyiora for -9 yards. Matt Moore fumbles (forced by Osi Umenyiora). Penalty on Ryan Kalil: Offensive Holding (Declined),-0.380,-1.290
4,2:28,2,17,CAR 3,18,31,Jimmy Clausen pass incomplete short left intended for Brandon LaFell,-1.290,-2.240
4,2:21,3,17,CAR 3,18,31,Jimmy Clausen pass incomplete short right intended for Dante Rosario,-2.240,-2.490
4,2:13,4,17,CAR 3,18,31,"Jason Baker punts 42 yards, returned by Darius Reynaud for 2 yards (tackle by Jamar Williams)",-2.490,-2.720
4,2:00,1,10,CAR 43,18,31,Eli Manning kneels for -1 yards,2.720,2.040
4,1:20,2,11,CAR 44,18,31,Eli Manning kneels for -1 yards,2.040,1.220
4,0:40,3,12,CAR 45,18,31,Eli Manning kneels for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
