#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CAR 22,3,2:13,9,Punt
2,1,10:58,NYG 49,3,1:21,31,Interception
3,1,7:21,NYG 29,7,3:39,26,Field Goal
4,1,0:02,CAR 45,7,3:20,21,Field Goal
5,2,9:24,CAR 48,3,1:08,-1,Punt
6,2,3:53,CAR 36,7,2:07,39,Field Goal
7,2,0:45,,5,0:42,50,Touchdown
8,3,9:03,CAR 11,10,4:33,27,Fumble
9,3,1:42,CAR 35,3,1:42,-5,Punt
10,4,11:36,CAR 20,12,3:03,76,Interception
11,4,6:58,NYG 12,2,0:43,1,Interception
12,4,3:57,CAR 39,1,0:12,-10,Fumble
13,4,2:38,CAR 10,3,0:38,-7,Punt
