0,1
Officials,Officials
Referee,Carl Cheffers
Umpire,Tab Slaughter
Down Judge,Dana McKenzie
Line Judge,Walt Coleman IV
Back Judge,Perry Paganelli
Side Judge,Eugene Hall
Field Judge,Dale Shaw
