Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
1,7:26,3,10,TEN 23,0,7,"Josh Allen pass complete deep middle to Gabriel Davis for 23 yards. Penalty on Stefon Diggs: Illegal Shift, 5 yards (no play)",2.810,2.150
1,7:22,3,15,TEN 28,0,7,Josh Allen pass complete deep left to Andre Roberts for 16 yards,2.150,4.780
1,6:47,1,10,TEN 12,0,7,Josh Allen pass complete short right to Gabriel Davis for 9 yards (tackle by Kenny Vaccaro),4.780,5.790
1,6:06,2,1,TEN 3,6,7,"Josh Allen pass complete short middle to Isaiah McKenzie for 3 yards, touchdown",5.790,7.000
1,6:02,,,TEN 15,7,7,Tyler Bass kicks extra point good,0.000,0.000
1,6:02,,,BUF 35,7,7,"Tyler Bass kicks off 59 yards, returned by Kalif Raymond for 13 yards (tackle by Taiwan Jones)",0.000,0.150
1,5:58,1,10,TEN 19,7,7,Ryan Tannehill pass complete short left to A.J. Brown for 11 yards (tackle by Tyrel Dodson),0.150,0.940
1,5:14,1,10,TEN 30,7,7,Derrick Henry up the middle for 2 yards (tackle by Jerry Hughes and Mario Addison),0.940,0.660
1,4:37,2,8,TEN 32,7,7,Darrynton Evans right end for 3 yards (tackle by Taron Johnson),0.660,0.370
1,4:07,3,5,TEN 35,7,7,Ryan Tannehill pass incomplete short left intended for Jonnu Smith,0.370,-1.040
1,4:03,4,5,TEN 35,7,7,"Brett Kern punts 55 yards, returned by Andre Roberts for -1 yards (tackle by Christopher Milton)",-1.040,0.380
1,3:53,1,10,BUF 9,7,7,Devin Singletary left end for 6 yards (tackle by Malcolm Butler),-0.380,-0.280
1,3:18,2,4,BUF 15,7,7,Devin Singletary up the middle for 3 yards (tackle by DaQuan Jones and Larrell Murchison),-0.280,-0.370
1,2:35,3,1,BUF 18,7,7,"Penalty on Gabriel Davis: False Start, 5 yards (no play)",-0.370,-0.950
1,2:19,3,6,BUF 13,7,7,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Kevin Byard),-0.950,-2.490
1,2:14,4,6,BUF 13,7,7,"Corey Bojorquez punts 57 yards, returned by Kalif Raymond for 40 yards (tackle by Corey Bojorquez)",-2.490,-3.580
1,1:59,1,10,BUF 30,7,7,Ryan Tannehill pass incomplete short left intended for Derrick Henry (defended by Mario Addison),3.580,3.030
1,1:54,2,10,BUF 30,7,7,Derrick Henry right tackle for no gain (tackle by Cameron Lewis and Micah Hyde),3.030,2.340
1,1:16,3,10,BUF 30,7,7,"Ryan Tannehill pass complete short left to Jonnu Smith for 13 yards (tackle by Tremaine Edmunds). Penalty on Nick Westbrook-Ikhine: Offensive Pass Interference, 10 yards (no play)",2.340,1.020
1,0:53,3,20,BUF 40,7,7,Ryan Tannehill pass complete short middle to Kalif Raymond for 20 yards (tackle by Taron Johnson),1.020,4.240
1,0:13,1,10,BUF 20,7,7,Derrick Henry right tackle for 2 yards (tackle by Mario Addison),4.240,3.960
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 18,7,7,Ryan Tannehill pass complete short right to A.J. Brown for 16 yards (tackle by Taron Johnson and Micah Hyde),3.960,6.740
2,14:33,1,2,BUF 2,7,7,Derrick Henry up the middle for 1 yard (tackle by Trent Murphy),6.740,5.910
2,13:57,2,1,BUF 1,7,13,"Derrick Henry up the middle for 1 yard, touchdown",5.910,7.000
2,13:54,,,BUF 15,7,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,13:54,,,TEN 35,7,14,"Stephen Gostkowski kicks off 64 yards, returned by Andre Roberts for 24 yards (tackle by Joshua Kalu)",0.000,0.610
2,13:49,1,10,BUF 25,7,14,Josh Allen pass complete short right to Dawson Knox for 15 yards (tackle by Rashaan Evans),0.610,1.600
2,13:02,1,10,BUF 40,7,14,Josh Allen pass incomplete short left intended for Dawson Knox,1.600,1.050
2,12:57,2,10,BUF 40,7,14,Josh Allen pass complete short right to Stefon Diggs for 14 yards,1.050,2.520
2,12:25,1,10,TEN 46,7,14,Josh Allen sacked by Harold Landry for -10 yards,2.520,0.630
2,11:39,2,20,BUF 44,7,14,Josh Allen pass complete short left to Gabriel Davis for 12 yards (tackle by Malcolm Butler),0.630,1.550
2,10:52,3,8,TEN 44,7,14,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Johnathan Joseph),1.550,3.450
2,10:05,1,10,TEN 32,7,14,T.J. Yeldon up the middle for 3 yards (tackle by Chris Jackson),3.450,3.310
2,9:21,2,7,TEN 29,7,14,"T.J. Yeldon up the middle for 4 yards (tackle by Jayon Brown and Vic Beasley). T.J. Yeldon fumbles (forced by Jayon Brown), recovered by T.J. Yeldon at TEN-25",3.310,3.140
2,8:42,3,3,TEN 25,7,14,Josh Allen pass incomplete short left intended for Stefon Diggs,3.140,1.900
2,8:38,4,3,TEN 25,10,14,Tyler Bass 43 yard field goal good,1.900,3.000
2,8:35,,,BUF 35,10,14,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,8:35,1,10,TEN 25,10,14,Ryan Tannehill pass complete short middle to Jonnu Smith for 14 yards (tackle by Josh Norman),0.610,1.530
2,7:57,1,10,TEN 39,10,14,Darrynton Evans right end for 9 yards (tackle by Taron Johnson),1.530,2.200
2,7:23,2,1,TEN 48,10,14,"Penalty on A.J. Brown: False Start, 5 yards (no play)",2.200,1.530
2,7:06,2,6,TEN 43,10,14,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 7 yards (tackle by Cameron Lewis),1.530,2.260
2,6:47,1,10,TEN 50,10,14,Ryan Tannehill pass complete short right to Jonnu Smith for 6 yards (tackle by Tyrel Dodson),2.260,2.520
2,6:03,2,4,BUF 44,10,14,Derrick Henry left end for 4 yards (tackle by Micah Hyde). Penalty on Quinton Jefferson: Defensive Offside (Offsetting) . Penalty on Mitch Morse: Offensive Holding (Offsetting) (no play),2.520,2.520
2,5:36,2,4,BUF 44,10,14,Derrick Henry left end for 5 yards (tackle by Josh Norman and Tremaine Edmunds),2.520,2.980
2,4:51,1,10,BUF 39,10,14,Ryan Tannehill pass incomplete short middle intended for A.J. Brown (defended by Josh Norman),2.980,2.440
2,4:45,2,10,BUF 39,10,14,Jeremy McNichols right guard for 3 yards (tackle by Tremaine Edmunds and Tyrel Dodson),2.440,2.150
2,4:05,3,7,BUF 36,10,14,Ryan Tannehill pass incomplete short right intended for A.J. Brown,2.150,0.880
2,4:01,4,7,BUF 36,10,14,"Penalty on TEN: Delay of Game, 5 yards (no play)",0.880,0.530
2,4:01,4,12,BUF 41,10,14,"Brett Kern punts 32 yards, fair catch by Andre Roberts at BUF-9",0.530,0.380
2,3:55,1,10,BUF 9,10,14,Devin Singletary left end for 1 yard (tackle by Rashaan Evans and Matt Dickerson),-0.380,-0.710
2,3:21,2,9,BUF 10,10,14,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Johnathan Joseph),-0.710,-1.300
2,3:15,3,9,BUF 10,10,14,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Chris Jackson),-1.300,-2.490
2,3:09,4,9,BUF 10,10,14,"Corey Bojorquez punts 71 yards, returned by Kalif Raymond for no gain (tackle by Tyler Matakevich). Penalty on Tye Smith: Offensive Holding, 9 yards",-2.490,0.380
2,2:55,1,10,TEN 10,10,14,"Penalty on Ed Oliver: Neutral Zone Infraction, 5 yards (no play)",-0.380,0.080
2,2:55,1,5,TEN 15,10,14,Derrick Henry left guard for 1 yard (tackle by Cameron Lewis),0.080,-0.230
2,2:18,2,4,TEN 16,10,14,Derrick Henry right tackle for 12 yards (tackle by Jordan Poyer),-0.230,0.810
2,2:00,1,10,TEN 28,10,14,Jeremy McNichols up the middle for 4 yards (tackle by Quinton Jefferson),0.810,0.800
2,1:40,2,6,TEN 32,10,14,Ryan Tannehill right end for 6 yards (tackle by Quinton Jefferson),0.800,1.470
2,1:33,1,10,TEN 38,10,14,Ryan Tannehill pass complete short right to Jonnu Smith for 9 yards (tackle by Jordan Poyer),1.470,2.140
2,1:13,2,1,TEN 47,10,14,Ryan Tannehill pass complete short left to A.J. Brown for 12 yards (tackle by Josh Norman),2.140,2.850
2,0:55,1,10,BUF 41,10,14,Ryan Tannehill pass complete short left to Kalif Raymond for 6 yards (tackle by Taron Johnson),2.850,3.120
2,0:51,2,4,BUF 35,10,14,Ryan Tannehill pass incomplete deep right intended for Anthony Firkser,3.120,2.410
2,0:47,,,,,,Timeout #1 by Buffalo Bills,,
2,0:47,3,4,BUF 35,10,14,"Ryan Tannehill pass incomplete short left intended for A.J. Brown. Penalty on Josh Norman: Defensive Pass Interference, 7 yards (no play)",2.410,3.710
2,0:44,1,10,BUF 28,10,14,Ryan Tannehill pass complete short right to Anthony Firkser for 3 yards (tackle by Taron Johnson),3.710,3.570
2,0:37,,,,,,Timeout #1 by Tennessee Titans,,
2,0:37,2,7,BUF 25,10,14,Ryan Tannehill pass complete short right to Jeremy McNichols for 3 yards (tackle by A.J. Klein),3.570,3.270
2,0:27,,,,,,Timeout #2 by Tennessee Titans,,
2,0:27,3,4,BUF 22,10,14,Ryan Tannehill pass complete short middle to Anthony Firkser for 12 yards (tackle by Tremaine Edmunds). Penalty on Jerry Hughes: Defensive Offside (Declined),3.270,4.910
2,0:22,,,,,,Timeout #2 by Buffalo Bills,,
2,0:22,1,10,BUF 10,10,20,"Ryan Tannehill right end for 10 yards, touchdown",4.910,7.000
2,0:16,,,BUF 15,10,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:16,,,TEN 35,10,21,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,0:16,1,10,BUF 25,10,21,Josh Allen kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,21,"Tyler Bass kicks off 63 yards, returned by Kalif Raymond for 22 yards (tackle by Jordan Poyer). Penalty on Geoff Swaim: Illegal Double-Team Block, 12 yards",0.000,-0.350
3,14:54,1,10,TEN 12,10,21,Ryan Tannehill pass complete short middle to A.J. Brown for 15 yards (tackle by Jordan Poyer),-0.350,0.740
3,14:13,1,10,TEN 27,10,21,Derrick Henry left end for 5 yards (tackle by Tremaine Edmunds),0.740,0.870
3,13:40,2,5,TEN 32,10,21,Ryan Tannehill pass complete short left to A.J. Brown for 6 yards (tackle by Josh Norman and Tremaine Edmunds),0.870,1.470
3,13:01,1,10,TEN 38,10,21,Jeremy McNichols up the middle for 4 yards (tackle by Josh Norman and Tremaine Edmunds),1.470,1.460
3,12:20,2,6,TEN 42,10,21,Jeremy McNichols right guard for 2 yards (tackle by Vernon Butler and Taron Johnson),1.460,1.020
3,11:40,3,4,TEN 44,10,21,Ryan Tannehill pass complete short right to A.J. Brown for 6 yards (tackle by Josh Norman). Penalty on Josh Norman: Defensive Pass Interference (Declined),1.020,2.260
3,11:23,1,10,TEN 50,10,21,Derrick Henry left tackle for no gain (tackle by Vernon Butler and Mario Addison),2.260,1.710
3,10:50,2,10,TEN 50,10,21,Ryan Tannehill pass complete short left to Derrick Henry for 6 yards (tackle by Tyrel Dodson),1.710,1.820
3,10:02,3,4,BUF 44,10,21,Ryan Tannehill pass incomplete short right intended for Anthony Firkser (defended by Tremaine Edmunds),1.820,0.330
3,9:58,4,4,BUF 44,10,21,Brett Kern punts 41 yards downed by Christopher Milton,0.330,0.380
3,9:50,1,10,BUF 3,10,21,Josh Allen pass complete short left to Cole Beasley for 8 yards (tackle by Malcolm Butler),-0.380,-0.200
3,9:17,2,2,BUF 11,10,21,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Jadeveon Clowney),-0.200,-0.480
3,9:14,3,2,BUF 11,10,21,Josh Allen pass complete short right to Cole Beasley for 5 yards (tackle by Chris Jackson),-0.480,-0.140
3,8:38,1,10,BUF 16,10,21,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Rashaan Evans),-0.140,0.690
3,8:03,2,1,BUF 25,10,21,Josh Allen pass incomplete short left intended for Gabriel Davis,0.690,-0.200
3,7:59,3,1,BUF 25,10,21,T.J. Yeldon up the middle for 2 yards (tackle by Jayon Brown and Rashaan Evans),-0.200,0.740
3,7:28,1,10,BUF 27,10,21,Josh Allen pass complete short middle to Cole Beasley for 6 yards (tackle by Rashaan Evans),0.740,1.010
3,6:50,2,4,BUF 33,10,21,Devin Singletary left guard for 4 yards (tackle by Harold Landry),1.010,1.400
3,6:13,1,10,BUF 37,10,21,Josh Allen pass complete short left to Cole Beasley for 10 yards (tackle by Chris Jackson and Rashaan Evans),1.400,2.060
3,5:35,1,10,BUF 47,10,21,Josh Allen pass complete short middle to Stefon Diggs for 7 yards (tackle by Kenny Vaccaro),2.060,2.460
3,4:57,2,3,TEN 46,10,21,Josh Allen pass complete short left to Isaiah McKenzie for -7 yards (tackle by Malcolm Butler). Penalty on Devin Singletary: Illegal Block Above the Waist (Declined),2.460,0.830
3,4:28,3,10,BUF 47,10,21,Josh Allen pass complete short right to Stefon Diggs for 14 yards (tackle by Tye Smith),0.830,2.980
3,3:47,1,10,TEN 39,10,21,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Kevin Byard),2.980,3.250
3,3:26,2,4,TEN 33,10,21,Josh Allen pass short left intended for Gabriel Davis is intercepted by Malcolm Butler at TEN-20 and returned for 68 yards,3.250,-4.780
3,3:05,1,10,BUF 12,10,21,Ryan Tannehill pass complete short right to Anthony Firkser for 4 yards (tackle by Tyrel Dodson),4.780,4.830
3,2:33,2,6,BUF 8,10,21,Derrick Henry right end for no gain (tackle by Jordan Poyer and Cameron Lewis),4.830,3.930
3,1:57,3,6,BUF 8,10,21,"Ryan Tannehill pass incomplete short left. Penalty on Quinton Jefferson: Roughing the Passer, 4 yards (no play)",3.930,6.280
3,1:52,1,4,BUF 4,10,27,"Ryan Tannehill pass complete short left to Jonnu Smith for 4 yards, touchdown",6.280,7.000
3,1:49,,,BUF 15,10,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,1:49,,,TEN 35,10,28,"Stephen Gostkowski kicks off 67 yards, returned by Andre Roberts for 22 yards (tackle by Nick Dzubnar). Penalty on Dean Marlowe: Offensive Holding, 10 yards",0.000,-0.380
3,1:43,1,10,BUF 10,10,28,Devin Singletary left end for 2 yards (tackle by Malcolm Butler),-0.380,-0.630
3,1:06,2,8,BUF 12,10,28,Josh Allen up the middle for 5 yards (tackle by Jayon Brown),-0.630,-0.600
3,0:21,3,3,BUF 17,10,28,Josh Allen pass complete short middle to Gabriel Davis for 11 yards (tackle by Amani Hooker),-0.600,0.810
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 28,10,28,Josh Allen left end for 7 yards (tackle by Jayon Brown),0.810,1.210
4,14:28,2,3,BUF 35,10,28,Devin Singletary left tackle for 2 yards (tackle by Jadeveon Clowney and Matt Dickerson),1.210,0.760
4,14:00,3,1,BUF 37,10,28,T.J. Yeldon up the middle for 2 yards (tackle by Harold Landry),0.760,1.530
4,13:28,1,10,BUF 39,10,28,Josh Allen pass complete short middle to Cole Beasley for 10 yards (tackle by Rashaan Evans),1.530,2.190
4,12:46,1,10,BUF 49,10,28,Josh Allen pass complete short middle to Stefon Diggs for 6 yards (tackle by Kareem Orr),2.190,2.460
4,12:16,2,4,TEN 45,10,28,Devin Singletary left end for 6 yards (tackle by Tye Smith),2.460,2.980
4,11:38,1,10,TEN 39,10,28,Josh Allen pass incomplete deep right intended for Gabriel Davis,2.980,2.440
4,11:33,2,10,TEN 39,10,28,"Penalty on Stefon Diggs: False Start, 5 yards (no play)",2.440,1.770
4,11:32,2,15,TEN 44,10,28,Josh Allen pass complete short left to Devin Singletary for 8 yards (tackle by Malcolm Butler),1.770,2.150
4,11:15,3,7,TEN 36,10,28,Josh Allen pass complete short middle to Cole Beasley for 14 yards (tackle by Kareem Orr),2.150,4.110
4,10:40,1,10,TEN 22,10,28,"Penalty on Tyler Kroft: False Start, 5 yards (no play)",4.110,3.780
4,10:40,1,15,TEN 27,10,28,Josh Allen pass complete short right to Stefon Diggs for 10 yards (tackle by Johnathan Joseph),3.780,4.290
4,10:09,2,5,TEN 17,10,28,"Penalty on Daryl Williams: False Start, 5 yards (no play)",4.290,3.560
4,10:09,2,10,TEN 22,16,28,"Josh Allen pass complete deep left to T.J. Yeldon for 22 yards, touchdown",3.560,7.000
4,10:00,,,TEN 2,16,28,"Two Point Attempt: Josh Allen pass incomplete intended for Cole Beasley, conversion fails",1.000,-1.000
4,10:00,,,BUF 35,16,28,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,10:00,1,10,TEN 25,16,28,Ryan Tannehill pass incomplete short left intended for Jonnu Smith,0.610,0.060
4,9:57,2,10,TEN 25,16,28,Derrick Henry right guard for 6 yards (tackle by Tyrel Dodson and Trent Murphy),0.060,0.170
4,9:15,3,4,TEN 31,16,28,Ryan Tannehill pass complete short right to Cody Hollister for 12 yards (tackle by Cameron Lewis),0.170,1.800
4,8:30,1,10,TEN 43,16,28,Derrick Henry left tackle for 2 yards (tackle by Dean Marlowe and Tremaine Edmunds),1.800,1.520
4,7:45,2,8,TEN 45,16,28,Ryan Tannehill right end for 23 yards (tackle by Jordan Poyer),1.520,3.450
4,7:09,1,10,BUF 32,16,28,Derrick Henry left guard for 6 yards (tackle by Tremaine Edmunds),3.450,3.710
4,6:24,2,4,BUF 26,16,28,Derrick Henry right guard for -3 yards (tackle by A.J. Epenesa),3.710,2.610
4,5:39,,,,,,Timeout #1 by Tennessee Titans,,
4,5:39,3,7,BUF 29,16,28,"Penalty on A.J. Epenesa: Neutral Zone Infraction, 5 yards (no play)",2.610,3.270
4,5:39,3,2,BUF 24,16,28,Jeremy McNichols up the middle for 7 yards (tackle by Micah Hyde),3.270,4.440
4,4:54,1,10,BUF 17,16,28,Derrick Henry up the middle for 5 yards (tackle by Trent Murphy and Ed Oliver),4.440,4.690
4,4:11,2,5,BUF 12,16,28,Derrick Henry right tackle for 3 yards (tackle by Harrison Phillips and Micah Hyde),4.690,4.570
4,4:02,,,,,,Timeout #1 by Buffalo Bills,,
4,4:02,3,2,BUF 9,16,34,"Derrick Henry right end for 9 yards, touchdown",4.570,7.000
4,3:57,,,BUF 15,16,35,Stephen Gostkowski kicks extra point good,0.000,0.000
4,3:57,,,TEN 35,16,35,"Stephen Gostkowski kicks off 56 yards, returned by Andre Roberts for 17 yards (tackle by David Long). Andre Roberts fumbles (forced by David Long), recovered by Kareem Orr at BUF-26 and returned for 8 yards (tackle by Darryl Johnson)",0.000,-4.370
4,3:49,1,10,BUF 18,16,35,Jeremy McNichols left end for 3 yards (tackle by Jordan Poyer),4.370,4.250
4,3:42,2,7,BUF 15,16,35,Jeremy McNichols right guard for 4 yards (tackle by Cameron Lewis and Jordan Poyer),4.250,4.260
4,3:37,,,,,,Timeout #2 by Buffalo Bills,,
4,3:37,3,3,BUF 11,16,35,Jeremy McNichols right tackle for 2 yards (tackle by Jerry Hughes and Quinton Jefferson),4.260,2.980
4,3:32,,,,,,Timeout #3 by Buffalo Bills,,
4,3:32,4,1,BUF 9,16,35,Ryan Tannehill up the middle for 3 yards (tackle by Quinton Jefferson),2.980,5.830
4,2:49,1,6,BUF 6,16,35,Jeremy McNichols left guard for -1 yards (tackle by Josh Norman and Tyrel Dodson),5.830,4.760
4,2:05,2,7,BUF 7,16,41,"Ryan Tannehill pass complete short right to Jonnu Smith for 7 yards, touchdown",4.760,7.000
4,1:59,,,BUF 15,16,42,Stephen Gostkowski kicks extra point good,0.000,0.000
4,1:59,,,TEN 35,16,42,"Stephen Gostkowski kicks off 64 yards, returned by Andre Roberts for 30 yards (tackle by Amani Hooker)",0.000,1.000
4,1:52,1,10,BUF 31,16,42,Matt Barkley pass incomplete short right intended for T.J. Yeldon (defended by Jadeveon Clowney),1.000,0.460
4,1:48,2,10,BUF 31,16,42,T.J. Yeldon up the middle for 4 yards (tackle by Jack Crawford and David Long),0.460,0.300
4,1:16,3,6,BUF 35,16,42,Matt Barkley pass complete short middle to Isaiah McKenzie for 9 yards (tackle by Kareem Orr),0.300,1.860
4,0:47,1,10,BUF 44,16,42,T.J. Yeldon up the middle for 34 yards (tackle by Kareem Orr),1.860,4.110
4,0:38,1,10,TEN 22,16,42,Matt Barkley pass incomplete short right intended for T.J. Yeldon,4.110,3.560
4,0:34,2,10,TEN 22,16,42,Matt Barkley pass complete short middle to Isaiah McKenzie for 2 yards (tackle by David Long),3.560,3.140
4,0:14,3,8,TEN 20,16,42,Matt Barkley pass complete short middle to Gabriel Davis for 11 yards (tackle by William Compton),3.140,3.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
