Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
2,9:02,4,4,DET 19,10,0,"Sam Martin punts 53 yards, returned by Tommylee Lewis for 24 yards (tackle by Tavon Wilson)",-2.140,-2.390
2,8:50,1,10,DET 48,10,0,"Penalty on Devin Taylor: Neutral Zone Infraction, 5 yards (no play)",2.390,3.120
2,8:50,1,5,DET 43,10,0,Mark Ingram left tackle for no gain (tackle by Tyrunn Walker),3.120,2.520
2,8:08,2,5,DET 43,10,0,Mark Ingram right end for 22 yards (tackle by Glover Quin),2.520,4.170
2,7:28,1,10,DET 21,10,0,"Mark Ingram left guard for 1 yard (tackle by Antwione Williams). Penalty on Senio Kelemete: Offensive Holding, 10 yards (no play)",4.170,3.510
2,7:05,1,20,DET 31,10,0,Drew Brees pass complete short middle to Tim Hightower for 4 yards (tackle by Josh Bynes),3.510,2.820
2,6:24,2,16,DET 27,10,0,Drew Brees pass complete short left to Mark Ingram for 3 yards (tackle by Josh Bynes),2.820,2.540
2,5:49,3,13,DET 24,10,0,Drew Brees pass complete short right to Michael Thomas for 2 yards (tackle by Kerry Hyder and Ezekiel Ansah),2.540,1.990
2,5:11,4,11,DET 22,10,3,Wil Lutz 40 yard field goal good,1.990,3.000
2,5:05,,,NOR 35,10,3,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,5:05,1,10,DET 25,10,3,Matthew Stafford sacked by Dannell Ellerbe for -1 yards,0.610,-0.070
2,4:18,2,11,DET 24,10,3,Matthew Stafford pass complete short left to T.J. Jones for 8 yards (tackle by Delvin Breaux),-0.070,0.300
2,3:34,3,3,DET 32,10,3,"Matthew Stafford pass incomplete short left intended for Anquan Boldin. Penalty on Delvin Breaux: Defensive Pass Interference, 8 yards (no play)",0.300,1.600
2,3:29,1,10,DET 40,10,3,Matthew Stafford pass complete short middle to Golden Tate for 9 yards (tackle by Jairus Byrd),1.600,2.270
2,2:46,2,1,DET 49,10,3,Dwayne Washington left tackle for 4 yards (tackle by Jairus Byrd),2.270,2.460
2,2:05,1,10,NOR 47,10,3,Matthew Stafford pass complete short left to Andre Roberts for 10 yards (tackle by Delvin Breaux),2.460,3.120
2,1:59,1,10,NOR 37,10,3,Matthew Stafford pass incomplete deep middle intended for Eric Ebron,3.120,2.570
2,1:54,2,10,NOR 37,10,3,Matthew Stafford pass complete short right to Eric Ebron for 11 yards (tackle by Jairus Byrd),2.570,0.000
2,1:46,,,,10,3,Timeout #1 by New Orleans Saints,0.000,-3.840
2,1:46,1,10,NOR 26,10,3,Matthew Stafford pass complete short right to Eric Ebron for 12 yards (tackle by Kenny Vaccaro),3.840,4.650
2,1:12,1,10,NOR 14,10,3,Matthew Stafford pass complete short right to Eric Ebron for 3 yards (tackle by Kenny Vaccaro),4.650,4.520
2,1:06,2,7,NOR 11,10,3,Matthew Stafford pass incomplete short left intended for Golden Tate,4.520,3.620
2,1:02,3,7,NOR 11,10,3,Matthew Stafford pass incomplete short left intended for Theo Riddick,3.620,2.700
2,0:59,4,7,NOR 11,13,3,Matt Prater 29 yard field goal good,2.700,3.000
2,0:56,,,DET 35,13,3,"Sam Martin kicks off 63 yards, returned by Tommylee Lewis for 9 yards (tackle by Adairius Barnes)",0.000,0.370
2,0:49,1,10,NOR 11,13,3,"Drew Brees pass incomplete short right intended for Coby Fleener. Penalty on Kerry Hyder: Roughing the Passer, 15 yards (no play)",-0.370,0.670
2,0:45,1,10,NOR 26,13,3,Drew Brees pass incomplete short left intended for Travaris Cadet,0.670,0.130
2,0:42,2,10,NOR 26,13,3,Drew Brees pass complete short right to Brandin Cooks for 4 yards (tackle by Nevin Lawson),0.130,-0.030
2,0:21,3,6,NOR 30,13,3,Drew Brees pass complete deep middle to Brandin Cooks for 39 yards (tackle by Rafael Bush),-0.030,0.000
2,0:15,,,,13,3,Timeout #2 by New Orleans Saints,0.000,-3.510
2,0:15,1,10,DET 31,13,3,Drew Brees pass complete short right to Travaris Cadet for 17 yards (tackle by Darius Slay),3.510,4.650
2,0:09,1,10,DET 14,13,3,Drew Brees pass incomplete short middle intended for Coby Fleener,4.650,4.000
2,0:05,2,10,DET 14,13,6,Wil Lutz 32 yard field goal good,4.000,3.000
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,13,6,"Wil Lutz kicks off 70 yards, returned by Andre Roberts for 28 yards (tackle by Chris Banjo)",0.000,-0.480
3,14:54,1,10,DET 23,13,6,Matthew Stafford pass complete short right to Anquan Boldin for 8 yards (tackle by Sterling Moore),0.480,1.010
3,14:23,2,2,DET 31,13,6,Matthew Stafford pass complete short left to Golden Tate for 15 yards (tackle by Vonn Bell),1.010,1.990
3,13:39,1,10,DET 46,13,6,Dwayne Washington right guard for no gain (tackle by Cameron Jordan),1.990,1.450
3,13:00,2,10,DET 46,13,6,"Matthew Stafford pass incomplete deep left intended for T.J. Jones. Penalty on Delvin Breaux: Defensive Holding, 5 yards (no play)",1.450,2.320
3,12:53,1,10,NOR 49,13,6,Theo Riddick left end for -3 yards (tackle by Delvin Breaux),2.320,1.380
3,12:07,2,13,DET 48,13,6,Matthew Stafford sacked by Sheldon Rankins for -3 yards,1.380,0.300
3,11:21,3,16,DET 45,13,6,Matthew Stafford pass complete deep left to T.J. Jones for 36 yards (tackle by Vonn Bell and Delvin Breaux),0.300,4.310
3,10:32,1,10,NOR 19,13,6,Matthew Stafford pass complete short right to Golden Tate for 5 yards (tackle by Jairus Byrd and Sterling Moore),4.310,4.530
3,9:47,2,5,NOR 14,13,6,Matthew Stafford pass complete short right to Theo Riddick for no gain,4.530,3.760
3,9:04,3,5,NOR 14,13,6,Matthew Stafford pass incomplete short right intended for Anquan Boldin,3.760,2.560
3,9:00,4,5,NOR 14,16,6,Matt Prater 32 yard field goal good,2.560,3.000
3,8:57,,,DET 35,16,6,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
3,8:57,1,10,NOR 25,16,6,"Mark Ingram right guard for 2 yards (tackle by Tavon Wilson). Penalty on Senio Kelemete: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,8:29,1,20,NOR 15,16,6,Drew Brees pass complete short middle to Willie Snead for 14 yards (tackle by Quandre Diggs),-0.410,0.600
3,8:03,2,6,NOR 29,16,6,Drew Brees pass incomplete deep right intended for Brandin Cooks (defended by Glover Quin),0.600,-0.100
3,7:56,3,6,NOR 29,16,6,"Drew Brees pass incomplete deep left intended for Coby Fleener. Penalty on Zach Strief: Offensive Holding (Offsetting), Penalty on DET: Face Mask (15 Yards) (Offsetting) (no play)",-0.100,-0.100
3,7:51,3,6,NOR 29,16,6,Drew Brees pass complete short right to John Kuhn for 11 yards (tackle by Adairius Barnes and Josh Bynes),-0.100,1.600
3,7:15,1,10,NOR 40,16,6,Mark Ingram right tackle for 4 yards (tackle by Thurston Armbrister),1.600,1.590
3,6:41,2,6,NOR 44,16,6,"Drew Brees pass complete short left to Mark Ingram for -4 yards (tackle by Josh Bynes). Penalty on Mark Ingram: Delay of Game, 5 yards",1.590,-0.300
3,6:15,3,15,NOR 35,16,6,Drew Brees pass incomplete deep left intended for Brandin Cooks is intercepted by Glover Quin at DET-46,-0.300,-1.990
3,6:15,1,10,DET 46,16,6,Zach Zenner left tackle for 8 yards (tackle by Sheldon Rankins),1.990,2.530
3,5:36,2,2,NOR 46,16,6,Matthew Stafford pass incomplete deep right intended for Andre Roberts (defended by Sterling Moore),2.530,1.820
3,5:27,3,2,NOR 46,16,6,Matthew Stafford pass complete short left to Anquan Boldin for 9 yards (tackle by Sterling Moore),1.820,3.120
3,4:44,1,10,NOR 37,16,6,Matthew Stafford for 11 yards (tackle by David Onyemata),3.120,3.840
3,4:04,1,10,NOR 26,16,6,Zach Zenner right guard for 5 yards (tackle by Cameron Jordan),3.840,3.970
3,3:22,2,5,NOR 21,16,6,Matthew Stafford pass incomplete deep left intended for Andre Roberts,3.970,3.270
3,3:17,3,5,NOR 21,16,6,Matthew Stafford pass complete short left to Anquan Boldin for 11 yards (tackle by Kenny Vaccaro),3.270,4.910
3,2:33,1,10,NOR 10,16,6,Matthew Stafford pass incomplete short left intended for Andre Roberts,4.910,4.190
3,2:29,2,10,NOR 10,16,6,Matthew Stafford pass incomplete short middle intended for Anquan Boldin (defended by Jairus Byrd),4.190,3.130
3,2:26,3,10,NOR 10,16,6,Matthew Stafford pass complete short left to Andre Roberts for 1 yard (tackle by Jairus Byrd),3.130,2.830
3,1:46,4,9,NOR 9,19,6,Matt Prater 27 yard field goal good,2.830,3.000
3,1:42,,,DET 35,19,6,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
3,1:42,1,10,NOR 25,19,6,Drew Brees pass complete deep right to Coby Fleener for 31 yards (tackle by Antwione Williams),0.610,2.650
3,1:06,1,10,DET 44,19,6,Drew Brees pass complete short middle to Michael Thomas for 16 yards (tackle by Tavon Wilson),2.650,3.710
3,0:32,1,10,DET 28,19,6,Drew Brees pass complete short left to Michael Thomas for 14 yards (tackle by Darius Slay),3.710,4.650
,,,,,,,"NOR challenged the incomplete pass ruling, and the original play was overturned.",,
3,0:17,1,10,DET 14,19,6,Mark Ingram right end for no gain (tackle by Tavon Wilson),4.650,4.000
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DET 14,19,6,Drew Brees pass complete short right to Brandin Cooks for 5 yards (tackle by Nevin Lawson),4.000,4.050
4,14:18,3,5,DET 9,19,6,Drew Brees pass complete short right to Brandin Cooks for 8 yards (tackle by Glover Quin),4.050,6.970
,,,,,,,"NOR challenged the runner was down by contact ruling, and the play was upheld.",,
4,13:40,1,1,DET 1,19,12,"John Kuhn left guard for 1 yard, touchdown",6.970,7.000
4,13:32,,,DET 15,19,13,"Wil Lutz kicks extra point good. Penalty on Darius Slay: Defensive Offside, 5 yards",0.000,0.000
4,13:32,,,NOR 40,19,13,"Wil Lutz kicks off 59 yards, returned by Andre Roberts for 21 yards (tackle by Roman Harper)",0.000,-0.410
4,13:25,1,10,DET 22,19,13,Theo Riddick left guard for 6 yards (tackle by Craig Robertson),0.410,0.680
4,12:46,2,4,DET 28,19,13,Matthew Stafford pass complete short left to Theo Riddick for 6 yards (tackle by Delvin Breaux and Vonn Bell),0.680,1.200
4,12:00,1,10,DET 34,19,13,Matthew Stafford pass incomplete deep left intended for Golden Tate,1.200,0.660
4,11:55,2,10,DET 34,19,13,Matthew Stafford pass incomplete (defended by Cameron Jordan),0.660,-0.030
4,11:50,3,10,DET 34,25,13,"Matthew Stafford pass complete deep right to Golden Tate for 66 yards, touchdown",-0.030,7.000
4,11:38,,,NOR 2,25,13,"Two Point Attempt: Matthew Stafford pass incomplete intended for T.J. Jones, conversion fails",0.000,-1.000
4,11:38,,,DET 35,25,13,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
4,11:38,1,10,NOR 25,25,13,Mark Ingram right guard for 2 yards (tackle by Ezekiel Ansah),0.610,0.330
4,11:08,2,8,NOR 27,25,13,Drew Brees pass complete short middle to Mark Ingram for 8 yards (tackle by Kerry Hyder),0.330,1.270
4,10:34,1,10,NOR 35,25,13,Drew Brees pass incomplete short right intended for Willie Snead (defended by Josh Bynes),1.270,0.720
4,10:30,2,10,NOR 35,25,13,Drew Brees pass incomplete short middle intended for Willie Snead (defended by Haloti Ngata),0.720,0.040
4,10:26,3,10,NOR 35,25,13,Drew Brees pass incomplete deep middle intended for Michael Thomas (defended by Darius Slay),0.040,-1.040
4,10:21,4,10,NOR 35,25,13,"Thomas Morstead punts 19 yards, out of bounds",-1.040,-1.990
4,10:16,1,10,DET 46,25,13,Zach Zenner right guard for 6 yards (tackle by Cameron Jordan),1.990,2.260
4,9:38,2,4,NOR 48,25,13,Zach Zenner right guard for 9 yards (tackle by Sterling Moore),2.260,2.980
4,8:52,1,10,NOR 39,25,13,Zach Zenner left guard for 9 yards (tackle by Vonn Bell),2.980,3.660
4,8:31,2,1,NOR 30,25,13,"Penalty on Eric Ebron: False Start, 5 yards (no play)",3.660,2.980
4,8:10,2,6,NOR 35,25,13,Matthew Stafford right end for 2 yards (tackle by Cameron Jordan),2.980,2.540
4,7:22,3,4,NOR 33,25,13,Matthew Stafford pass incomplete short right intended for Eric Ebron,2.540,1.180
4,7:15,4,4,NOR 33,28,13,Matt Prater 52 yard field goal good,1.180,3.000
4,7:10,,,DET 35,28,13,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
4,7:10,1,10,NOR 25,28,13,Drew Brees sacked by Devin Taylor for -7 yards,0.610,-0.980
4,6:39,2,17,NOR 18,28,13,Drew Brees pass complete short left to Travaris Cadet for 3 yards (tackle by A'Shawn Robinson),-0.980,-1.150
4,6:17,3,14,NOR 21,28,13,Drew Brees pass complete deep right to Willie Snead for 24 yards (tackle by Tavon Wilson). Penalty on DET: Defensive 12 On-field (Declined),-1.150,1.930
4,5:58,1,10,NOR 45,28,13,Drew Brees pass complete short left to Coby Fleener for 12 yards (tackle by Darius Slay),1.930,2.720
4,5:26,1,10,DET 43,28,13,Drew Brees pass incomplete deep right intended for Willie Snead is intercepted by Tavon Wilson at DET-26 and returned for 18 yards,2.720,-1.860
4,5:23,1,10,DET 44,28,13,Zach Zenner right tackle for 1 yard (tackle by Darryl Tapp),1.860,1.450
4,4:41,2,9,DET 45,28,13,"Zach Zenner left tackle for 2 yards (tackle by David Onyemata). Penalty on Paul Kruger: Illegal Use of Hands, 5 yards",1.450,2.390
4,4:35,1,10,NOR 48,28,13,Zach Zenner right guard for 1 yard (tackle by Kenny Vaccaro),2.390,1.980
4,3:51,2,9,NOR 47,28,13,Zach Zenner right end for -1 yards (tackle by Stephone Anthony),1.980,1.160
4,3:07,3,10,NOR 48,28,13,Matthew Stafford pass complete short right to Golden Tate for 9 yards (tackle by Sterling Moore),1.160,0.000
4,2:48,,,,28,13,Timeout #2 by New Orleans Saints,0.000,-0.660
4,2:48,4,1,NOR 39,28,13,"Penalty on Matthew Stafford: Delay of Game, 4 yards (no play)",0.660,0.400
4,2:48,4,5,NOR 43,28,13,"Sam Martin punts 32 yards, fair catch by Jairus Byrd",0.400,0.370
4,2:42,1,10,NOR 11,28,13,Drew Brees pass complete short right to Brandin Cooks for 7 yards (tackle by Nevin Lawson),-0.370,0.000
4,2:17,2,3,NOR 18,28,13,Drew Brees pass complete short middle to Travaris Cadet for 4 yards (tackle by Adairius Barnes),0.000,0.410
4,2:00,1,10,NOR 22,28,13,Drew Brees pass complete deep middle to Coby Fleener for 23 yards (tackle by Miles Killebrew),0.410,1.930
4,1:41,1,10,NOR 45,28,13,"Drew Brees pass complete deep right to Brandin Cooks for 32 yards. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",1.930,1.270
4,1:36,1,20,NOR 35,28,13,Drew Brees pass complete short right to Brandin Cooks for 3 yards (tackle by Nevin Lawson),1.270,0.440
4,1:30,2,17,NOR 38,28,13,Drew Brees pass complete short right to Brandin Cooks for 7 yards (tackle by Nevin Lawson),0.440,0.700
4,1:08,3,10,NOR 45,28,13,Drew Brees pass complete short left to Travaris Cadet for 11 yards (tackle by Josh Bynes and Rafael Bush),0.700,2.650
4,0:44,1,10,DET 44,28,13,Drew Brees pass complete short left to Travaris Cadet for 18 yards (tackle by Tyrunn Walker),2.650,0.000
4,0:37,,,,28,13,Timeout #3 by New Orleans Saints,0.000,-3.840
4,0:37,1,10,DET 26,28,13,Drew Brees pass complete short middle to Michael Thomas for 10 yards (tackle by Josh Bynes),3.840,4.510
4,0:18,1,10,DET 16,28,13,Drew Brees pass complete short middle to Coby Fleener for 7 yards (tackle by Miles Killebrew),4.510,5.160
4,0:03,2,3,DET 9,28,13,Drew Brees spiked the ball,5.160,4.390
4,0:02,3,3,DET 9,28,13,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",4.390,3.370
4,0:02,3,8,DET 14,28,13,Drew Brees pass incomplete deep right intended for Coby Fleener is intercepted by Miles Killebrew at DET--3 and returned for 7 yards,3.370,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
