Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
1,5:40,3,7,SDG 24,0,0,Philip Rivers sacked by Dannell Ellerbe for -8 yards,-0.490,-2.390
1,5:14,4,15,SDG 16,0,0,"Mike Scifres punts 55 yards (tackle by Andrew Gachkar). Penalty on Anthony Allen: Illegal Block Above the Waist, 10 yards",-2.390,-0.540
1,5:00,1,10,BAL 24,0,0,Ray Rice right end for 3 yards (tackle by Antonio Garay and Takeo Spikes),0.540,0.400
1,4:27,2,7,BAL 27,0,0,Joe Flacco pass incomplete short middle intended for Anquan Boldin (defended by Quentin Jammer),0.400,-0.300
1,4:21,3,7,BAL 27,0,0,Joe Flacco pass complete short right to Anquan Boldin for 19 yards (tackle by Donald Butler),-0.300,1.990
1,4:00,1,10,BAL 46,0,0,Joe Flacco pass complete short right to Ray Rice for 4 yards (tackle by Eric Weddle),1.990,1.990
1,3:25,2,6,,0,0,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Donald Butler and Atari Bigby),1.990,1.820
1,2:42,3,2,SDG 46,0,0,Joe Flacco pass complete short right to Torrey Smith for 12 yards (tackle by Quentin Jammer),1.820,3.310
1,2:15,1,10,SDG 34,0,0,Joe Flacco pass incomplete deep middle intended for Torrey Smith,3.310,2.770
1,2:08,2,10,SDG 34,0,0,Joe Flacco pass incomplete short right intended for Jacoby Jones,2.770,2.080
1,2:02,3,10,SDG 34,0,0,Joe Flacco sacked by Corey Liuget for -9 yards,2.080,0.400
1,1:34,4,19,SDG 43,0,0,"Sam Koch punts 29 yards, fair catch by Chris Carr",0.400,0.280
1,1:25,1,10,SDG 14,0,0,Philip Rivers pass complete short right to Randy McMichael for 6 yards (tackle by Dannell Ellerbe and Corey Graham),-0.280,0.150
1,0:47,2,4,SDG 20,0,0,Ryan Mathews up the middle for 3 yards (tackle by Paul Kruger and Ma'ake Kemoeatu),0.150,-0.320
1,0:06,3,1,SDG 23,0,0,Philip Rivers pass incomplete short left intended for Seyi Ajirotutu (defended by Terrell Suggs),-0.320,-1.830
1,0:02,4,1,SDG 23,0,0,"Mike Scifres punts 50 yards, returned by Jacoby Jones for 7 yards (tackle by Demorrio Williams)",-1.830,-1.200
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 34,0,0,Bernard Pierce right end for 2 yards (tackle by Quentin Jammer and Atari Bigby),1.200,0.930
2,14:41,2,8,BAL 36,0,0,Bernard Pierce left end for -1 yards (tackle by Corey Lynch),0.930,0.100
2,13:58,3,9,BAL 35,0,0,Joe Flacco pass incomplete short left intended for Torrey Smith (defended by Eric Weddle),0.100,-1.040
2,13:53,4,9,BAL 35,0,0,"Sam Koch punts 43 yards, out of bounds",-1.040,-0.410
2,13:45,1,10,SDG 22,0,0,Philip Rivers pass complete deep right to Danario Alexander for 26 yards (tackle by Corey Graham),0.410,2.130
2,13:02,1,10,SDG 48,0,0,Philip Rivers pass incomplete,2.130,1.580
2,12:56,2,10,SDG 48,0,0,Philip Rivers pass complete deep left to Malcom Floyd for 16 yards,1.580,3.180
2,12:25,1,10,BAL 36,0,0,Philip Rivers pass incomplete short right intended for Malcom Floyd (defended by Corey Graham),3.180,2.640
2,12:20,2,10,BAL 36,0,0,Philip Rivers pass complete short left to Danario Alexander for 9 yards (tackle by Cary Williams),2.640,3.140
2,11:52,3,1,BAL 27,0,0,Jackie Battle up the middle for no gain (tackle by Dannell Ellerbe and Ma'ake Kemoeatu),3.140,1.820
2,11:19,4,1,BAL 27,0,0,Jackie Battle up the middle for 2 yards (tackle by Haloti Ngata and Ma'ake Kemoeatu),1.820,3.910
2,10:30,1,10,BAL 25,0,0,Ryan Mathews left guard for 4 yards (tackle by Dannell Ellerbe),3.910,3.900
2,9:48,2,6,BAL 21,0,6,"Philip Rivers pass complete deep middle to Malcom Floyd for 21 yards, touchdown",3.900,7.000
2,9:48,,,BAL 2,0,7,Nick Novak kicks extra point good,0.000,0.000
2,9:43,,,SDG 35,0,7,"Nick Novak kicks off 70 yards, returned by Jacoby Jones for 21 yards (tackle by Jackie Battle)",0.000,-0.140
,,,,,,,"BAL challenged the fumble ruling, and the original play was overturned.",,
2,9:41,1,10,BAL 16,0,7,Ray Rice left guard for 6 yards (tackle by Aubrayo Franklin),-0.140,0.280
2,9:13,2,4,BAL 22,0,7,Ray Rice up the middle for 3 yards (tackle by Corey Lynch and Donald Butler),0.280,-0.200
2,8:46,3,1,BAL 25,0,7,Ray Rice left tackle for -1 yards (tackle by Kendall Reyes and Takeo Spikes),-0.200,-1.770
2,8:07,4,2,BAL 24,0,7,"Sam Koch punts 58 yards, returned by Chris Carr for no gain",-1.770,-0.040
2,7:56,1,10,SDG 18,0,7,Ryan Mathews right tackle for 9 yards (tackle by Paul Kruger),0.040,0.820
2,7:21,2,1,SDG 27,0,7,Ryan Mathews right end for 2 yards (tackle by Terrell Suggs and Terrence Cody),0.820,0.870
2,6:36,1,10,SDG 29,0,7,Philip Rivers pass incomplete,0.870,0.330
2,6:31,2,10,SDG 29,0,7,Ryan Mathews up the middle for 4 yards (tackle by Bernard Pollard),0.330,0.170
2,5:46,3,6,SDG 33,0,7,Philip Rivers pass complete short left to Antonio Gates for 11 yards,0.170,1.860
2,5:12,1,10,SDG 44,0,7,Philip Rivers pass complete short left to Malcom Floyd for 15 yards (tackle by Bernard Pollard),1.860,2.850
2,4:43,1,10,BAL 41,0,7,Philip Rivers pass complete short right to Danario Alexander for 19 yards (tackle by Ed Reed),2.850,4.110
2,3:58,1,10,BAL 22,0,7,Philip Rivers pass incomplete,4.110,3.560
2,3:53,2,10,BAL 22,0,7,Philip Rivers sacked by Terrell Suggs for -7 yards,3.560,1.950
2,3:15,3,17,BAL 29,0,7,Philip Rivers pass incomplete,1.950,1.500
2,3:08,4,17,BAL 29,0,10,Nick Novak 47 yard field goal good,1.500,3.000
2,3:04,,,SDG 35,0,10,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
2,3:04,1,10,BAL 20,0,10,Joe Flacco sacked by Antwan Barnes for -6 yards,0.280,-1.180
2,2:29,2,16,BAL 14,0,10,Ray Rice left tackle for no gain (tackle by Eric Weddle and Donald Butler),-1.180,0.000
2,2:23,,,,0,10,Timeout #1 by San Diego Chargers,0.000,-2.030
2,2:23,3,16,BAL 14,0,10,Joe Flacco pass incomplete deep middle intended for Dennis Pitta,-2.030,-2.470
2,2:17,4,16,BAL 14,0,10,"Sam Koch punts 50 yards, fair catch by Chris Carr",-2.470,-1.330
2,2:09,1,10,SDG 36,0,10,Philip Rivers pass incomplete,1.330,0.790
2,2:06,2,10,SDG 36,0,10,Philip Rivers sacked by Courtney Upshaw for -4 yards,0.790,-0.430
2,2:00,3,14,SDG 32,0,10,Philip Rivers pass complete short right to Seyi Ajirotutu for 12 yards (tackle by Corey Graham),-0.430,-0.460
2,1:55,4,2,SDG 44,0,10,"Mike Scifres punts 45 yards, returned by Tandon Doss for 5 yards (tackle by Shareece Wright)",-0.460,0.140
2,1:45,1,10,BAL 16,0,10,Joe Flacco pass complete short left to Dennis Pitta for 2 yards (tackle by Eric Weddle),-0.140,-0.350
2,1:39,2,8,BAL 18,0,10,Joe Flacco pass complete short middle to Ray Rice for 7 yards (tackle by Corey Liuget),-0.350,-0.200
2,1:12,3,1,BAL 25,0,10,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Takeo Spikes),-0.200,0.870
2,0:50,1,10,BAL 29,0,10,Joe Flacco sacked by Shaun Phillips for -5 yards,0.870,0.000
2,0:46,,,,0,10,Timeout #1 by Baltimore Ravens,0.000,-0.350
2,0:46,2,15,BAL 24,0,10,Joe Flacco pass incomplete short right intended for Tandon Doss,-0.350,-1.020
2,0:38,3,15,BAL 24,0,10,Ray Rice up the middle for 13 yards (tackle by Quentin Jammer and Eric Weddle),-1.020,0.000
2,0:11,,,,0,10,Timeout #2 by San Diego Chargers,0.000,-0.910
2,0:11,4,2,BAL 37,0,10,Sam Koch punts 49 yards. Penalty on BAL: Illegal Touch Kick (Declined),-0.910,1.400
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,0,10,"Nick Novak kicks off 74 yards, returned by Jacoby Jones for 25 yards (tackle by Shareece Wright)",0.000,-0.140
3,14:56,1,10,BAL 16,0,10,Joe Flacco pass complete short left to Vonta Leach for 1 yard (tackle by Quentin Jammer),-0.140,-0.510
3,14:34,2,9,BAL 17,0,10,Ray Rice right tackle for 2 yards (tackle by Vaughn Martin and Corey Lynch),-0.510,-0.950
3,13:52,3,7,BAL 19,0,10,Joe Flacco pass complete short left to Torrey Smith for 54 yards (tackle by Marcus Gilchrist),-0.950,3.780
3,13:10,1,10,SDG 27,0,10,Ray Rice right guard for 2 yards (tackle by Corey Lynch),3.780,3.500
3,12:35,2,8,SDG 25,0,10,Joe Flacco pass incomplete deep middle intended for Dennis Pitta,3.500,2.810
3,12:29,3,8,SDG 25,0,10,Joe Flacco pass incomplete short left intended for Anquan Boldin,2.810,1.800
3,12:23,4,8,SDG 25,3,10,Justin Tucker 43 yard field goal good,1.800,3.000
3,12:19,,,BAL 35,3,10,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
3,12:19,1,10,SDG 20,3,10,Ryan Mathews up the middle for 4 yards (tackle by Jameel McClain and Brendon Ayanbadejo),0.280,0.270
3,11:38,2,6,SDG 24,3,10,Philip Rivers sacked by Arthur Jones for -7 yards,0.270,-1.510
3,10:54,3,13,SDG 17,3,10,Philip Rivers pass complete short right to Ronnie Brown for 8 yards (tackle by Chykie Brown),-1.510,-1.700
3,10:30,4,5,SDG 25,3,10,"Mike Scifres punts 52 yards, returned by Jacoby Jones for 6 yards (tackle by Demorrio Williams)",-1.700,-0.870
3,10:17,1,10,BAL 29,3,10,Bernard Pierce up the middle for 12 yards (tackle by Corey Lynch),0.870,1.660
3,9:36,1,10,BAL 41,3,10,Joe Flacco sacked by Takeo Spikes and Jarret Johnson for -10 yards,1.660,-0.230
3,9:00,2,20,BAL 31,3,10,Bernard Pierce up the middle for -3 yards (tackle by Andrew Gachkar),-0.230,-1.290
3,8:18,3,23,BAL 28,3,10,Joe Flacco pass incomplete deep right intended for Tandon Doss,-1.290,-1.500
3,8:09,4,23,BAL 28,3,10,"Sam Koch punts 50 yards, returned by Chris Carr for 11 yards (tackle by James Ihedigbo)",-1.500,-1.140
3,7:56,1,10,SDG 33,3,10,Philip Rivers pass incomplete,1.140,0.590
3,7:49,2,10,SDG 33,3,10,Philip Rivers pass complete short right to Randy McMichael for 5 yards (tackle by Jameel McClain),0.590,0.560
3,7:04,3,5,SDG 38,3,10,Philip Rivers sacked by Arthur Jones for -8 yards,0.560,-1.370
3,6:31,4,13,SDG 30,3,10,"Mike Scifres punts 56 yards, returned by Jacoby Jones for 10 yards (tackle by Demorrio Williams)",-1.370,-0.540
3,6:18,1,10,BAL 24,3,10,Joe Flacco pass incomplete short left intended for Torrey Smith,0.540,0.000
3,6:12,2,10,BAL 24,3,10,Ray Rice up the middle for 7 yards (tackle by Corey Lynch and Jarret Johnson),0.000,0.230
3,5:34,3,3,BAL 31,3,10,Joe Flacco pass complete short left to Torrey Smith for 7 yards (tackle by Andrew Gachkar),0.230,1.470
3,4:55,1,10,BAL 38,3,10,Joe Flacco pass complete short left to Ray Rice for 12 yards (tackle by Antoine Cason and Andrew Gachkar),1.470,2.260
3,4:18,1,10,,3,10,Ray Rice up the middle for 6 yards (tackle by Aubrayo Franklin and Antoine Cason),2.260,2.520
3,3:41,2,4,SDG 44,3,10,Bernard Pierce up the middle for 3 yards (tackle by Demorrio Williams),2.520,2.210
3,2:58,3,1,SDG 41,3,10,Bernard Pierce right end for 18 yards (tackle by Eric Weddle),2.210,4.040
3,2:18,1,10,SDG 23,3,10,Ray Rice left end for 4 yards (tackle by Antoine Cason),4.040,4.050
3,1:33,2,6,SDG 19,3,10,Ray Rice up the middle for 5 yards (tackle by Takeo Spikes and Corey Lynch),4.050,4.280
3,1:04,3,1,SDG 14,3,10,Joe Flacco up the middle for no gain (tackle by Melvin Ingram),4.280,2.660
3,0:34,4,1,SDG 14,3,10,Bernard Pierce right end for -2 yards (tackle by Corey Liuget),2.660,0.140
3,0:30,1,10,SDG 16,3,10,Ryan Mathews left end for 8 yards (tackle by Bernard Pollard),-0.140,0.550
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,SDG 24,3,10,Ryan Mathews left tackle for 4 yards (tackle by Ma'ake Kemoeatu and Albert McClellan),0.550,0.810
4,14:26,1,10,SDG 28,3,10,Ryan Mathews right end for no gain (tackle by Bernard Pollard),0.810,0.260
4,13:47,2,10,SDG 28,3,10,Philip Rivers pass complete short left to Malcom Floyd for 13 yards,0.260,1.660
4,13:09,1,10,SDG 41,3,10,Ryan Mathews left tackle for 7 yards (tackle by Bernard Pollard and Corey Graham),1.660,2.070
4,12:21,2,3,SDG 48,3,10,"Penalty on Mike Harris: False Start, 5 yards (no play)",2.070,1.390
4,11:55,2,8,SDG 43,3,10,Philip Rivers pass complete short left to Jackie Battle for 10 yards (tackle by Bernard Pollard),1.390,2.460
4,11:10,1,10,BAL 47,3,10,"Philip Rivers pass incomplete deep right intended for Danario Alexander. Penalty on Bernard Pollard: Personal Foul, 15 yards (no play)",2.460,3.450
4,11:02,1,10,BAL 32,3,10,Ryan Mathews up the middle for 2 yards (tackle by Terrence Cody),3.450,3.170
4,10:23,2,8,BAL 30,3,10,Ryan Mathews left guard for 1 yard (tackle by Jameel McClain and Courtney Upshaw),3.170,0.000
4,9:41,,,,3,10,Timeout #1 by Baltimore Ravens,0.000,2.610
4,9:41,3,7,BAL 29,3,10,Ronnie Brown right tackle for 13 yards (tackle by Jameel McClain),2.610,4.510
4,9:01,1,10,BAL 16,3,10,Ryan Mathews right guard for -1 yards (tackle by Arthur Jones),4.510,3.770
4,8:16,2,11,BAL 17,3,10,Philip Rivers pass incomplete,3.770,3.020
4,8:09,3,11,BAL 17,3,10,Philip Rivers pass complete short right to Ronnie Brown for 5 yards (tackle by Paul Kruger),3.020,2.660
4,7:55,4,6,BAL 12,3,13,Nick Novak 30 yard field goal good,2.660,3.000
4,7:51,,,SDG 35,3,13,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
4,7:51,1,10,BAL 20,3,13,Joe Flacco pass complete short right to Jacoby Jones for 12 yards (tackle by Corey Liuget). Penalty on Melvin Ingram: Illegal Use of Hands (Declined),0.280,1.070
4,7:31,1,10,BAL 32,3,13,Joe Flacco pass incomplete short left intended for Ray Rice,1.070,0.530
4,7:31,2,10,BAL 32,3,13,Ray Rice up the middle for 4 yards (tackle by Andrew Gachkar),0.530,0.370
4,6:56,3,6,BAL 36,3,13,Joe Flacco pass complete deep left to Jacoby Jones for 24 yards (tackle by Corey Lynch and Marcus Gilchrist),0.370,2.920
4,6:24,1,10,SDG 40,3,13,Joe Flacco pass complete short left to Jacoby Jones for 6 yards (tackle by Antoine Cason),2.920,3.180
4,5:55,2,4,SDG 34,3,13,"Joe Flacco pass complete short right to Torrey Smith for 4 yards (tackle by Eric Weddle). Penalty on Anquan Boldin: Personal Foul, 15 yards",3.180,2.590
4,5:01,1,10,SDG 45,3,13,Joe Flacco pass complete deep middle to Torrey Smith for 22 yards (tackle by Corey Lynch),2.590,4.040
4,5:01,1,10,SDG 23,3,13,Joe Flacco pass complete short right to Torrey Smith for 14 yards (tackle by Corey Lynch),4.040,5.140
4,4:23,1,9,SDG 9,3,13,"Penalty on Antonio Garay: Neutral Zone Infraction, 5 yards (no play)",5.140,6.280
4,4:23,1,4,SDG 4,9,13,"Joe Flacco pass complete short middle to Dennis Pitta for 4 yards, touchdown",6.280,7.000
4,4:23,,,SDG 2,10,13,Justin Tucker kicks extra point good,0.000,0.000
4,4:19,,,BAL 35,10,13,"Justin Tucker kicks off 67 yards, touchback",0.000,0.280
4,4:19,1,10,SDG 20,10,13,Philip Rivers pass complete short middle to Ryan Mathews for 3 yards (tackle by Jameel McClain and Albert McClellan),0.280,0.140
4,3:39,2,7,SDG 23,10,13,Philip Rivers pass incomplete short right intended for Danario Alexander (defended by Corey Graham),0.140,-0.560
4,3:34,3,7,SDG 23,10,13,Philip Rivers pass complete short left to Ronnie Brown for 3 yards (tackle by Brendon Ayanbadejo),-0.560,-1.630
4,3:25,4,4,SDG 26,10,13,"Mike Scifres punts 57 yards, returned by Jacoby Jones for 23 yards (tackle by Demorrio Williams)",-1.630,-1.600
4,3:09,1,10,BAL 40,10,13,Joe Flacco pass incomplete short right intended for Tandon Doss (defended by Kendall Reyes),1.600,1.050
4,3:04,2,10,BAL 40,10,13,Joe Flacco pass complete short left to Dennis Pitta for 16 yards (tackle by Andrew Gachkar),1.050,2.650
4,2:26,1,10,SDG 44,10,13,"Joe Flacco pass complete short right to Ray Rice for -5 yards (tackle by Corey Liuget). Penalty on Marshall Yanda: Offensive Holding, 10 yards (no play)",2.650,1.990
4,2:18,1,20,BAL 46,10,13,Joe Flacco pass incomplete short right intended for Anquan Boldin (defended by Eric Weddle),1.990,0.760
4,2:12,2,20,BAL 46,10,13,Joe Flacco pass incomplete deep left intended for Dennis Pitta,0.760,0.100
4,2:07,3,20,BAL 46,10,13,"Joe Flacco sacked by Antwan Barnes for -9 yards. Joe Flacco fumbles (forced by Antwan Barnes), recovered by Michael Oher at BAL-37",0.100,-0.910
4,1:59,4,29,BAL 37,10,13,Joe Flacco pass complete short middle to Ray Rice for 29 yards (tackle by Quentin Jammer and Antoine Cason),-0.910,3.310
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
4,1:37,1,10,SDG 34,10,13,Joe Flacco pass complete short right to Jacoby Jones for no gain,3.310,2.770
4,1:13,2,10,SDG 34,10,13,Joe Flacco pass complete short right to Jacoby Jones for 8 yards (tackle by Takeo Spikes and Demorrio Williams),2.770,3.140
4,0:50,3,2,SDG 26,10,13,Ray Rice right guard for 3 yards (tackle by Takeo Spikes),3.140,4.040
4,0:27,1,10,SDG 23,10,13,Joe Flacco pass incomplete deep left intended for Torrey Smith,4.040,3.500
4,0:21,2,10,SDG 23,10,13,Ray Rice up the middle for 3 yards (tackle by Melvin Ingram and Takeo Spikes),3.500,0.000
4,0:03,,,,10,13,Timeout #2 by Baltimore Ravens,0.000,3.200
4,0:03,3,7,SDG 20,13,13,Justin Tucker 38 yard field goal good,3.200,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,15:00,,,BAL 35,13,13,"Justin Tucker kicks off 74 yards, returned by Chris Carr for 25 yards (tackle by Asa Jackson)",0.000,-0.140
OT,14:56,1,10,SDG 16,13,13,Ryan Mathews up the middle for 3 yards (tackle by Jameel McClain and Haloti Ngata),-0.140,-0.180
OT,14:16,2,7,SDG 19,13,13,Philip Rivers pass incomplete short right intended for Randy McMichael,-0.180,-0.950
OT,14:11,3,7,SDG 19,13,13,Philip Rivers pass complete short left to Danario Alexander for 14 yards (tackle by Cary Williams),-0.950,1.140
OT,13:31,1,10,SDG 33,13,13,Philip Rivers pass complete short right to Danario Alexander for 6 yards (tackle by Corey Graham),1.140,1.400
OT,12:53,2,4,SDG 39,13,13,Philip Rivers pass complete short right to Seyi Ajirotutu for 5 yards,1.400,1.860
OT,12:24,1,10,SDG 44,13,13,Ronnie Brown right tackle for 4 yards (tackle by Arthur Jones and Jameel McClain),1.860,1.860
OT,11:41,2,6,SDG 48,13,13,Philip Rivers pass complete short left to Antonio Gates for 2 yards (tackle by Brendon Ayanbadejo),1.860,1.420
OT,10:56,3,4,,13,13,Philip Rivers pass incomplete short left intended for Danario Alexander (defended by Cary Williams),1.420,-0.060
OT,10:52,4,4,,13,13,"Mike Scifres punts 39 yards, fair catch by Tandon Doss",-0.060,0.370
OT,10:44,1,10,BAL 11,13,13,Ray Rice up the middle for no gain (tackle by Vaughn Martin),-0.370,-0.780
OT,10:06,2,10,BAL 11,13,13,Joe Flacco pass incomplete short left intended for Jacoby Jones (defended by Corey Liuget),-0.780,-1.420
OT,10:02,3,10,BAL 11,13,13,Joe Flacco pass complete short middle to Anquan Boldin for 23 yards (tackle by Shareece Wright),-1.420,1.200
OT,9:18,1,10,BAL 34,13,13,Ray Rice right end for 12 yards (tackle by Demorrio Williams and Quentin Jammer),1.200,1.990
OT,8:40,1,10,BAL 46,13,13,Ray Rice left end for -1 yards (tackle by Demorrio Williams),1.990,1.320
OT,7:59,2,11,BAL 45,13,13,Joe Flacco pass complete short middle to Ray Rice for 1 yard (tackle by Shaun Phillips),1.320,0.760
OT,7:16,3,10,BAL 46,13,13,Joe Flacco pass complete short left to Dennis Pitta for 2 yards (tackle by Shareece Wright),0.760,-0.190
OT,6:35,4,8,BAL 48,13,13,"Sam Koch punts 52 yards, touchback",-0.190,-0.280
OT,6:27,1,10,SDG 20,13,13,Philip Rivers pass complete short right to Ronnie Brown for 6 yards (tackle by Brendon Ayanbadejo and Chykie Brown),0.280,0.540
OT,5:56,2,4,SDG 26,13,13,Ryan Mathews up the middle for 1 yard (tackle by Bernard Pollard),0.540,-0.030
OT,5:12,3,3,SDG 27,13,13,Philip Rivers pass incomplete short middle intended for Danario Alexander (defended by Brendon Ayanbadejo),-0.030,-1.570
OT,5:08,4,3,SDG 27,13,13,"Mike Scifres punts 63 yards, returned by Jacoby Jones for 1 yard (tackle by Shareece Wright)",-1.570,0.370
OT,4:56,1,10,BAL 11,13,13,"Joe Flacco pass incomplete short right intended for Torrey Smith. Penalty on Quentin Jammer: Defensive Pass Interference, 11 yards (no play)",-0.370,0.410
OT,4:51,1,10,BAL 22,13,13,Joe Flacco pass incomplete deep left intended for Torrey Smith (defended by Antoine Cason),0.410,-0.130
OT,4:43,2,10,BAL 22,13,13,Joe Flacco pass complete short left to Ray Rice for 6 yards (tackle by Antoine Cason),-0.130,-0.030
OT,4:37,3,4,BAL 28,13,13,Joe Flacco pass complete short middle to Dennis Pitta for 11 yards (tackle by Demorrio Williams),-0.030,1.530
OT,3:59,1,10,BAL 39,13,13,Ray Rice left end for 5 yards (tackle by Demorrio Williams),1.530,1.660
OT,3:20,2,5,BAL 44,13,13,Joe Flacco pass complete short left to Tandon Doss for 9 yards (tackle by Antoine Cason),1.660,2.460
OT,2:36,1,10,SDG 47,13,13,Joe Flacco pass incomplete short left intended for Torrey Smith,2.460,0.000
OT,2:32,,,,13,13,Timeout #1 by Baltimore Ravens,0.000,1.910
OT,2:32,2,10,SDG 47,13,13,Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Shareece Wright),1.910,1.220
OT,2:27,3,10,SDG 47,13,13,Joe Flacco pass complete deep right to Torrey Smith for 31 yards (tackle by Quentin Jammer),1.220,4.510
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,2:00,1,10,SDG 16,13,13,Joe Flacco kneels for -2 yards,4.510,0.000
OT,1:57,,,,13,13,Timeout #1 by San Diego Chargers,0.000,3.640
OT,1:57,2,12,SDG 18,13,13,Joe Flacco kneels for -1 yards,3.640,0.000
OT,1:54,,,,13,13,Timeout #2 by San Diego Chargers,0.000,2.850
OT,1:54,3,13,SDG 19,13,13,Joe Flacco kneels for -1 yards,2.850,0.000
OT,1:12,,,,13,13,Timeout #2 by Baltimore Ravens,0.000,2.120
OT,1:12,4,14,SDG 20,16,13,Justin Tucker 38 yard field goal good,2.120,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
