Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,HOU,13,65,1,3,43,3.3,22,1.7,0,
Dameon Pierce,HOU,4,9,0,,4,1.0,5,1.3,0,
Dare Ogunbowale,HOU,2,7,0,1,6,3.0,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Breece Hall,NYJ,10,40,0,2,15,1.5,25,2.5,1,10.0
Dalvin Cook,NYJ,7,13,0,,8,1.1,5,0.7,0,
Israel Abanikanda,NYJ,3,-1,0,,-2,-0.7,1,0.3,0,
Zach Wilson,NYJ,3,12,0,0,2,0.7,10,3.3,0,
Nick Bawden,NYJ,1,3,0,,1,1.0,2,2.0,0,
Xavier Gipson,NYJ,1,9,1,1,6,6.0,3,3.0,0,
Garrett Wilson,NYJ,1,3,0,1,2,2.0,1,1.0,0,
