Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brevin Jordan,HOU,3,3,35,0,2,11,3.7,24,8.0,3.7,0,,0,0.0,0,115.3
Xavier Hutchinson,HOU,3,2,15,0,,11,5.5,4,2.0,6.7,0,,0,0.0,0,78.5
Robert Woods,HOU,3,1,-2,0,,-3,-3.0,1,1.0,8.3,0,,0,0.0,0,42.4
Andrew Beck,HOU,1,1,26,0,1,13,13.0,13,13.0,13.0,0,,0,0.0,0,118.7
Dameon Pierce,HOU,1,1,-2,0,,-4,-4.0,2,2.0,-4.0,0,,0,0.0,0,79.2
Dare Ogunbowale,HOU,2,1,4,0,0,3,3.0,1,1.0,2.5,0,,0,0.0,0,56.2
John Metchie,HOU,5,1,6,0,,5,5.0,1,1.0,13.2,0,,0,0.0,0,39.6
Nico Collins,HOU,1,1,13,0,1,11,11.0,2,2.0,11.0,0,,0,0.0,0,118.7
Devin Singletary,HOU,3,0,0,0,0,0,,0,,5.7,0,,1,33.3,0,39.6
Noah Brown,HOU,5,0,0,0,,0,,0,,21.6,0,,1,20.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Garrett Wilson,NYJ,14,9,108,0,5,92,10.2,16,1.8,11.6,0,,1,7.1,0,87.8
Breece Hall,NYJ,9,8,86,1,5,-1,-0.1,87,10.9,-0.1,2,4.0,0,0.0,0,143.5
Tyler Conklin,NYJ,6,4,57,0,3,43,10.8,14,3.5,7.5,0,,0,0.0,0,97.2
Jeremy Ruckert,NYJ,3,3,37,0,1,30,10.0,7,2.3,10.0,0,,0,0.0,0,118.1
Xavier Gipson,NYJ,1,1,3,0,0,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2
Dalvin Cook,NYJ,1,1,-5,0,,-5,-5.0,0,0.0,-5.0,0,,0,0.0,0,79.2
Randall Cobb,NYJ,1,1,15,1,1,6,6.0,9,9.0,6.0,0,,0,0.0,0,158.3
