Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,CIN 30,0,0,"Shayne Graham kicks off 66 yards, returned by Chester Taylor for 18 yards (tackle by Artrell Hawkins)",0.000,0.410
1,14:54,1,10,BAL 22,0,0,"Jamal Lewis right tackle for 4 yards (tackle by Justin Smith and Tony Williams). Penalty on CIN: Defensive Offside, 5 yards (no play)",0.410,1.140
1,14:38,1,5,BAL 27,0,0,Kyle Boller up the middle for 5 yards (tackle by Adrian Ross and John Thornton),1.140,1.070
1,14:01,1,10,BAL 32,0,0,Jamal Lewis right end for no gain (tackle by Dwayne Levels),1.070,0.530
1,13:24,2,10,BAL 32,0,0,Kyle Boller pass complete to Todd Heap for 22 yards (tackle by Mark Roman),0.530,2.520
1,12:40,1,10,CIN 46,0,0,Jamal Lewis left tackle for 5 yards (tackle by Carl Powell),2.520,2.650
1,12:03,2,5,CIN 41,0,0,Kyle Boller pass complete to Todd Heap for 20 yards (tackle by Rogers Beckett),2.650,4.170
1,11:29,1,10,CIN 21,0,0,Jamal Lewis left tackle for -1 yards (tackle by Kevin Hardy and Carl Powell),4.170,3.490
1,10:53,2,11,CIN 22,0,0,Kyle Boller right end for 3 yards (tackle by Kevin Kaesviharn),3.490,3.180
1,10:21,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,3.180
1,10:21,3,8,CIN 19,6,0,"Kyle Boller pass complete to Travis Taylor for 19 yards, touchdown",3.180,7.000
1,,,,CIN 2,7,0,Matt Stover kicks extra point good,0.000,0.000
1,,,,BAL 30,7,0,"Wade Richey kicks off 66 yards, returned by Brandon Bennett for 16 yards (tackle by Will Demps)",0.000,0.280
1,10:08,1,10,CIN 20,7,0,Corey Dillon left end for -3 yards (tackle by Marques Douglas),0.280,-0.790
1,9:33,2,13,CIN 17,7,0,Jon Kitna pass incomplete intended for Jeremi Johnson,-0.790,-1.510
1,9:28,3,13,CIN 17,7,0,Jon Kitna pass incomplete intended for Kelley Washington,-1.510,-2.320
1,9:23,4,13,CIN 17,7,0,"Kyle Richardson punts 47 yards, returned by Lamont Brightful for 7 yards (tackle by Adrian Ross)",-2.320,-1.800
1,9:11,1,10,BAL 43,7,0,Kyle Boller pass incomplete intended for Todd Heap,1.800,1.250
1,9:05,2,10,BAL 43,7,0,Jamal Lewis right tackle for 12 yards (tackle by Brian Simmons and Mark Roman),1.250,2.590
1,8:26,1,10,CIN 45,7,0,Jamal Lewis left tackle for 2 yards (tackle by Adrian Ross and Kevin Hardy),2.590,2.310
1,7:49,2,8,CIN 43,7,0,"Kyle Boller for no gain. Kyle Boller fumbles, recovered by Brian Simmons at BAL-47 (tackle by Kyle Boller)",2.310,-2.460
1,7:40,1,10,BAL 47,7,0,Jon Kitna pass incomplete intended for Chad Ochocinco,2.460,1.910
1,7:35,2,10,BAL 47,7,0,Corey Dillon right tackle for 2 yards (tackle by Kelly Gregg),1.910,1.490
1,6:56,3,8,BAL 45,7,6,"Jon Kitna pass complete to Matt Schobel for 45 yards, touchdown",1.490,7.000
1,,,,BAL 2,7,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,7,7,"Shayne Graham kicks off 67 yards, returned by Chester Taylor for 31 yards (tackle by Kenny Watson). Penalty on Terry Jones: Offensive Holding, 10 yards",0.000,0.040
1,6:39,1,10,BAL 18,7,7,Jamal Lewis left end for 2 yards (tackle by Kevin Hardy),0.040,-0.130
1,5:59,2,8,BAL 20,7,7,"Kyle Boller sacked by Carl Powell and Rogers Beckett for -5 yards. Kyle Boller fumbles (forced by Carl Powell), recovered by Carl Powell at BAL-15 (tackle by Kyle Boller)",-0.130,-4.580
1,5:52,1,10,BAL 15,7,7,Jon Kitna pass complete to Chad Ochocinco for 9 yards (tackle by Corey Fuller),4.580,5.600
1,5:32,2,1,BAL 6,7,7,Corey Dillon right tackle for no gain (tackle by Chris McAlister and Ed Hartwell),5.600,4.900
1,4:55,3,1,BAL 6,7,7,Corey Dillon up the middle for 4 yards (tackle by Marques Douglas and Ed Hartwell),4.900,6.740
1,4:15,1,2,BAL 2,7,13,"Corey Dillon right guard for 2 yards, touchdown",6.740,7.000
1,,,,BAL 2,7,14,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,7,14,"Shayne Graham kicks off 65 yards, returned by Chester Taylor for no gain",0.000,0.280
1,4:08,1,10,BAL 20,7,14,Jamal Lewis left end for no gain (tackle by Dwayne Levels and Kevin Hardy),0.280,-0.270
1,3:27,2,10,BAL 20,7,14,Jamal Lewis up the middle for 23 yards (tackle by Mark Roman),-0.270,1.800
1,2:48,1,10,BAL 43,7,14,Chester Taylor left tackle for 6 yards (tackle by Duane Clemons),1.800,2.060
1,2:13,2,4,BAL 49,7,14,Chester Taylor left end for -1 yards (tackle by John Thornton),2.060,1.220
1,1:29,3,5,BAL 48,7,14,Kyle Boller pass complete to Frank Sanders for 8 yards (tackle by Tory James),1.220,2.650
1,0:46,1,10,CIN 44,7,14,Chester Taylor right tackle for 2 yards (tackle by Justin Smith),2.650,2.380
