Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
1,10:33,2,11,NOR 24,7,3,Andy Dalton pass incomplete short middle intended for Chris Olave,-0.070,-0.760
1,10:21,3,11,NOR 24,7,3,Andy Dalton pass complete short right to Chris Olave for 15 yards (tackle by Jalen Thompson),-0.760,1.530
1,9:40,1,10,NOR 39,7,3,Alvin Kamara right tackle for 6 yards (tackle by Cameron Thomas),1.530,1.800
1,9:02,2,4,NOR 45,7,3,Taysom Hill left tackle for 3 yards (tackle by Victor Dimukeje),1.800,1.490
1,8:25,3,1,NOR 48,7,3,Mark Ingram up the middle for 2 yards (tackle by Zaven Collins and Michael Dogbe),1.490,2.260
1,7:46,1,10,NOR 50,7,3,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",2.260,1.930
1,7:28,1,15,NOR 45,7,3,Andy Dalton pass complete short left to Chris Olave for 10 yards (tackle by Marco Wilson),1.930,2.390
1,7:02,2,5,ARI 45,7,3,Taysom Hill pass complete short right to Alvin Kamara for 7 yards (tackle by Zaven Collins),2.390,3.050
1,6:22,1,10,ARI 38,7,3,Alvin Kamara up the middle for -2 yards (tackle by Zach Allen),3.050,2.240
1,5:39,2,12,ARI 40,7,3,Andy Dalton pass complete short right to Mark Ingram for 3 yards (tackle by Zaven Collins and Ben Niemann),2.240,1.950
1,4:54,3,9,ARI 37,7,3,Andy Dalton pass complete short left to Chris Olave for 15 yards (tackle by Antonio Hamilton),1.950,4.110
1,4:12,1,10,ARI 22,7,3,Alvin Kamara for 10 yards (tackle by Isaiah Simmons),4.110,4.780
1,3:34,1,10,ARI 12,7,3,Alvin Kamara left tackle for 4 yards (tackle by Jalen Thompson),4.780,4.830
1,2:52,2,6,ARI 8,7,3,Alvin Kamara left tackle for -2 yards (tackle by Budda Baker),4.830,3.480
1,2:13,3,8,ARI 10,7,3,Andy Dalton pass deep middle intended for Marquez Callaway is intercepted by Antonio Hamilton in end zone and returned for no gain,3.480,-0.280
1,2:06,1,10,ARI 20,7,3,Kyler Murray up the middle for 17 yards (tackle by Chris Harris),0.280,1.400
1,1:29,1,10,ARI 37,7,3,Eno Benjamin up the middle for 45 yards (tackle by Tyrann Mathieu),1.400,4.370
1,0:51,1,10,NOR 18,7,3,Kyler Murray left end for 1 yard (tackle by Marcus Davenport),4.370,3.940
1,0:08,2,9,NOR 17,7,3,Kyler Murray pass complete short left to Keaontay Ingram for -1 yards (tackle by Pete Werner),3.940,3.050
Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,NOR 18,7,3,Kyler Murray scrambles left end for 11 yards (tackle by Tyrann Mathieu),3.050,5.600
2,14:14,1,7,NOR 7,7,3,Eno Benjamin left tackle for -3 yards (tackle by Pete Werner),5.600,4.190
2,13:27,,,,,,Timeout #1 by Arizona Cardinals,,
2,13:27,2,10,NOR 10,7,3,Kyler Murray pass incomplete short left intended for Eno Benjamin,4.190,3.130
2,13:23,3,10,NOR 10,7,3,"Kyler Murray pass incomplete short right intended for Rondale Moore. Penalty on Rondale Moore: Offensive Pass Interference, 10 yards (declined)",3.130,2.760
2,13:19,4,10,NOR 10,7,6,Rodrigo Blankenship 28 yard field goal good,2.760,3.000
2,13:15,,,ARI 35,7,6,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
2,13:15,1,10,NOR 25,7,6,Mark Ingram up the middle for 5 yards (tackle by Zaven Collins and Tanner Vallejo),0.610,0.740
2,12:34,2,5,NOR 30,7,6,Taysom Hill up the middle for 3 yards (tackle by Zach Allen and Leki Fotu),0.740,0.430
2,11:52,3,2,NOR 33,7,6,Andy Dalton pass complete short left to Kevin White for 64 yards (tackle by Antonio Hamilton),0.430,6.510
2,11:07,1,3,ARI 3,7,6,Alvin Kamara left tackle for no gain (tackle by J.J. Watt and Isaiah Simmons),6.510,5.530
2,10:33,2,3,ARI 3,13,6,"Andy Dalton pass complete short right to Taysom Hill for 3 yards, touchdown",5.530,7.000
2,10:29,,,ARI 15,14,6,Wil Lutz kicks extra point good,0.000,0.000
2,10:29,,,NOR 35,14,6,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,10:29,1,10,ARI 25,14,6,Keaontay Ingram up the middle for no gain (tackle by Demario Davis and Kentavius Street),0.610,0.060
2,9:56,2,10,ARI 25,14,6,Kyler Murray pass complete short left to Keaontay Ingram for 24 yards (tackle by Carl Granderson),0.060,2.190
2,9:05,1,10,ARI 49,14,6,Eno Benjamin up the middle for 3 yards (tackle by David Onyemata and Chris Harris),2.190,2.050
2,8:31,2,7,NOR 48,14,6,Kyler Murray pass complete deep right to DeAndre Hopkins for 18 yards,2.050,3.580
2,7:53,1,10,NOR 30,14,6,Keaontay Ingram right end for 1 yard (tackle by Cameron Jordan and Marcus Davenport),3.580,3.170
2,7:17,2,9,NOR 29,14,6,Kyler Murray pass complete short left to Eno Benjamin for -1 yards (tackle by Justin Evans and Malcolm Roach),3.170,2.340
2,6:41,3,10,NOR 30,14,6,"Kyler Murray sacked by David Onyemata for no gain. Penalty on Justin Evans: Defensive Holding, 5 yards (accepted) (no play)",2.340,3.910
2,6:20,1,10,NOR 25,14,6,Kyler Murray pass complete to DeAndre Hopkins for 7 yards (tackle by Chris Harris),3.910,4.370
2,6:00,2,3,NOR 18,14,6,Eno Benjamin up the middle for 5 yards (tackle by Marcus Maye and Marcus Davenport),4.370,4.710
2,5:21,1,10,NOR 13,14,6,Kyler Murray up the middle for -4 yards (tackle by Tanoh Kpassagnon),4.710,3.500
2,4:40,2,14,NOR 17,14,6,Kyler Murray pass complete short left to DeAndre Hopkins for 7 yards (tackle by Chris Harris),3.500,3.650
2,3:53,3,7,NOR 10,14,6,Kyler Murray pass complete short middle to Zach Ertz for 6 yards (tackle by Chris Harris),3.650,3.040
2,3:12,,,,,,Timeout #1 by New Orleans Saints,,
2,3:12,4,1,NOR 4,14,6,Kyler Murray scrambles left end for 2 yards (tackle by Carl Granderson),3.040,6.740
2,2:32,,,,,,Timeout #2 by Arizona Cardinals,,
2,2:32,1,2,NOR 2,14,12,"Keaontay Ingram up the middle for 2 yards, touchdown",6.740,7.000
2,2:28,,,NOR 2,14,12,"Penalty on Chris Harris: Defensive Holding, 1 yard (accepted) (no play)",0.000,1.000
2,2:28,,,NOR 1,14,14,"Two Point Attempt: Eno Benjamin rushes, conversion succeeds.",1.000,1.000
2,2:28,,,ARI 35,14,14,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
2,2:28,1,10,NOR 25,14,14,Alvin Kamara left end for 10 yards (tackle by Leki Fotu),0.610,1.270
2,2:00,1,10,NOR 35,14,20,"Andy Dalton pass intended for Marquez Callaway is intercepted by Marco Wilson at NO-38 and returned for 38 yards, touchdown",1.270,-7.000
2,1:50,,,NOR 15,14,20,Rodrigo Blankenship kicks extra point no good,0.000,-1.000
2,1:50,,,ARI 35,14,20,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
2,1:50,1,10,NOR 25,14,20,Andy Dalton pass complete short right to Marquez Callaway for 8 yards (tackle by Ben Niemann and Jalen Thompson),0.610,1.140
2,1:30,2,2,NOR 33,14,20,Andy Dalton scrambles right end for 14 yards (tackle by Ben Niemann),1.140,2.060
2,1:07,1,10,NOR 47,14,20,Andy Dalton pass incomplete,2.060,1.520
2,1:03,2,10,NOR 47,14,20,Andy Dalton pass incomplete deep right intended for Marquez Callaway (defended by Antonio Hamilton) (defended by Jalen Thompson),1.520,0.830
2,0:57,3,10,NOR 47,14,26,"Andy Dalton pass intended for Chris Olave is intercepted by Isaiah Simmons at ARI-44 and returned for 56 yards, touchdown",0.830,-7.000
2,0:46,,,NOR 2,14,28,Two Point Attempt: Kyler Murray pass complete to to Zach Ertz for no gain,1.000,1.000
2,0:46,,,ARI 35,14,28,"Rodrigo Blankenship kicks off 71 yards, returned by Rashid Shaheed for 23 yards (tackle by Trey McBride). Penalty on Dwayne Washington: Unnecessary Roughness / Offense, 8 yards (accepted)",0.000,-0.380
2,0:46,1,10,NOR 9,14,28,Andy Dalton kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,28,"Wil Lutz kicks off 57 yards, returned by Greg Dortch for 17 yards (tackle by Andrew Dowell)",0.000,0.610
3,14:55,1,10,ARI 25,14,28,Kyler Murray pass complete short right to DeAndre Hopkins for 5 yards (tackle by Marcus Maye),0.610,0.740
3,14:19,2,5,ARI 30,14,28,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.740,0.040
3,14:15,3,5,ARI 30,14,28,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.040,-1.370
3,14:12,4,5,ARI 30,14,28,Andy Lee punts 31 yards downed by Zeke Turner,-1.370,-1.530
3,14:00,1,10,NOR 39,14,28,Andy Dalton pass complete short left to Tre'Quan Smith for 9 yards (tackle by Marco Wilson and Jalen Thompson),1.530,2.200
3,13:21,2,1,NOR 48,14,28,Mark Ingram right tackle for no gain (tackle by J.J. Watt),2.200,1.490
3,12:39,3,1,NOR 48,14,28,Taysom Hill up the middle for 3 yards (tackle by Budda Baker),1.490,2.320
3,12:03,1,10,ARI 49,14,28,Andy Dalton pass incomplete short left intended for Alvin Kamara (defended by Budda Baker),2.320,1.780
3,11:55,2,10,ARI 49,14,28,Taysom Hill pass complete short middle to Chris Olave for 41 yards (tackle by Jalen Thompson and Budda Baker),1.780,5.370
3,11:12,1,8,ARI 8,14,28,Alvin Kamara for -1 yards (tackle by Jesse Luketa),5.370,4.380
3,10:37,2,9,ARI 9,14,28,Andy Dalton pass complete short right to Mark Ingram for 2 yards (tackle by Ben Niemann),4.380,3.810
3,9:54,3,7,ARI 7,14,28,Andy Dalton pass incomplete intended for Tre'Quan Smith,3.810,2.970
3,9:47,4,7,ARI 7,17,28,Wil Lutz 25 yard field goal good,2.970,3.000
3,9:44,,,NOR 35,17,28,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,9:44,1,10,ARI 25,17,28,Eno Benjamin right end for 1 yard (tackle by Malcolm Roach),0.610,0.200
3,9:05,2,9,ARI 26,17,28,Kyler Murray pass incomplete short middle intended for Zach Ertz (defended by Kentavius Street),0.200,-0.490
3,8:58,3,9,ARI 26,17,28,"Penalty on Billy Price: False Start, 5 yards (accepted) (no play)",-0.490,-1.150
3,8:58,3,14,ARI 21,17,28,Kyler Murray sacked by Cameron Jordan for -9 yards,-1.150,-2.490
3,8:16,4,23,ARI 12,17,28,"Andy Lee punts 56 yards, returned by Rashid Shaheed for 14 yards (tackle by Tanner Vallejo)",-2.490,-1.990
3,8:05,1,10,NOR 46,17,28,Andy Dalton pass incomplete deep left intended for Chris Olave (defended by Marco Wilson),1.990,1.450
3,7:57,2,10,NOR 46,17,28,Alvin Kamara up the middle for 3 yards (tackle by Zach Allen and Markus Golden),1.450,1.160
3,7:09,3,7,NOR 49,17,28,Andy Dalton pass incomplete deep left intended for Chris Olave,1.160,-0.130
3,7:07,4,7,NOR 49,17,28,Blake Gillikin punts 36 yards out of bounds,-0.130,0.220
3,7:00,1,10,ARI 15,17,28,Keaontay Ingram up the middle for -3 yards (tackle by Tanoh Kpassagnon),-0.220,-1.000
3,6:19,2,13,ARI 12,17,28,Kyler Murray pass complete short middle to Zach Ertz for 15 yards (tackle by Demario Davis),-1.000,0.740
3,5:39,1,10,ARI 27,17,28,Kyler Murray pass incomplete short left intended for Zach Ertz (defended by Pete Werner),0.740,0.200
3,5:33,2,10,ARI 27,17,28,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",0.200,-0.480
3,5:33,2,15,ARI 22,17,28,"Kyler Murray pass complete deep left to DeAndre Hopkins for 17 yards. DeAndre Hopkins fumbles (forced by Chris Harris), recovered by DeAndre Hopkins at ARI-39",-0.480,1.530
3,4:51,1,10,ARI 39,17,28,Greg Dortch left end for 1 yard (tackle by Tyrann Mathieu and Pete Werner),1.530,1.120
3,4:12,2,9,ARI 40,17,28,Kyler Murray pass complete short right to Eno Benjamin for 6 yards (tackle by Cameron Jordan),1.120,1.220
3,3:27,3,3,ARI 46,17,28,Kyler Murray pass complete short right to Eno Benjamin for 16 yards (tackle by Demario Davis and Marcus Maye),1.220,3.050
3,2:41,1,10,NOR 38,17,28,Kyler Murray pass complete short left to DeAndre Hopkins for 9 yards (tackle by Justin Evans),3.050,3.720
3,2:21,2,1,NOR 29,17,28,Kyler Murray pass complete short right to DeAndre Hopkins for 17 yards (tackle by Alontae Taylor),3.720,4.780
3,1:28,1,10,NOR 12,17,28,"Keaontay Ingram for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Keaontay Ingram for 11 yards (tackle by Alontae Taylor)",4.780,6.970
3,1:19,1,1,NOR 1,17,28,"Kyler Murray for -4 yards. Kyler Murray fumbles, recovered by Kyler Murray at NO-5 (tackle by Cameron Jordan)",6.970,5.150
3,0:32,,,,,,Timeout #1 by Arizona Cardinals,,
3,0:32,2,5,NOR 5,17,34,"Kyler Murray pass complete short middle to Greg Dortch for 5 yards, touchdown",5.150,7.000
3,0:29,,,NOR 15,17,35,Rodrigo Blankenship kicks extra point good,0.000,0.000
3,0:29,,,ARI 35,17,35,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
3,0:29,1,10,NOR 25,17,35,Andy Dalton pass complete short right to Chris Olave for 7 yards (tackle by Byron Murphy),0.610,1.010
3,0:07,2,3,NOR 32,17,35,Andy Dalton pass incomplete short right intended for Alvin Kamara,1.010,0.300
3,0:01,3,3,NOR 32,17,35,Andy Dalton pass incomplete short middle intended for Chris Olave (defended by Zach Allen),0.300,-1.240
Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,NOR 32,17,35,Blake Gillikin punts 58 yards downed by J.T. Gray,-1.240,0.380
4,14:49,1,10,ARI 10,17,35,Kyler Murray pass incomplete short right intended for DeAndre Hopkins,-0.380,-0.780
4,14:45,2,10,ARI 10,17,35,"Kyler Murray sacked by Kentavius Street for no gain. Penalty on Chris Harris: Defensive Holding, 5 yards (accepted) (no play)",-0.780,-0.220
4,14:25,1,10,ARI 15,17,35,Eno Benjamin right tackle for 1 yard (tackle by Kentavius Street and Malcolm Roach),-0.220,-0.580
4,13:44,2,9,ARI 16,17,35,Kyler Murray pass incomplete deep right intended for Robbie Anderson,-0.580,-1.250
4,13:33,3,9,ARI 16,17,35,Kyler Murray sacked by Demario Davis for -6 yards,-1.250,-2.490
4,13:10,4,15,ARI 10,17,35,"Andy Lee punts 50 yards, returned by Rashid Shaheed for 14 yards (tackle by Stephen Anderson and Zeke Turner)",-2.490,-2.520
4,12:54,1,10,ARI 46,17,35,Andy Dalton pass complete short left to Alvin Kamara for 11 yards (tackle by Zaven Collins),2.520,3.250
4,12:33,1,10,ARI 35,17,35,Andy Dalton pass complete short left to Alvin Kamara for 5 yards (tackle by Zaven Collins),3.250,3.380
4,12:10,2,5,ARI 30,17,35,Andy Dalton pass complete short right to Tre'Quan Smith for 7 yards (tackle by Isaiah Simmons),3.380,4.040
4,11:34,1,10,ARI 23,17,35,Andy Dalton pass complete short middle to Alvin Kamara for 6 yards (tackle by Zaven Collins),4.040,4.380
4,11:20,2,4,ARI 17,23,35,"Andy Dalton pass complete short right to Juwan Johnson for 17 yards, touchdown",4.380,7.000
4,11:14,,,ARI 15,24,35,Wil Lutz kicks extra point good,0.000,0.000
4,11:14,,,NOR 35,24,35,"Wil Lutz kicks off 60 yards, returned by Greg Dortch for 31 yards (tackle by Justin Evans)",0.000,1.330
4,11:07,1,10,ARI 36,24,35,Kyler Murray left end for 4 yards (tackle by Marcus Davenport),1.330,1.330
4,10:28,2,6,ARI 40,24,35,Kyler Murray pass complete short right to DeAndre Hopkins for 14 yards (tackle by Justin Evans),1.330,2.520
4,8:41,1,10,NOR 46,24,35,"Eno Benjamin up the middle for 9 yards (tackle by David Onyemata and Pete Werner). Penalty on Cameron Jordan: Face Mask (15 Yards), 15 yards (accepted)",2.520,4.110
4,9:32,1,10,NOR 22,24,35,Eno Benjamin right tackle for 4 yards (tackle by Tanoh Kpassagnon and Pete Werner),4.110,4.130
4,8:41,2,6,NOR 18,24,35,Keaontay Ingram right tackle for 3 yards (tackle by Shy Tuttle),4.130,3.930
4,7:56,3,3,NOR 15,24,35,"Penalty on ARI: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",3.930,3.140
4,7:56,3,8,NOR 20,24,35,Eno Benjamin left tackle for 15 yards (tackle by Marcus Maye and Tyrann Mathieu),3.140,6.060
4,7:08,1,5,NOR 5,24,35,Eno Benjamin up the middle for no gain (tackle by Pete Werner and Cameron Jordan),6.060,5.150
4,6:26,2,5,NOR 5,24,41,"Eno Benjamin up the middle for 5 yards, touchdown",5.150,7.000
4,6:22,,,NOR 15,24,42,Rodrigo Blankenship kicks extra point good,0.000,0.000
4,6:22,,,ARI 35,24,42,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
4,6:22,1,10,NOR 25,24,42,Andy Dalton pass complete short right to Juwan Johnson for 7 yards (tackle by Antonio Hamilton),0.610,1.010
4,5:56,2,3,NOR 32,24,42,Andy Dalton pass incomplete deep right intended for Chris Olave (defended by Jalen Thompson),1.010,0.300
4,5:51,3,3,NOR 32,24,42,"Andy Dalton pass incomplete short left intended for Marquez Callaway. Penalty on Marco Wilson: Defensive Holding, 5 yards (accepted) (no play)",0.300,1.400
4,5:47,1,10,NOR 37,24,42,Andy Dalton pass complete short right to Tre'Quan Smith for 17 yards (tackle by Antonio Hamilton),1.400,2.520
4,5:30,1,10,ARI 46,24,42,Andy Dalton pass complete to Chris Olave for 13 yards (tackle by Antonio Hamilton),2.520,3.380
4,5:26,1,10,ARI 33,24,42,Andy Dalton pass complete short middle to Mark Ingram for 11 yards (tackle by Isaiah Simmons),3.380,4.110
4,4:49,1,10,ARI 22,24,42,Andy Dalton pass incomplete short right,4.110,3.560
4,4:40,2,10,ARI 22,24,42,Andy Dalton pass complete short left to Juwan Johnson for 1 yard (tackle by Markus Golden),3.560,3.010
4,4:11,3,9,ARI 21,24,42,Andy Dalton pass complete short right to Tre'Quan Smith for 6 yards (tackle by Byron Murphy),3.010,2.540
4,4:04,4,3,ARI 15,24,42,Andy Dalton pass complete short left to Marquez Callaway for 12 yards (tackle by Marco Wilson),2.540,6.510
4,3:41,1,3,ARI 3,24,42,Andy Dalton scrambles up the middle for 2 yards (tackle by Budda Baker),6.510,5.910
4,3:12,2,1,ARI 1,30,42,"Andy Dalton pass complete short left to Juwan Johnson for 1 yard, touchdown",5.910,7.000
4,3:07,,,ARI 15,31,42,Wil Lutz kicks extra point good,0.000,0.000
4,3:07,,,NOR 35,31,42,"Wil Lutz kicks onside 13 yards, returned by Trey McBride for no gain",0.000,2.390
4,3:07,1,10,NOR 48,31,42,Kyler Murray pass complete short left to DeAndre Hopkins for 4 yards (tackle by Marcus Maye and Marcus Davenport),2.390,2.390
4,2:59,,,,,,Timeout #1 by New Orleans Saints,,
4,2:59,2,6,NOR 44,31,42,Keaontay Ingram up the middle for no gain (tackle by Marcus Davenport and Cameron Jordan),2.390,1.690
4,2:54,,,,,,Timeout #2 by New Orleans Saints,,
4,2:54,3,6,NOR 44,31,42,Keaontay Ingram up the middle for 4 yards (tackle by Justin Evans),1.690,0.590
4,2:49,,,,,,Timeout #3 by New Orleans Saints,,
4,2:49,4,2,NOR 40,31,42,"Andy Lee punts 40 yards, touchback.",0.590,-0.280
4,2:40,1,10,NOR 20,31,42,Andy Dalton pass complete deep middle to Tre'Quan Smith for 20 yards (tackle by Byron Murphy),0.280,1.600
4,2:10,1,10,NOR 40,31,42,Andy Dalton pass complete short right to Chris Olave for 5 yards (tackle by Byron Murphy),1.600,1.730
4,2:00,2,5,NOR 45,31,42,Andy Dalton pass incomplete deep right intended for Marquez Callaway,1.730,1.030
4,1:54,3,5,NOR 45,31,42,Andy Dalton scrambles right end for 6 yards (tackle by Antonio Hamilton),1.030,2.320
4,1:47,1,10,ARI 49,31,42,Andy Dalton pass complete short middle to Alvin Kamara for 7 yards (tackle by Zaven Collins),2.320,2.730
4,1:28,2,3,ARI 42,31,42,Andy Dalton pass complete short middle to Alvin Kamara for 12 yards (tackle by Isaiah Simmons),2.730,3.580
4,1:09,1,10,ARI 30,31,42,Andy Dalton pass incomplete short right intended for Chris Olave,3.580,3.030
4,1:00,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:00,2,10,ARI 30,31,42,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",3.030,2.360
4,1:00,2,15,ARI 35,31,42,Andy Dalton pass incomplete short right,2.360,1.680
4,0:54,3,15,ARI 35,31,42,Andy Dalton pass complete short right to Alvin Kamara for 8 yards (tackle by Byron Murphy),1.680,1.670
4,0:47,4,7,ARI 27,34,42,Wil Lutz 45 yard field goal good,1.670,3.000
4,0:43,,,NOR 35,34,42,"Wil Lutz kicks onside 13 yards, returned by Zach Ertz for no gain",0.000,2.390
4,0:43,1,10,NOR 48,34,42,Kyler Murray kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
