Quarter,Time,Down,ToGo,Location,HOU,DAL,Detail,EPB,EPA
2,12:06,3,7,DAL 40,3,0,Drew Bledsoe pass complete short right to Terry Glenn for 9 yards (tackle by Dunta Robinson),0.560,2.190
2,11:27,1,10,DAL 49,3,0,Julius Jones right guard for 8 yards (tackle by Glenn Earl),2.190,2.730
2,10:51,2,2,HOU 43,3,0,Julius Jones left tackle for 8 yards (tackle by DeMeco Ryans),2.730,3.250
2,10:13,,,,3,0,Timeout #1 by Dallas Cowboys,0.000,3.250
2,10:13,1,10,HOU 35,3,0,Drew Bledsoe pass complete short right to Jason Witten for no gain,3.250,2.700
2,9:30,2,10,HOU 35,3,0,Julius Jones middle for 4 yards (tackle by C.C. Brown),2.700,2.540
2,8:52,3,6,HOU 31,3,0,Drew Bledsoe pass complete short right to Patrick Crayton for 14 yards (tackle by Dunta Robinson),2.540,4.440
2,8:34,1,10,HOU 17,3,0,Julius Jones left tackle for 2 yards (tackle by Morlon Greenwood),4.440,4.150
2,8:01,2,8,HOU 15,3,0,Drew Bledsoe pass complete short right to Terry Glenn for 10 yards (tackle by Glenn Earl and DeMeco Ryans),4.150,6.060
2,7:23,1,5,HOU 5,3,0,Julius Jones left guard for no gain (tackle by Thomas Johnson),6.060,5.150
2,6:44,2,5,HOU 5,3,0,Julius Jones middle for 1 yard (tackle by Dexter McCleon),5.150,4.490
2,6:06,3,4,HOU 4,3,0,Drew Bledsoe pass incomplete short right intended for Terry Glenn,4.490,3.030
2,6:01,4,4,HOU 4,3,3,Mike Vanderjagt 22 yard field goal good,3.030,3.000
2,,,,DAL 30,3,3,"Mike Vanderjagt kicks off 68 yards, returned by Edell Shepherd for 24 yards (tackle by Ryan Fowler)",0.000,0.670
2,5:52,1,10,HOU 26,3,3,David Carr pass complete short middle to Ron Dayne for 4 yards (tackle by Bradie James),0.670,0.670
2,5:19,2,6,HOU 30,3,3,Ron Dayne middle for 4 yards (tackle by Jason Ferguson and Bradie James),0.670,0.500
2,4:39,3,2,HOU 34,3,3,David Carr pass complete deep right to Eric Moulds for 16 yards (tackle by Terence Newman),0.500,2.260
2,4:01,1,10,DAL 50,3,3,David Carr pass complete short left to Andre Johnson for 9 yards (tackle by Anthony Henry),2.260,2.930
2,3:26,2,1,DAL 41,3,3,David Carr pass incomplete (defended by Roy Williams),2.930,2.210
2,3:21,3,1,DAL 41,3,3,Ron Dayne left tackle for -1 yards (tackle by Jason Ferguson and Chris Canty),2.210,0.460
2,2:35,,,,3,3,Timeout #1 by Houston Texans,0.000,0.460
2,2:35,4,2,DAL 42,3,3,"Chad Stanley punts 42 yards, touchback",0.460,-0.280
2,2:26,1,10,DAL 20,3,3,Drew Bledsoe sacked by DeMeco Ryans for -9 yards,0.280,-1.440
2,2:00,2,19,DAL 11,3,3,Drew Bledsoe pass complete short left to Terrell Owens for 14 yards (tackle by Lewis Sanders),-1.440,-0.300
2,1:30,3,5,DAL 25,3,3,"Penalty on Marco Rivera: False Start, 5 yards (no play)",-0.300,-0.960
2,1:29,3,10,DAL 20,3,3,Drew Bledsoe pass complete short left to Terry Glenn for 9 yards (tackle by Dexter McCleon and C.C. Brown),-0.960,-1.440
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:29,,,,3,3,Timeout #2 by Houston Texans,0.000,-1.440
2,1:00,4,1,DAL 29,3,3,"Mat McBriar punts 56 yards, returned by Phillip Buchanon for 45 yards (tackle by Abram Elam)",-1.440,-2.920
2,0:47,1,10,DAL 40,3,3,David Carr pass incomplete deep middle intended for Andre Johnson (defended by Terence Newman),2.920,2.370
2,0:41,2,10,DAL 40,3,3,David Carr pass complete short right to Andre Johnson for 9 yards (tackle by Aaron Glenn),2.370,2.870
2,0:34,3,1,DAL 31,3,3,Ron Dayne right tackle for no gain (tackle by Roy Williams),2.870,1.410
2,0:04,,,,3,3,Timeout #3 by Houston Texans,0.000,1.410
2,0:04,4,1,DAL 31,6,3,Kris Brown 48 yard field goal good,1.410,3.000
Quarter,Time,Down,ToGo,Location,HOU,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,,,"Kris Brown kicks off 69 yards, returned by Tyson Thompson for 31 yards (tackle by Lewis Sanders)",,
3,14:53,1,10,DAL 32,6,3,Drew Bledsoe pass complete short middle to Jason Witten for 4 yards (tackle by C.C. Brown),1.070,1.070
3,14:20,2,6,DAL 36,6,3,Julius Jones right tackle for 33 yards (tackle by C.C. Brown),1.070,3.510
3,13:53,1,10,HOU 31,6,3,"Julius Jones middle for 2 yards (tackle by DeMeco Ryans). Penalty on Seth Payne: Defensive Holding, 5 yards",3.510,3.970
3,13:30,1,10,HOU 24,6,3,Julius Jones right end for 7 yards (tackle by C.C. Brown),3.970,4.460
3,12:55,2,3,HOU 17,6,3,Julius Jones right guard for -2 yards (tackle by DeMeco Ryans),4.460,3.410
3,12:24,3,5,HOU 19,6,3,Drew Bledsoe pass complete short right to Patrick Crayton for 8 yards (tackle by Dunta Robinson),3.410,4.840
3,11:39,1,10,HOU 11,6,3,Julius Jones right tackle for 5 yards (tackle by Glenn Earl),4.840,5.080
3,11:05,2,5,HOU 6,6,3,Julius Jones left tackle for 3 yards (tackle by Jason Babin and DeMeco Ryans),5.080,4.890
3,10:40,3,2,HOU 3,6,3,"Julius Jones left guard for no gain (tackle by Shantee Orr). Penalty on Terry Glenn: Illegal Motion (Offsetting), Penalty on HOU: Defensive 12 On-field (Offsetting) (no play)",4.890,4.890
3,10:15,3,2,HOU 3,6,9,"Drew Bledsoe pass complete to Terrell Owens for 3 yards, touchdown. Penalty on Lewis Sanders: Defensive Pass Interfere (Declined)",4.890,7.000
3,,,,HOU 2,6,10,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,DAL 30,6,10,"Mike Vanderjagt kicks off 65 yards, returned by Edell Shepherd for 22 yards (tackle by Miles Austin). Penalty on Jason Simmons: Offensive Holding, 10 yards",0.000,-0.060
3,10:03,1,10,HOU 17,6,10,"Penalty on Owen Daniels: False Start, 5 yards (no play)",-0.060,-0.510
3,10:02,1,15,HOU 12,6,10,David Carr pass incomplete short middle intended for Andre Johnson (defended by Anthony Henry),-0.510,-1.150
3,9:59,2,15,HOU 12,6,10,David Carr pass complete deep middle to Eric Moulds for 16 yards (tackle by Roy Williams),-1.150,0.810
3,9:22,1,10,HOU 28,6,10,David Carr pass incomplete short left intended for Andre Johnson (defended by Anthony Henry),0.810,0.260
3,9:17,2,10,HOU 28,6,10,David Carr pass complete short middle to Mark Bruener for 5 yards (tackle by Akin Ayodele and Bradie James),0.260,0.230
3,8:36,3,5,HOU 33,6,10,David Carr pass complete short middle to Samkon Gado for 4 yards (tackle by Bradie James),0.230,-0.910
3,7:51,4,1,HOU 37,6,10,"Penalty on David Carr: Delay of Game, 5 yards (no play)",-0.910,-1.240
3,7:20,4,6,HOU 32,6,10,"Chad Stanley punts 37 yards, returned by Skyler Green for 3 yards (tackle by Jason Simmons)",-1.240,-1.200
3,7:20,1,10,DAL 34,6,10,Drew Bledsoe pass incomplete short left intended for Jason Witten,1.200,0.660
3,7:16,2,10,DAL 34,6,10,Drew Bledsoe pass incomplete deep right intended for Terry Glenn,0.660,-0.030
3,7:09,3,10,DAL 34,6,10,"Drew Bledsoe pass complete short middle to Jason Witten for 13 yards. Penalty on Andre Gurode: Offensive Holding, 10 yards (no play)",-0.030,-1.350
3,7:03,3,20,DAL 24,6,10,Marion Barber middle for 15 yards (tackle by Dexter McCleon),-1.350,-0.780
3,6:25,4,5,DAL 39,6,10,"Mat McBriar punts 49 yards, fair catch by Phillip Buchanon",-0.780,0.350
3,6:17,1,10,HOU 12,6,10,David Carr pass complete short middle to Samkon Gado for 13 yards (tackle by Anthony Henry),-0.350,0.610
3,5:42,1,10,HOU 25,6,10,Samkon Gado middle for 2 yards (tackle by Marcus Spears),0.610,0.330
3,5:04,2,8,HOU 27,6,10,"David Carr pass incomplete short middle intended for Owen Daniels. Penalty on Zach Wiegert: Offensive Holding, 10 yards (no play)",0.330,-1.150
3,4:43,2,18,HOU 17,6,10,David Carr pass incomplete is intercepted by Greg Ellis at HOU-34 and returned for -1 yards,-1.150,-4.040
3,4:28,1,10,HOU 23,6,10,Julius Jones right tackle for 2 yards (tackle by Mario Williams),4.040,3.770
3,3:48,2,8,HOU 21,6,10,Drew Bledsoe pass incomplete short middle intended for Jason Witten,3.770,3.070
3,3:41,3,8,HOU 21,6,16,"Drew Bledsoe pass complete to Terrell Owens for 21 yards, touchdown",3.070,7.000
3,,,,HOU 2,6,17,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,DAL 30,6,17,"Mike Vanderjagt kicks off 60 yards, returned by Edell Shepherd for 18 yards (tackle by Miles Austin)",0.000,0.810
3,3:35,1,10,HOU 28,6,17,Samkon Gado right tackle for 3 yards (tackle by Kenyon Coleman),0.810,0.670
3,2:58,2,7,HOU 31,6,17,David Carr pass incomplete short left intended for Samkon Gado,0.670,-0.030
3,2:53,3,7,HOU 31,6,17,David Carr pass incomplete intended for Andre Johnson is intercepted by Anthony Henry at HOU-44 and returned for 4 yards,-0.030,-2.920
3,2:45,1,10,HOU 40,6,17,Marion Barber left end for 6 yards (tackle by DeMeco Ryans and Morlon Greenwood),2.920,3.180
3,2:08,2,4,HOU 34,6,17,Marion Barber right guard for 2 yards (tackle by Anthony Weaver),3.180,2.740
3,1:27,3,2,HOU 32,6,17,Drew Bledsoe pass incomplete short right intended for Patrick Crayton (defended by Phillip Buchanon),2.740,1.300
3,1:22,4,2,HOU 32,6,17,Drew Bledsoe pass complete short right to Patrick Crayton for 17 yards (tackle by Phillip Buchanon),1.300,4.580
3,0:55,1,10,HOU 15,6,17,Marion Barber middle for 9 yards (tackle by Glenn Earl),4.580,5.600
3,0:16,2,1,HOU 6,6,17,Marion Barber middle for 5 yards (tackle by Shantee Orr),5.600,6.970
Quarter,Time,Down,ToGo,Location,HOU,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,HOU 1,6,23,"Marion Barber middle for 1 yard, touchdown",6.970,7.000
4,,,,HOU 2,6,24,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,DAL 30,6,24,"Mike Vanderjagt kicks off 55 yards, returned by Edell Shepherd for 11 yards (tackle by Kevin Burnett). Edell Shepherd fumbles (forced by Kevin Burnett), recovered by Roy Williams at HOU-31",0.000,-3.510
4,14:52,1,10,HOU 31,6,24,"Julius Jones left end for 7 yards (tackle by C.C. Brown). Penalty on Travis Johnson: Defensive Holding, 5 yards",3.510,4.310
4,14:24,1,10,HOU 19,6,24,Julius Jones middle for 2 yards (tackle by Anthony Maddox),4.310,4.030
4,13:43,2,8,HOU 17,6,24,Julius Jones left end for 11 yards (tackle by C.C. Brown),4.030,5.830
4,12:59,1,6,HOU 6,6,24,Julius Jones middle for 1 yard (tackle by Mario Williams),5.830,5.150
4,12:10,,,,6,24,Timeout #1 by Dallas Cowboys,0.000,5.150
4,12:09,2,5,HOU 5,6,24,Julius Jones left tackle for 2 yards (tackle by Glenn Earl),5.150,4.720
4,11:35,3,3,HOU 3,6,24,Drew Bledsoe pass incomplete short right intended for Terry Glenn,4.720,3.040
4,11:35,4,3,HOU 3,6,27,"Mike Vanderjagt 21 yard field goal good. Penalty on Thomas Johnson: Unnecessary Roughness, 15 yards",3.040,3.000
4,,,,DAL 45,6,27,"Mike Vanderjagt kicks off 55 yards, touchback",0.000,0.280
4,11:28,1,10,HOU 20,6,27,"David Carr pass complete to Samkon Gado for 5 yards (tackle by Akin Ayodele). Penalty on DeMarcus Ware: Illegal Contact, 5 yards (no play)",0.280,0.610
4,11:21,1,10,HOU 25,6,27,David Carr pass incomplete (defended by Jay Ratliff),0.610,0.060
4,10:59,2,10,HOU 25,6,27,David Carr pass complete to Eric Moulds for 5 yards (tackle by Bradie James),0.060,0.040
4,10:24,3,5,HOU 30,6,27,David Carr pass incomplete intended for Owen Daniels,0.040,-1.370
4,10:13,4,5,HOU 30,6,27,"Chad Stanley punts 46 yards, fair catch by Skyler Green",-1.370,-0.540
4,10:11,1,10,DAL 24,6,27,Marion Barber right tackle for 3 yards (tackle by Mario Williams),0.540,0.400
4,9:24,2,7,DAL 27,6,27,Drew Bledsoe pass complete short left to Terrell Owens for 5 yards (tackle by Lewis Sanders),0.400,0.370
4,8:49,3,2,DAL 32,6,27,Marion Barber middle for 2 yards (tackle by Thomas Johnson),0.370,1.200
4,8:08,1,10,DAL 34,6,27,Marion Barber left end for 11 yards (tackle by C.C. Brown),1.200,1.930
4,7:17,1,10,DAL 45,6,27,Tyson Thompson right tackle for 6 yards (tackle by Jason Simmons),1.930,2.190
4,6:31,2,4,HOU 49,6,27,Tyson Thompson left end for -1 yards (tackle by DeMeco Ryans),2.190,1.360
4,5:48,3,5,HOU 50,6,27,Drew Bledsoe pass complete short right to Jason Witten for 13 yards (tackle by DeMeco Ryans),1.360,3.120
4,4:56,1,10,HOU 37,6,27,Tyson Thompson middle for no gain (tackle by Anthony Weaver),3.120,2.570
4,4:12,2,10,HOU 37,6,27,Tyson Thompson left end for 1 yard (tackle by Phillip Buchanon),2.570,2.010
4,4:07,3,9,HOU 36,6,27,Tony Romo pass complete deep left to Sam Hurd for 33 yards (tackle by C.C. Brown),2.010,6.510
4,3:16,1,3,HOU 3,6,27,Tyson Thompson right tackle for 1 yard (tackle by DaShon Polk),6.510,5.720
4,2:29,2,2,HOU 2,6,33,"Tony Romo pass complete short left to Terrell Owens for 2 yards, touchdown",5.720,7.000
4,,,,HOU 2,6,34,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,DAL 30,6,34,"Mike Vanderjagt kicks off 58 yards, returned by Edell Shepherd for 16 yards (tackle by Abram Elam)",0.000,0.810
4,2:17,1,10,HOU 28,6,34,Sage Rosenfels pass complete short middle to Andre Johnson for 6 yards (tackle by Kevin Burnett),0.810,1.070
4,2:00,2,4,HOU 34,6,34,Sage Rosenfels pass complete short middle to Owen Daniels for 11 yards (tackle by Bradie James),1.070,1.930
4,1:37,1,10,HOU 45,6,34,Sage Rosenfels pass incomplete intended for Kevin Walter,1.930,1.380
4,1:32,2,10,HOU 45,6,34,Sage Rosenfels pass complete short left to Andre Johnson for 10 yards (tackle by Terence Newman),1.380,2.590
4,1:04,1,10,DAL 45,6,34,Sage Rosenfels pass complete short left to Andre Johnson for 7 yards (tackle by Anthony Henry),2.590,2.990
4,0:58,,,,6,34,Timeout #1 by Houston Texans,0.000,2.990
4,0:58,2,3,DAL 38,6,34,Sage Rosenfels pass complete short middle to Samkon Gado for 4 yards (tackle by Bradie James),2.990,3.310
4,0:32,1,10,DAL 34,6,34,Sage Rosenfels pass incomplete,3.310,2.770
4,0:29,2,10,DAL 34,6,34,Sage Rosenfels pass incomplete short left intended for Andre Johnson (defended by Anthony Henry),2.770,2.080
4,0:24,3,10,DAL 34,6,34,Sage Rosenfels pass complete short left to Samkon Gado for 5 yards (tackle by Anthony Henry),2.080,1.540
4,0:18,,,,6,34,Timeout #2 by Houston Texans,0.000,1.540
4,0:18,4,5,DAL 29,6,34,Sage Rosenfels pass complete deep middle to Andre Johnson for 21 yards (tackle by Anthony Henry),1.540,5.370
4,0:10,,,,6,34,Timeout #3 by Houston Texans,0.000,5.370
4,0:10,1,8,DAL 8,6,34,Sage Rosenfels pass complete short right to Owen Daniels for 6 yards (tackle by Terence Newman),5.370,5.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
