0,1
Game Info,Game Info
Won Toss,Texans
Roof,outdoors
Surface,fieldturf
Duration,3:10
Attendance,63186
Weather,"66 degrees, relative humidity 87%, wind 8 mph, wind chill 0"
Vegas Line,Dallas Cowboys -13.0
Over/Under,44.0 (under)
