Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Cairo Santos kicks off 64 yards, returned by Dion Lewis for 26 yards (tackle by Kevin Pierre-Louis)",0.000,-0.740
1,14:55,1,10,NWE 27,0,0,Tom Brady pass incomplete deep left intended for Dwayne Allen,0.740,0.200
1,14:49,2,10,NWE 27,0,0,Tom Brady pass complete short right to Rex Burkhead for 8 yards (tackle by Ron Parker),0.200,0.560
1,14:14,3,2,NWE 35,0,0,James White left guard for 8 yards (tackle by Ron Parker and Derrick Johnson),0.560,1.800
1,13:52,1,10,NWE 43,0,0,James White middle for 3 yards (tackle by Eric Berry),1.800,1.660
1,13:26,2,7,NWE 46,0,0,Tom Brady pass complete deep left to Brandin Cooks for 19 yards (tackle by Phillip Gaines),1.660,3.250
1,13:02,1,10,KAN 35,0,0,James White left tackle for 5 yards (tackle by Dee Ford and Derrick Johnson),3.250,3.380
1,12:35,2,5,KAN 30,0,0,Tom Brady pass complete short left to Danny Amendola for 16 yards (tackle by Phillip Gaines),3.380,4.650
1,12:24,1,10,KAN 14,0,0,"Tom Brady pass incomplete short left intended for Brandin Cooks. Penalty on Terrance Mitchell: Defensive Pass Interference, 12 yards (no play)",4.650,6.740
1,12:21,1,2,KAN 2,0,0,"Mike Gillislee right tackle for 2 yards. Penalty on Nate Solder: Offensive Holding (Offsetting), Penalty on Allen Bailey: Defensive Holding (Offsetting) (no play)",6.740,6.740
1,12:17,1,2,KAN 2,0,0,Tom Brady pass incomplete short right intended for Rob Gronkowski,6.740,5.720
1,12:12,2,2,KAN 2,0,6,"Mike Gillislee middle for 2 yards, touchdown",5.720,7.000
1,12:08,,,KAN 15,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,12:08,,,NWE 35,0,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
1,12:08,1,10,KAN 25,0,7,"Kareem Hunt right tackle for 7 yards (tackle by Jordan Richards). Kareem Hunt fumbles (forced by Jordan Richards), recovered by Devin McCourty at KAN-32 (tackle by Chris Conley)",0.610,-3.450
1,12:00,1,10,KAN 32,0,7,Tom Brady pass incomplete deep left intended for Rob Gronkowski,3.450,2.900
1,11:55,2,10,KAN 32,0,7,Tom Brady pass complete short left to James White for 3 yards (tackle by Ron Parker),2.900,2.610
1,11:21,3,7,KAN 29,0,7,James White right guard for 10 yards (tackle by Ron Parker),2.610,4.310
1,10:38,1,10,KAN 19,0,7,Tom Brady pass incomplete deep left intended for Rob Gronkowski,4.310,3.750
1,10:34,2,10,KAN 19,0,7,Rex Burkhead left guard for -1 yards (tackle by Eric Berry and Bennie Logan),3.750,2.940
1,9:53,3,11,KAN 20,0,7,"Tom Brady pass incomplete deep middle intended for Rob Gronkowski. Penalty on Dee Ford: Defensive Offside, 5 yards (no play)",2.940,3.580
1,9:49,3,6,KAN 15,0,7,Tom Brady pass complete short middle to Danny Amendola for 5 yards (tackle by Ron Parker),3.580,2.910
1,9:34,4,1,KAN 10,0,7,Mike Gillislee middle for no gain (tackle by Allen Bailey and Bennie Logan),2.910,0.380
1,9:25,1,10,KAN 10,0,7,Kareem Hunt right guard for 9 yards (tackle by Jordan Richards and Stephon Gilmore),-0.380,0.240
1,8:48,2,1,KAN 19,0,7,Travis Kelce middle for 4 yards (tackle by Jordan Richards and Malcom Brown),0.240,0.480
1,8:05,1,10,KAN 23,0,7,Alex Smith pass complete short left to Tyreek Hill for 14 yards,0.480,1.400
1,7:38,1,10,KAN 37,0,7,Alex Smith pass complete short left to Demetrius Harris for 8 yards (tackle by Devin McCourty),1.400,1.940
1,7:05,2,2,KAN 45,0,7,Alex Smith pass complete short left to Kareem Hunt for 5 yards (tackle by Malcolm Butler),1.940,2.260
1,6:34,1,10,,0,7,Kareem Hunt right tackle for 9 yards (tackle by Stephon Gilmore),2.260,2.930
1,5:51,2,1,NWE 41,0,7,Alex Smith pass complete short middle to Albert Wilson for 3 yards (tackle by Malcom Brown),2.930,3.050
1,5:13,1,10,NWE 38,0,7,Alex Smith pass complete short middle to Tyreek Hill for 11 yards (tackle by Patrick Chung),3.050,3.780
1,4:31,1,10,NWE 27,0,7,Alex Smith pass complete short right to Chris Conley for 18 yards,3.780,5.140
1,3:56,1,9,NWE 9,0,7,Alex Smith pass incomplete,5.140,4.380
1,3:47,2,9,NWE 9,0,7,Kareem Hunt middle for 2 yards,4.380,3.810
1,3:10,3,7,NWE 7,6,7,"Alex Smith pass complete short right to Demetrius Harris for 7 yards, touchdown",3.810,7.000
1,3:03,,,NWE 15,7,7,Cairo Santos kicks extra point good,0.000,0.000
1,3:03,,,KAN 35,7,7,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
1,3:03,1,10,NWE 25,7,7,Mike Gillislee left guard for 3 yards (tackle by Ron Parker),0.610,0.470
1,2:32,2,7,NWE 28,7,7,Tom Brady pass complete deep middle to Danny Amendola for 27 yards (tackle by Ron Parker and Eric Berry),0.470,2.590
1,2:05,1,10,KAN 45,7,7,Tom Brady pass complete short middle to Brandin Cooks for 15 yards,2.590,3.580
1,1:36,1,10,KAN 30,7,7,Chris Hogan left end for 13 yards (tackle by Phillip Gaines),3.580,4.440
1,1:10,1,10,KAN 17,7,7,"Mike Gillislee left end for 3 yards (tackle by Roy Miller). Penalty on Daniel Sorensen: Defensive 12 On-field, 5 yards (no play)",4.440,5.520
1,0:42,1,5,KAN 12,7,7,Tom Brady pass incomplete short right intended for Rex Burkhead (defended by Derrick Johnson),5.520,4.690
1,0:37,2,5,KAN 12,7,7,James White left end for 4 yards (tackle by Terrance Mitchell),4.690,4.800
1,0:23,3,1,KAN 8,7,7,James White middle for no gain (tackle by Derrick Johnson and Ron Parker),4.800,2.990
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,KAN 8,7,10,Stephen Gostkowski 25 yard field goal good,2.990,3.000
2,14:56,,,NWE 35,7,10,"Stephen Gostkowski kicks off 66 yards, returned by De'Anthony Thomas for 31 yards (tackle by Patrick Chung). Penalty on Brandon King: Unnecessary Roughness, 15 yards",0.000,-1.930
2,14:51,1,10,KAN 45,7,10,Alex Smith pass incomplete deep right intended for Ross Travis (defended by Devin McCourty),1.930,1.380
2,14:44,2,10,KAN 45,7,10,Tyreek Hill right end for 4 yards (tackle by Devin McCourty),1.380,1.220
2,14:07,3,6,KAN 49,7,10,Alex Smith sacked by Trey Flowers for -3 yards,1.220,-0.320
2,13:22,4,9,KAN 46,7,10,"Dustin Colquitt punts 36 yards, fair catch by Danny Amendola",-0.320,-0.040
2,13:17,1,10,NWE 18,7,10,Chris Hogan right end for 4 yards (tackle by Justin Houston and Eric Berry),0.040,0.140
2,12:49,2,6,NWE 22,7,10,Mike Gillislee right end for 4 yards (tackle by Allen Bailey),0.140,-0.140
2,12:09,3,2,NWE 26,7,10,Tom Brady pass complete short left to Danny Amendola for 22 yards (tackle by Terrance Mitchell),-0.140,2.130
2,11:31,1,10,NWE 48,7,10,Tom Brady pass incomplete deep left intended for Rex Burkhead,2.130,1.580
2,11:23,2,10,NWE 48,7,10,Chris Hogan right end for no gain (tackle by Justin Houston),1.580,0.890
2,10:44,3,10,NWE 48,7,10,Tom Brady pass complete short right to Rob Gronkowski for 16 yards (tackle by Eric Berry),0.890,3.180
2,9:57,1,10,KAN 36,7,10,Mike Gillislee left tackle for 16 yards (tackle by Ron Parker and Marcus Peters),3.180,4.240
2,9:17,1,10,KAN 20,7,10,Mike Gillislee left end for 9 yards (tackle by Terrance Mitchell and Roy Miller),4.240,5.260
2,8:38,2,1,KAN 11,7,10,Mike Gillislee left guard for 4 yards (tackle by Derrick Johnson),5.260,5.600
2,8:15,1,7,KAN 7,7,10,Mike Gillislee right tackle for 2 yards (tackle by Dee Ford and Bennie Logan),5.600,5.150
2,7:42,2,5,KAN 5,7,10,"Tom Brady pass incomplete short left intended for Chris Hogan. Penalty on Terrance Mitchell: Defensive Holding, 3 yards (no play)",5.150,6.740
2,7:31,1,2,KAN 2,7,16,"Mike Gillislee left guard for 2 yards, touchdown",6.740,7.000
2,7:27,,,KAN 15,7,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,7:27,,,NWE 35,7,17,"Stephen Gostkowski kicks off 71 yards, returned by De'Anthony Thomas for 29 yards (tackle by Jordan Richards)",0.000,-0.480
2,7:22,1,10,KAN 23,7,17,Kareem Hunt right end for 3 yards,0.480,0.340
2,6:47,2,7,KAN 26,7,17,Kareem Hunt right end for 10 yards,0.340,1.330
2,6:11,1,10,KAN 36,7,17,Tyreek Hill left guard for 1 yard (tackle by Alan Branch and Trey Flowers),1.330,0.930
