Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1,3:17,2,10,KAN 10,0,10,"Larry Johnson up the middle for 2 yards (tackle by Ian Gold). Larry Johnson fumbles (forced by Ian Gold), recovered by Courtney Brown at KAN-12",-0.780,-4.780
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
1,2:42,1,10,KAN 12,0,16,"Jake Plummer pass complete to Rod Smith for 12 yards, touchdown",4.780,7.000
1,,,,KAN 2,0,17,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,17,"Todd Sauerbrun kicks off 71 yards, returned by Dante Hall for 25 yards (tackle by Cecil Sapp). Penalty on Boomer Grigsby: Offensive Holding, 10 yards",0.000,-0.370
1,2:30,1,10,KAN 11,0,17,Priest Holmes up the middle for 2 yards (tackle by D.J. Williams),-0.370,-0.630
1,1:54,2,8,KAN 13,0,17,Priest Holmes right tackle for no gain (tackle by Ian Gold),-0.630,-1.190
1,1:11,3,8,KAN 13,0,17,Trent Green pass incomplete intended for Samie Parker (defended by Champ Bailey),-1.190,-2.490
1,1:07,4,8,KAN 13,0,17,"Dustin Colquitt punts 40 yards, returned by D.J. Williams for 1 yard (tackle by Gary Stills)",-2.490,-2.130
1,0:57,1,10,DEN 48,0,17,Jake Plummer pass incomplete intended for Rod Smith (defended by Kawika Mitchell),2.130,1.580
1,0:52,2,10,DEN 48,0,17,Mike Anderson left tackle for no gain (tackle by Junior Siavii),1.580,0.890
1,0:13,3,10,DEN 48,0,17,Jake Plummer sacked by Eric Hicks for -15 yards,0.890,-1.180
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,25,DEN 33,0,17,"Todd Sauerbrun punts 55 yards, returned by Dante Hall for 10 yards (tackle by Mike Leach)",-1.180,-0.410
2,14:49,1,10,KAN 22,0,17,Priest Holmes left end for 8 yards (tackle by Michael Myers),0.410,0.950
2,14:11,2,2,KAN 30,0,17,Priest Holmes up the middle for 10 yards (tackle by Ian Gold and John Lynch),0.950,1.600
2,13:28,1,10,KAN 40,0,17,Priest Holmes right tackle for 2 yards (tackle by Ebenezer Ekuban and Michael Myers),1.600,1.320
2,12:48,2,8,KAN 42,0,17,Trent Green pass incomplete intended for Tony Gonzalez (defended by Champ Bailey),1.320,0.630
2,12:45,3,8,KAN 42,0,17,Trent Green pass complete to Dante Hall for 7 yards (tackle by D.J. Williams),0.630,-0.130
2,12:17,4,1,KAN 49,0,17,Priest Holmes up the middle for 2 yards (tackle by D.J. Williams),-0.130,2.320
2,11:38,1,10,DEN 49,0,17,"Trent Green pass incomplete intended for Priest Holmes. Penalty on Jordan Black: Offensive Holding, 10 yards (no play)",2.320,1.660
2,11:33,1,20,KAN 41,0,17,Priest Holmes left guard for 3 yards (tackle by John Lynch),1.660,0.840
2,10:54,2,17,KAN 44,0,17,Trent Green pass complete to Priest Holmes for -3 yards (tackle by Trevor Pryce),0.840,-0.230
2,10:11,3,20,KAN 41,0,17,Trent Green pass incomplete intended for Tony Gonzalez,-0.230,-0.650
2,10:06,4,20,KAN 41,0,17,"Dustin Colquitt punts 39 yards, fair catch by Charlie Adams. Penalty on Gary Stills: Ineligible Downfield Kic, 5 yards",-0.650,-0.610
2,9:57,1,10,DEN 25,0,17,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Dexter McCleon),0.610,1.010
2,9:29,2,3,DEN 32,0,17,Mike Anderson left guard for 9 yards (tackle by Greg Wesley),1.010,1.660
2,8:47,1,10,DEN 41,0,17,Jake Plummer pass complete to Darius Watts for 12 yards (tackle by Dexter McCleon),1.660,2.460
2,8:14,1,10,KAN 47,0,17,Ron Dayne left tackle for 4 yards (tackle by Jared Allen and John Browning),2.460,2.450
2,7:32,2,6,KAN 43,0,17,Jake Plummer right end for 6 yards (tackle by Kawika Mitchell),2.450,3.120
2,6:50,1,10,KAN 37,0,17,Jake Plummer pass incomplete intended for Ashley Lelie,3.120,2.570
2,6:44,2,10,KAN 37,0,17,Jake Plummer up the middle for 4 yards (tackle by Kendrell Bell),2.570,2.410
2,6:09,,,,0,17,Timeout #1 by Denver Broncos,0.000,2.410
2,6:09,3,6,KAN 33,0,17,Jake Plummer pass incomplete intended for Darius Watts,2.410,1.160
2,6:04,4,6,KAN 33,0,20,Jason Elam 51 yard field goal good,1.160,3.000
2,,,,DEN 30,0,20,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
2,5:59,1,10,KAN 20,0,20,Trent Green pass complete to Eddie Kennison for 21 yards (tackle by Champ Bailey),0.280,1.660
2,5:21,1,10,KAN 41,0,20,Larry Johnson right guard for -1 yards (tackle by Demetrin Veal),1.660,0.990
2,4:44,2,11,KAN 40,0,20,Trent Green pass complete to Eddie Kennison for 8 yards (tackle by Sam Brandon),0.990,1.360
2,4:17,3,3,KAN 48,0,20,Trent Green pass complete to Kris Wilson for 6 yards (tackle by D.J. Williams),1.360,2.520
2,3:46,1,10,DEN 46,0,20,"Larry Johnson right tackle for 1 yard (tackle by Trevor Pryce). Penalty on Michael Myers: Defensive Offside, 5 yards (no play)",2.520,3.250
2,3:24,1,5,DEN 41,0,20,Trent Green pass incomplete intended for Samie Parker,3.250,2.650
2,3:18,2,5,DEN 41,0,20,Trent Green pass complete to Tony Richardson for 3 yards (tackle by Champ Bailey),2.650,2.350
2,2:43,3,2,DEN 38,0,20,Trent Green pass complete to Eddie Kennison for 3 yards (tackle by D.J. Williams),2.350,3.250
2,2:27,1,10,DEN 35,0,20,Larry Johnson left end for no gain (tackle by Trevor Pryce and D.J. Williams),3.250,2.700
2,2:00,,,,0,20,Timeout #2 by Denver Broncos,0.000,2.700
2,2:00,2,10,DEN 35,0,20,"Penalty on Gerard Warren: Encroachment, 5 yards (no play)",2.700,3.380
2,2:00,2,5,DEN 30,0,20,Trent Green pass complete to Eddie Kennison for 26 yards (tackle by Nick Ferguson),3.380,6.280
2,1:22,1,4,DEN 4,0,20,Larry Johnson left end for -2 yards (tackle by Trevor Pryce),6.280,4.950
2,0:42,2,6,DEN 6,0,20,Trent Green sacked by Ebenezer Ekuban for -4 yards,4.950,3.130
2,0:32,,,,0,20,Timeout #3 by Kansas City Chiefs,0.000,3.130
2,0:32,3,10,DEN 10,0,20,Trent Green pass incomplete intended for Larry Johnson,3.130,2.760
2,0:28,4,10,DEN 10,3,20,Lawrence Tynes 28 yard field goal good,2.760,3.000
2,,,,KAN 30,3,20,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
2,0:24,1,10,DEN 20,3,20,Mike Anderson right guard for 3 yards (tackle by Eric Hicks),0.280,0.140
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,3,20,"Lawrence Tynes kicks off 72 yards, returned by D.J. Williams for 32 yards (tackle by Kris Griffin)",0.000,0.940
3,14:54,1,10,DEN 30,3,20,Mike Anderson left tackle for no gain (tackle by Jared Allen),0.940,0.390
3,14:16,2,10,DEN 30,3,20,"Mike Anderson up the middle for no gain (tackle by Kris Griffin). Penalty on Kris Griffin: Defensive Offside, 5 yards (no play)",0.390,1.070
3,13:52,2,5,DEN 35,3,20,Mike Anderson up the middle for 2 yards (tackle by Jared Allen),1.070,0.630
3,13:11,3,3,DEN 37,3,20,Mike Anderson up the middle for 14 yards (tackle by Kendrell Bell and Greg Wesley),0.630,2.320
3,12:32,1,10,KAN 49,3,20,"Jake Plummer pass complete to Rod Smith for 19 yards (tackle by Greg Wesley). Penalty on Sammy Knight: Personal Foul, 15 yards",2.320,4.580
3,12:07,1,10,KAN 15,3,20,Ron Dayne left tackle for no gain (tackle by Derrick Johnson),4.580,3.950
3,11:26,2,10,KAN 15,3,20,Jake Plummer pass complete to Cecil Sapp for 12 yards (tackle by Greg Wesley),3.950,6.510
3,10:39,1,3,KAN 3,3,20,Mike Anderson right guard for 1 yard (tackle by Eric Hicks),6.510,5.720
3,9:58,2,2,KAN 2,3,20,Mike Anderson left end for 1 yard (tackle by Greg Wesley),5.720,5.170
3,9:20,,,,3,20,Timeout #1 by Denver Broncos,0.000,5.170
3,9:20,3,1,KAN 1,3,20,Mike Anderson up the middle for no gain (tackle by Junior Siavii),5.170,3.550
3,8:40,4,1,KAN 1,3,26,"Jake Plummer left end for 1 yard, touchdown",3.550,7.000
3,,,,KAN 2,3,27,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,3,27,"Todd Sauerbrun kicks off 68 yards, returned by Dante Hall for 18 yards (tackle by Keith Burns)",0.000,0.280
3,8:27,1,10,KAN 20,3,27,Priest Holmes left tackle for 6 yards (tackle by Al Wilson),0.280,0.540
3,7:50,2,4,KAN 26,3,27,Priest Holmes left tackle for 16 yards (tackle by Nick Ferguson),0.540,1.730
3,7:07,1,10,KAN 42,3,27,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Ian Gold),1.730,2.920
3,6:28,1,10,DEN 40,3,27,"Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by Al Wilson and Nick Ferguson). Penalty on Jason Dunn: Offensive Holding, 10 yards (no play)",2.920,2.260
3,5:59,1,20,DEN 50,3,27,Priest Holmes right tackle for 4 yards (tackle by Trevor Pryce),2.260,1.560
3,5:21,2,16,DEN 46,3,27,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by John Engelberger),1.560,1.820
3,4:41,3,9,DEN 39,3,27,Trent Green pass incomplete intended for Dante Hall (defended by John Lynch),1.820,0.660
3,4:37,4,9,DEN 39,3,27,Dustin Colquitt punts 28 yards,0.660,0.370
3,4:30,1,10,DEN 11,3,27,Mike Anderson right tackle for 4 yards (tackle by Jared Allen),-0.370,-0.430
3,3:50,2,6,DEN 15,3,27,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Patrick Surtain),-0.430,0.410
3,3:09,1,10,DEN 22,3,27,Mike Anderson right tackle for 2 yards (tackle by Jared Allen),0.410,0.140
3,2:32,2,8,DEN 24,3,27,Tatum Bell left tackle for 10 yards (tackle by Sammy Knight),0.140,1.200
3,1:53,1,10,DEN 34,3,27,Tatum Bell left tackle for 2 yards (tackle by Jared Allen),1.200,0.930
3,1:16,2,8,DEN 36,3,27,Tatum Bell left end for 24 yards (tackle by Greg Wesley),0.930,2.920
3,0:42,1,10,KAN 40,3,27,Jake Plummer pass complete to Stephen Alexander for 9 yards (tackle by Sammy Knight and Patrick Surtain),2.920,3.590
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,KAN 31,3,27,Kyle Johnson left tackle for 4 yards (tackle by Kendrell Bell),3.590,3.780
4,14:25,1,10,KAN 27,3,27,"Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Derrick Johnson). Penalty on Jared Allen: Roughing the Passer, 8 yards",3.780,5.370
4,14:00,1,8,KAN 8,3,27,Mike Anderson right tackle for 3 yards (tackle by John Browning),5.370,5.150
4,13:27,2,5,KAN 5,3,27,Mike Anderson right end for no gain (tackle by Kawika Mitchell),5.150,4.260
4,12:47,3,5,KAN 5,3,27,Mike Anderson up the middle for -2 yards (tackle by Kendrell Bell). Penalty on Jake Plummer: Illegal Shift (Declined),4.260,2.970
4,12:34,4,7,KAN 7,3,30,Jason Elam 25 yard field goal good,2.970,3.000
4,,,,DEN 30,3,30,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
4,12:30,1,10,KAN 20,3,30,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Ian Gold),0.280,1.070
4,12:09,1,10,KAN 32,3,30,Trent Green pass incomplete intended for Dante Hall (defended by Domonique Foxworth),1.070,0.530
4,12:04,2,10,KAN 32,3,30,Trent Green pass complete to Priest Holmes for 23 yards (tackle by D.J. Williams),0.530,2.590
4,11:38,1,10,DEN 45,3,30,Trent Green pass incomplete intended for Eddie Kennison,2.590,2.040
4,11:33,2,10,DEN 45,3,30,Priest Holmes up the middle for no gain (tackle by Al Wilson),2.040,1.360
4,11:06,3,10,DEN 45,3,30,"Trent Green pass incomplete intended for Chris Horn (defended by Al Wilson). Penalty on Lenny Walls: Defensive Holding, 5 yards (no play)",1.360,2.920
4,10:59,1,10,DEN 40,3,30,Trent Green pass incomplete intended for Priest Holmes,2.920,2.370
4,10:55,2,10,DEN 40,3,30,Trent Green sacked by Gerard Warren for -6 yards,2.370,0.890
4,10:36,3,16,DEN 46,3,30,Trent Green pass incomplete intended for Tony Gonzalez,0.890,0.200
4,10:32,4,16,DEN 46,3,30,"Dustin Colquitt punts 32 yards, muffed catch by Charlie Adams, recovered by Domonique Foxworth and returned for no gain",0.200,-0.040
4,10:21,1,10,DEN 18,3,30,Mike Anderson right guard for 3 yards (tackle by Jared Allen and Eric Hicks),0.040,0.010
4,9:40,2,7,DEN 21,3,30,Ashley Lelie right end for 39 yards (tackle by Sammy Knight),0.010,2.920
4,8:51,1,10,KAN 40,3,30,Mike Anderson left tackle for no gain (tackle by Kendrell Bell and Derrick Johnson),2.920,2.370
4,8:09,2,10,KAN 40,3,30,Mike Anderson up the middle for 10 yards (tackle by Greg Wesley),2.370,3.580
4,7:29,1,10,KAN 30,3,30,Ron Dayne right tackle for 2 yards (tackle by Sammy Knight),3.580,3.300
4,6:49,2,8,KAN 28,3,30,Jake Plummer pass incomplete intended for Ashley Lelie,3.300,2.610
4,6:43,3,8,KAN 28,3,30,Jake Plummer up the middle for no gain (tackle by Eric Hicks),2.610,1.590
4,6:03,4,8,KAN 28,3,30,Jason Elam 46 yard field goal no good,1.590,-1.330
4,5:58,1,10,KAN 36,3,30,Trent Green pass complete to Dante Hall for 4 yards (tackle by John Lynch),1.330,1.330
4,5:37,2,6,KAN 40,3,30,Trent Green pass complete to Eddie Kennison for 5 yards (tackle by Domonique Foxworth),1.330,1.290
4,5:16,3,1,KAN 45,3,30,Trent Green pass incomplete intended for Samie Parker (defended by Lenny Walls),1.290,-0.390
4,5:13,4,1,KAN 45,3,30,Larry Johnson right guard for 2 yards (tackle by Demetrin Veal),-0.390,2.060
4,4:42,1,10,KAN 47,3,30,Larry Johnson right end for 6 yards (tackle by Nick Ferguson),2.060,2.330
4,4:36,2,4,DEN 47,3,30,Trent Green pass incomplete intended for Dante Hall (defended by John Lynch),2.330,1.620
4,4:34,3,4,DEN 47,3,30,Trent Green pass incomplete intended for Dante Hall,1.620,0.130
4,4:31,4,4,DEN 47,3,30,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Al Wilson),0.130,2.920
4,4:04,1,10,DEN 40,3,30,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",2.920,2.260
4,3:59,1,20,DEN 50,3,30,Larry Johnson left guard for 2 yards (tackle by Ebenezer Ekuban),2.260,1.290
4,3:35,2,18,DEN 48,3,30,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Nick Ferguson),1.290,1.160
4,2:53,3,14,DEN 44,3,30,Trent Green pass complete to Eddie Kennison for 23 yards (tackle by Domonique Foxworth),1.160,4.170
4,2:25,1,10,DEN 21,3,30,Trent Green pass incomplete intended for Eddie Kennison,4.170,3.630
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
4,2:17,2,10,DEN 21,3,30,Trent Green pass incomplete intended for Samie Parker,3.630,2.940
4,2:12,3,10,DEN 21,3,30,Trent Green pass incomplete intended for Samie Parker (defended by Lenny Walls),2.940,2.060
4,2:06,4,10,DEN 21,9,30,"Trent Green pass complete to Samie Parker for 21 yards, touchdown",2.060,7.000
4,,,,DEN 2,10,30,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,10,30,Lawrence Tynes kicks onside 11 yards,0.000,2.850
4,2:00,1,10,KAN 41,10,30,Kyle Johnson up the middle for 1 yard (tackle by Jared Allen),2.850,2.440
4,1:52,,,,10,30,Timeout #1 by Kansas City Chiefs,0.000,2.440
4,1:52,2,9,KAN 40,10,30,Tatum Bell left end for 5 yards (tackle by Kendrell Bell and Greg Wesley),2.440,2.410
4,1:08,3,4,KAN 35,10,30,Tatum Bell up the middle for 6 yards (tackle by Kawika Mitchell),2.410,3.640
4,0:24,1,10,KAN 29,10,30,Jake Plummer kneels for -2 yards,3.640,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
