Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DAL 25,0,0,Tony Pollard left guard for 2 yards (tackle by Jarran Reed and Dre'Mont Jones),0.610,0.330
1,14:32,2,8,DAL 27,0,0,Dak Prescott pass complete deep middle to CeeDee Lamb for 23 yards (tackle by Quandre Diggs),0.330,2.260
1,14:00,1,10,SEA 50,0,0,Dak Prescott pass complete short left to CeeDee Lamb for 8 yards (tackle by Riq Woolen),2.260,2.790
1,13:27,2,2,SEA 42,0,0,Tony Pollard right tackle for no gain (tackle by Bobby Wagner and Jamal Adams),2.790,2.080
1,12:54,3,2,SEA 42,0,0,Dak Prescott pass complete deep right to Brandin Cooks for 19 yards (tackle by Jamal Adams),2.080,4.040
1,12:18,1,10,SEA 23,0,0,CeeDee Lamb left end for 6 yards (tackle by Quandre Diggs),4.040,4.380
1,11:46,2,4,SEA 17,0,0,Dak Prescott pass complete short left to Tony Pollard for 5 yards (tackle by Dre'Mont Jones),4.380,4.780
1,11:13,1,10,SEA 12,0,0,Dak Prescott pass incomplete short left intended for CeeDee Lamb (defended by Riq Woolen),4.780,4.100
1,11:10,2,10,SEA 12,0,0,Dak Prescott pass incomplete short left intended for Jake Ferguson (defended by Riq Woolen),4.100,3.120
1,10:48,3,10,SEA 12,0,0,Dak Prescott pass complete short left to KaVontae Turpin for 10 yards (tackle by Jamal Adams),3.120,6.740
1,10:31,1,2,SEA 2,0,0,Tony Pollard left tackle for -1 yards (tackle by Bobby Wagner and Nick Bellore),6.740,5.530
1,9:55,2,3,SEA 3,0,0,Dak Prescott pass incomplete short right intended for Jake Ferguson (defended by Devon Witherspoon),5.530,4.720
1,9:50,3,3,SEA 3,0,0,Dak Prescott sacked by Jordyn Brooks for -9 yards,4.720,2.630
1,9:13,4,12,SEA 12,0,3,Brandon Aubrey 30 yard field goal good,2.630,3.000
1,9:10,,,DAL 35,0,3,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,9:10,1,10,SEA 25,0,3,Zach Charbonnet right guard for 4 yards (tackle by Donovan Wilson),0.610,0.600
1,8:35,2,6,SEA 29,0,3,Zach Charbonnet left end for 3 yards (tackle by Johnathan Hankins),0.600,0.300
1,7:56,3,3,SEA 32,0,3,"Penalty on Evan Brown: False Start, 5 yards (accepted) (no play)",0.300,-0.360
1,7:37,3,8,SEA 27,6,3,"Geno Smith pass complete deep middle to D.K. Metcalf for 73 yards, touchdown",-0.360,7.000
1,7:28,,,DAL 15,7,3,Jason Myers kicks extra point good,0.000,0.000
1,7:28,,,SEA 35,7,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,7:28,1,10,DAL 25,7,3,Tony Pollard left guard for 2 yards (tackle by Cameron Young and Dre'Mont Jones),0.610,0.330
1,6:56,2,8,DAL 27,7,3,Dak Prescott sacked by Darrell Taylor for -8 yards,0.330,-1.510
1,6:15,3,16,DAL 19,7,3,Dak Prescott pass complete short left to Jake Ferguson for 17 yards (tackle by Bobby Wagner),-1.510,1.330
1,5:37,1,10,DAL 36,7,3,"Dak Prescott pass incomplete deep left intended for Jalen Tolbert. Penalty on Riq Woolen: Defensive Pass Interference, 47 yards (accepted) (no play)",1.330,4.440
1,5:28,1,10,SEA 17,7,3,Rico Dowdle left end for 2 yards (tackle by Cameron Young),4.440,4.150
1,4:52,2,8,SEA 15,7,9,"Dak Prescott pass complete short middle to CeeDee Lamb for 15 yards, touchdown",4.150,7.000
1,4:48,,,SEA 15,7,10,Brandon Aubrey kicks extra point good,0.000,0.000
1,4:48,,,DAL 35,7,10,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,4:48,1,10,SEA 25,7,10,Geno Smith pass complete short right to Tyler Lockett for no gain (tackle by Markquese Bell),0.610,0.060
1,4:09,2,10,SEA 25,7,10,"Geno Smith pass complete short left to Jaxon Smith-Njigba for 3 yards (tackle by Jourdan Lewis and DaRon Bland). Penalty on D.K. Metcalf: Offensive Holding, 10 yards (declined)",0.060,-0.230
1,3:43,3,7,SEA 28,7,10,"Geno Smith pass complete short left to Tyler Lockett for 13 yards. Penalty on Dante Fowler: Defensive Offside, 5 yards (declined)",-0.230,1.660
1,3:22,1,10,SEA 41,7,10,Zach Charbonnet right tackle for 2 yards (tackle by Micah Parsons and Osa Odighizuwa),1.660,1.390
1,2:44,2,8,SEA 43,7,10,Geno Smith pass complete deep left to D.K. Metcalf for 34 yards (tackle by DaRon Bland),1.390,4.040
1,2:20,1,10,DAL 23,7,10,Zach Charbonnet right guard for no gain (tackle by Micah Parsons and Donovan Wilson),4.040,3.500
1,1:43,2,10,DAL 23,7,10,Zach Charbonnet right tackle for 5 yards (tackle by DeMarcus Lawrence and Osa Odighizuwa),3.500,3.490
1,1:06,3,5,DAL 18,7,10,Geno Smith pass incomplete short right,3.490,2.300
1,1:01,4,5,DAL 18,7,10,"Penalty on SEA: Delay of Game, 6 yards (accepted) (no play)",2.300,1.870
1,1:01,4,11,DAL 24,7,10,Jason Myers 42 yard field goal no good,1.870,-1.070
1,0:58,1,10,DAL 32,7,10,Dak Prescott pass complete short middle to Luke Schoonmaker for 12 yards (tackle by Julian Love),1.070,1.860
1,0:23,1,10,DAL 44,7,10,Dak Prescott pass incomplete short right intended for KaVontae Turpin,1.860,1.320
1,0:19,2,10,DAL 44,7,10,Dak Prescott pass complete short left to CeeDee Lamb for 6 yards (tackle by Riq Woolen),1.320,1.420
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,SEA 50,7,10,Dak Prescott left end for 3 yards (tackle by Julian Love),1.420,0.130
2,14:19,4,1,SEA 47,7,10,Tony Pollard left end for 11 yards (tackle by Quandre Diggs),0.130,3.180
2,13:48,1,10,SEA 36,7,10,Dak Prescott pass complete short right to Tony Pollard for 12 yards (tackle by Devon Witherspoon and Bobby Wagner),3.180,3.970
2,13:01,1,10,SEA 24,7,10,Dak Prescott pass incomplete short left intended for KaVontae Turpin,3.970,3.430
2,12:54,,,,,,Timeout #1 by Seattle Seahawks,,
2,12:54,2,10,SEA 24,7,10,Rico Dowdle up the middle for 8 yards (tackle by Jarran Reed and Julian Love),3.430,3.950
2,12:17,3,2,SEA 16,7,10,Dak Prescott pass complete short middle to CeeDee Lamb for 14 yards (tackle by Quandre Diggs),3.950,6.740
2,11:46,1,2,SEA 2,7,10,"Dak Prescott pass incomplete short right. Penalty on Tyler Smith: Ineligible Downfield Pass, 5 yards (accepted) (no play)",6.740,5.600
2,11:46,1,7,SEA 7,7,10,Dak Prescott pass incomplete short right intended for CeeDee Lamb,5.600,4.760
2,11:40,2,7,SEA 7,7,16,"Dak Prescott pass complete short left to Brandin Cooks for 7 yards, touchdown",4.760,7.000
2,11:37,,,SEA 15,7,17,Brandon Aubrey kicks extra point good,0.000,0.000
2,11:37,,,DAL 35,7,17,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
2,11:37,1,10,SEA 25,7,17,Geno Smith pass complete short left to Noah Fant for 10 yards (tackle by DaRon Bland),0.610,1.270
2,11:07,1,10,SEA 35,7,17,Zach Charbonnet up the middle for 5 yards (tackle by DeMarcus Lawrence and Sam Williams),1.270,1.400
2,10:30,2,5,SEA 40,7,17,Geno Smith pass incomplete short left intended for D.K. Metcalf,1.400,0.700
2,10:25,3,5,SEA 40,7,17,Geno Smith pass complete short left to Jaxon Smith-Njigba for 11 yards (tackle by Jayron Kearse),0.700,2.320
2,9:50,1,10,DAL 49,7,17,"Geno Smith pass incomplete deep middle intended for Tyler Lockett. Penalty on Rashaan Evans: Defensive Pass Interference, 40 yards (accepted) (no play)",2.320,5.140
2,9:43,1,9,DAL 9,7,17,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba,5.140,4.380
2,9:38,2,9,DAL 9,7,17,Zach Charbonnet up the middle for -5 yards (tackle by Osa Odighizuwa),4.380,3.000
2,9:00,3,14,DAL 14,7,17,"Geno Smith pass incomplete short middle intended for Jaxon Smith-Njigba. Penalty on Stephon Gilmore: Defensive Pass Interference, 13 yards (accepted) (no play)",3.000,6.970
2,8:56,1,1,DAL 1,13,17,"Zach Charbonnet up the middle for 1 yard, touchdown",6.970,7.000
2,8:54,,,DAL 15,14,17,Jason Myers kicks extra point good,0.000,0.000
2,8:54,,,SEA 35,14,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,8:54,1,10,DAL 25,14,17,Tony Pollard up the middle for 2 yards (tackle by Darrell Taylor),0.610,0.330
2,8:24,2,8,DAL 27,14,17,Dak Prescott pass complete short right to Jake Ferguson for 7 yards (tackle by Frank Clark),0.330,0.560
2,7:45,3,1,DAL 34,14,17,Tony Pollard left tackle for 3 yards (tackle by Bobby Wagner),0.560,1.400
2,7:13,1,10,DAL 37,14,17,Dak Prescott pass complete short left to Jake Ferguson for 12 yards (tackle by Jamal Adams and Bobby Wagner),1.400,2.190
2,6:38,1,10,DAL 49,14,17,Dak Prescott pass complete short middle to CeeDee Lamb for 9 yards (tackle by Devin Bush),2.190,2.860
2,6:04,2,1,SEA 42,14,17,Rico Dowdle right tackle for no gain (tackle by Bobby Wagner),2.860,2.150
2,5:28,3,1,SEA 42,14,17,Dak Prescott right guard for 2 yards (tackle by Boye Mafe),2.150,2.920
2,4:47,1,10,SEA 40,14,17,Dak Prescott pass complete short left to CeeDee Lamb for 7 yards (tackle by Jamal Adams and Quandre Diggs),2.920,3.320
2,4:09,2,3,SEA 33,14,17,Tony Pollard right guard for 4 yards (tackle by Jamal Adams and Bobby Wagner),3.320,3.640
2,3:44,1,10,SEA 29,14,17,Tony Pollard left tackle for -4 yards (tackle by Jarran Reed),3.640,2.560
2,3:05,2,14,SEA 33,14,17,Dak Prescott pass complete short middle to Rico Dowdle for 7 yards (tackle by Julian Love and Bobby Wagner),2.560,2.810
2,2:22,3,7,SEA 26,14,17,Dak Prescott pass complete short middle to Brandin Cooks for 16 yards (tackle by Jamal Adams),2.810,4.910
2,2:00,1,10,SEA 10,14,17,Dak Prescott left end for 4 yards (tackle by Riq Woolen),4.910,4.950
2,1:49,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:49,2,6,SEA 6,14,17,"Dak Prescott sacked by Leonard Williams for -4 yards. Penalty on Tyler Smith: Offensive Holding, 10 yards (declined)",4.950,3.130
2,1:49,,,,,,Timeout #1 by Dallas Cowboys,,
2,1:49,3,10,SEA 10,14,17,Dak Prescott scrambles up the middle for 7 yards (tackle by Bobby Wagner),3.130,3.040
2,1:40,,,,,,Timeout #3 by Seattle Seahawks,,
2,1:40,4,3,SEA 3,14,17,"Dak Prescott scrambles right end for no gain, touchdown. Penalty on Terence Steele: Offensive Holding, 10 yards (accepted) (no play)",3.040,2.570
2,1:33,4,13,SEA 13,14,20,Brandon Aubrey 31 yard field goal good,2.570,3.000
2,1:30,,,DAL 35,14,20,"Penalty on Cameron Young: Unnecessary Roughness / Defense, 15 yards (accepted)",0.000,0.000
2,1:30,,,DAL 50,14,20,"Brandon Aubrey kicks off 50 yards, touchback.",0.000,0.610
2,1:30,1,10,SEA 25,14,20,Geno Smith pass incomplete short left intended for Zach Charbonnet,0.610,0.060
2,1:26,2,10,SEA 25,14,20,Zach Charbonnet right tackle for 7 yards (tackle by Donovan Wilson),0.060,0.300
2,0:48,3,3,SEA 32,14,20,Geno Smith pass complete short left to Jaxon Smith-Njigba for 11 yards (tackle by Donovan Wilson),0.300,1.800
2,0:41,1,10,SEA 43,14,20,"Geno Smith pass incomplete intended for Jaxon Smith-Njigba. Penalty on Stephon Gilmore: Illegal Contact, 5 yards (declined) . Penalty on Dorance Armstrong: Defensive Offside, 5 yards (accepted) (no play)",1.800,2.530
2,0:36,1,5,SEA 48,14,20,Geno Smith pass incomplete short middle intended for Tyler Lockett,2.530,1.930
2,0:33,2,5,SEA 48,14,20,"Geno Smith pass complete short right to DeeJay Dallas for no gain. Penalty on Dante Fowler: Defensive Offside, 5 yards (accepted) (no play)",1.930,2.460
2,0:29,1,10,DAL 47,14,20,Geno Smith pass complete short left to Tyler Lockett for 8 yards (tackle by Jourdan Lewis),2.460,2.990
2,0:17,2,2,DAL 39,14,20,Geno Smith spiked the ball,2.990,2.280
2,0:16,3,2,DAL 39,14,20,Geno Smith pass complete short left to Tyler Lockett for 9 yards (tackle by DaRon Bland),2.280,3.580
2,0:13,1,10,DAL 30,14,20,"Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba. Penalty on DaRon Bland: Defensive Pass Interference, 29 yards (accepted) (no play)",3.580,6.970
2,0:07,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:07,1,1,DAL 1,20,20,"Geno Smith pass complete short left to D.K. Metcalf for 1 yard, touchdown. Penalty on DeMarcus Lawrence: Defensive Offside, 5 yards (declined)",6.970,7.000
2,0:04,,,DAL 15,21,20,Jason Myers kicks extra point good,0.000,0.000
2,0:04,,,SEA 35,21,20,"Jason Myers kicks off 44 yards, returned by Hunter Luepke for 15 yards (tackle by Brady Russell)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,21,20,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,21,20,Zach Charbonnet left guard for 2 yards (tackle by Johnathan Hankins and Donovan Wilson),0.610,0.330
3,14:22,2,8,SEA 27,21,20,Geno Smith pass complete short right to Jaxon Smith-Njigba for 6 yards (tackle by DaRon Bland),0.330,0.430
3,13:40,3,2,SEA 33,21,20,Geno Smith pass complete short right to D.K. Metcalf for 13 yards (tackle by Malik Hooker and Stephon Gilmore),0.430,1.990
3,13:07,1,10,SEA 46,21,20,Zach Charbonnet right guard for 14 yards (tackle by Jourdan Lewis),1.990,2.920
3,12:26,1,10,DAL 40,21,20,"Zach Charbonnet left end for 7 yards (tackle by Markquese Bell and Dorance Armstrong). Penalty on Markquese Bell: Face Mask (15 Yards), 15 yards (accepted)",2.920,4.370
3,12:05,1,10,DAL 18,21,20,Geno Smith pass incomplete short middle intended for Will Dissly,4.370,3.800
3,12:02,2,10,DAL 18,21,20,Geno Smith pass complete short middle to D.K. Metcalf for 10 yards (tackle by Donovan Wilson and Damone Clark),3.800,5.370
3,11:17,1,8,DAL 8,21,20,Zach Charbonnet right tackle for 2 yards (tackle by Osa Odighizuwa),5.370,4.950
3,10:48,2,6,DAL 6,21,20,Zach Charbonnet left guard for 1 yard (tackle by Osa Odighizuwa and DeMarcus Lawrence),4.950,4.260
3,10:05,3,5,DAL 5,27,20,"Geno Smith scrambles up the middle for 5 yards, touchdown. Penalty on Markquese Bell: Defensive Holding, 5 yards (declined)",4.260,7.000
3,10:01,,,DAL 15,28,20,Jason Myers kicks extra point good,0.000,0.000
3,10:01,,,SEA 35,28,20,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,10:01,1,10,DAL 25,28,20,"Dak Prescott pass incomplete deep right intended for Michael Gallup. Penalty on Tre Brown: Defensive Holding, 5 yards (accepted) (no play)",0.610,0.940
3,9:55,1,10,DAL 30,28,20,Tony Pollard left tackle for 6 yards (tackle by Boye Mafe and Devon Witherspoon),0.940,1.200
3,9:21,2,4,DAL 36,28,20,Tony Pollard right guard for 5 yards (tackle by Jamal Adams),1.200,1.660
3,8:58,1,10,DAL 41,28,20,Rico Dowdle up the middle for 2 yards (tackle by Jarran Reed),1.660,1.390
3,8:26,2,8,DAL 43,28,20,Dak Prescott pass complete short middle to Jake Ferguson for 15 yards (tackle by Dre'Mont Jones),1.390,2.790
3,7:51,1,10,SEA 42,28,20,"Dak Prescott pass is intercepted by Quandre Diggs at SEA-5 and returned for no gain. Penalty on Boye Mafe: Defensive Offside, 5 yards (accepted) (no play)",2.790,3.520
3,7:43,1,5,SEA 37,28,20,"Dak Prescott pass incomplete intended for CeeDee Lamb. Penalty on Riq Woolen: Defensive Holding, 5 yards (accepted) (no play)",3.520,3.450
3,7:36,1,10,SEA 32,28,20,Tony Pollard left tackle for 2 yards (tackle by Cameron Young and Devon Witherspoon),3.450,3.170
3,6:56,2,8,SEA 30,28,20,Dak Prescott pass complete short left to CeeDee Lamb for 9 yards (tackle by Riq Woolen),3.170,4.170
