Quarter,Time,Tm,Detail,SDG,DEN
1.0,13:06,Broncos,Shannon Sharpe 11 yard pass from Jake Plummer (Jason Elam kick),0,7
,6:14,Broncos,Jason Elam 42 yard field goal,0,10
2.0,9:46,Broncos,Jason Elam 22 yard field goal,0,13
,8:25,Broncos,Rod Smith 65 yard punt return (Jason Elam kick),0,20
,0:32,Broncos,Shannon Sharpe 26 yard pass from Jake Plummer (Jason Elam kick),0,27
3.0,1:28,Broncos,Shannon Sharpe 26 yard pass from Jake Plummer (Jason Elam kick),0,34
4.0,13:11,Broncos,Micah Knorr 27 yard field goal,0,37
,10:12,Chargers,Kassim Osgood 19 yard pass from Doug Flutie (Stephen Alexander pass from Doug Flutie),8,37
