0,1
Game Info,Game Info
Won Toss,Packers (deferred)
Roof,outdoors
Surface,grass
Duration,3:27
Attendance,77509
Weather,"60 degrees, relative humidity 62%, wind 3 mph"
Vegas Line,Green Bay Packers -3.5
Over/Under,46.0 (over)
