Quarter,Time,Tm,Detail,DET,GNB
1.0,10:36,Lions,Quintez Cephus 5 yard pass from Jared Goff (Austin Seibert kick),7,0
,3:45,Packers,Aaron Jones 4 yard pass from Aaron Rodgers (Mason Crosby kick),7,7
2.0,7:22,Lions,T.J. Hockenson 8 yard pass from Jared Goff (Austin Seibert kick),14,7
,1:52,Packers,Aaron Jones 1 yard pass from Aaron Rodgers (Mason Crosby kick),14,14
,0:03,Lions,Austin Seibert 43 yard field goal,17,14
3.0,10:26,Packers,Robert Tonyan 22 yard pass from Aaron Rodgers (Mason Crosby kick),17,21
,0:07,Packers,Aaron Jones 11 yard pass from Aaron Rodgers (Mason Crosby kick),17,28
4.0,12:42,Packers,Aaron Jones 1 yard rush (Mason Crosby kick),17,35
